Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Paul Posluszny LB JAC (8),,INDW 30-10 ,13,,4,10,0,1.5,0,0,0,,29%
Anthony Hitchens LB DAL (6),,WASW 38-14 ,12,,3,12,0,0,0,0,0,,15%
Christian Jones LB CHI (9),,SFL 14-15 ,12,,3,10,0,1,0,0,0,,21%
Clay Matthews LB GB (8),,TBW 26-20 ,11,,2,5,0,3,0,0,0,,19%
Bruce Irvin LB OAK (10),,NYGW 24-17 ,11,,1,7,0,1,1,0,0,,12%
Alec Ogletree LB LA (8),,@ARIW 32-16 ,11,,0,1,1,0,0,0,1,,81%
Joe Schobert LB CLE (9),,@LACL 10-19 ,11,,5,7,0,1,1,0,0,,61%
Navorro Bowman LB OAK (10),,NYGW 24-17 ,9,,1,8,0,0,0,1,0,,60%
Luke Kuechly LB CAR (11),,@NOL 21-31 ,9,,1,8,0,0,0,1,0,,94%
Danny Trevathan LB CHI (9),,SFL 14-15 ,9,,1,9,0,0,0,0,0,,39%
Eric Kendricks LB MIN (9),,@ATLW 14-9 ,9,,1,9,0,0,0,0,0,,58%
K.J. Wright LB SEA (6),,PHIW 24-10 ,8,,2,8,0,0,0,0,0,,49%
OUTJosh Bynes LB ARI (8),,LAL 16-32 ,8,,0,8,0,0,0,0,0,,2%
Chandler Jones LB ARI (8),,LAL 16-32 ,8,,0,4,0,1,1,0,0,,55%
Bobby Wagner LB SEA (6),,PHIW 24-10 ,8,,4,8,0,0,0,0,0,,93%
Christian Kirksey LB CLE (9),,@LACL 10-19 ,8,,0,8,0,0,0,0,0,,75%
Terrell Suggs LB BAL (10),,DETW 44-20 ,7,,0,5,0,1,0,0,0,,25%
Robert Quinn LB LA (8),,@ARIW 32-16 ,7,,0,3,0,2,0,0,0,,17%
Benardrick McKinney LB HOU (7),,@TENL 13-24 ,7,,2,5,0,1,0,0,0,,48%
Jake Ryan LB GB (8),,TBW 26-20 ,7,,5,5,0,1,0,0,0,,7%
QEric Lee LB NE (9),,@BUFW 23-3 ,7,,2,2,1,1.5,0,0,0,,2%
QReuben Foster LB SF (11),,@CHIW 15-14 ,7,,0,7,0,0,0,0,0,,45%
Nick Bellore LB DET (7),,@BALL 20-44 ,6.1,,1,0,0,0,0,0,0,,2%
Karlos Dansby LB ARI (8),,LAL 16-32 ,6,,0,6,0,0,0,0,0,,28%
Von Miller LB DEN (5),,@MIAL 9-35 ,6,,1,5,0,0.5,0,0,0,,75%
Brandon Marshall LB DEN (5),,@MIAL 9-35 ,6,,1,6,0,0,0,0,0,,52%
OUTZach Brown LB WAS (5),,@DALL 14-38 ,6,,1,6,0,0,0,0,0,,77%
Vince Williams LB PIT (9),,@CINW 23-20 ,6,,5,4,0,1,0,0,0,,39%
Deion Jones LB ATL (5),,MINL 9-14 ,6,,2,6,0,0,0,0,0,,77%
Blake Martinez LB GB (8),,TBW 26-20 ,6,,5,6,0,0,0,0,0,,77%
Antonio Morrison LB IND (11),,@JACL 10-30 ,6,,0,6,0,0,0,0,0,,11%
Patrick Onwuasor LB BAL (10),,DETW 44-20 ,6,,1,6,0,0,0,0,0,,8%
Derrick Johnson LB KC (10),,@NYJL 31-38 ,5,,4,5,0,0,0,0,0,,35%
OUTDavid Harris LB NE (9),,@BUFW 23-3 ,5,,2,2,0,1.5,0,0,0,,8%
Lamarr Houston LB CHI (9),,SFL 14-15 ,5,,0,3,0,1,0,0,0,,2%
Mychal Kendricks LB PHI (10),,@SEAL 10-24 ,5,,4,5,0,0,0,0,0,,19%
Lavonte David LB TB (1),,@GBL 20-26 ,5,,2,5,0,0,0,0,0,,76%
IRA.J. Klein LB NO (5),,CARW 31-21 ,5,,2,3,0,1,0,0,0,,8%
Anthony Barr LB MIN (9),,@ATLW 14-9 ,5,,0,5,0,0,0,0,0,,24%
Preston Brown LB BUF (6),,NEL 3-23 ,5,,3,5,0,0,0,0,0,,38%
Todd Davis LB DEN (5),,@MIAL 9-35 ,5,,3,5,0,0,0,0,0,,7%
Vic Beasley LB ATL (5),,MINL 9-14 ,5,,0,5,0,0,0,0,0,,32%
Zach Cunningham LB HOU (7),,@TENL 13-24 ,5,,1,3,0,1,0,0,0,,16%
Elvis Dumervil LB SF (11),,@CHIW 15-14 ,4,,0,2,0,1,0,0,0,,3%
Wesley Woodyard LB TEN (8),,HOUW 24-13 ,4,,5,4,0,0,0,0,0,,65%
Ramon Humber LB BUF (6),,NEL 3-23 ,4,,3,4,0,0,0,0,0,,23%
Kyle Wilber LB DAL (6),,WASW 38-14 ,4,,0,2,0,0,1,0,0,,1%
Demario Davis LB NYJ (11),,KCW 38-31 ,4,,1,4,0,0,0,0,0,,75%
QKiko Alonso LB MIA (1),,DENW 35-9 ,4,,1,4,0,0,0,0,0,,51%
IRJon Bostic LB IND (11),,@JACL 10-30 ,4,,2,4,0,0,0,0,0,,20%
Kevin Pierre-Louis LB KC (10),,@NYJL 31-38 ,4,,3,4,0,0,0,0,0,,1%
Stephone Anthony LB MIA (1),,DENW 35-9 ,4,,1,4,0,0,0,0,0,,4%
Zach Vigil LB WAS (5),,@DALL 14-38 ,4,,2,4,0,0,0,0,0,,3%
Jordan Jenkins LB NYJ (11),,KCW 38-31 ,4,,0,2,0,1,0,0,0,,1%
Tyler Matakevich LB PIT (9),,@CINW 23-20 ,4,,2,4,0,0,0,0,0,,1%
Calvin Munson LB NYG (8),,@OAKL 17-24 ,4,,3,2,0,1,0,0,0,,2%
Chase Allen LB MIA (1),,DENW 35-9 ,4,,1,2,0,0,1,0,0,,0%
Brian Orakpo LB TEN (8),,HOUW 24-13 ,3,,2,1,0,1,0,0,0,,8%
Ryan Kerrigan LB WAS (5),,@DALL 14-38 ,3,,1,3,0,0,0,0,0,,27%
Craig Robertson LB NO (5),,CARW 31-21 ,3,,1,2,0,0,0,1,0,,14%
OUTNigel Bradham LB PHI (10),,@SEAL 10-24 ,3,,3,3,0,0,0,0,0,,23%
IRNick Perry LB GB (8),,TBW 26-20 ,3,,3,3,0,0,0,0,0,,9%
OUTVontaze Burfict LB CIN (6),,PITL 20-23 ,3,,3,3,0,0,0,0,0,,55%
IRKevin Minter LB CIN (6),,PITL 20-23 ,3,,1,3,0,0,0,0,0,,6%
Ray-Ray Armstrong LB NYG (8),,@OAKL 17-24 ,3,,0,1,0,0,1,0,0,,21%
C.J. Mosley LB BAL (10),,DETW 44-20 ,3,,3,3,0,0,0,0,0,,91%
Avery Williamson LB TEN (8),,HOUW 24-13 ,3,,3,3,0,0,0,0,0,,20%
Jeremiah George LB IND (11),,@JACL 10-30 ,3,,0,3,0,0,0,0,0,,0%
Bud Dupree LB PIT (9),,@CINW 23-20 ,3,,1,1,0,1,0,0,0,,10%
Denzel Perryman LB LAC (9),,CLEW 19-10 ,3,,1,2,0,0,0,1,0,,19%
Eli Harold LB SF (11),,@CHIW 15-14 ,3,,0,3,0,0,0,0,0,,1%
Myles Jack LB JAC (8),,INDW 30-10 ,3,,2,3,0,0,0,0,0,,68%
Jaylon Smith LB DAL (6),,WASW 38-14 ,3,,2,3,0,0,0,0,0,,28%
Elandon Roberts LB NE (9),,@BUFW 23-3 ,3,,0,3,0,0,0,0,0,,5%
Jarrad Davis LB DET (7),,@BALL 20-44 ,3,,5,3,0,0,0,0,0,,40%
Kendell Beckwith LB TB (1),,@GBL 20-26 ,3,,0,3,0,0,0,0,0,,26%
Blair Brown LB JAC (8),,INDW 30-10 ,3,,1,2,0,0.5,0,0,0,,1%
Jordan Evans LB CIN (6),,PITL 20-23 ,3,,2,3,0,0,0,0,0,,2%
