Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTDeMarco Murray RB TEN (8),,@SFL 23-25 ,6.3,,18,59,0,,1,1,4,0,,0,0,63,,95%
Jordan Howard RB CHI (9),,@DETL 10-20 ,6.3,,10,37,0,,4,4,26,0,,0,0,63,,95%
Alfred Morris RB DAL (6),,@OAKW 20-17 ,6.1,,16,61,0,,2,2,0,0,,0,0,61,,48%
Kerwynn Williams RB ARI (8),,@WASL 15-20 ,6.1,,17,61,0,,0,1,0,0,,0,0,61,,17%
J.D. McKissic RB SEA (6),,LAL 7-42 ,5.8,,6,20,0,,3,4,38,0,,0,0,58,,14%
Alfred Blue RB HOU (7),,@JACL 7-45 ,5.5,,12,55,0,,0,1,0,0,,0,0,55,,4%
OUTAaron Jones RB GB (8),,@CARL 24-31 ,5.3,,3,47,0,,1,2,6,0,,0,0,53,,39%
OUTT.J. Yeldon RB JAC (8),,HOUW 45-7 ,5.2,,7,27,0,,4,5,25,0,,0,0,52,,20%
Alex Collins RB BAL (10),,@CLEW 27-10 ,5.2,,12,19,0,,5,8,33,0,,0,0,52,,72%
Peyton Barber RB TB (1),,ATLL 21-24 ,4.8,,13,53,0,,3,3,15,0,,1-1,0,68,,23%
Terron Ward RB ATL (5),,@TBW 24-21 ,4.6,,8,40,0,,1,1,6,0,,0,0,46,,1%
Malcolm Brown RB LA (8),,@SEAW 42-7 ,4.5,,10,45,0,,0,1,0,0,,0,0,45,,5%
Elijhaa Penny RB ARI (8),,@WASL 15-20 ,4.5,,10,45,0,,0,1,0,0,,0,0,45,,2%
Chris Ivory RB JAC (8),,HOUW 45-7 ,4.2,,17,42,0,,0,0,0,0,,0,0,42,,28%
QTheo Riddick RB DET (7),,CHIW 20-10 ,4.1,,8,49,0,,3,3,12,0,,1-1,0,61,,65%
Carlos Hyde RB SF (11),,TENW 25-23 ,3.9,,16,25,0,,2,2,14,0,,0,0,39,,95%
Mike Davis RB SEA (6),,LAL 7-42 ,3.9,,6,19,0,,2,2,20,0,,0,0,39,,27%
Devontae Booker RB DEN (5),,@INDW 25-13 ,3.9,,11,39,0,,1,1,10,0,,1,0,72,,26%
IRTravaris Cadet RB BUF (6),,MIAW 24-16 ,3.8,,4,24,0,,1,1,14,0,,0,0,38,,2%
Jonathan Stewart RB CAR (11),,GBW 31-24 ,3.6,,11,27,0,,1,1,9,0,,0,0,36,,75%
Tion Green RB DET (7),,CHIW 20-10 ,3.5,,10,35,0,,0,0,0,0,,0,0,35,,5%
IRMatt Forte RB NYJ (11),,@NOL 19-31 ,3.4,,7,24,0,,2,5,10,0,,0,0,34,,64%
Lamar Miller RB HOU (7),,@JACL 7-45 ,3.3,,9,32,0,,2,4,1,0,,0,0,33,,96%
Danny Woodhead RB BAL (10),,@CLEW 27-10 ,3.2,,1,1,0,,6,7,31,0,,0,0,32,,52%
Shane Vereen RB NYG (8),,PHIL 29-34 ,3,,5,15,0,,5,5,15,0,,0,0,30,,15%
Jamaal Williams RB GB (8),,@CARL 24-31 ,3,,10,30,0,,0,0,0,0,,0,0,30,,74%
Derrick Henry RB TEN (8),,@SFL 23-25 ,2.8,,7,19,0,,2,2,9,0,,0,0,28,,79%
Alan Cross RB TB (1),,ATLL 21-24 ,2.3,,0,0,0,,1,2,23,0,,0,0,23,,0%
D.J. Foster RB ARI (8),,@WASL 15-20 ,2.2,,0,0,0,,4,9,22,0,,0,0,28,,2%
LeGarrette Blount RB PHI (10),,@NYGW 34-29 ,2.1,,7,21,0,,0,0,0,0,,0,0,21,,76%
Kenjon Barner RB PHI (10),,@NYGW 34-29 ,2.1,,2,21,0,,0,0,0,0,,0,0,77,,1%
Ameer Abdullah RB DET (7),,CHIW 20-10 ,2.1,,1,8,0,,3,4,13,0,,0,0,46,,76%
Jalen Richard RB OAK (10),,DALL 17-20 ,2.1,,0,0,0,,2,2,21,0,,0,0,21,,21%
DeAndre Washington RB OAK (10),,DALL 17-20 ,1.9,,2,3,0,,2,3,16,0,,0,0,19,,18%
Corey Clement RB PHI (10),,@NYGW 34-29 ,1.8,,4,17,0,,1,1,1,0,,0,0,32,,20%
Orson Charles RB KC (10),,LACW 30-13 ,1.8,,0,0,0,,1,1,18,0,,0,0,18,,0%
Tarik Cohen RB CHI (9),,@DETL 10-20 ,1.7,,2,1,0,,4,6,16,0,,0,0,81,,51%
Kyle Juszczyk RB SF (11),,TENW 25-23 ,1.6,,0,0,0,,2,4,16,0,,0,0,16,,3%
Matt Breida RB SF (11),,TENW 25-23 ,1.6,,5,16,0,,0,0,0,0,,0,0,81,,17%
Marlon Mack RB IND (11),,DENL 13-25 ,1.4,,6,14,0,,0,1,0,0,,0,0,14,,34%
Zach Line RB NO (5),,NYJW 31-19 ,1.3,,2,8,0,,1,2,5,0,,0,0,13,,0%
IRJames Conner RB PIT (9),,NEL 24-27 ,1.3,,3,13,0,,0,0,0,0,,0,0,13,,17%
Brian Hill RB CIN (6),,@MINL 7-34 ,1.2,,5,12,0,,0,0,0,0,,0,0,12,,2%
OUTJames White RB NE (9),,@PITW 27-24 ,0.8,,0,0,0,,2,3,8,0,,0,0,8,,62%
Patrick DiMarco RB BUF (6),,MIAW 24-16 ,0.6,,0,0,0,,1,2,6,0,,0,0,6,,0%
Charles Sims RB TB (1),,ATLL 21-24 ,0.6,,0,0,0,,4,4,6,0,,0,0,6,,13%
Charcandrick West RB KC (10),,LACW 30-13 ,0.6,,5,6,0,,0,1,0,0,,0,0,6,,15%
QC.J. Ham RB MIN (9),,CINW 34-7 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,0%
Fozzy Whittaker RB CAR (11),,GBW 31-24 ,0.3,,1,3,0,,0,0,0,0,,0,0,3,,1%
Jay Prosch RB HOU (7),,@JACL 7-45 ,0.3,,0,0,0,,1,1,3,0,,0,0,3,,0%
Fitzgerald Toussaint RB PIT (9),,NEL 24-27 ,0.3,,1,3,0,,0,0,0,0,,0,0,39,,0%
Michael Burton RB CHI (9),,@DETL 10-20 ,0.2,,1,2,0,,0,0,0,0,,0,0,2,,0%
IRLeShun Daniels RB WAS (5),,ARIW 20-15 ,0.2,,1,2,0,,0,0,0,0,,0,0,2,,0%
James Develin RB NE (9),,@PITW 27-24 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Jacquizz Rodgers RB TB (1),,ATLL 21-24 ,0,,0,0,0,,0,0,0,0,,0,0,62,,31%
OUTJordan Todman RB HOU (7),,@JACL 7-45 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Derrick Coleman RB ATL (5),,@TBW 24-21 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Roosevelt Nix RB PIT (9),,NEL 24-27 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Ryan Hewitt RB CIN (6),,@MINL 7-34 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Branden Oliver RB LAC (9),,@KCL 13-30 ,0,,0,0,0,,0,1,0,0,,0,0,0,,4%
IRAkeem Hunt RB KC (10),,LACW 30-13 ,0,,0,0,0,,0,0,0,0,,0,0,75,,1%
Derek Watt RB LAC (9),,@KCL 13-30 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Josh Ferguson RB IND (11),,DENL 13-25 ,0,,0,0,0,,0,1,0,0,,0,0,0,,1%
Andy Janovich RB DEN (5),,@INDW 25-13 ,-0.1,,1,-1,0,,0,0,0,0,,0,0,-1,,0%
Austin Ekeler RB LAC (9),,@KCL 13-30 ,-0.1,,2,13,0,,1,1,6,0,,1-1,0,19,,29%
