Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Ezekiel Elliott RB DAL (6),,@SFW 40-10 ,41.9,,26,147,2,,1,3,72,1,,0,3,219,,95%
LeSean McCoy RB BUF (6),,TBW 30-27 ,22.2,,23,91,2,,5,7,31,0,,1-1,2,122,,98%
OUTAaron Jones RB GB (8),,NOL 17-26 ,21.8,,17,131,1,,3,5,7,0,,0,1,138,,39%
OUTT.J. Yeldon RB JAC (8),,@INDW 27-0 ,21.7,,9,122,1,,2,2,15,0,,0,1,137,,20%
Todd Gurley RB LA (8),,ARIW 33-0 ,21.4,,22,106,1,,4,8,48,0,,0,1,154,,97%
OUTLe'Veon Bell RB PIT (9),,CINW 29-14 ,21.2,,35,134,0,,3,3,58,0,,0,0,192,,98%
Latavius Murray RB MIN (9),,BALW 24-16 ,17.3,,18,113,1,,0,0,0,0,,0,1,113,,82%
Mark Ingram RB NO (5),,@GBW 26-17 ,17,,22,105,1,,4,5,5,0,,0,1,110,,97%
IRChris Thompson RB WAS (5),,@PHIL 24-34 ,12.4,,7,38,0,,5,5,26,1,,0,1,82,,46%
Kareem Hunt RB KC (10),,@OAKL 30-31 ,11.7,,18,87,0,,4,4,30,0,,0,0,117,,92%
OUTJames White RB NE (9),,ATLW 23-7 ,10.7,,4,19,0,,5,5,28,1,,0,1,47,,62%
Alvin Kamara RB NO (5),,@GBW 26-17 ,10.7,,9,57,0,,5,7,50,0,,0,0,107,,89%
Austin Ekeler RB LAC (9),,DENW 21-0 ,10.4,,7,38,0,,4,4,6,1,,0,1,44,,29%
DeAndre Washington RB OAK (10),,KCW 31-30 ,10,,9,33,1,,3,4,7,0,,0,1,40,,18%
Devonta Freeman RB ATL (5),,@NEL 7-23 ,9,,12,72,0,,3,3,18,0,,0,0,90,,97%
Carlos Hyde RB SF (11),,DALL 10-40 ,8.8,,14,68,0,,4,8,20,0,,0,0,88,,95%
Chris Ivory RB JAC (8),,@INDW 27-0 ,8.7,,17,47,1,,0,0,0,0,,1-1,1,47,,28%
Bilal Powell RB NYJ (11),,@MIAL 28-31 ,8.3,,9,43,0,,2,2,40,0,,0,0,83,,75%
IRMatt Forte RB NYJ (11),,@MIAL 28-31 ,8.2,,7,41,0,,5,5,41,0,,0,0,82,,64%
Dion Lewis RB NE (9),,ATLW 23-7 ,8.2,,13,76,0,,1,1,6,0,,0,0,96,,76%
Doug Martin RB TB (1),,@BUFL 27-30 ,8,,20,49,0,,2,3,31,0,,0,0,80,,76%
OUTJay Ajayi RB MIA (1),,NYJW 31-28 ,7.7,,23,51,0,,3,4,26,0,,0,0,77,,92%
