Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
OUTVontaze Burfict LB CIN (6),,@DENW 20-17 ,15,,1,11,0,1,1,0,0,,55%
Korey Toomer LB LAC (9),,BUFW 54-24 ,12,,0,2,1,0,0,0,1,,8%
Christian Kirksey LB CLE (9),,JACL 7-19 ,12,,6,8,0,1,1,0,0,,75%
Telvin Smith LB JAC (8),,@CLEW 19-7 ,12,,2,3,1,0,0,1,1,,89%
OUTNigel Bradham LB PHI (10),,@DALW 37-9 ,11,,2,4,0,0,0,1,1,,23%
Alec Ogletree LB LA (8),,@MINL 7-24 ,11,,1,11,0,0,0,0,0,,81%
Deone Bucannon LB ARI (8),,@HOUL 21-31 ,11,,4,9,0,0,1,0,0,,34%
Preston Brown LB BUF (6),,@LACL 24-54 ,11,,2,11,0,0,0,0,0,,38%
C.J. Mosley LB BAL (10),,@GBW 23-0 ,10,,0,7,0,0,1,1,0,,91%
James Burgess LB CLE (9),,JACL 7-19 ,9,,8,7,0,1,0,0,0,,5%
Patrick Onwuasor LB BAL (10),,@GBW 23-0 ,9,,2,8,0,0,0,1,0,,8%
Terrell Suggs LB BAL (10),,@GBW 23-0 ,8,,0,2,0,2,1,0,0,,25%
Tahir Whitehead LB DET (7),,@CHIW 27-24 ,8,,1,8,0,0,0,0,0,,47%
QKiko Alonso LB MIA (1),,TBL 20-30 ,8,,2,8,0,0,0,0,0,,51%
Vince Williams LB PIT (9),,TENW 40-17 ,8,,1,6,0,1,0,0,0,,39%
Christian Jones LB CHI (9),,DETL 24-27 ,8,,2,6,0,1,0,0,0,,21%
IRAdarius Glanton LB TB (1),,@MIAW 30-20 ,8,,1,1,0,0,0,1,1,,2%
Kwon Alexander LB TB (1),,@MIAW 30-20 ,8,,2,6,1,0,0,0,0,,69%
Reggie Ragland LB KC (10),,@NYGL 9-12 ,8,,1,8,0,0,0,0,0,,12%
Calvin Munson LB NYG (8),,KCW 12-9 ,8,,5,8,0,0,0,0,0,,2%
Karlos Dansby LB ARI (8),,@HOUL 21-31 ,7,,2,7,0,0,0,0,0,,28%
Benardrick McKinney LB HOU (7),,ARIW 31-21 ,7,,2,7,0,0,0,0,0,,48%
Jake Ryan LB GB (8),,BALL 0-23 ,7,,0,7,0,0,0,0,0,,7%
Joe Schobert LB CLE (9),,JACL 7-19 ,7,,6,5,0,0,1,0,0,,61%
Ryan Kerrigan LB WAS (5),,@NOL 31-34 ,6,,0,4,0,1,0,0,0,,27%
Bobby Wagner LB SEA (6),,ATLL 31-34 ,6,,2,6,0,0,0,0,0,,93%
Marquis Flowers LB NE (9),,@OAKW 33-8 ,6,,0,4,0,0,1,0,0,,0%
IRNick Vigil LB CIN (6),,@DENW 20-17 ,6,,0,6,0,0,0,0,0,,22%
Deion Jones LB ATL (5),,@SEAW 34-31 ,6,,1,6,0,0,0,0,0,,77%
Kyler Fackrell LB GB (8),,BALL 0-23 ,6,,1,4,0,1,0,0,0,,0%
Nick Kwiatkoski LB CHI (9),,DETL 24-27 ,6,,0,2,0,1,1,0,0,,4%
IRCory James LB OAK (10),,NEL 8-33 ,6,,1,6,0,0,0,0,0,,10%
Lawrence Timmons LB MIA (1),,TBL 20-30 ,5,,1,5,0,0,0,0,0,,34%
Justin Houston LB KC (10),,@NYGL 9-12 ,5,,2,5,0,0,0,0,0,,60%
K.J. Wright LB SEA (6),,ATLL 31-34 ,5,,1,5,0,0,0,0,0,,49%
OUTZach Brown LB WAS (5),,@NOL 31-34 ,5,,0,5,0,0,0,0,0,,77%
