Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Alvin Kamara RB NO (5),,@LAL 20-26 ,32.8,,5,87,1,,6,6,101,1,,0,2,188,,89%
Jamaal Williams RB GB (8),,@PITL 28-31 ,27.5,,21,66,1,,4,5,69,1,,0,2,135,,74%
Joe Mixon RB CIN (6),,CLEW 30-16 ,22.5,,23,114,1,,3,3,51,0,,0,1,165,,85%
Tevin Coleman RB ATL (5),,TBW 34-20 ,21.7,,19,97,2,,0,0,0,0,,0,2,97,,88%
OUTLe'Veon Bell RB PIT (9),,GBW 31-28 ,18.3,,20,95,0,,12,14,88,0,,1-1,0,183,,98%
OUTRex Burkhead RB NE (9),,MIAW 35-17 ,17.3,,13,50,1,,2,2,3,1,,0,2,53,,62%
Marshawn Lynch RB OAK (10),,DENW 21-14 ,17,,26,67,1,,3,3,43,0,,0,1,110,,91%
Latavius Murray RB MIN (9),,@DETW 30-23 ,14.4,,20,84,1,,0,1,0,0,,0,1,84,,82%
Frank Gore RB IND (11),,TENL 16-20 ,13.9,,17,62,1,,2,5,17,0,,0,1,79,,87%
QSamaje Perine RB WAS (5),,NYGW 20-10 ,13,,24,100,0,,3,4,30,0,,0,0,130,,74%
Todd Gurley RB LA (8),,NOW 26-20 ,12.8,,17,74,0,,4,7,54,0,,0,0,128,,97%
Peyton Barber RB TB (1),,@ATLL 20-34 ,12.7,,5,7,2,,0,0,0,0,,0,2,7,,23%
Lamar Miller RB HOU (7),,@BALL 16-23 ,11.8,,17,51,1,,1,3,7,0,,0,1,58,,96%
Alex Collins RB BAL (10),,HOUW 23-16 ,11.7,,16,60,1,,2,2,-3,0,,0,1,57,,72%
Dion Lewis RB NE (9),,MIAW 35-17 ,11.3,,15,112,0,,1,2,1,0,,0,0,148,,76%
OUTRod Smith RB DAL (6),,LACL 6-28 ,10.8,,9,41,1,,2,2,7,0,,0,1,48,,20%
Isaiah Crowell RB CLE (9),,@CINL 16-30 ,10.5,,16,95,0,,1,2,10,0,,0,0,105,,85%
OUTDeMarco Murray RB TEN (8),,@INDW 20-16 ,10.2,,12,9,1,,3,4,33,0,,0,1,42,,95%
IRAdrian Peterson RB ARI (8),,JACW 27-24 ,9.9,,20,79,0,,4,5,20,0,,0,0,99,,73%
Christian McCaffrey RB CAR (11),,@NYJW 35-27 ,9.7,,7,62,0,,2,5,35,0,,0,0,119,,91%
Jalen Richard RB OAK (10),,DENW 21-14 ,9,,2,17,0,,2,2,13,1,,0,1,55,,21%
Derrick Henry RB TEN (8),,@INDW 20-16 ,8.9,,13,79,0,,1,2,10,0,,0,0,89,,79%
Melvin Gordon RB LAC (9),,@DALW 28-6 ,8.8,,21,65,0,,3,3,23,0,,0,0,88,,96%
Kenyan Drake RB MIA (1),,@NEL 17-35 ,8.7,,9,20,0,,3,4,27,1,,1-1,1,47,,67%
Jonathan Stewart RB CAR (11),,@NYJW 35-27 ,8.6,,15,26,1,,0,0,0,0,,0,1,26,,75%
LeSean McCoy RB BUF (6),,@KCW 16-10 ,7.9,,22,49,0,,4,4,30,0,,0,0,79,,98%
LeGarrette Blount RB PHI (10),,CHIW 31-3 ,7.7,,15,97,0,,0,0,0,0,,1-1,0,97,,76%
Javorius Allen RB BAL (10),,HOUW 23-16 ,7.7,,5,15,1,,1,1,2,0,,0,1,17,,46%
Austin Ekeler RB LAC (9),,@DALW 28-6 ,7,,6,15,0,,3,3,55,0,,0,0,70,,29%
Carlos Hyde RB SF (11),,SEAL 13-24 ,6.8,,16,47,0,,7,13,21,0,,0,0,68,,95%
Duke Johnson RB CLE (9),,@CINL 16-30 ,6.7,,6,35,0,,4,5,32,0,,0,0,67,,79%
OUTEddie Lacy RB SEA (6),,@SFW 24-13 ,6.1,,17,46,0,,3,3,15,0,,0,0,61,,42%
Jerick McKinnon RB MIN (9),,@DETW 30-23 ,5.4,,13,23,0,,1,3,31,0,,0,0,54,,72%
OUTDamien Williams RB MIA (1),,@NEL 17-35 ,5.2,,8,38,0,,3,5,14,0,,0,0,52,,17%
OUTT.J. Yeldon RB JAC (8),,@ARIL 24-27 ,5.2,,3,10,0,,5,6,42,0,,0,0,52,,20%
Alfred Morris RB DAL (6),,LACL 6-28 ,4.9,,9,36,0,,1,1,13,0,,0,0,49,,48%
IRTravaris Cadet RB BUF (6),,@KCW 16-10 ,4.9,,6,28,0,,3,3,21,0,,0,0,49,,2%
Bilal Powell RB NYJ (11),,CARL 27-35 ,4.6,,9,34,0,,1,1,12,0,,0,0,46,,75%
J.D. McKissic RB SEA (6),,@SFW 24-13 ,4.6,,4,22,0,,4,7,24,0,,0,0,46,,14%
DeAndre Washington RB OAK (10),,DENW 21-14 ,4.6,,6,23,0,,3,3,23,0,,0,0,46,,18%
Danny Woodhead RB BAL (10),,HOUW 23-16 ,4.5,,4,22,0,,4,4,23,0,,0,0,45,,52%
Ameer Abdullah RB DET (7),,MINL 23-30 ,4.3,,6,14,0,,3,5,29,0,,0,0,43,,76%
Wayne Gallman RB NYG (8),,@WASL 10-20 ,4.3,,9,37,0,,2,2,6,0,,0,0,43,,19%
Leonard Fournette RB JAC (8),,@ARIL 24-27 ,4.2,,12,25,0,,3,3,17,0,,0,0,42,,92%
Orleans Darkwa RB NYG (8),,@WASL 10-20 ,3.9,,11,30,0,,1,1,9,0,,0,0,39,,45%
Corey Clement RB PHI (10),,CHIW 31-3 ,3.9,,4,27,0,,1,1,12,0,,0,0,39,,20%
Jacquizz Rodgers RB TB (1),,@ATLL 20-34 ,3.7,,8,31,0,,1,2,6,0,,0,0,80,,31%
Mark Ingram RB NO (5),,@LAL 20-26 ,3.6,,11,31,0,,2,3,5,0,,0,0,36,,97%
Elijah McGuire RB NYJ (11),,CARL 27-35 ,3.4,,5,21,0,,1,1,13,0,,0,0,34,,16%
Devontae Booker RB DEN (5),,@OAKL 14-21 ,3.3,,6,11,0,,2,2,22,0,,0,0,47,,26%
Doug Martin RB TB (1),,@ATLL 20-34 ,3.3,,7,33,0,,0,0,0,0,,0,0,33,,76%
Marlon Mack RB IND (11),,TENL 16-20 ,3.1,,4,11,0,,2,2,20,0,,0,0,31,,34%
QTheo Riddick RB DET (7),,MINL 23-30 ,3,,5,20,0,,1,2,10,0,,0,0,30,,65%
IRByron Marshall RB WAS (5),,NYGW 20-10 ,3,,4,18,0,,1,2,12,0,,0,0,68,,2%
