Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Ezekiel Ansah DL DET (7),,@CINL 17-26 ,11,,2,5,0,3,0,0,0,,43%
OUTCameron Heyward DL PIT (9),,@HOUW 34-6 ,9,,1,3,0,2,1,0,0,,50%
OUTDerek Barnett DL PHI (10),,OAKW 19-10 ,8,,0,1,0,0,0,1,1,,21%
Cameron Jordan DL NO (5),,ATLW 23-13 ,7,,0,3,0,2,0,0,0,,85%
Trey Flowers DL NE (9),,BUFW 37-16 ,7,,1,7,0,0,0,0,0,,44%
Robert Nkemdiche DL ARI (8),,NYGW 23-0 ,7,,0,0,0,0,0,1,1,,4%
Solomon Thomas DL SF (11),,JACW 44-33 ,7,,1,5,0,1,0,0,0,,25%
Chris Long DL PHI (10),,OAKW 19-10 ,6,,1,2,0,1,1,0,0,,5%
Jason Pierre-Paul DL NYG (8),,@ARIL 0-23 ,6,,0,4,0,1,0,0,0,,79%
Olivier Vernon DL NYG (8),,@ARIL 0-23 ,6,,1,2,0,1,1,0,0,,46%
Kawann Short DL CAR (11),,TBW 22-19 ,6,,4,1,0,1.5,1,0,0,,34%
Wes Horton DL CAR (11),,TBW 22-19 ,6,,1,1,0,1.5,1,0,0,,0%
Kenny Clark DL GB (8),,MINL 0-16 ,6,,3,2,0,2,0,0,0,,6%
Willie Henry DL BAL (10),,INDW 23-16 ,6,,1,4,0,1,0,0,0,,2%
Julius Peppers DL CAR (11),,TBW 22-19 ,5,,2,1,0,1,0,2,0,,38%
Calais Campbell DL JAC (8),,@SFL 33-44 ,5,,3,5,0,0,0,0,0,,89%
Michael Bennett DL SEA (6),,@DALW 21-12 ,5,,1,3,0,1,0,0,0,,43%
Jurrell Casey DL TEN (8),,LAL 23-27 ,5,,3,3,0,0,1,0,0,,28%
Vinny Curry DL PHI (10),,OAKW 19-10 ,5,,1,3,0,0,1,0,0,,6%
Damon Harrison DL NYG (8),,@ARIL 0-23 ,5,,0,5,0,0,0,0,0,,36%
Dion Jordan DL SEA (6),,@DALW 21-12 ,5,,0,3,0,1,0,0,0,,1%
Kareem Martin DL ARI (8),,NYGW 23-0 ,5,,2,1,0,1,1,0,0,,0%
Stephon Tuitt DL PIT (9),,@HOUW 34-6 ,5,,1,1,0,1,1,0,0,,10%
Malcom Brown DL NE (9),,BUFW 37-16 ,5,,3,3,0,1,0,0,0,,5%
Tyeler Davison DL NO (5),,ATLW 23-13 ,5,,0,3,0,0,1,0,0,,0%
Larry Ogunjobi DL CLE (9),,@CHIL 3-20 ,5,,1,3,0,1,0,0,0,,0%
Kyle Williams DL BUF (6),,@NEL 16-37 ,4,,2,2,0,1,0,0,0,,12%
Michael Johnson DL CIN (6),,DETW 26-17 ,4,,1,4,0,0,0,0,0,,10%
Gerald McCoy DL TB (1),,@CARL 19-22 ,4,,2,2,0,1,0,0,0,,23%
Carlos Dunlap DL CIN (6),,DETW 26-17 ,4,,2,2,0,1,0,0,0,,58%
George Johnson DL NO (5),,ATLW 23-13 ,4,,1,1,0,1.5,0,0,0,,0%
Cornellius Carradine DL SF (11),,JACW 44-33 ,4,,0,4,0,0,0,0,0,,0%
OUTBenson Mayowa DL DAL (6),,SEAL 12-21 ,4,,0,2,0,1,0,0,0,,2%
