Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTJordy Nelson WR GB (8),,CHIW 35-14 ,19.5,,0,0,0,,4,7,75,2,,0,2,75,,92%
Tyrell Williams WR LAC (9),,PHIL 24-26 ,19.5,,0,0,0,,5,6,115,1,,0,1,115,,54%
QDevin Funchess WR CAR (11),,@NEW 33-30 ,19,,0,0,0,,7,9,70,2,,0,2,70,,82%
OUTDeAndre Hopkins WR HOU (7),,TENW 57-14 ,18.7,,0,0,0,,10,12,107,1,,0,1,107,,97%
QWill Fuller WR HOU (7),,TENW 57-14 ,15.9,,1,4,0,,4,6,35,2,,0,2,39,,50%
IRTerrelle Pryor WR WAS (5),,@KCL 20-29 ,15,,0,0,0,,3,5,70,1,,0,1,70,,49%
Michael Thomas WR NO (5),,@MIAW 20-0 ,14.9,,0,0,0,,8,11,89,1,,0,1,89,,95%
Johnny Holton WR OAK (10),,@DENL 10-16 ,14.4,,0,0,0,,1,1,64,1,,0,1,64,,1%
Keenan Allen WR LAC (9),,PHIL 24-26 ,13.8,,0,0,0,,5,11,138,0,,0,0,138,,95%
Mike Evans WR TB (1),,NYGW 25-23 ,12.7,,0,0,0,,5,11,67,1,,0,1,67,,96%
A.J. Green WR CIN (6),,@CLEW 31-7 ,12.3,,0,0,0,,5,7,63,1,,0,1,63,,98%
OUTChris Hogan WR NE (9),,CARL 30-33 ,12,,0,0,0,,5,9,60,1,,0,1,60,,69%
Cooper Kupp WR LA (8),,@DALW 35-30 ,12,,0,0,0,,5,7,60,1,,0,1,60,,61%
Mike Wallace WR BAL (10),,PITL 9-26 ,11.5,,0,0,0,,6,10,55,1,,0,1,55,,60%
Kendall Wright WR CHI (9),,@GBL 14-35 ,11.1,,0,0,0,,4,4,51,1,,0,1,51,,19%
JuJu Smith-Schuster WR PIT (9),,@BALW 26-9 ,10.7,,0,0,0,,3,4,47,1,,0,1,47,,78%
Jaron Brown WR ARI (8),,SFW 18-15 ,10.5,,0,0,0,,8,12,105,0,,0,0,105,,11%
Randall Cobb WR GB (8),,CHIW 35-14 ,10.4,,0,0,0,,4,4,44,1,,0,1,44,,68%
Kelvin Benjamin WR CAR (11),,@NEW 33-30 ,10.4,,0,0,0,,4,4,104,0,,0,0,104,,73%
Danny Amendola WR NE (9),,CARL 30-33 ,10.2,,0,0,0,,6,7,42,1,,0,1,42,,42%
Dez Bryant WR DAL (6),,LAL 30-35 ,9.8,,0,0,0,,5,13,98,0,,0,0,98,,97%
Stefon Diggs WR MIN (9),,DETL 7-14 ,9.8,,0,0,0,,5,7,98,0,,0,0,98,,92%
Larry Fitzgerald WR ARI (8),,SFW 18-15 ,9.2,,0,0,0,,4,7,32,1,,0,1,32,,96%
Tyler Lockett WR SEA (6),,INDW 46-18 ,9.1,,2,24,0,,4,5,67,0,,0,0,107,,49%
IROdell Beckham WR NYG (8),,@TBL 23-25 ,9,,0,0,0,,7,15,90,0,,0,0,90,,68%
OUTDonte Moncrief WR IND (11),,@SEAL 18-46 ,9,,0,0,0,,3,3,30,1,,0,1,30,,50%
Alshon Jeffery WR PHI (10),,@LACW 26-24 ,8.9,,0,0,0,,3,6,29,1,,0,1,29,,96%
Ryan Grant WR WAS (5),,@KCL 20-29 ,7.6,,0,0,0,,2,3,16,1,,0,1,16,,9%
OUTDavante Adams WR GB (8),,CHIW 35-14 ,7.3,,0,0,0,,2,5,13,1,,0,1,13,,91%
Brice Butler WR DAL (6),,LAL 30-35 ,7.2,,0,0,0,,2,2,12,1,,0,1,12,,5%
Justin Hardy WR ATL (5),,BUFL 17-23 ,7.2,,0,0,0,,2,6,12,1,,0,1,12,,2%
IRJordan Matthews WR BUF (6),,@ATLW 23-17 ,7,,0,0,0,,2,2,10,1,,0,1,10,,42%
Adam Humphries WR TB (1),,NYGW 25-23 ,7,,0,0,0,,6,7,70,0,,0,0,70,,9%
Albert Wilson WR KC (10),,WASW 29-20 ,6.9,,1,6,0,,4,4,63,0,,0,0,69,,6%
DeVante Parker WR MIA (1),,NOL 0-20 ,6.9,,0,0,0,,6,8,69,0,,0,0,69,,67%
Paul Richardson WR SEA (6),,INDW 46-18 ,6.5,,0,0,0,,3,3,65,0,,0,0,65,,50%
Ricardo Louis WR CLE (9),,CINL 7-31 ,6.4,,0,0,0,,5,9,64,0,,0,0,64,,4%
QRobby Anderson WR NYJ (11),,JACW 23-20 ,5.9,,0,0,0,,3,6,59,0,,0,0,59,,79%
Nelson Agholor WR PHI (10),,@LACW 26-24 ,5.8,,0,0,0,,3,4,58,0,,0,0,58,,74%
IRBruce Ellington WR HOU (7),,TENW 57-14 ,5.7,,1,13,0,,3,4,44,0,,0,0,57,,6%
Doug Baldwin WR SEA (6),,INDW 46-18 ,5.5,,0,0,0,,3,3,35,0,,0,0,35,,96%
OUTSterling Shepard WR NYG (8),,@TBL 23-25 ,5.4,,0,0,0,,5,5,54,0,,0,0,54,,70%
IRT.J. Jones WR DET (7),,@MINW 14-7 ,5.3,,0,0,0,,3,5,33,0,,0,0,33,,3%
Kenny Britt WR CLE (9),,CINL 7-31 ,5.2,,0,0,0,,3,8,52,0,,0,0,52,,36%
Aldrick Robinson WR SF (11),,@ARIL 15-18 ,5.2,,0,0,0,,3,12,52,0,,0,0,52,,2%
Rishard Matthews WR TEN (8),,@HOUL 14-57 ,4.9,,0,0,0,,3,8,49,0,,0,0,49,,73%
Seth Roberts WR OAK (10),,@DENL 10-16 ,4.9,,0,0,0,,4,5,49,0,,0,0,49,,7%
Martavis Bryant WR PIT (9),,@BALW 26-9 ,4.8,,0,0,0,,3,5,48,0,,0,0,48,,73%
John Brown WR ARI (8),,SFW 18-15 ,4.7,,0,0,0,,3,7,47,0,,0,0,47,,42%
Trent Taylor WR SF (11),,@ARIL 15-18 ,4.7,,0,0,0,,5,10,47,0,,0,0,88,,10%
Tavon Austin WR LA (8),,@DALW 35-30 ,4.6,,6,48,0,,1,2,-2,0,,0,0,66,,13%
IRBrandon Marshall WR NYG (8),,@TBL 23-25 ,4.6,,0,0,0,,6,10,46,0,,0,0,46,,40%
Deonte Thompson WR CHI (9),,@GBL 14-35 ,4.4,,0,0,0,,5,9,44,0,,0,0,71,,8%
Marvin Jones WR DET (7),,@MINW 14-7 ,4.2,,0,0,0,,2,5,42,0,,0,0,42,,91%
Brandin Cooks WR NE (9),,CARL 30-33 ,4.2,,1,4,0,,3,6,38,0,,0,0,42,,97%
Allen Hurns WR JAC (8),,@NYJL 20-23 ,4.2,,0,0,0,,4,10,42,0,,0,0,42,,32%
Jarvis Landry WR MIA (1),,NOL 0-20 ,4,,0,0,0,,6,7,40,0,,0,0,49,,93%
Adam Thielen WR MIN (9),,DETL 7-14 ,3.9,,0,0,0,,5,8,59,0,,1-1,0,59,,91%
Jeremy Kerley WR NYJ (11),,JACW 23-20 ,3.7,,0,0,0,,5,5,37,0,,0,0,44,,5%
IRPierre Garcon WR SF (11),,@ARIL 15-18 ,3.6,,0,0,0,,4,8,36,0,,0,0,36,,50%
Josh Bellamy WR CHI (9),,@GBL 14-35 ,3.6,,0,0,0,,3,6,36,0,,0,0,36,,1%
Cordarrelle Patterson WR OAK (10),,@DENL 10-16 ,3.5,,1,2,0,,6,6,33,0,,0,0,105,,11%
Bennie Fowler WR DEN (5),,OAKW 16-10 ,3.5,,0,0,0,,2,2,35,0,,0,0,35,,7%
Ted Ginn WR NO (5),,@MIAW 20-0 ,3.4,,1,9,0,,2,2,25,0,,0,0,60,,69%
OUTAntonio Brown WR PIT (9),,@BALW 26-9 ,3.4,,0,0,0,,4,9,34,0,,0,0,49,,95%
Terrance Williams WR DAL (6),,LAL 30-35 ,3.4,,0,0,0,,4,6,34,0,,0,0,34,,15%
J.J. Nelson WR ARI (8),,SFW 18-15 ,3.4,,0,0,0,,3,4,34,0,,0,0,34,,27%
Golden Tate WR DET (7),,@MINW 14-7 ,3.1,,1,2,0,,3,5,29,0,,0,0,31,,94%
Brandon Coleman WR NO (5),,@MIAW 20-0 ,3.1,,0,0,0,,1,1,31,0,,0,0,31,,12%
IRChris Conley WR KC (10),,WASW 29-20 ,3.1,,0,0,0,,2,4,31,0,,0,0,31,,7%
Julio Jones WR ATL (5),,BUFL 17-23 ,3,,0,0,0,,3,4,30,0,,0,0,30,,98%
T.Y. Hilton WR IND (11),,@SEAL 18-46 ,3,,0,0,0,,3,6,30,0,,0,0,30,,95%
Nick Williams WR ATL (5),,BUFL 17-23 ,3,,0,0,0,,3,4,30,0,,0,0,30,,0%
OUTEmmanuel Sanders WR DEN (5),,OAKW 16-10 ,2.7,,0,0,0,,4,5,27,0,,0,0,27,,79%
Josh Doctson WR WAS (5),,@KCL 20-29 ,2.7,,0,0,0,,2,3,27,0,,0,0,27,,50%
Tyreek Hill WR KC (10),,WASW 29-20 ,2.5,,0,0,0,,5,6,35,0,,1,0,35,,94%
OUTJeremy Maclin WR BAL (10),,PITL 9-26 ,2.1,,0,0,0,,3,6,21,0,,0,0,21,,64%
OUTDeSean Jackson WR TB (1),,NYGW 25-23 ,2,,0,0,0,,2,6,20,0,,0,0,20,,79%
QMarquise Goodwin WR SF (11),,@ARIL 15-18 ,1.8,,0,0,0,,1,2,18,0,,0,0,18,,52%
Marqise Lee WR JAC (8),,@NYJL 20-23 ,1.8,,0,0,0,,2,3,18,0,,0,0,18,,50%
Zay Jones WR BUF (6),,@ATLW 23-17 ,1.8,,0,0,0,,1,5,18,0,,0,0,18,,35%
Brandon LaFell WR CIN (6),,@CLEW 31-7 ,1.7,,0,0,0,,2,3,17,0,,0,0,17,,17%
OUTCole Beasley WR DAL (6),,LAL 30-35 ,1.7,,0,0,0,,3,6,17,0,,0,0,17,,30%
Jermaine Kearse WR NYJ (11),,JACW 23-20 ,1.7,,0,0,0,,4,7,17,0,,0,0,17,,49%
Robert Woods WR LA (8),,@DALW 35-30 ,1.7,,0,0,0,,2,6,17,0,,0,0,17,,68%
Sammy Watkins WR LA (8),,@DALW 35-30 ,1.7,,0,0,0,,1,2,17,0,,0,0,17,,85%
Phillip Dorsett WR NE (9),,CARL 30-33 ,1.7,,0,0,0,,1,1,17,0,,0,0,17,,8%
Michael Campanaro WR BAL (10),,PITL 9-26 ,1.5,,0,0,0,,4,6,25,0,,1,0,71,,1%
Tyler Boyd WR CIN (6),,@CLEW 31-7 ,1.5,,0,0,0,,2,2,15,0,,0,0,15,,8%
Eric Decker WR TEN (8),,@HOUL 14-57 ,1.3,,0,0,0,,2,2,13,0,,0,0,13,,47%
Russell Shepard WR CAR (11),,@NEW 33-30 ,1.3,,0,0,0,,1,1,13,0,,0,0,13,,4%
Chris Matthews WR BAL (10),,PITL 9-26 ,1.2,,0,0,0,,1,2,12,0,,0,0,12,,0%
IRDamiere Byrd WR CAR (11),,@NEW 33-30 ,1.2,,1,12,0,,0,1,0,0,,0,0,12,,3%
Demaryius Thomas WR DEN (5),,OAKW 16-10 ,1.1,,0,0,0,,1,5,11,0,,0,0,11,,94%
Travis Benjamin WR LAC (9),,PHIL 24-26 ,1.1,,0,0,0,,2,5,21,0,,1,0,24,,28%
IRAndre Holmes WR BUF (6),,@ATLW 23-17 ,1,,0,0,0,,1,1,10,0,,0,0,10,,3%
Amara Darboh WR SEA (6),,INDW 46-18 ,1,,0,0,0,,2,4,10,0,,0,0,10,,3%
