Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Tyler Kroft TE CIN (6),,@BALW 31-27 ,17.3,,0,0,0,,6,8,53,2,,0,2,53,,39%
George Kittle TE SF (11),,@LAW 34-13 ,10,,0,0,0,,4,6,100,0,,0,0,100,,13%
Jack Doyle TE IND (11),,HOUW 22-13 ,9.8,,0,0,0,,4,5,38,1,,0,1,38,,79%
Nick O'Leary TE BUF (6),,@MIAW 22-16 ,8.6,,0,0,0,,1,2,26,1,,0,1,26,,2%
Neal Sterling TE NYJ (11),,@NEL 6-26 ,7.4,,0,0,0,,5,8,74,0,,0,0,74,,0%
Demetrius Harris TE KC (10),,@DENW 27-24 ,7.3,,0,0,0,,3,4,73,0,,0,0,73,,1%
QCharles Clay TE BUF (6),,@MIAW 22-16 ,6.4,,0,0,0,,6,8,64,0,,0,0,64,,44%
Rhett Ellison TE NYG (8),,WASW 18-10 ,6.3,,0,0,0,,5,6,63,0,,0,0,63,,0%
Benjamin Watson TE BAL (10),,CINL 27-31 ,6.1,,0,0,0,,7,10,61,0,,0,0,61,,28%
Antonio Gates TE LAC (9),,OAKW 30-10 ,4.6,,0,0,0,,4,6,46,0,,0,0,46,,33%
Jimmy Graham TE SEA (6),,ARIL 24-26 ,4.5,,0,0,0,,3,6,45,0,,0,0,45,,96%
David Njoku TE CLE (9),,@PITL 24-28 ,3.8,,0,0,0,,2,3,38,0,,0,0,38,,26%
Cameron Brate TE TB (1),,NOW 31-24 ,3.7,,0,0,0,,3,5,37,0,,0,0,37,,76%
Jared Cook TE OAK (10),,@LACL 10-30 ,3.5,,0,0,0,,3,4,35,0,,0,0,35,,63%
Austin Hooper TE ATL (5),,CARW 22-10 ,3.5,,0,0,0,,3,3,35,0,,0,0,35,,68%
David Morgan TE MIN (9),,CHIW 23-10 ,3.5,,0,0,0,,3,3,35,0,,0,0,35,,0%
Emanuel Byrd TE GB (8),,@DETL 11-35 ,3.1,,0,0,0,,2,2,31,0,,0,0,31,,0%
Garrett Celek TE SF (11),,@LAW 34-13 ,2.8,,0,0,0,,1,1,28,0,,0,0,28,,5%
OUTJermaine Gresham TE ARI (8),,@SEAW 26-24 ,2.4,,0,0,0,,3,3,24,0,,0,0,24,,7%
Zach Ertz TE PHI (10),,DALL 0-6 ,2.4,,0,0,0,,2,2,24,0,,0,0,24,,95%
Nick Boyle TE BAL (10),,CINL 27-31 ,2.4,,0,0,0,,2,3,24,0,,0,0,24,,1%
Ed Dickson TE CAR (11),,@ATLL 10-22 ,2.2,,0,0,0,,2,3,22,0,,0,0,22,,15%
Vernon Davis TE WAS (5),,@NYGL 10-18 ,2,,0,0,0,,2,3,20,0,,0,0,20,,49%
Delanie Walker TE TEN (8),,JACW 15-10 ,1.9,,0,0,0,,3,5,19,0,,0,0,19,,93%
Jason Witten TE DAL (6),,@PHIW 6-0 ,1.7,,0,0,0,,2,3,17,0,,0,0,17,,86%
Marcedes Lewis TE JAC (8),,@TENL 10-15 ,1.3,,0,0,0,,2,3,13,0,,0,0,13,,16%
Brent Celek TE PHI (10),,DALL 0-6 ,1.3,,0,0,0,,3,4,13,0,,0,0,13,,2%
James Hanna TE DAL (6),,@PHIW 6-0 ,1.3,,0,0,0,,1,2,13,0,,0,0,13,,0%
Luke Stocker TE TEN (8),,JACW 15-10 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,0%
Darren Fells TE DET (7),,GBW 35-11 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,4%
Jonnu Smith TE TEN (8),,JACW 15-10 ,1.2,,0,0,0,,3,3,12,0,,0,0,12,,8%
Greg Olsen TE CAR (11),,@ATLL 10-22 ,1,,0,0,0,,1,9,10,0,,0,0,10,,84%
Derek Carrier TE LA (8),,SFL 13-34 ,1,,0,0,0,,2,2,10,0,,0,0,23,,0%
Eric Tomlinson TE NYJ (11),,@NEL 6-26 ,1,,0,0,0,,2,2,10,0,,0,0,10,,0%
Eric Ebron TE DET (7),,GBW 35-11 ,0.9,,0,0,0,,1,6,9,0,,0,0,9,,63%
Trey Burton TE PHI (10),,DALL 0-6 ,0.9,,0,0,0,,1,2,9,0,,0,0,9,,11%
Jeff Heuerman TE DEN (5),,KCL 24-27 ,0.9,,0,0,0,,1,2,9,0,,0,0,9,,1%
A.J. Derby TE MIA (1),,BUFL 16-22 ,0.9,,0,0,0,,1,4,9,0,,0,0,9,,4%
Jesse James TE PIT (9),,CLEW 28-24 ,0.9,,0,0,0,,2,2,9,0,,0,0,9,,28%
Josh Hill TE NO (5),,@TBL 24-31 ,0.8,,0,0,0,,1,2,8,0,,0,0,8,,1%
C.J. Uzomah TE CIN (6),,@BALW 31-27 ,0.7,,0,0,0,,1,2,7,0,,0,0,7,,0%
Virgil Green TE DEN (5),,KCL 24-27 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,3%
Vance McDonald TE PIT (9),,CLEW 28-24 ,0.5,,0,0,0,,1,2,5,0,,0,0,5,,6%
Stephen Anderson TE HOU (7),,@INDL 13-22 ,0.4,,0,0,0,,1,2,4,0,,0,0,4,,10%
IRGarrett Griffin TE NO (5),,@TBL 24-31 ,0.4,,0,0,0,,1,1,4,0,,0,0,16,,0%
QKyle Rudolph TE MIN (9),,CHIW 23-10 ,0.3,,0,0,0,,1,3,3,0,,0,0,3,,91%
MarQueis Gray TE MIA (1),,BUFL 16-22 ,0.2,,1,2,0,,0,0,0,0,,0,0,2,,0%
Xavier Grimble TE PIT (9),,CLEW 28-24 ,0.2,,0,0,0,,1,1,2,0,,0,0,2,,0%
Anthony Fasano TE MIA (1),,BUFL 16-22 ,0.1,,0,0,0,,1,3,1,0,,0,0,1,,1%
Lance Kendricks TE GB (8),,@DETL 11-35 ,0,,0,0,0,,0,0,0,0,,0,0,0,,4%
Niles Paul TE WAS (5),,@NYGL 10-18 ,0,,0,0,0,,1,2,0,0,,0,0,0,,1%
Lee Smith TE OAK (10),,@LACL 10-30 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
