Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Ezekiel Elliott RB DAL (6),,@WASW 33-19 ,28.4,,33,150,2,,1,2,4,0,,1-1,2,154,,95%
LeSean McCoy RB BUF (6),,OAKW 34-14 ,26.3,,27,151,1,,6,7,22,0,,0,1,173,,98%
Melvin Gordon RB LAC (9),,@NEL 13-21 ,23.9,,14,132,1,,1,2,7,0,,0,1,139,,96%
Jerick McKinnon RB MIN (9),,@CLEW 33-16 ,20.2,,14,50,1,,6,10,72,0,,0,1,122,,72%
Lamar Miller RB HOU (7),,@SEAL 38-41 ,19.3,,21,54,1,,3,3,19,1,,0,2,73,,96%
Isaiah Crowell RB CLE (9),,MINL 16-33 ,15.8,,11,64,1,,4,6,54,0,,1-1,1,118,,85%
Alex Collins RB BAL (10),,MIAW 40-0 ,14.3,,18,113,0,,2,2,30,0,,0,0,143,,72%
Alvin Kamara RB NO (5),,CHIW 20-12 ,13.6,,8,28,1,,3,3,48,0,,0,1,76,,89%
DeAndre Washington RB OAK (10),,@BUFL 14-34 ,12.8,,6,26,0,,8,10,62,1,,1-1,1,88,,18%
Marlon Mack RB IND (11),,@CINL 23-24 ,12.3,,11,27,0,,3,5,36,1,,0,1,98,,34%
OUTLe'Veon Bell RB PIT (9),,@DETW 20-15 ,12.1,,25,76,1,,2,3,5,0,,1-1,1,81,,98%
Jordan Howard RB CHI (9),,@NOL 12-20 ,12.1,,23,102,0,,3,5,19,0,,0,0,121,,95%
Mark Ingram RB NO (5),,CHIW 20-12 ,11.9,,18,75,1,,6,6,24,0,,2-2,1,99,,97%
Matt Breida RB SF (11),,@PHIL 10-33 ,11.6,,5,17,0,,4,6,39,1,,0,1,56,,17%
Devontae Booker RB DEN (5),,@KCL 19-29 ,11.4,,6,40,1,,3,3,14,0,,0,1,54,,26%
LeGarrette Blount RB PHI (10),,SFW 33-10 ,11.2,,16,48,1,,1,1,4,0,,0,1,52,,76%
Tevin Coleman RB ATL (5),,@NYJW 25-20 ,10.4,,14,82,0,,1,1,22,0,,0,0,104,,88%
Frank Gore RB IND (11),,@CINL 23-24 ,10.1,,16,82,0,,4,4,19,0,,0,0,101,,87%
Jonathan Stewart RB CAR (11),,@TBW 17-3 ,9.4,,11,34,1,,0,0,0,0,,0,1,34,,75%
Joe Mixon RB CIN (6),,INDW 24-23 ,8.9,,11,18,0,,3,3,91,0,,1-1,0,109,,85%
