Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Todd Gurley RB LA (8),,@TENW 27-23 ,46.6,,22,118,0,,10,13,158,2,,0,2,276,,97%
Dion Lewis RB NE (9),,BUFW 37-16 ,27.3,,24,129,1,,5,5,24,1,,0,2,196,,76%
Giovani Bernard RB CIN (6),,DETW 26-17 ,22.8,,23,116,1,,7,7,52,0,,0,1,168,,58%
Bilal Powell RB NYJ (11),,LACL 7-14 ,22.5,,19,145,1,,0,1,0,0,,0,1,145,,75%
C.J. Anderson RB DEN (5),,@WASL 11-27 ,21.3,,16,88,1,,7,9,45,0,,0,1,133,,88%
Melvin Gordon RB LAC (9),,@NYJW 14-7 ,18.8,,19,81,1,,3,3,47,0,,0,1,128,,96%
Kareem Hunt RB KC (10),,MIAW 29-13 ,16.6,,29,91,1,,4,4,15,0,,0,1,106,,92%
Jordan Howard RB CHI (9),,CLEW 20-3 ,16.4,,22,44,2,,0,0,0,0,,0,2,44,,95%
OUTLe'Veon Bell RB PIT (9),,@HOUW 34-6 ,15.7,,14,69,1,,5,8,28,0,,0,1,97,,98%
LeSean McCoy RB BUF (6),,@NEL 16-37 ,14.7,,17,71,0,,5,7,76,0,,0,0,147,,98%
Frank Gore RB IND (11),,@BALL 16-23 ,14.6,,17,68,0,,2,2,18,1,,0,1,86,,87%
Matt Breida RB SF (11),,JACW 44-33 ,14.2,,11,74,1,,1,1,8,0,,0,1,100,,17%
OUTT.J. Yeldon RB JAC (8),,@SFL 33-44 ,13.7,,5,13,1,,7,10,64,0,,0,1,77,,20%
Carlos Hyde RB SF (11),,JACW 44-33 ,13.3,,21,54,1,,3,3,19,0,,0,1,73,,95%
Leonard Fournette RB JAC (8),,@SFL 33-44 ,13,,18,48,1,,3,3,22,0,,0,1,70,,92%
Mark Ingram RB NO (5),,ATLW 23-13 ,12.6,,13,44,1,,3,3,22,0,,0,1,66,,97%
OUTDeMarco Murray RB TEN (8),,LAL 23-27 ,11.9,,15,48,1,,3,4,11,0,,0,1,59,,95%
Ezekiel Elliott RB DAL (6),,SEAL 12-21 ,11.8,,24,97,0,,4,7,21,0,,0,0,118,,95%
OUTJay Ajayi RB PHI (10),,OAKW 19-10 ,11.3,,14,52,0,,2,3,21,1,,1-1,1,73,,92%
Tevin Coleman RB ATL (5),,@NOL 13-23 ,11.2,,6,12,0,,4,4,40,1,,0,1,52,,88%
Alfred Blue RB HOU (7),,PITL 6-34 ,10.8,,16,108,0,,0,0,0,0,,0,0,108,,4%
OUTMike Gillislee RB NE (9),,BUFW 37-16 ,10.3,,6,28,1,,1,1,15,0,,0,1,43,,52%
Tion Green RB DET (7),,@CINL 17-26 ,10.3,,7,43,1,,0,0,0,0,,0,1,43,,5%
Duke Johnson RB CLE (9),,@CHIL 3-20 ,10.1,,4,20,0,,7,7,81,0,,0,0,101,,79%
Alvin Kamara RB NO (5),,ATLW 23-13 ,9,,12,32,0,,7,9,58,0,,0,0,162,,89%
Kyle Juszczyk RB SF (11),,JACW 44-33 ,7.6,,0,0,0,,5,5,76,0,,0,0,76,,3%
Latavius Murray RB MIN (9),,@GBW 16-0 ,7.5,,21,69,0,,1,1,6,0,,0,0,75,,82%
Marshawn Lynch RB OAK (10),,@PHIL 10-19 ,7.2,,25,95,0,,2,3,-3,0,,1-1,0,92,,91%
Lamar Miller RB HOU (7),,PITL 6-34 ,6.5,,10,55,0,,1,1,10,0,,0,0,65,,96%
Kerwynn Williams RB ARI (8),,NYGW 23-0 ,6.5,,16,51,0,,2,3,14,0,,0,0,65,,17%
Benny Cunningham RB CHI (9),,CLEW 20-3 ,6.2,,0,0,0,,2,2,62,0,,0,0,90,,3%
Wayne Gallman RB NYG (8),,@ARIL 0-23 ,6.2,,10,18,0,,6,8,44,0,,0,0,62,,19%
Roosevelt Nix RB PIT (9),,@HOUW 34-6 ,6.1,,1,1,1,,0,0,0,0,,0,1,1,,0%
Christian McCaffrey RB CAR (11),,TBW 22-19 ,5.8,,9,39,0,,2,4,19,0,,0,0,58,,91%
Jamaal Williams RB GB (8),,MINL 0-16 ,5.8,,15,58,0,,0,3,0,0,,0,0,58,,74%
Kenyan Drake RB MIA (1),,@KCL 13-29 ,5.7,,13,57,0,,0,3,0,0,,0,0,57,,67%
Alex Collins RB BAL (10),,INDW 23-16 ,5.6,,18,51,0,,3,4,15,0,,1,0,66,,72%
