Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Aaron Donald DL LA (8),,@SEAW 42-7 ,12,,1,4,0,3,1,0,0,,73%
Calais Campbell DL JAC (8),,HOUW 45-7 ,9,,0,5,0,2,0,0,0,,89%
Khalil Mack DL OAK (10),,DALL 17-20 ,9,,1,5,0,2,0,0,0,,92%
QDeForest Buckner DL SF (11),,TENW 25-23 ,8,,2,7,0,0.5,0,0,0,,55%
Anthony Lanier DL WAS (5),,ARIW 20-15 ,8,,0,2,0,2,1,0,0,,2%
Brian Robison DL MIN (9),,CINW 34-7 ,7,,0,3,0,2,0,0,0,,3%
Geno Atkins DL CIN (6),,@MINL 7-34 ,7,,1,3,0,2,0,0,0,,42%
QBrandon Williams DL BAL (10),,@CLEW 27-10 ,7,,0,0,0,0,0,1,1,,2%
Ndamukong Suh DL MIA (1),,@BUFL 16-24 ,6,,1,6,0,0,0,0,0,,44%
Lawrence Guy DL NE (9),,@PITW 27-24 ,6,,3,4,0,1,0,0,0,,2%
Olivier Vernon DL NYG (8),,PHIL 29-34 ,6,,0,2,0,1,1,0,0,,46%
Ryan Davis DL BUF (6),,MIAW 24-16 ,6,,2,4,0,1,0,0,0,,0%
Matt Judon DL BAL (10),,@CLEW 27-10 ,6,,2,4,0,1,0,0,0,,58%
OUTBrandon Graham DL PHI (10),,@NYGW 34-29 ,5,,1,3,0,1,0,0,0,,58%
Malik Jackson DL JAC (8),,HOUW 45-7 ,5,,0,1,0,1,1,0,0,,22%
Akiem Hicks DL CHI (9),,@DETL 10-20 ,5,,1,3,0,1,0,0,0,,52%
Melvin Ingram DL LAC (9),,@KCL 13-30 ,5,,2,3,0,1,0,0,0,,81%
OUTJohnathan Hankins DL IND (11),,DENL 13-25 ,5,,2,3,0,1,0,0,0,,4%
Leonard Williams DL NYJ (11),,@NOL 19-31 ,5,,2,3,1,0,0,0,0,,31%
Frank Clark DL SEA (6),,LAL 7-42 ,5,,0,1,0,1,1,0,0,,20%
Nordly Capi DL BUF (6),,MIAW 24-16 ,5,,0,1,0,1,1,0,0,,0%
Joel Heath DL HOU (7),,@JACL 7-45 ,5,,0,5,0,0,0,0,0,,0%
Takkarist McKinley DL ATL (5),,@TBW 24-21 ,5,,0,1,0,1,1,0,0,,10%
George Johnson DL NO (5),,NYJW 31-19 ,4,,0,2,0,1,0,0,0,,0%
Dion Jordan DL SEA (6),,LAL 7-42 ,4,,5,2,0,1,0,0,0,,1%
William Gholston DL TB (1),,ATLL 21-24 ,4,,0,4,0,0,0,0,0,,7%
Akeem Spence DL DET (7),,CHIW 20-10 ,4,,0,2,0,1,0,0,0,,0%
Kareem Martin DL ARI (8),,@WASL 15-20 ,4,,1,4,0,0,0,0,0,,0%
Robert Thomas DL NYG (8),,PHIL 29-34 ,4,,1,4,0,0,0,0,0,,0%
Dante Fowler DL JAC (8),,HOUW 45-7 ,4,,0,2,0,1,0,0,0,,52%
Joey Bosa DL LAC (9),,@KCL 13-30 ,4,,0,4,0,0,0,0,0,,88%
Kenny Clark DL GB (8),,@CARL 24-31 ,4,,5,2,0,1,0,0,0,,6%
Adam Gotsis DL DEN (5),,@INDW 25-13 ,4,,2,4,0,0,0,0,0,,2%
QChris Jones DL KC (10),,LACW 30-13 ,4,,0,2,0,1,0,0,0,,24%
Trevon Coley DL CLE (9),,BALL 10-27 ,4,,1,2,0,1,0,0,0,,1%
Brandon Mebane DL LAC (9),,@KCL 13-30 ,3,,1,3,0,0,0,0,0,,1%
OUTRobert Ayers DL TB (1),,ATLL 21-24 ,3,,0,1,0,0,1,0,0,,6%
Ricky Jean Francois DL NE (9),,@PITW 27-24 ,3,,3,3,0,0,0,0,0,,0%
Clinton McDonald DL TB (1),,ATLL 21-24 ,3,,0,1,0,1,0,0,0,,2%
Cameron Wake DL MIA (1),,@BUFL 16-24 ,3,,1,1,0,1,0,0,0,,43%
Steve McLendon DL NYJ (11),,@NOL 19-31 ,3,,0,3,0,0,0,0,0,,2%
Jerry Hughes DL BUF (6),,MIAW 24-16 ,3,,1,3,0,0,0,0,0,,32%
OUTCameron Heyward DL PIT (9),,NEL 24-27 ,3,,0,1,0,1,0,0,0,,50%
Mario Addison DL CAR (11),,GBW 31-24 ,3,,1,2,0,0.5,0,0,0,,33%
Margus Hunt DL IND (11),,DENL 13-25 ,3,,1,3,0,0,0,0,0,,1%
Wes Horton DL CAR (11),,GBW 31-24 ,3,,0,1,0,1,0,0,0,,0%
Justin Ellis DL OAK (10),,DALL 17-20 ,3,,2,3,0,0,0,0,0,,2%
Tenny Palepoi DL LAC (9),,@KCL 13-30 ,3,,0,3,0,0,0,0,0,,0%
Malcom Brown DL NE (9),,@PITW 27-24 ,3,,4,3,0,0,0,0,0,,5%
Danielle Hunter DL MIN (9),,CINW 34-7 ,3,,2,1,0,1,0,0,0,,50%
Trey Flowers DL NE (9),,@PITW 27-24 ,3,,3,2,0,0.5,0,0,0,,44%
Charles Harris DL MIA (1),,@BUFL 16-24 ,3,,0,3,0,0,0,0,0,,5%
Larry Ogunjobi DL CLE (9),,BALL 10-27 ,3,,1,3,0,0,0,0,0,,0%
Dalvin Tomlinson DL NYG (8),,PHIL 29-34 ,3,,0,3,0,0,0,0,0,,2%
