Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
IRRyan Shazier LB PIT (9),,@CHIL 17-23 ,16,,0,11,0,0,2,1,0,,68%
Demario Davis LB NYJ (11),,MIAW 20-6 ,11,,1,11,0,0,0,0,0,,75%
Todd Davis LB DEN (5),,@BUFL 16-26 ,11,,1,9,0,1,0,0,0,,7%
Brandon Marshall LB DEN (5),,@BUFL 16-26 ,10,,2,8,0,1,0,0,0,,52%
IRWhitney Mercilus LB HOU (7),,@NEL 33-36 ,9,,0,5,0,1,1,0,0,,8%
Kyle Van Noy LB NE (9),,HOUW 36-33 ,9,,2,9,0,0,0,0,0,,43%
Wesley Woodyard LB TEN (8),,SEAW 33-27 ,8,,2,8,0,0,0,0,0,,65%
Sean Lee LB DAL (6),,@ARIW 28-17 ,8,,0,8,0,0,0,0,0,,68%
Von Miller LB DEN (5),,@BUFL 16-26 ,8,,0,6,0,1,0,0,0,,75%
Danny Trevathan LB CHI (9),,PITW 23-17 ,8,,2,8,0,0,0,0,0,,39%
Bobby Wagner LB SEA (6),,@TENL 27-33 ,8,,3,8,0,0,0,0,0,,93%
IRJon Bostic LB IND (11),,CLEW 31-28 ,8,,2,8,0,0,0,0,0,,20%
C.J. Mosley LB BAL (10),,@JACL 7-44 ,8,,0,8,0,0,0,0,0,,91%
Telvin Smith LB JAC (8),,BALW 44-7 ,8,,0,7,0,0,0,1,0,,89%
IRCory James LB OAK (10),,@WASL 10-27 ,8,,5,6,0,0,1,0,0,,10%
Tahir Whitehead LB DET (7),,ATLL 26-30 ,7,,0,7,0,0,0,0,0,,47%
Korey Toomer LB LAC (9),,KCL 10-24 ,7,,1,7,0,0,0,0,0,,8%
IRKeenan Robinson LB NYG (8),,@PHIL 24-27 ,7,,3,7,0,0,0,0,0,,4%
Alec Ogletree LB LA (8),,@SFW 41-39 ,7,,2,7,0,0,0,0,0,,81%
IRAlex Okafor LB NO (5),,@CARW 34-13 ,7,,2,3,0,1,1,0,0,,8%
Blake Martinez LB GB (8),,CINW 27-24 ,7,,4,7,0,0,0,0,0,,77%
Chase Allen LB MIA (1),,@NYJL 6-20 ,7,,0,7,0,0,0,0,0,,0%
Ramon Humber LB BUF (6),,DENW 26-16 ,6,,2,6,0,0,0,0,0,,23%
Ryan Kerrigan LB WAS (5),,OAKW 27-10 ,6,,0,4,0,1,0,0,0,,27%
Justin Houston LB KC (10),,@LACW 24-10 ,6,,2,4,0,1,0,0,0,,60%
Mychal Kendricks LB PHI (10),,NYGW 27-24 ,6,,1,6,0,0,0,0,0,,19%
Mark Barron LB LA (8),,@SFW 41-39 ,6,,1,6,0,0,0,0,0,,77%
IRJohn Simon LB IND (11),,CLEW 31-28 ,6,,2,4,0,1,0,0,0,,9%
Deion Jones LB ATL (5),,@DETW 30-26 ,6,,1,6,0,0,0,0,0,,77%
Joe Schobert LB CLE (9),,@INDL 28-31 ,6,,3,5,0,0.5,0,0,0,,61%
Jatavis Brown LB LAC (9),,KCL 10-24 ,6,,4,6,0,0,0,0,0,,38%
Elandon Roberts LB NE (9),,HOUW 36-33 ,6,,3,6,0,0,0,0,0,,5%
Patrick Onwuasor LB BAL (10),,@JACL 7-44 ,6,,1,6,0,0,0,0,0,,8%
Kendell Beckwith LB TB (1),,@MINL 17-34 ,6,,2,6,0,0,0,0,0,,26%
Thomas Davis LB CAR (11),,NOL 13-34 ,5,,2,5,0,0,0,0,0,,32%
Connor Barwin LB LA (8),,@SFW 41-39 ,5,,2,3,0,1,0,0,0,,6%
IRJonathan Casillas LB NYG (8),,@PHIL 24-27 ,5,,0,5,0,0,0,0,0,,5%
IRPernell McPhee LB CHI (9),,PITW 23-17 ,5,,0,3,0,1,0,0,0,,2%
K.J. Wright LB SEA (6),,@TENL 27-33 ,5,,3,5,0,0,0,0,0,,49%
Chandler Jones LB ARI (8),,DALL 17-28 ,5,,0,3,0,1,0,0,0,,55%
OUTZach Brown LB WAS (5),,OAKW 27-10 ,5,,6,5,0,0,0,0,0,,77%
QKiko Alonso LB MIA (1),,@NYJL 6-20 ,5,,3,5,0,0,0,0,0,,51%
Vince Williams LB PIT (9),,@CHIL 17-23 ,5,,2,5,0,0,0,0,0,,39%
Christian Kirksey LB CLE (9),,@INDL 28-31 ,5,,2,3,0,0.5,0,1,0,,75%
Shaq Thompson LB CAR (11),,NOL 13-34 ,5,,2,5,0,0,0,0,0,,14%
Lorenzo Alexander LB BUF (6),,DENW 26-16 ,4,,0,2,0,1,0,0,0,,36%
Derrick Johnson LB KC (10),,@LACW 24-10 ,4,,0,4,0,0,0,0,0,,35%
