Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Reshad Jones DB MIA (1),,TENW 16-10 ,15,,1,6,0,0.5,0,2,1,,91%
Barry Church DB JAC (8),,@PITW 30-9 ,13,,2,3,1,0,0,0,1,,63%
Devin McCourty DB NE (9),,@TBW 19-14 ,11,,0,11,0,0,0,0,0,,74%
Earl Thomas DB SEA (6),,@LAW 16-10 ,10,,1,6,1,0,1,0,0,,36%
Morris Claiborne DB NYJ (11),,@CLEW 17-14 ,10,,1,8,1,0,0,0,0,,2%
Darian Thompson DB NYG (8),,LACL 22-27 ,10,,3,8,1,0,0,0,0,,5%
IRJustin Evans DB TB (1),,NEL 14-19 ,10,,1,8,1,0,0,0,0,,14%
IRJimmy Smith DB BAL (10),,@OAKW 30-17 ,9,,0,0,0,0,0,1,1,,5%
IRTavon Wilson DB DET (7),,CARL 24-27 ,9,,1,9,0,0,0,0,0,,18%
Tashaun Gipson DB JAC (8),,@PITW 30-9 ,9,,1,5,2,0,0,0,0,,15%
Aaron Colvin DB JAC (8),,@PITW 30-9 ,9,,1,9,0,0,0,0,0,,1%
OUTDamarious Randall DB GB (8),,@DALW 35-31 ,9,,0,1,1,0,0,0,1,,7%
Jalen Ramsey DB JAC (8),,@PITW 30-9 ,9,,0,7,1,0,0,0,0,,26%
Jason McCourty DB CLE (9),,NYJL 14-17 ,8,,1,4,1,0,1,0,0,,26%
OUTShareece Wright DB BUF (6),,@CINL 16-20 ,8,,3,8,0,0,0,0,0,,2%
Dontae Johnson DB SF (11),,@INDL 23-26 ,8,,1,8,0,0,0,0,0,,6%
OUTAdrian Phillips DB LAC (9),,@NYGW 27-22 ,8,,0,8,0,0,0,0,0,,3%
IRLandon Collins DB NYG (8),,LACL 22-27 ,8,,0,8,0,0,0,0,0,,86%
Adrian Amos DB CHI (9),,MINL 17-20 ,8,,0,8,0,0,0,0,0,,45%
Marcus Gilchrist DB HOU (7),,KCL 34-42 ,7,,2,7,0,0,0,0,0,,2%
IRRichard Sherman DB SEA (6),,@LAW 16-10 ,6,,0,6,0,0,0,0,0,,11%
Jordan Poyer DB BUF (6),,@CINL 16-20 ,6,,0,3,1,0,0,1,0,,58%
Cody Davis DB LA (8),,SEAL 10-16 ,6,,1,4,1,0,0,0,0,,0%
Tre Boston DB LAC (9),,@NYGW 27-22 ,6,,1,4,1,0,0,0,0,,9%
T.J. Carrie DB OAK (10),,BALL 17-30 ,6,,1,6,0,0,0,0,0,,17%
Trae Waynes DB MIN (9),,@CHIW 20-17 ,6,,0,6,0,0,0,0,0,,30%
IRVernon Hargreaves DB TB (1),,NEL 14-19 ,6,,0,6,0,0,0,0,0,,12%
QKarl Joseph DB OAK (10),,BALL 17-30 ,6,,3,6,0,0,0,0,0,,51%
Jamal Adams DB NYJ (11),,@CLEW 17-14 ,6,,3,6,0,0,0,0,0,,44%
Shaquill Griffin DB SEA (6),,@LAW 16-10 ,6,,0,6,0,0,0,0,0,,7%
Johnathan Joseph DB HOU (7),,KCL 34-42 ,5,,1,5,0,0,0,0,0,,5%
Malcolm Jenkins DB PHI (10),,ARIW 34-7 ,5,,0,5,0,0,0,0,0,,44%
Captain Munnerlyn DB CAR (11),,@DETW 27-24 ,5,,0,3,0,1,0,0,0,,1%
Morgan Burnett DB GB (8),,@DALW 35-31 ,5,,1,5,0,0,0,0,0,,41%
Andrew Sendejo DB MIN (9),,@CHIW 20-17 ,5,,0,5,0,0,0,0,0,,14%
Buster Skrine DB NYJ (11),,@CLEW 17-14 ,5,,1,5,0,0,0,0,0,,8%
Ron Parker DB KC (10),,@HOUW 42-34 ,5,,3,5,0,0,0,0,0,,14%
Stephon Gilmore DB NE (9),,@TBW 19-14 ,5,,0,5,0,0,0,0,0,,4%
George Iloka DB CIN (6),,BUFW 20-16 ,5,,2,3,1,0,0,0,0,,4%
Harrison Smith DB MIN (9),,@CHIW 20-17 ,5,,0,3,1,0,0,0,0,,80%
OUTRodney McLeod DB PHI (10),,ARIW 34-7 ,5,,0,3,0,0,1,0,0,,15%
Darius Slay DB DET (7),,CARL 24-27 ,5,,1,5,0,0,0,0,0,,22%
Jamar Taylor DB CLE (9),,NYJL 14-17 ,5,,0,5,0,0,0,0,0,,2%
Tony Jefferson DB BAL (10),,@OAKW 30-17 ,5,,1,3,0,1,0,0,0,,42%
Nickell Robey DB LA (8),,SEAL 10-16 ,5,,1,5,0,0,0,0,0,,2%
K'Waun Williams DB SF (11),,@INDL 23-26 ,5,,1,3,0,0,1,0,0,,1%
Daniel Sorensen DB KC (10),,@HOUW 42-34 ,5,,2,4,0,0.5,0,0,0,,39%
SUSEli Apple DB NYG (8),,LACL 22-27 ,5,,0,5,0,0,0,0,0,,11%
Kevin Byard DB TEN (8),,@MIAL 10-16 ,5,,1,4,0,0,0,1,0,,54%
Matthias Farley DB IND (11),,SFW 26-23 ,5,,1,5,0,0,0,0,0,,33%
Jourdan Lewis DB DAL (6),,GBL 31-35 ,5,,2,5,0,0,0,0,0,,3%
QMarcus Maye DB NYJ (11),,@CLEW 17-14 ,5,,1,3,1,0,0,0,0,,15%
Mike Adams DB CAR (11),,@DETW 27-24 ,4,,2,4,0,0,0,0,0,,11%
IRAntoine Bethea DB ARI (8),,@PHIL 7-34 ,4,,2,2,1,0,0,0,0,,35%
Reggie Nelson DB OAK (10),,BALL 17-30 ,4,,1,4,0,0,0,0,0,,20%
Eric Weddle DB BAL (10),,@OAKW 30-17 ,4,,3,4,0,0,0,0,0,,58%
IRTyvon Branch DB ARI (8),,@PHIL 7-34 ,4,,6,4,0,0,0,0,0,,38%
