Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Austin Hooper TE ATL (5),,@CHIW 23-17 ,22.8,,0,0,0,,2,2,128,1,,0,1,128,,68%
Jesse James TE PIT (9),,@CLEW 21-18 ,16.1,,0,0,0,,6,8,41,2,,0,2,41,,28%
Jason Witten TE DAL (6),,NYGW 19-3 ,11.9,,0,0,0,,7,9,59,1,,0,1,59,,86%
IRCoby Fleener TE NO (5),,@MINL 19-29 ,11.4,,0,0,0,,5,6,54,1,,0,1,54,,44%
QCharles Clay TE BUF (6),,NYJW 21-12 ,11.3,,0,0,0,,4,9,53,1,,0,1,53,,44%
Zach Ertz TE PHI (10),,@WASW 30-17 ,9.3,,0,0,0,,8,8,93,0,,0,0,93,,95%
QKyle Rudolph TE MIN (9),,NOW 29-19 ,8.6,,0,0,0,,3,3,26,1,,0,1,26,,91%
Delanie Walker TE TEN (8),,OAKL 16-26 ,7.6,,0,0,0,,7,9,76,0,,0,0,76,,93%
Demetrius Harris TE KC (10),,@NEW 42-27 ,7.5,,0,0,0,,2,2,15,1,,0,1,15,,1%
Jared Cook TE OAK (10),,@TENW 26-16 ,5.6,,0,0,0,,5,5,56,0,,0,0,56,,63%
IRC.J. Fiedorowicz TE HOU (7),,JACL 7-29 ,4.6,,0,0,0,,4,4,46,0,,0,0,46,,26%
Virgil Green TE DEN (5),,LACW 24-21 ,4.4,,0,0,0,,1,1,44,0,,0,0,44,,3%
QTravis Kelce TE KC (10),,@NEW 42-27 ,4.4,,1,4,0,,5,7,40,0,,0,0,44,,97%
OUTEvan Engram TE NYG (8),,@DALL 3-19 ,4.4,,0,0,0,,4,5,44,0,,0,0,44,,83%
IRMartellus Bennett TE GB (8),,SEAW 17-9 ,4.3,,0,0,0,,3,6,43,0,,0,0,43,,45%
Seth DeValve TE CLE (9),,PITL 18-21 ,4.2,,0,0,0,,4,5,42,0,,0,0,42,,4%
Jack Doyle TE IND (11),,@LAL 9-46 ,4.1,,0,0,0,,2,3,41,0,,0,0,41,,79%
IRZach Miller TE CHI (9),,ATLL 17-23 ,3.9,,0,0,0,,4,6,39,0,,0,0,39,,11%
Gerald Everett TE LA (8),,INDW 46-9 ,3.9,,0,0,0,,1,1,39,0,,0,0,39,,11%
IRJordan Reed TE WAS (5),,PHIL 17-30 ,3.6,,0,0,0,,5,8,36,0,,0,0,36,,71%
A.J. Derby TE DEN (5),,LACW 24-21 ,3.4,,0,0,0,,3,3,34,0,,0,0,34,,4%
Will Tye TE NYJ (11),,@BUFL 12-21 ,3.4,,0,0,0,,3,3,34,0,,0,0,34,,1%
Rob Gronkowski TE NE (9),,KCL 27-42 ,3.3,,0,0,0,,2,6,33,0,,0,0,33,,98%
Dion Sims TE CHI (9),,ATLL 17-23 ,3.1,,0,0,0,,2,3,31,0,,0,0,31,,2%
George Kittle TE SF (11),,CARL 3-23 ,2.7,,0,0,0,,5,6,27,0,,0,0,27,,13%
Eric Tomlinson TE NYJ (11),,@BUFL 12-21 ,2.5,,0,0,0,,2,2,25,0,,0,0,25,,0%
Nick O'Leary TE BUF (6),,NYJW 21-12 ,2.2,,0,0,0,,1,2,22,0,,0,0,22,,2%
Jeff Heuerman TE DEN (5),,LACW 24-21 ,2,,0,0,0,,1,2,20,0,,0,0,20,,1%
David Njoku TE CLE (9),,PITL 18-21 ,2,,0,0,0,,2,2,20,0,,0,0,20,,26%
Greg Olsen TE CAR (11),,@SFW 23-3 ,1.8,,0,0,0,,2,4,18,0,,0,0,18,,84%
Lance Kendricks TE GB (8),,SEAW 17-9 ,1.8,,0,0,0,,2,4,18,0,,0,0,18,,4%
James O'Shaughnessy TE JAC (8),,@HOUW 29-7 ,1.8,,0,0,0,,1,1,18,0,,0,0,18,,0%
Antonio Gates TE LAC (9),,@DENL 21-24 ,1.7,,0,0,0,,2,3,17,0,,0,0,17,,33%
Tyler Higbee TE LA (8),,INDW 46-9 ,1.7,,0,0,0,,2,3,17,0,,0,0,17,,7%
OUTJermaine Gresham TE ARI (8),,@DETL 23-35 ,1.5,,0,0,0,,3,4,15,0,,0,0,15,,7%
Nick Boyle TE BAL (10),,@CINW 20-0 ,1.4,,0,0,0,,1,1,14,0,,0,0,14,,1%
Stephen Anderson TE HOU (7),,JACL 7-29 ,1.4,,0,0,0,,2,5,14,0,,0,0,14,,10%
Derek Carrier TE LA (8),,INDW 46-9 ,1.2,,0,0,0,,1,2,12,0,,0,0,12,,0%
Brent Celek TE PHI (10),,@WASW 30-17 ,1.1,,0,0,0,,1,2,11,0,,0,0,19,,2%
OUTNick Vannett TE SEA (6),,@GBL 9-17 ,1,,0,0,0,,1,1,10,0,,0,0,10,,1%
Rhett Ellison TE NYG (8),,@DALL 3-19 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,0%
Eric Ebron TE DET (7),,ARIW 35-23 ,0.9,,0,0,0,,2,3,9,0,,0,0,9,,63%
Jimmy Graham TE SEA (6),,@GBL 9-17 ,0.8,,0,0,0,,3,8,8,0,,0,0,8,,96%
Maxx Williams TE BAL (10),,@CINW 20-0 ,0.5,,0,0,0,,1,1,5,0,,0,0,5,,3%
Tyler Kroft TE CIN (6),,BALL 0-20 ,0.5,,0,0,0,,1,1,5,0,,0,0,5,,39%
IRTyler Eifert TE CIN (6),,BALL 0-20 ,0.4,,0,0,0,,1,1,4,0,,0,0,4,,47%
Benjamin Watson TE BAL (10),,@CINW 20-0 ,0,,0,0,0,,0,1,0,0,,0,0,0,,28%
Marcedes Lewis TE JAC (8),,@HOUW 29-7 ,0,,0,0,0,,0,2,0,0,,0,0,0,,16%
Vernon Davis TE WAS (5),,PHIL 17-30 ,0,,0,0,0,,0,1,0,0,,0,0,0,,49%
Ed Dickson TE CAR (11),,@SFW 23-3 ,0,,0,0,0,,0,1,0,0,,0,0,0,,15%
Dwayne Allen TE NE (9),,KCL 27-42 ,0,,0,0,0,,0,2,0,0,,0,0,0,,9%
IRIfeanyi Momah TE ARI (8),,@DETL 23-35 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Vance McDonald TE PIT (9),,@CLEW 21-18 ,0,,0,0,0,,0,1,0,0,,0,0,0,,6%
Levine Toilolo TE ATL (5),,@CHIW 23-17 ,0,,0,0,0,,0,1,0,0,,0,0,0,,1%
IRRyan Griffin TE HOU (7),,JACL 7-29 ,0,,0,0,0,,0,1,0,0,,0,0,0,,4%
Luke Willson TE SEA (6),,@GBL 9-17 ,0,,0,0,0,,0,1,0,0,,0,0,0,,2%
Troy Niklas TE ARI (8),,@DETL 23-35 ,0,,0,0,0,,0,2,0,0,,0,0,0,,0%
Trey Burton TE PHI (10),,@WASW 30-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,11%
Ross Travis TE KC (10),,@NEW 42-27 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
David Morgan TE MIN (9),,NOW 29-19 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Jonnu Smith TE TEN (8),,OAKL 16-26 ,0,,0,0,0,,0,1,0,0,,0,0,0,,8%
OUTEric Saubert TE ATL (5),,@CHIW 23-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
