Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Orleans Darkwa RB NYG (8),,@DALL 3-19 ,1.3,,3,14,0,,1,1,-1,0,,0,0,13,,45%
IRC.J. Prosise RB SEA (6),,@GBL 9-17 ,1.1,,4,11,0,,0,0,0,0,,0,0,11,,32%
IRJames Conner RB PIT (9),,@CLEW 21-18 ,1.1,,4,11,0,,0,0,0,0,,0,0,11,,17%
Matt Breida RB SF (11),,CARL 3-23 ,1.1,,4,11,0,,0,0,0,0,,0,0,11,,17%
Branden Oliver RB LAC (9),,@DENL 21-24 ,1,,4,10,0,,0,1,0,0,,0,0,10,,4%
Dion Lewis RB NE (9),,KCL 27-42 ,0.9,,2,9,0,,0,0,0,0,,0,0,58,,76%
Wendell Smallwood RB PHI (10),,@WASW 30-17 ,0.9,,4,4,0,,1,1,5,0,,0,0,9,,14%
Jamaal Williams RB GB (8),,SEAW 17-9 ,0.9,,2,9,0,,0,0,0,0,,0,0,9,,74%
Michael Burton RB CHI (9),,ATLL 17-23 ,0.7,,1,7,0,,0,0,0,0,,0,0,7,,0%
Patrick DiMarco RB BUF (6),,NYJW 21-12 ,0.5,,0,0,0,,1,1,5,0,,0,0,5,,0%
IRD'Onta Foreman RB HOU (7),,JACL 7-29 ,0.4,,1,4,0,,0,0,0,0,,0,0,4,,23%
OUTEddie Lacy RB SEA (6),,@GBL 9-17 ,0.3,,5,3,0,,0,0,0,0,,0,0,3,,42%
IRRobert Turbin RB IND (11),,@LAL 9-46 ,0.3,,2,7,0,,1,1,-4,0,,0,0,3,,5%
IRDJohn Kuhn RB NO (5),,@MINL 19-29 ,0.2,,1,2,0,,0,0,0,0,,0,0,11,,0%
Alfred Morris RB DAL (6),,NYGW 19-3 ,0.1,,4,1,0,,0,0,0,0,,0,0,1,,48%
Fozzy Whittaker RB CAR (11),,@SFW 23-3 ,0.1,,1,1,0,,0,0,0,0,,0,0,1,,1%
OUTJustin Davis RB LA (8),,INDW 46-9 ,0.1,,1,1,0,,0,0,0,0,,0,0,1,,0%
IRTaiwan Jones RB BUF (6),,NYJW 21-12 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Derrick Coleman RB ATL (5),,@CHIW 23-17 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Benny Cunningham RB CHI (9),,ATLL 17-23 ,0,,0,0,0,,0,0,0,0,,0,0,23,,3%
IRRaheem Mostert RB SF (11),,CARL 3-23 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Elijhaa Penny RB ARI (8),,@DETL 23-35 ,0,,0,0,0,,0,0,0,0,,0,0,0,,2%
QC.J. Ham RB MIN (9),,NOW 29-19 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Corey Clement RB PHI (10),,@WASW 30-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,20%
Trey Edmunds RB NO (5),,@MINL 19-29 ,0,,0,0,0,,0,0,0,0,,0,0,22,,1%
Latavius Murray RB MIN (9),,NOW 29-19 ,-0.4,,2,6,0,,0,0,0,0,,1,0,6,,82%
