Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Tyler Kroft TE CIN (6),,@CLEW 31-7 ,18.8,,0,0,0,,6,7,68,2,,0,2,68,,39%
QTravis Kelce TE KC (10),,WASW 29-20 ,17.4,,1,3,0,,7,8,111,1,,0,1,114,,97%
IRO.J. Howard TE TB (1),,NYGW 25-23 ,14.3,,0,0,0,,2,4,63,1,,0,1,63,,38%
Cameron Brate TE TB (1),,NYGW 25-23 ,14,,0,0,0,,4,6,80,1,,0,1,80,,76%
A.J. Derby TE DEN (5),,OAKW 16-10 ,13.5,,0,0,0,,4,6,75,1,,0,1,75,,4%
QCharles Clay TE BUF (6),,@ATLW 23-17 ,11.2,,0,0,0,,5,7,112,0,,0,0,112,,44%
Vernon Davis TE WAS (5),,@KCL 20-29 ,8.9,,0,0,0,,2,3,89,0,,0,0,89,,49%
James Hanna TE DAL (6),,LAL 30-35 ,8.8,,0,0,0,,1,1,28,1,,0,1,28,,0%
Zach Ertz TE PHI (10),,@LACW 26-24 ,8.1,,0,0,0,,5,8,81,0,,0,0,81,,95%
Rob Gronkowski TE NE (9),,CARL 30-33 ,8,,0,0,0,,4,5,80,0,,0,0,80,,98%
IRHunter Henry TE LAC (9),,PHIL 24-26 ,7.6,,0,0,0,,2,3,16,1,,0,1,16,,76%
Rhett Ellison TE NYG (8),,@TBL 23-25 ,7.1,,0,0,0,,2,2,11,1,,0,1,11,,0%
Luke Willson TE SEA (6),,INDW 46-18 ,6.6,,0,0,0,,1,1,6,1,,0,1,6,,2%
Ed Dickson TE CAR (11),,@NEW 33-30 ,6.2,,0,0,0,,3,4,62,0,,0,0,62,,15%
OUTEvan Engram TE NYG (8),,@TBL 23-25 ,6.2,,0,0,0,,6,11,62,0,,0,0,62,,83%
Jimmy Graham TE SEA (6),,INDW 46-18 ,6.1,,0,0,0,,4,6,61,0,,0,0,61,,96%
Delanie Walker TE TEN (8),,@HOUL 14-57 ,5.1,,0,0,0,,3,7,51,0,,0,0,51,,93%
Austin Hooper TE ATL (5),,BUFL 17-23 ,5,,0,0,0,,5,7,50,0,,0,0,50,,68%
Tyler Higbee TE LA (8),,@DALW 35-30 ,4.7,,0,0,0,,3,6,47,0,,0,0,47,,7%
Jared Cook TE OAK (10),,@DENL 10-16 ,4.6,,0,0,0,,3,8,46,0,,0,0,46,,63%
OUTAustin Seferian-Jenkins TE NYJ (11),,JACW 23-20 ,4.6,,0,0,0,,4,4,46,0,,0,0,46,,40%
IRZach Miller TE CHI (9),,@GBL 14-35 ,4.5,,0,0,0,,2,2,45,0,,0,0,45,,11%
Benjamin Watson TE BAL (10),,PITL 9-26 ,4.3,,0,0,0,,5,6,43,0,,0,0,43,,28%
Darren Fells TE DET (7),,@MINW 14-7 ,4,,0,0,0,,4,5,40,0,,0,0,40,,4%
Jesse James TE PIT (9),,@BALW 26-9 ,4,,0,0,0,,3,3,40,0,,0,0,40,,28%
IRMartellus Bennett TE GB (8),,CHIW 35-14 ,3.9,,0,0,0,,6,7,39,0,,0,0,39,,45%
Nick Boyle TE BAL (10),,PITL 9-26 ,3.6,,0,0,0,,5,5,36,0,,0,0,36,,1%
George Kittle TE SF (11),,@ARIL 15-18 ,3.5,,0,0,0,,2,3,35,0,,0,0,35,,13%
QKyle Rudolph TE MIN (9),,DETL 7-14 ,3.4,,0,0,0,,2,4,34,0,,0,0,34,,91%
IRBrandon Williams TE IND (11),,@SEAL 18-46 ,3.2,,0,0,0,,1,2,32,0,,0,0,32,,0%
IRJulius Thomas TE MIA (1),,NOL 0-20 ,2.9,,0,0,0,,2,4,29,0,,0,0,29,,45%
Stephen Anderson TE HOU (7),,TENW 57-14 ,2.8,,0,0,0,,2,2,28,0,,0,0,28,,10%
Jack Doyle TE IND (11),,@SEAL 18-46 ,2.7,,0,0,0,,5,7,27,0,,0,0,27,,79%
