Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Marcedes Lewis TE JAC (8),,BALW 44-7 ,24.2,,0,0,0,,4,5,62,3,,0,3,62,,16%
Rob Gronkowski TE NE (9),,HOUW 36-33 ,13.9,,0,0,0,,8,10,89,1,,1,1,89,,98%
IRRyan Griffin TE HOU (7),,@NEL 33-36 ,12.1,,0,0,0,,5,6,61,1,,0,1,61,,4%
Vernon Davis TE WAS (5),,OAKW 27-10 ,11.8,,0,0,0,,5,5,58,1,,0,1,58,,49%
Luke Willson TE SEA (6),,@TENL 27-33 ,11.3,,0,0,0,,3,4,53,1,,0,1,53,,2%
Lance Kendricks TE GB (8),,CINW 27-24 ,11.2,,0,0,0,,2,3,52,1,,0,1,52,,4%
Jared Cook TE OAK (10),,@WASL 10-27 ,10.3,,0,0,0,,4,6,43,1,,0,1,43,,63%
QCharles Clay TE BUF (6),,DENW 26-16 ,9.9,,0,0,0,,6,6,39,1,,0,1,39,,44%
Zach Ertz TE PHI (10),,NYGW 27-24 ,9.5,,0,0,0,,8,10,55,1,,1-1,1,55,,95%
Cameron Brate TE TB (1),,@MINL 17-34 ,9.3,,0,0,0,,4,4,33,1,,0,1,33,,76%
Jonnu Smith TE TEN (8),,SEAW 33-27 ,8.4,,0,0,0,,1,2,24,1,,0,1,24,,8%
Benjamin Watson TE BAL (10),,@JACL 7-44 ,7.2,,0,0,0,,3,3,12,1,,0,1,12,,28%
Jimmy Graham TE SEA (6),,@TENL 27-33 ,7.2,,0,0,0,,7,11,72,0,,0,0,72,,96%
David Njoku TE CLE (9),,@INDL 28-31 ,7.2,,0,0,0,,2,4,12,1,,0,1,12,,26%
OUTAdam Shaheen TE CHI (9),,PITW 23-17 ,6.2,,0,0,0,,1,1,2,1,,0,1,2,,10%
Garrett Celek TE SF (11),,LAL 39-41 ,6.1,,0,0,0,,1,2,1,1,,0,1,1,,5%
OUTJermaine Gresham TE ARI (8),,DALL 17-28 ,4.7,,0,0,0,,5,9,47,0,,0,0,47,,7%
OUTEvan Engram TE NYG (8),,@PHIL 24-27 ,4.5,,0,0,0,,5,7,45,0,,0,0,45,,83%
Delanie Walker TE TEN (8),,SEAW 33-27 ,3.1,,0,0,0,,4,6,31,0,,0,0,31,,93%
OUTAustin Seferian-Jenkins TE NYJ (11),,MIAW 20-6 ,3.1,,0,0,0,,5,6,31,0,,0,0,31,,40%
Nick O'Leary TE BUF (6),,DENW 26-16 ,3.1,,0,0,0,,1,1,31,0,,0,0,31,,2%
Antonio Gates TE LAC (9),,KCL 10-24 ,3,,0,0,0,,2,5,30,0,,0,0,30,,33%
Seth DeValve TE CLE (9),,@INDL 28-31 ,2.9,,0,0,0,,2,5,29,0,,0,0,29,,4%
Tyler Kroft TE CIN (6),,@GBL 24-27 ,2.8,,0,0,0,,3,4,28,0,,0,0,28,,39%
IRCoby Fleener TE NO (5),,@CARW 34-13 ,2.1,,0,0,0,,1,1,21,0,,0,0,21,,44%
Vance McDonald TE PIT (9),,@CHIL 17-23 ,2,,0,0,0,,0,0,0,0,,0,0,0,,6%
Jesse James TE PIT (9),,@CHIL 17-23 ,1.9,,0,0,0,,2,4,19,0,,0,0,19,,28%
Jacob Hollister TE NE (9),,HOUW 36-33 ,1.9,,0,0,0,,1,1,19,0,,0,0,19,,0%
Virgil Green TE DEN (5),,@BUFL 16-26 ,1.8,,0,0,0,,3,3,18,0,,0,0,18,,3%
IRZach Miller TE CHI (9),,PITW 23-17 ,1.7,,0,0,0,,1,3,17,0,,0,0,17,,11%
Derek Carrier TE LA (8),,@SFW 41-39 ,1.7,,0,0,0,,1,1,17,0,,0,0,17,,0%
IRJulius Thomas TE MIA (1),,@NYJL 6-20 ,1.6,,0,0,0,,3,5,16,0,,0,0,16,,45%
Nick Boyle TE BAL (10),,@JACL 7-44 ,1.4,,0,0,0,,2,2,14,0,,0,0,14,,1%
Stephen Anderson TE HOU (7),,@NEL 33-36 ,1.4,,0,0,0,,1,3,14,0,,0,0,14,,10%
IRMartellus Bennett TE GB (8),,CINW 27-24 ,1.2,,0,0,0,,3,4,12,0,,0,0,12,,45%
James O'Shaughnessy TE JAC (8),,BALW 44-7 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,0%
IRO.J. Howard TE TB (1),,@MINL 17-34 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,38%
Troy Niklas TE ARI (8),,DALL 17-28 ,1,,0,0,0,,1,1,10,0,,0,0,10,,0%
Eric Ebron TE DET (7),,ATLL 26-30 ,0.9,,0,0,0,,2,7,9,0,,0,0,9,,63%
Austin Hooper TE ATL (5),,@DETW 30-26 ,0.9,,0,0,0,,1,2,9,0,,0,0,9,,68%
Ed Dickson TE CAR (11),,NOL 13-34 ,0.8,,0,0,0,,1,1,8,0,,0,0,8,,15%
Darren Fells TE DET (7),,ATLL 26-30 ,0.8,,0,0,0,,1,1,8,0,,0,0,8,,4%
George Kittle TE SF (11),,LAL 39-41 ,0.8,,0,0,0,,1,3,8,0,,0,0,8,,13%
IRBrandon Williams TE IND (11),,CLEW 31-28 ,0.7,,0,0,0,,1,1,7,0,,0,0,7,,0%
Trey Burton TE PHI (10),,NYGW 27-24 ,0.7,,0,0,0,,2,3,7,0,,0,0,7,,11%
Darrell Daniels TE IND (11),,CLEW 31-28 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,0%
A.J. Derby TE DEN (5),,@BUFL 16-26 ,0.5,,0,0,0,,1,2,5,0,,0,0,5,,4%
QKyle Rudolph TE MIN (9),,TBW 34-17 ,0.4,,0,0,0,,1,2,4,0,,0,0,4,,91%
Randall Telfer TE CLE (9),,@INDL 28-31 ,0.4,,0,0,0,,1,1,4,0,,0,0,4,,0%
Tyler Higbee TE LA (8),,@SFW 41-39 ,0.4,,0,0,0,,1,3,4,0,,0,0,4,,7%
Jason Witten TE DAL (6),,@ARIW 28-17 ,0.3,,0,0,0,,1,4,3,0,,0,0,3,,86%
Phillip Supernaw TE TEN (8),,SEAW 33-27 ,0.3,,0,0,0,,1,1,3,0,,0,0,3,,0%
Josh Hill TE NO (5),,@CARW 34-13 ,0.3,,0,0,0,,1,1,3,0,,0,0,3,,1%
QTravis Kelce TE KC (10),,@LACW 24-10 ,0.1,,0,0,0,,1,1,1,0,,0,0,1,,97%
Clark Harris TE CIN (6),,@GBL 24-27 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Michael Hoomanawanui TE NO (5),,@CARW 34-13 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Lee Smith TE OAK (10),,@WASL 10-27 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Dwayne Allen TE NE (9),,HOUW 36-33 ,0,,0,0,0,,0,2,0,0,,0,0,0,,9%
MarQueis Gray TE MIA (1),,@NYJL 6-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Xavier Grimble TE PIT (9),,@CHIL 17-23 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
C.J. Uzomah TE CIN (6),,@GBL 24-27 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Neal Sterling TE NYJ (11),,MIAW 20-6 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
IRClive Walford TE OAK (10),,@WASL 10-27 ,-0.1,,0,0,0,,1,1,-1,0,,0,0,-1,,3%
Niles Paul TE WAS (5),,OAKW 27-10 ,-0.3,,0,0,0,,1,1,-3,0,,0,0,-3,,1%
Jack Doyle TE IND (11),,CLEW 31-28 ,-0.4,,0,0,0,,2,5,16,0,,1-1,0,16,,79%
