Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
T.Y. Hilton WR IND (11),,@HOUW 20-14 ,36.5,,0,0,0,,5,9,175,2,,0,2,175,,95%
Marvin Jones WR DET (7),,@GBW 30-17 ,22.7,,0,0,0,,7,11,107,2,,0,2,107,,91%
Robert Woods WR LA (8),,@NYGW 51-17 ,21,,0,0,0,,4,5,70,2,,0,2,70,,68%
Alshon Jeffery WR PHI (10),,DENW 51-23 ,20.4,,0,0,0,,6,11,84,2,,0,2,84,,96%
Doug Baldwin WR SEA (6),,WASL 14-17 ,16.8,,0,0,0,,7,12,108,1,,0,1,108,,96%
Terrance Williams WR DAL (6),,KCW 28-17 ,16.1,,0,0,0,,9,9,141,0,,0,0,141,,15%
Tyreek Hill WR KC (10),,@DALL 17-28 ,15.3,,4,9,0,,2,4,64,1,,0,1,73,,94%
Sammy Watkins WR LA (8),,@NYGW 51-17 ,14.7,,0,0,0,,1,2,67,1,,0,1,67,,85%
OUTDeAndre Hopkins WR HOU (7),,INDL 14-20 ,14.6,,0,0,0,,6,16,86,1,,0,1,86,,97%
OUTCole Beasley WR DAL (6),,KCW 28-17 ,14.4,,0,0,0,,4,6,24,2,,0,2,24,,30%
Deonte Thompson WR BUF (6),,@NYJL 21-34 ,14.1,,0,0,0,,7,10,81,1,,0,1,81,,8%
Marqise Lee WR JAC (8),,CINW 23-7 ,13.5,,0,0,0,,8,12,75,1,,0,1,75,,50%
Demaryius Thomas WR DEN (5),,@PHIL 23-51 ,13,,0,0,0,,8,12,70,1,,0,1,70,,94%
Rishard Matthews WR TEN (8),,BALW 23-20 ,13,,0,0,0,,4,7,70,1,,0,1,70,,73%
Johnny Holton WR OAK (10),,@MIAW 27-24 ,12.4,,0,0,0,,1,1,44,1,,0,1,44,,1%
Julio Jones WR ATL (5),,@CARL 17-20 ,11.8,,0,0,0,,6,12,118,0,,0,0,118,,98%
Golden Tate WR DET (7),,@GBW 30-17 ,11.3,,0,0,0,,7,9,113,0,,0,0,113,,94%
Zay Jones WR BUF (6),,@NYJL 21-34 ,11.3,,0,0,0,,6,7,53,1,,0,1,53,,35%
Ted Ginn WR NO (5),,TBW 30-10 ,10.9,,0,0,0,,4,5,59,1,,1,1,75,,69%
QRobby Anderson WR NYJ (11),,BUFW 34-21 ,10.8,,0,0,0,,4,5,48,1,,0,1,48,,79%
OUTJeremy Maclin WR BAL (10),,@TENL 20-23 ,9.8,,0,0,0,,8,9,98,0,,0,0,98,,64%
IRTavarres King WR NYG (8),,LAL 17-51 ,9.3,,0,0,0,,3,6,33,1,,0,1,33,,1%
Jarvis Landry WR MIA (1),,OAKL 24-27 ,9.2,,0,0,0,,6,7,32,1,,0,1,32,,93%
QDevin Funchess WR CAR (11),,ATLW 20-17 ,8.6,,0,0,0,,5,7,86,0,,0,0,86,,82%
Mohamed Sanu WR ATL (5),,@CARL 17-20 ,8.3,,0,0,0,,3,3,23,1,,0,1,23,,57%
Eric Decker WR TEN (8),,BALW 23-20 ,8.1,,0,0,0,,3,4,21,1,,0,1,21,,47%
Mike Wallace WR BAL (10),,@TENL 20-23 ,7.9,,0,0,0,,4,7,19,1,,0,1,19,,60%
DeVante Parker WR MIA (1),,OAKL 24-27 ,7.6,,0,0,0,,5,8,76,0,,0,0,76,,67%
Dez Bryant WR DAL (6),,KCW 28-17 ,7.3,,0,0,0,,6,11,73,0,,0,0,73,,97%
Larry Fitzgerald WR ARI (8),,@SFW 20-10 ,7,,0,0,0,,5,9,70,0,,0,0,70,,96%
OUTSterling Shepard WR NYG (8),,LAL 17-51 ,7,,0,0,0,,5,9,70,0,,0,0,70,,70%
QMarquise Goodwin WR SF (11),,ARIL 10-20 ,6.8,,0,0,0,,2,8,68,0,,0,0,68,,52%
Michael Thomas WR NO (5),,TBW 30-10 ,6.5,,0,0,0,,8,11,65,0,,0,0,65,,95%
Jaron Brown WR ARI (8),,@SFW 20-10 ,6.3,,0,0,0,,1,1,3,1,,0,1,3,,11%
Jaydon Mickens WR JAC (8),,CINW 23-7 ,6,,0,0,0,,0,0,0,0,,0,1,82,,2%
Justin Hardee WR NO (5),,TBW 30-10 ,6,,0,0,0,,0,0,0,0,,0,0,0,,0%
Randall Cobb WR GB (8),,DETL 17-30 ,5.9,,1,1,0,,5,5,58,0,,0,0,59,,68%
Taylor Gabriel WR ATL (5),,@CARL 17-20 ,5.9,,1,3,0,,3,4,56,0,,0,0,59,,18%
Josh Doctson WR WAS (5),,@SEAW 17-14 ,5.9,,0,0,0,,3,5,59,0,,0,0,59,,50%
Amari Cooper WR OAK (10),,@MIAW 27-24 ,5.8,,0,0,0,,4,9,58,0,,0,0,58,,89%
Cooper Kupp WR LA (8),,@NYGW 51-17 ,5.4,,0,0,0,,3,5,54,0,,0,0,54,,61%
OUTDavante Adams WR GB (8),,DETL 17-30 ,5.3,,0,0,0,,7,10,53,0,,0,0,53,,91%
John Brown WR ARI (8),,@SFW 20-10 ,5.2,,0,0,0,,1,4,52,0,,0,0,52,,42%
OUTCody Latimer WR DEN (5),,@PHIL 23-51 ,5.1,,0,0,0,,2,3,51,0,,0,0,51,,3%
Brian Quick WR WAS (5),,@SEAW 17-14 ,4.9,,0,0,0,,3,3,49,0,,0,0,49,,3%
Keelan Cole WR JAC (8),,CINW 23-7 ,4.7,,0,0,0,,3,5,47,0,,0,0,47,,29%
Tavon Austin WR LA (8),,@NYGW 51-17 ,4.3,,6,34,0,,0,0,9,0,,0,0,43,,13%
Paul Richardson WR SEA (6),,WASL 14-17 ,4.1,,0,0,0,,3,3,41,0,,0,0,41,,50%
IRDe'Anthony Thomas WR KC (10),,@DALL 17-28 ,4.1,,0,0,0,,3,3,41,0,,0,0,71,,2%
Michael Crabtree WR OAK (10),,@MIAW 27-24 ,4,,0,0,0,,3,4,40,0,,0,0,40,,95%
Ryan Grant WR WAS (5),,@SEAW 17-14 ,3.9,,0,0,0,,3,3,39,0,,0,0,39,,9%
Kendrick Bourne WR SF (11),,ARIL 10-20 ,3.9,,0,0,0,,2,6,39,0,,0,0,39,,1%
Jermaine Kearse WR NYJ (11),,BUFW 34-21 ,3.8,,0,0,0,,2,6,38,0,,0,0,38,,49%
