Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Blake Martinez LB GB (8),,@PITL 28-31 ,14,,4,11,1,0,0,1,0,,77%
Luke Kuechly LB CAR (11),,@NYJW 35-27 ,11,,5,4,0,0,0,1,1,,94%
OUTJosh Bynes LB ARI (8),,JACW 27-24 ,10,,1,8,0,0,1,0,0,,2%
Tahir Whitehead LB DET (7),,MINL 23-30 ,10,,3,10,0,0,0,0,0,,47%
Chandler Jones LB ARI (8),,JACW 27-24 ,10,,0,6,0,2,0,0,0,,55%
Joe Schobert LB CLE (9),,@CINL 16-30 ,10,,3,10,0,0,0,0,0,,61%
Demario Davis LB NYJ (11),,CARL 27-35 ,9,,3,7,0,1,0,0,0,,75%
Bruce Irvin LB OAK (10),,DENW 21-14 ,9,,0,3,0,2,1,0,0,,12%
Bobby Wagner LB SEA (6),,@SFW 24-13 ,9,,1,7,1,0,0,0,0,,93%
Terrell Suggs LB BAL (10),,HOUW 23-16 ,8,,2,2,0,2,1,0,0,,25%
Craig Robertson LB NO (5),,@LAL 20-26 ,8,,1,6,0,1,0,0,0,,14%
Kwon Alexander LB TB (1),,@ATLL 20-34 ,8,,0,8,0,0,0,0,0,,69%
Reggie Ragland LB KC (10),,BUFL 10-16 ,8,,1,8,0,0,0,0,0,,12%
Wesley Woodyard LB TEN (8),,@INDW 20-16 ,7,,3,5,0,1,0,0,0,,65%
Ryan Kerrigan LB WAS (5),,NYGW 20-10 ,7,,2,3,0,2,0,0,0,,27%
Robert Quinn LB LA (8),,NOW 26-20 ,7,,2,3,0,1,1,0,0,,17%
IRRyan Shazier LB PIT (9),,GBW 31-28 ,7,,1,7,0,0,0,0,0,,68%
Shaquil Barrett LB DEN (5),,@OAKL 14-21 ,7,,0,2,0,1,1,1,0,,2%
Jaylon Smith LB DAL (6),,LACL 6-28 ,7,,1,7,0,0,0,0,0,,28%
Elandon Roberts LB NE (9),,MIAW 35-17 ,7,,1,3,0,2,0,0,0,,5%
OUTZach Brown LB WAS (5),,NYGW 20-10 ,6,,3,6,0,0,0,0,0,,77%
Preston Brown LB BUF (6),,@KCW 16-10 ,6,,3,6,0,0,0,0,0,,38%
Kyle Van Noy LB NE (9),,MIAW 35-17 ,6,,2,4,0,1,0,0,0,,43%
Telvin Smith LB JAC (8),,@ARIL 24-27 ,6,,1,6,0,0,0,0,0,,89%
Anthony Hitchens LB DAL (6),,LACL 6-28 ,6,,1,6,0,0,0,0,0,,15%
Marcus Smith LB SEA (6),,@SFW 24-13 ,6,,1,2,0,1,1,0,0,,0%
Darron Lee LB NYJ (11),,CARL 27-35 ,6,,2,4,0,1,0,0,0,,41%
QEric Lee LB NE (9),,MIAW 35-17 ,6,,0,4,0,1,0,0,0,,2%
QReuben Foster LB SF (11),,SEAL 13-24 ,6,,0,6,0,0,0,0,0,,45%
Jarrad Davis LB DET (7),,MINL 23-30 ,6,,1,6,0,0,0,0,0,,40%
Lorenzo Alexander LB BUF (6),,@KCW 16-10 ,5,,0,3,0,1,0,0,0,,36%
Lawrence Timmons LB MIA (1),,@NEL 17-35 ,5,,1,5,0,0,0,0,0,,34%
Brian Orakpo LB TEN (8),,@INDW 20-16 ,5,,2,2,0,1.5,0,0,0,,8%
Junior Galette LB WAS (5),,NYGW 20-10 ,5,,0,1,0,1,1,0,0,,1%
Von Miller LB DEN (5),,@OAKL 14-21 ,5,,2,4,0,0.5,0,0,0,,75%
Justin Houston LB KC (10),,BUFL 10-16 ,5,,1,3,0,1,0,0,0,,60%
Kelvin Sheppard LB NYG (8),,@WASL 10-20 ,5,,2,5,0,0,0,0,0,,1%
Alec Ogletree LB LA (8),,NOW 26-20 ,5,,2,5,0,0,0,0,0,,81%
IRJon Bostic LB IND (11),,TENL 16-20 ,5,,5,5,0,0,0,0,0,,20%
IRA.J. Klein LB NO (5),,@LAL 20-26 ,5,,3,5,0,0,0,0,0,,8%
Paul Worrilow LB DET (7),,MINL 23-30 ,5,,1,5,0,0,0,0,0,,4%
C.J. Mosley LB BAL (10),,HOUW 23-16 ,5,,7,5,0,0,0,0,0,,91%
Patrick Onwuasor LB BAL (10),,HOUW 23-16 ,5,,3,5,0,0,0,0,0,,8%
T.J. Watt LB PIT (9),,GBW 31-28 ,5,,1,3,0,1,0,0,0,,45%
Kendell Beckwith LB TB (1),,@ATLL 20-34 ,5,,0,3,0,0,1,0,0,,26%
Jordan Evans LB CIN (6),,CLEW 30-16 ,5,,2,5,0,0,0,0,0,,2%
Karlos Dansby LB ARI (8),,JACW 27-24 ,4,,0,3,0,0,0,1,0,,28%
Thomas Davis LB CAR (11),,@NYJW 35-27 ,4,,5,4,0,0,0,0,0,,32%
OUTJustin Durant LB DAL (6),,LACL 6-28 ,4,,1,4,0,0,0,0,0,,1%
Erik Walden LB TEN (8),,@INDW 20-16 ,4,,1,2,0,1,0,0,0,,1%
Navorro Bowman LB OAK (10),,DENW 21-14 ,4,,5,2,1,0,0,0,0,,60%
Mark Barron LB LA (8),,NOW 26-20 ,4,,1,4,0,0,0,0,0,,77%
Lavonte David LB TB (1),,@ATLL 20-34 ,4,,2,4,0,0,0,0,0,,76%
OUTVontaze Burfict LB CIN (6),,CLEW 30-16 ,4,,3,4,0,0,0,0,0,,55%
Anthony Barr LB MIN (9),,@DETW 30-23 ,4,,1,4,0,0,0,0,0,,24%
Christian Kirksey LB CLE (9),,@CINL 16-30 ,4,,1,4,0,0,0,0,0,,75%
