Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Trey Burton TE PHI (10),,@LAW 43-35 ,19.1,,0,0,0,,5,6,71,2,,0,2,71,,11%
Jared Cook TE OAK (10),,@KCL 15-26 ,13.5,,0,0,0,,5,6,75,1,,0,1,75,,63%
Garrett Celek TE SF (11),,@HOUW 26-16 ,12.7,,0,0,0,,2,4,67,1,,0,1,67,,5%
Jesse James TE PIT (9),,BALW 39-38 ,11.7,,0,0,0,,10,12,97,0,,0,0,97,,28%
IRHunter Henry TE LAC (9),,WASW 30-13 ,11,,0,0,0,,4,6,50,1,,0,1,50,,76%
OUTAdam Shaheen TE CHI (9),,@CINW 33-7 ,10.4,,0,0,0,,4,5,44,1,,0,1,44,,10%
QKyle Rudolph TE MIN (9),,@CARL 24-31 ,10.1,,0,0,0,,3,5,41,1,,0,1,41,,91%
Eric Ebron TE DET (7),,@TBW 24-21 ,9.4,,0,0,0,,10,11,94,0,,1-1,0,94,,63%
IRO.J. Howard TE TB (1),,DETL 21-24 ,9.4,,0,0,0,,4,6,54,1,,1-1,1,54,,38%
Vernon Davis TE WAS (5),,@LACL 13-30 ,8.6,,0,0,0,,2,7,26,1,,0,1,26,,49%
Jason Witten TE DAL (6),,@NYGW 30-10 ,8,,0,0,0,,1,2,20,1,,0,1,20,,86%
Rhett Ellison TE NYG (8),,DALL 10-30 ,8,,0,0,0,,4,5,20,1,,0,1,20,,0%
QTravis Kelce TE KC (10),,OAKW 26-15 ,7.4,,0,0,0,,7,13,74,0,,0,0,74,,97%
Brent Celek TE PHI (10),,@LAW 43-35 ,6.5,,0,0,0,,1,3,5,1,,0,1,5,,2%
Jack Doyle TE IND (11),,@BUFL 7-13 ,6.4,,0,0,0,,2,3,4,1,,0,1,4,,79%
OUTEvan Engram TE NYG (8),,DALL 10-30 ,5.4,,0,0,0,,4,7,54,0,,0,0,54,,83%
Vance McDonald TE PIT (9),,BALW 39-38 ,5.2,,0,0,0,,4,6,52,0,,0,0,52,,6%
Delanie Walker TE TEN (8),,@ARIL 7-12 ,4.2,,0,0,0,,5,9,42,0,,0,0,42,,93%
Dion Sims TE CHI (9),,@CINW 33-7 ,3.2,,0,0,0,,2,3,32,0,,0,0,32,,2%
OUTJermaine Gresham TE ARI (8),,TENW 12-7 ,2.7,,0,0,0,,2,2,27,0,,0,0,27,,7%
IRBlake Bell TE MIN (9),,@CARL 24-31 ,2.7,,0,0,0,,2,2,7,0,,0,0,7,,0%
Demetrius Harris TE KC (10),,OAKW 26-15 ,2.5,,0,0,0,,1,3,25,0,,0,0,25,,1%
Darren Fells TE DET (7),,@TBW 24-21 ,2.3,,0,0,0,,1,1,23,0,,0,0,23,,4%
Austin Hooper TE ATL (5),,NOW 20-17 ,2.3,,0,0,0,,2,4,23,0,,0,0,23,,68%
QRicky Seals-Jones TE ARI (8),,TENW 12-7 ,2,,0,0,0,,1,3,20,0,,0,0,20,,21%
