Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Stefon Diggs WR MIN (9),,TBW 34-17 ,32.3,,0,0,0,,8,11,173,2,,0,2,173,,92%
Brandin Cooks WR NE (9),,HOUW 36-33 ,29.1,,0,0,0,,5,7,131,2,,0,2,131,,97%
T.Y. Hilton WR IND (11),,CLEW 31-28 ,24.3,,0,0,0,,7,9,153,1,,0,1,153,,95%
Larry Fitzgerald WR ARI (8),,DALL 17-28 ,22.9,,0,0,0,,13,15,149,1,,0,1,149,,96%
Sammy Watkins WR LA (8),,@SFW 41-39 ,22.6,,0,0,0,,6,7,106,2,,0,2,106,,85%
IROdell Beckham WR NYG (8),,@PHIL 24-27 ,21.9,,0,0,0,,9,13,79,2,,0,2,79,,68%
OUTSterling Shepard WR NYG (8),,@PHIL 24-27 ,21.3,,0,0,0,,7,10,133,1,,0,1,133,,70%
OUTChris Hogan WR NE (9),,HOUW 36-33 ,20.8,,0,0,0,,4,6,68,2,,0,2,68,,69%
A.J. Green WR CIN (6),,@GBL 24-27 ,19.1,,0,0,0,,10,13,111,1,,0,1,111,,98%
OUTAntonio Brown WR PIT (9),,@CHIL 17-23 ,19,,0,0,0,,10,14,110,1,,0,1,110,,95%
Doug Baldwin WR SEA (6),,@TENL 27-33 ,18.5,,0,0,0,,10,15,105,1,,0,1,105,,96%
QRobby Anderson WR NYJ (11),,MIAW 20-6 ,17.5,,0,0,0,,3,6,95,1,,0,1,95,,79%
OUTJordy Nelson WR GB (8),,CINW 27-24 ,17.2,,0,0,0,,6,9,52,2,,0,2,52,,92%
Rishard Matthews WR TEN (8),,SEAW 33-27 ,16.7,,0,0,0,,6,10,87,1,,0,1,87,,73%
Taylor Gabriel WR ATL (5),,@DETW 30-26 ,15.9,,0,0,0,,5,6,79,1,,0,1,79,,18%
Brice Butler WR DAL (6),,@ARIW 28-17 ,15,,0,0,0,,2,2,90,1,,0,1,90,,5%
Tyreek Hill WR KC (10),,@LACW 24-10 ,15,,3,13,0,,5,8,77,1,,0,1,100,,94%
Michael Thomas WR NO (5),,@CARW 34-13 ,14.7,,0,0,0,,7,8,87,1,,0,1,87,,95%
OUTDeSean Jackson WR TB (1),,@MINL 17-34 ,14.4,,0,0,0,,4,7,84,1,,0,1,84,,79%
IRPierre Garcon WR SF (11),,LAL 39-41 ,14.2,,0,0,0,,7,10,142,0,,0,0,142,,50%
Ted Ginn WR NO (5),,@CARW 34-13 ,13.9,,1,15,0,,2,3,44,1,,0,1,71,,69%
DeVante Parker WR MIA (1),,@NYJL 6-20 ,13.6,,0,0,0,,8,10,76,1,,0,1,76,,67%
Josh Doctson WR WAS (5),,OAKW 27-10 ,13.2,,0,0,0,,1,2,52,1,,0,1,52,,50%
QGeronimo Allison WR GB (8),,CINW 27-24 ,12.2,,0,0,0,,6,8,122,0,,0,0,122,,5%
Golden Tate WR DET (7),,ATLL 26-30 ,11.8,,0,0,0,,7,11,58,1,,0,1,68,,94%
IRBruce Ellington WR HOU (7),,@NEL 33-36 ,11.8,,1,-1,0,,4,7,59,1,,0,1,58,,6%
Kenny Britt WR CLE (9),,@INDL 28-31 ,11.4,,0,0,0,,3,10,54,1,,0,1,54,,36%
Travis Benjamin WR LAC (9),,KCL 10-24 ,11.4,,1,9,0,,5,8,105,0,,0,0,126,,28%
Robert Woods WR LA (8),,@SFW 41-39 ,10.8,,0,0,0,,6,7,108,0,,0,0,108,,68%
Demaryius Thomas WR DEN (5),,@BUFL 16-26 ,9.8,,0,0,0,,6,9,98,0,,0,0,98,,94%
Adam Thielen WR MIN (9),,TBW 34-17 ,9.8,,0,0,0,,5,8,98,0,,0,0,98,,91%
Trent Taylor WR SF (11),,LAL 39-41 ,9.2,,0,0,0,,3,4,32,1,,0,1,41,,10%
Julio Jones WR ATL (5),,@DETW 30-26 ,9.1,,0,0,0,,7,12,91,0,,0,0,91,,98%
Paul Richardson WR SEA (6),,@TENL 27-33 ,9,,0,0,0,,2,7,30,1,,0,1,30,,50%
Mohamed Sanu WR ATL (5),,@DETW 30-26 ,8.8,,0,0,0,,4,6,28,1,,0,1,28,,57%
Jaron Brown WR ARI (8),,DALL 17-28 ,8.7,,0,0,0,,2,6,27,1,,0,1,27,,11%
Allen Hurns WR JAC (8),,BALW 44-7 ,8,,0,0,0,,3,3,20,1,,0,1,20,,32%
OUTDeAndre Hopkins WR HOU (7),,@NEL 33-36 ,7.6,,0,0,0,,7,8,76,0,,0,0,76,,97%
OUTEmmanuel Sanders WR DEN (5),,@BUFL 16-26 ,7.5,,0,0,0,,7,15,75,0,,0,0,75,,79%
Albert Wilson WR KC (10),,@LACW 24-10 ,7.4,,1,-4,0,,3,4,18,1,,0,1,14,,6%
Dez Bryant WR DAL (6),,@ARIW 28-17 ,7.2,,0,0,0,,2,2,12,1,,0,1,12,,97%
Brandon Coleman WR NO (5),,@CARW 34-13 ,7.1,,0,0,0,,1,1,11,1,,0,1,11,,12%
Jarius Wright WR MIN (9),,TBW 34-17 ,6.9,,0,0,0,,2,3,9,1,,0,1,9,,1%
Adam Humphries WR TB (1),,@MINL 17-34 ,6.8,,0,0,0,,6,10,68,0,,0,0,68,,9%
Mike Evans WR TB (1),,@MINL 17-34 ,6.7,,0,0,0,,7,12,67,0,,0,0,67,,96%
IRBrandon Marshall WR NYG (8),,@PHIL 24-27 ,6.6,,0,0,0,,8,11,66,0,,0,0,66,,40%
IRAndre Holmes WR BUF (6),,DENW 26-16 ,6.6,,0,0,0,,2,2,6,1,,0,1,6,,3%
Marqise Lee WR JAC (8),,BALW 44-7 ,6.5,,0,0,0,,4,7,65,0,,0,0,67,,50%
IRT.J. Jones WR DET (7),,ATLL 26-30 ,6.3,,0,0,0,,3,3,63,0,,0,0,63,,3%
QMarquise Goodwin WR SF (11),,LAL 39-41 ,6.2,,0,0,0,,2,5,62,0,,0,0,62,,52%
Keenan Allen WR LAC (9),,KCL 10-24 ,6.1,,0,0,0,,5,9,61,0,,0,0,61,,95%
IRJordan Matthews WR BUF (6),,DENW 26-16 ,6.1,,0,0,0,,3,5,61,0,,0,0,61,,42%
OUTDavante Adams WR GB (8),,CINW 27-24 ,6,,0,0,0,,3,6,60,0,,0,0,60,,91%
QDevin Funchess WR CAR (11),,NOL 13-34 ,5.8,,0,0,0,,4,10,58,0,,0,0,58,,82%
Alshon Jeffery WR PHI (10),,NYGW 27-24 ,5.6,,0,0,0,,4,8,56,0,,0,0,56,,96%
Bennie Fowler WR DEN (5),,@BUFL 16-26 ,5.5,,0,0,0,,4,7,55,0,,0,0,55,,7%
QKenny Stills WR MIA (1),,@NYJL 6-20 ,5.1,,0,0,0,,4,10,51,0,,0,0,51,,66%
Eric Decker WR TEN (8),,SEAW 33-27 ,4.9,,0,0,0,,4,5,49,0,,0,0,49,,47%
Danny Amendola WR NE (9),,HOUW 36-33 ,4.8,,0,0,0,,3,5,48,0,,0,0,101,,42%
Jarvis Landry WR MIA (1),,@NYJL 6-20 ,4.8,,0,0,0,,6,11,48,0,,0,0,48,,93%
Terrance Williams WR DAL (6),,@ARIW 28-17 ,4.7,,0,0,0,,3,4,47,0,,0,0,47,,15%
OUTDonte Moncrief WR IND (11),,CLEW 31-28 ,4.4,,0,0,0,,2,3,44,0,,0,0,44,,50%
Chris Godwin WR TB (1),,@MINL 17-34 ,4.4,,0,0,0,,3,3,44,0,,0,0,44,,11%
Jeremy Kerley WR NYJ (11),,MIAW 20-6 ,4.2,,0,0,0,,5,5,42,0,,0,0,73,,5%
Jermaine Kearse WR NYJ (11),,MIAW 20-6 ,4.2,,0,0,0,,3,3,42,0,,0,0,42,,49%
JuJu Smith-Schuster WR PIT (9),,@CHIL 17-23 ,3.9,,0,0,0,,2,6,39,0,,0,0,39,,78%
IRCurtis Samuel WR CAR (11),,NOL 13-34 ,3.6,,1,31,0,,2,5,5,0,,0,0,66,,14%
Jamison Crowder WR WAS (5),,OAKW 27-10 ,3.2,,0,0,0,,6,6,52,0,,1-1,0,75,,74%
Ryan Grant WR WAS (5),,OAKW 27-10 ,3.1,,0,0,0,,3,4,31,0,,0,0,31,,9%
Martavis Bryant WR PIT (9),,@CHIL 17-23 ,3,,0,0,0,,2,8,30,0,,0,0,30,,73%
Tyler Lockett WR SEA (6),,@TENL 27-33 ,3,,0,0,0,,2,3,30,0,,0,0,62,,49%
Torrey Smith WR PHI (10),,NYGW 27-24 ,2.9,,0,0,0,,4,5,29,0,,0,0,38,,15%
Kaelin Clay WR BUF (6),,DENW 26-16 ,2.8,,0,0,0,,1,2,28,0,,0,0,28,,0%
