Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Marcus Peters DB KC (10),,DENW 29-19 ,15,,0,2,1,0,1,1,1,,40%
IRJimmy Smith DB BAL (10),,MIAW 40-0 ,14,,0,4,1,0,0,0,1,,5%
Earl Thomas DB SEA (6),,HOUW 41-38 ,13,,2,3,1,0,0,0,1,,36%
OUTAdrian Phillips DB LAC (9),,@NEL 13-21 ,12,,0,12,0,0,0,0,0,,3%
Chris Conte DB TB (1),,CARL 3-17 ,10,,1,8,1,0,0,0,0,,25%
OUTJalen Mills DB PHI (10),,SFW 33-10 ,10,,1,2,1,0,0,0,1,,45%
OUTTrae Elston DB BUF (6),,OAKW 34-14 ,10,,3,8,1,0,0,0,0,,0%
Ron Parker DB KC (10),,DENW 29-19 ,9,,0,7,1,0,0,0,0,,14%
Jahleel Addae DB LAC (9),,@NEL 13-21 ,9,,0,9,0,0,0,0,0,,38%
Byron Jones DB DAL (6),,@WASW 33-19 ,9,,4,1,1,0,0,0,1,,26%
Adrian Amos DB CHI (9),,@NOL 12-20 ,9,,0,6,0,0,1,1,0,,45%
Artie Burns DB PIT (9),,@DETW 20-15 ,9,,1,8,0,0,0,1,0,,3%
Kurt Coleman DB CAR (11),,@TBW 17-3 ,8,,2,7,0,0,0,1,0,,29%
Leonard Johnson DB BUF (6),,OAKW 34-14 ,8,,0,6,0,0,1,0,0,,1%
Keanu Neal DB ATL (5),,@NYJW 25-20 ,8,,1,8,0,0,0,0,0,,84%
Brandon Carr DB BAL (10),,MIAW 40-0 ,7,,0,7,0,0,0,0,0,,4%
IROrlando Scandrick DB DAL (6),,@WASW 33-19 ,7,,1,7,0,0,0,0,0,,2%
Harrison Smith DB MIN (9),,@CLEW 33-16 ,7,,0,7,0,0,0,0,0,,80%
IRKenny Vaccaro DB NO (5),,CHIW 20-12 ,7,,3,6,0,0.5,0,0,0,,49%
Micah Hyde DB BUF (6),,OAKW 34-14 ,7,,0,5,1,0,0,0,0,,46%
Darqueze Dennard DB CIN (6),,INDW 24-23 ,7,,3,7,0,0,0,0,0,,19%
Kenneth Acker DB KC (10),,DENW 29-19 ,7,,1,5,1,0,0,0,0,,0%
Ibraheim Campbell DB CLE (9),,MINL 16-33 ,7,,0,7,0,0,0,0,0,,1%
Trevor Williams DB LAC (9),,@NEL 13-21 ,7,,0,7,0,0,0,0,0,,3%
IRTavon Wilson DB DET (7),,PITL 15-20 ,6,,5,6,0,0,0,0,0,,18%
Marcus Williams DB HOU (7),,@SEAL 38-41 ,6,,0,4,1,0,0,0,0,,0%
Ryan Smith DB TB (1),,CARL 3-17 ,6,,0,6,0,0,0,0,0,,1%
Briean Boddy-Calhoun DB CLE (9),,MINL 16-33 ,6,,0,6,0,0,0,0,0,,1%
Desmond King DB LAC (9),,@NEL 13-21 ,6,,0,4,0,1,0,0,0,,39%
Shalom Luani DB OAK (10),,@BUFL 14-34 ,6,,1,6,0,0,0,0,0,,0%
Malcolm Jenkins DB PHI (10),,SFW 33-10 ,5,,0,5,0,0,0,0,0,,44%
Michael Mitchell DB PIT (9),,@DETW 20-15 ,5,,1,5,0,0,0,0,0,,4%
Lardarius Webb DB BAL (10),,MIAW 40-0 ,5,,0,5,0,0,0,0,0,,7%
IRRichard Sherman DB SEA (6),,HOUW 41-38 ,5,,3,1,2,0,0,0,0,,11%
Dre Kirkpatrick DB CIN (6),,INDW 24-23 ,5,,0,3,0,1,0,0,0,,4%
OUTRodney McLeod DB PHI (10),,SFW 33-10 ,5,,1,3,1,0,0,0,0,,15%
D.J. Swearinger DB WAS (5),,DALL 19-33 ,5,,2,5,0,0,0,0,0,,13%
Jamar Taylor DB CLE (9),,MINL 16-33 ,5,,1,5,0,0,0,0,0,,2%
Tre Boston DB LAC (9),,@NEL 13-21 ,5,,1,5,0,0,0,0,0,,9%
OUTNevin Lawson DB DET (7),,PITL 15-20 ,5,,0,5,0,0,0,0,0,,1%
Daniel Sorensen DB KC (10),,DENW 29-19 ,5,,2,5,0,0,0,0,0,,39%
IRJaquiski Tartt DB SF (11),,@PHIL 10-33 ,5,,2,5,0,0,0,0,0,,15%
QDexter McDonald DB OAK (10),,@BUFL 14-34 ,5,,0,5,0,0,0,0,0,,0%
Brandon King DB NE (9),,LACW 21-13 ,5,,0,1,0,0,0,0,0,,0%
IRVernon Hargreaves DB TB (1),,CARL 3-17 ,5,,1,5,0,0,0,0,0,,12%
Marshon Lattimore DB NO (5),,CHIW 20-12 ,5,,0,3,1,0,0,0,0,,27%
Jamal Adams DB NYJ (11),,ATLL 20-25 ,5,,0,4,0,0,0,1,0,,44%
Ahkello Witherspoon DB SF (11),,@PHIL 10-33 ,5,,0,3,1,0,0,0,0,,0%
Mike Adams DB CAR (11),,@TBW 17-3 ,4,,0,3,1,0,0,0,0,,11%
Kareem Jackson DB HOU (7),,@SEAL 38-41 ,4,,1,4,0,0,0,0,0,,6%
Devin McCourty DB NE (9),,LACW 21-13 ,4,,1,4,0,0,0,0,0,,74%
Darian Stewart DB DEN (5),,@KCL 19-29 ,4,,0,2,1,0,0,0,0,,5%
QAnthony Levine DB BAL (10),,MIAW 40-0 ,4,,0,2,0,1,0,0,0,,0%
OUTShareece Wright DB BUF (6),,OAKW 34-14 ,4,,0,4,0,0,0,0,0,,2%
George Iloka DB CIN (6),,INDW 24-23 ,4,,1,4,0,0,0,0,0,,4%
Johnson Bademosi DB NE (9),,LACW 21-13 ,4,,1,4,0,0,0,0,0,,0%
Desmond Trufant DB ATL (5),,@NYJW 25-20 ,4,,0,2,0,1,0,0,0,,7%
Kyle Fuller DB CHI (9),,@NOL 12-20 ,4,,1,4,0,0,0,0,0,,10%
Robert Nelson DB NYJ (11),,ATLL 20-25 ,4,,0,4,0,0,0,0,0,,0%
Anthony Harris DB MIN (9),,@CLEW 33-16 ,4,,0,3,0,0,0,1,0,,0%
T.J. Green DB IND (11),,@CINL 23-24 ,4,,0,4,0,0,0,0,0,,1%
Sean Davis DB PIT (9),,@DETW 20-15 ,4,,1,4,0,0,0,0,0,,42%
