Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTDeAndre Hopkins WR HOU (7),,@SEAL 38-41 ,31.4,,0,0,0,,8,11,224,1,,0,1,224,,97%
JuJu Smith-Schuster WR PIT (9),,@DETW 20-15 ,30.3,,0,0,0,,7,10,193,1,,0,1,193,,78%
QWill Fuller WR HOU (7),,@SEAL 38-41 ,26.5,,0,0,0,,5,8,125,2,,0,2,152,,50%
Paul Richardson WR SEA (6),,HOUW 41-38 ,22.5,,0,0,0,,6,7,105,2,,0,2,105,,50%
QRobby Anderson WR NYJ (11),,ATLL 20-25 ,16.5,,1,1,0,,6,6,104,1,,0,1,105,,79%
Alshon Jeffery WR PHI (10),,SFW 33-10 ,16.2,,0,0,0,,2,8,62,1,,0,1,62,,96%
Adam Thielen WR MIN (9),,@CLEW 33-16 ,15.8,,0,0,0,,5,10,98,1,,0,1,98,,91%
Jamison Crowder WR WAS (5),,DALL 19-33 ,14.5,,2,12,0,,9,13,123,0,,1,0,134,,74%
Mohamed Sanu WR ATL (5),,@NYJW 25-20 ,13.4,,0,0,0,,6,7,74,1,,0,1,74,,57%
Marvin Jones WR DET (7),,PITL 15-20 ,12.8,,0,0,0,,6,11,128,0,,0,0,128,,91%
Travis Benjamin WR LAC (9),,@NEL 13-21 ,12.8,,2,14,0,,5,9,64,1,,1,1,70,,28%
Tyler Lockett WR SEA (6),,HOUW 41-38 ,11.9,,1,-2,0,,6,8,121,0,,0,0,161,,49%
OUTJeremy Maclin WR BAL (10),,MIAW 40-0 ,11.3,,0,0,0,,3,5,53,1,,0,1,53,,64%
IRAndre Holmes WR BUF (6),,OAKW 34-14 ,11.1,,0,0,0,,3,4,51,1,,0,1,51,,3%
Kelvin Benjamin WR CAR (11),,@TBW 17-3 ,9.9,,0,0,0,,3,7,39,1,,0,1,39,,73%
QJosh Malone WR CIN (6),,INDW 24-23 ,9.5,,0,0,0,,2,3,35,1,,0,1,35,,2%
OUTTre McBride WR CHI (9),,@NOL 12-20 ,9.2,,0,0,0,,3,5,92,0,,0,0,92,,1%
IRT.J. Jones WR DET (7),,PITL 15-20 ,8.8,,0,0,0,,4,8,88,0,,0,0,88,,3%
A.J. Green WR CIN (6),,INDW 24-23 ,8.7,,0,0,0,,3,8,27,1,,0,1,27,,98%
Michael Crabtree WR OAK (10),,@BUFL 14-34 ,8.3,,0,0,0,,5,10,83,0,,0,0,83,,95%
Michael Thomas WR NO (5),,CHIW 20-12 ,7.7,,0,0,0,,7,8,77,0,,0,0,77,,95%
Julio Jones WR ATL (5),,@NYJW 25-20 ,7.4,,0,0,0,,3,6,74,0,,0,0,74,,98%
OUTTanner McEvoy WR SEA (6),,HOUW 41-38 ,7.3,,0,0,0,,1,1,53,0,,0,0,53,,0%
OUTAntonio Brown WR PIT (9),,@DETW 20-15 ,7,,0,0,0,,5,10,70,0,,0,0,70,,95%
Ted Ginn WR NO (5),,CHIW 20-12 ,6.8,,0,0,0,,2,4,68,0,,0,0,99,,69%
Golden Tate WR DET (7),,PITL 15-20 ,6.6,,0,0,0,,7,8,86,0,,1-1,0,86,,94%
Demaryius Thomas WR DEN (5),,@KCL 19-29 ,6.6,,0,0,0,,5,9,66,0,,0,0,66,,94%
QKenny Stills WR MIA (1),,@BALL 0-40 ,6.5,,0,0,0,,5,10,65,0,,0,0,65,,66%
Keenan Allen WR LAC (9),,@NEL 13-21 ,6.1,,0,0,0,,4,5,61,0,,0,0,61,,95%
Josh Doctson WR WAS (5),,DALL 19-33 ,6.1,,0,0,0,,1,3,1,1,,0,1,1,,50%
OUTChris Hogan WR NE (9),,LACW 21-13 ,6,,0,0,0,,5,7,60,0,,0,0,60,,69%
Mike Evans WR TB (1),,CARL 3-17 ,6,,0,0,0,,5,10,60,0,,0,0,60,,96%
QChris Moore WR BAL (10),,MIAW 40-0 ,6,,0,0,0,,0,0,0,0,,0,1,0,,2%
Doug Baldwin WR SEA (6),,HOUW 41-38 ,5.4,,0,0,0,,6,10,54,0,,0,0,54,,96%
Brandon Coleman WR NO (5),,CHIW 20-12 ,5.4,,0,0,0,,1,1,54,0,,0,0,54,,12%
Amari Cooper WR OAK (10),,@BUFL 14-34 ,5.2,,1,4,0,,5,10,48,0,,0,0,52,,89%
PUPLeonte Carroo WR MIA (1),,@BALL 0-40 ,4.8,,0,0,0,,6,8,48,0,,0,0,48,,4%
Adam Humphries WR TB (1),,CARL 3-17 ,4.6,,0,0,0,,4,6,26,0,,0,0,26,,9%
Ricardo Louis WR CLE (9),,MINL 16-33 ,4.2,,0,0,0,,2,6,42,0,,0,0,42,,4%
Dez Bryant WR DAL (6),,@WASW 33-19 ,3.9,,0,0,0,,4,6,39,0,,0,0,39,,97%
Ryan Grant WR WAS (5),,DALL 19-33 ,3.8,,0,0,0,,5,7,38,0,,0,0,38,,9%
OUTDeSean Jackson WR TB (1),,CARL 3-17 ,3.7,,0,0,0,,3,8,37,0,,0,0,37,,79%
Terrance Williams WR DAL (6),,@WASW 33-19 ,3.6,,0,0,0,,2,3,36,0,,0,0,36,,15%
Bennie Fowler WR DEN (5),,@KCL 19-29 ,3.5,,0,0,0,,2,6,35,0,,0,0,35,,7%
Brandon LaFell WR CIN (6),,INDW 24-23 ,3.4,,0,0,0,,4,5,44,0,,1,0,44,,17%
Kamar Aiken WR IND (11),,@CINL 23-24 ,3.3,,0,0,0,,2,5,33,0,,0,0,33,,4%
Jarvis Landry WR MIA (1),,@BALL 0-40 ,3.3,,0,0,0,,5,12,33,0,,0,0,37,,93%
Trent Taylor WR SF (11),,@PHIL 10-33 ,3.3,,0,0,0,,3,3,33,0,,0,0,42,,10%
Zay Jones WR BUF (6),,OAKW 34-14 ,3.2,,0,0,0,,3,5,32,0,,0,0,32,,35%
Mack Hollins WR PHI (10),,SFW 33-10 ,3,,0,0,0,,2,3,30,0,,0,0,30,,7%
Stefon Diggs WR MIN (9),,@CLEW 33-16 ,2.6,,1,-1,0,,4,6,27,0,,0,0,26,,92%
Brandin Cooks WR NE (9),,LACW 21-13 ,2.6,,0,0,0,,5,8,26,0,,0,0,26,,97%
Nelson Agholor WR PHI (10),,SFW 33-10 ,2.6,,0,0,0,,3,3,26,0,,0,0,26,,74%
IRCurtis Samuel WR CAR (11),,@TBW 17-3 ,2.6,,1,11,0,,2,3,15,0,,0,0,49,,14%
Brandon Tate WR BUF (6),,OAKW 34-14 ,2.4,,0,0,0,,1,1,24,0,,0,0,41,,1%
Tyrell Williams WR LAC (9),,@NEL 13-21 ,2.4,,0,0,0,,1,6,24,0,,0,0,24,,54%
Kendall Wright WR CHI (9),,@NOL 12-20 ,2.3,,0,0,0,,2,8,23,0,,0,0,23,,19%
IRJordan Matthews WR BUF (6),,OAKW 34-14 ,2.1,,0,0,0,,3,4,21,0,,0,0,21,,42%
Tyreek Hill WR KC (10),,DENW 29-19 ,1.8,,0,0,0,,2,6,38,0,,0,0,38,,94%
IRPierre Garcon WR SF (11),,@PHIL 10-33 ,1.7,,0,0,0,,2,4,17,0,,0,0,17,,50%
T.Y. Hilton WR IND (11),,@CINL 23-24 ,1.5,,0,0,0,,2,7,15,0,,0,0,15,,95%
OUTCody Latimer WR DEN (5),,@KCL 19-29 ,1.5,,0,0,0,,2,3,15,0,,0,0,63,,3%
Danny Amendola WR NE (9),,LACW 21-13 ,1.4,,0,0,0,,2,6,14,0,,0,0,56,,42%
Jermaine Kearse WR NYJ (11),,ATLL 20-25 ,1.4,,0,0,0,,2,5,14,0,,0,0,14,,49%
Russell Shepard WR CAR (11),,@TBW 17-3 ,1.4,,0,0,0,,1,1,14,0,,0,0,47,,4%
Rashard Higgins WR CLE (9),,MINL 16-33 ,1.4,,0,0,0,,1,1,14,0,,0,0,14,,3%
IRBruce Ellington WR HOU (7),,@SEAL 38-41 ,1.3,,0,0,0,,1,4,13,0,,0,0,13,,6%
Sammie Coates WR CLE (9),,MINL 16-33 ,1.3,,0,0,0,,2,2,13,0,,0,0,13,,4%
QDevin Funchess WR CAR (11),,@TBW 17-3 ,1.1,,0,0,0,,2,6,11,0,,0,0,11,,82%
Laquon Treadwell WR MIN (9),,@CLEW 33-16 ,1.1,,0,0,0,,1,4,21,0,,1,0,21,,11%
Chester Rogers WR IND (11),,@CINL 23-24 ,0.9,,0,0,0,,2,2,9,0,,0,0,9,,4%
OUTCole Beasley WR DAL (6),,@WASW 33-19 ,0.8,,0,0,0,,2,3,8,0,,0,0,8,,30%
QJordan Taylor WR DEN (5),,@KCL 19-29 ,0.8,,0,0,0,,1,3,8,0,,0,0,8,,0%
Chris Godwin WR TB (1),,CARL 3-17 ,0.8,,0,0,0,,1,2,8,0,,0,0,8,,11%
Michael Floyd WR MIN (9),,@CLEW 33-16 ,0.7,,0,0,0,,1,1,7,0,,0,0,7,,8%
