Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Justin Bethel DB ARI (8),,@DETL 23-35 ,15,,1,3,1,0,0,0,1,,15%
Trumaine Johnson DB LA (8),,INDW 46-9 ,13,,0,2,1,0,1,1,1,,33%
Lamarcus Joyner DB LA (8),,INDW 46-9 ,12,,0,4,1,0,0,0,1,,15%
Miles Killebrew DB DET (7),,ARIW 35-23 ,11,,0,3,1,0,0,0,1,,11%
IRTyvon Branch DB ARI (8),,@DETL 23-35 ,10,,1,10,0,0,0,0,0,,38%
Devin McCourty DB NE (9),,KCL 27-42 ,10,,1,9,0,0,0,1,0,,74%
Ron Parker DB KC (10),,@NEW 42-27 ,10,,1,10,0,0,0,0,0,,14%
OUTJalen Mills DB PHI (10),,@WASW 30-17 ,10,,1,8,1,0,0,0,0,,45%
Shaquill Griffin DB SEA (6),,@GBL 9-17 ,10,,0,10,0,0,0,0,0,,7%
Trae Waynes DB MIN (9),,NOW 29-19 ,9,,2,9,0,0,0,0,0,,30%
IRJaquiski Tartt DB SF (11),,CARL 3-23 ,9,,0,7,1,0,0,0,0,,15%
Glover Quin DB DET (7),,ARIW 35-23 ,8,,1,4,1,0,1,0,0,,61%
Kevin Byard DB TEN (8),,OAKL 16-26 ,8,,0,8,0,0,0,0,0,,54%
Matthias Farley DB IND (11),,@LAL 9-46 ,8,,2,8,0,0,0,0,0,,33%
Brian Poole DB ATL (5),,@CHIW 23-17 ,8,,1,6,0,1,0,0,0,,5%
Earl Thomas DB SEA (6),,@GBL 9-17 ,7,,4,7,0,0,0,0,0,,36%
Jordan Poyer DB BUF (6),,NYJW 21-12 ,7,,0,3,1,1,0,0,0,,58%
Tony Jefferson DB BAL (10),,@CINW 20-0 ,7,,4,5,0,1,0,0,0,,42%
Jordan Richards DB NE (9),,KCL 27-42 ,7,,1,5,0,0,1,0,0,,1%
Joe Haden DB PIT (9),,@CLEW 21-18 ,6,,2,4,0,1,0,0,0,,5%
Kurt Coleman DB CAR (11),,@SFW 23-3 ,6,,0,6,0,0,0,0,0,,29%
Tashaun Gipson DB JAC (8),,@HOUW 29-7 ,6,,2,4,1,0,0,0,0,,15%
IRRashaan Melvin DB IND (11),,@LAL 9-46 ,6,,0,6,0,0,0,0,0,,8%
