Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Peyton Barber RB TB (1),,@NOL 10-30 ,5.4,,11,34,0,,2,3,20,0,,0,0,54,,23%
IRTy Montgomery RB GB (8),,DETL 17-30 ,5.1,,5,33,0,,1,1,18,0,,0,0,51,,64%
Malcolm Brown RB LA (8),,@NYGW 51-17 ,4.7,,15,57,0,,0,0,0,0,,1,0,57,,5%
Alex Collins RB BAL (10),,@TENL 20-23 ,4.6,,13,43,0,,1,1,3,0,,0,0,46,,72%
OUTDeMarco Murray RB TEN (8),,BALW 23-20 ,4.1,,9,19,0,,2,2,22,0,,0,0,41,,95%
Elijah McGuire RB NYJ (11),,BUFW 34-21 ,3.9,,13,30,0,,1,1,9,0,,0,0,49,,16%
LeGarrette Blount RB PHI (10),,DENW 51-23 ,3.7,,9,37,0,,0,0,0,0,,0,0,37,,76%
IRD'Onta Foreman RB HOU (7),,INDL 14-20 ,3.7,,11,37,0,,0,1,0,0,,0,0,37,,23%
OUTEddie Lacy RB SEA (6),,WASL 14-17 ,3.4,,6,20,0,,1,1,14,0,,0,0,34,,42%
Charcandrick West RB KC (10),,@DALL 17-28 ,3.3,,1,3,0,,5,6,30,0,,0,0,33,,15%
OUTT.J. Yeldon RB JAC (8),,CINW 23-7 ,3.2,,11,41,0,,2,4,11,0,,1-1,0,52,,20%
IRChris Thompson RB WAS (5),,@SEAW 17-14 ,3.1,,4,20,0,,4,6,11,0,,0,0,31,,46%
Devontae Booker RB DEN (5),,@PHIL 23-51 ,3,,6,21,0,,2,3,9,0,,0,0,136,,26%
Marlon Mack RB IND (11),,@HOUW 20-14 ,2.9,,9,29,0,,0,0,0,0,,0,0,29,,34%
J.D. McKissic RB SEA (6),,WASL 14-17 ,2.6,,3,12,0,,2,3,14,0,,0,0,26,,14%
LeSean McCoy RB BUF (6),,@NYJL 21-34 ,2.5,,12,25,0,,0,1,0,0,,0,0,25,,98%
Wendell Smallwood RB PHI (10),,DENW 51-23 ,2.5,,5,25,0,,0,0,0,0,,0,0,25,,14%
OUTJamaal Charles RB DEN (5),,@PHIL 23-51 ,2.4,,4,1,0,,4,4,23,0,,0,0,24,,41%
Wayne Gallman RB NYG (8),,LAL 17-51 ,2.1,,9,41,0,,0,1,0,0,,1-1,0,41,,19%
Matt Breida RB SF (11),,ARIL 10-20 ,1.9,,1,1,0,,2,4,18,0,,0,0,19,,17%
Corey Grant RB JAC (8),,CINW 23-7 ,1.8,,4,18,0,,0,0,0,0,,0,0,53,,2%
Mike Tolbert RB BUF (6),,@NYJL 21-34 ,1.6,,4,3,0,,3,3,13,0,,0,0,16,,6%
Shane Vereen RB NYG (8),,LAL 17-51 ,1.4,,0,0,0,,3,4,14,0,,0,0,65,,15%
Andre Ellington RB ARI (8),,@SFW 20-10 ,1.4,,0,0,0,,2,3,14,0,,0,0,14,,16%
DeAndre Washington RB OAK (10),,@MIAW 27-24 ,1.4,,4,16,0,,1,1,-2,0,,0,0,14,,18%
Jalen Richard RB OAK (10),,@MIAW 27-24 ,1.4,,5,14,0,,0,1,0,0,,0,0,35,,21%
C.J. Anderson RB DEN (5),,@PHIL 23-51 ,1.3,,9,13,0,,0,1,0,0,,0,0,13,,88%
Alfred Morris RB DAL (6),,KCW 28-17 ,1.1,,1,11,0,,0,0,0,0,,0,0,11,,48%
Charles Sims RB TB (1),,@NOL 10-30 ,1.1,,0,0,0,,2,2,11,0,,0,0,11,,13%
OUTAaron Jones RB GB (8),,DETL 17-30 ,1.1,,5,12,0,,2,5,-1,0,,0,0,11,,39%
Derrick Coleman RB ATL (5),,@CARL 17-20 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,0%
Aaron Ripkowski RB GB (8),,DETL 17-30 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,0%
QSamaje Perine RB WAS (5),,@SEAW 17-14 ,0.9,,2,9,0,,0,0,0,0,,0,0,29,,74%
Doug Martin RB TB (1),,@NOL 10-30 ,0.7,,8,7,0,,0,0,0,0,,0,0,7,,76%
Kerwynn Williams RB ARI (8),,@SFW 20-10 ,0.6,,2,6,0,,0,0,0,0,,0,0,43,,17%
Tommy Bohanon RB JAC (8),,CINW 23-7 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,0%
Zach Line RB NO (5),,TBW 30-10 ,0.4,,2,4,0,,0,0,0,0,,0,0,4,,0%
Cameron Artis-Payne RB CAR (11),,ATLW 20-17 ,0.3,,1,3,0,,0,0,0,0,,0,0,3,,3%
Bobby Rainey RB BAL (10),,@TENL 20-23 ,0.1,,1,2,0,,1,3,-1,0,,0,0,45,,1%
Jay Prosch RB HOU (7),,INDL 14-20 ,0.1,,0,0,0,,1,1,1,0,,0,0,1,,0%
OUTDwayne Washington RB DET (7),,@GBW 30-17 ,0.1,,5,1,0,,0,0,0,0,,0,0,1,,3%
IRTaiwan Jones RB BUF (6),,@NYJL 21-34 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Jacquizz Rodgers RB TB (1),,@NOL 10-30 ,0,,0,0,0,,0,0,0,0,,0,0,0,,31%
Patrick DiMarco RB BUF (6),,@NYJL 21-34 ,0,,0,0,0,,0,0,0,0,,0,0,24,,0%
Kenjon Barner RB PHI (10),,DENW 51-23 ,0,,0,0,0,,0,0,0,0,,0,0,55,,1%
David Fluellen RB TEN (8),,BALW 23-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Senorise Perry RB MIA (1),,OAKL 24-27 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
IRRaheem Mostert RB SF (11),,ARIL 10-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
OUTRod Smith RB DAL (6),,KCW 28-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,20%
Terron Ward RB ATL (5),,@CARL 17-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
IRAkeem Hunt RB KC (10),,@DALL 17-28 ,0,,0,0,0,,0,0,0,0,,0,0,51,,1%
Andy Janovich RB DEN (5),,@PHIL 23-51 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Giovani Bernard RB CIN (6),,@JACL 7-23 ,-0.6,,1,-1,0,,1,1,-5,0,,0,0,-6,,58%
Kyle Juszczyk RB SF (11),,ARIL 10-20 ,-1,,1,5,0,,1,2,5,0,,1-1,0,10,,3%
Jonathan Stewart RB CAR (11),,ATLW 20-17 ,-1.9,,11,21,0,,0,0,0,0,,2-2,0,21,,75%
