Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Keelan Cole WR JAC (8),,HOUW 45-7 ,25.6,,0,0,0,,7,9,186,1,,0,1,186,,29%
OUTSterling Shepard WR NYG (8),,PHIL 29-34 ,23.9,,0,0,0,,11,16,139,1,,0,1,139,,70%
IRTavarres King WR NYG (8),,PHIL 29-34 ,21,,0,0,0,,2,3,70,2,,0,2,70,,1%
Jaydon Mickens WR JAC (8),,HOUW 45-7 ,18.1,,0,0,0,,4,5,61,2,,0,2,99,,2%
Michael Thomas WR NO (5),,NYJW 31-19 ,17.3,,0,0,0,,9,11,93,1,,0,1,93,,95%
Tyreek Hill WR KC (10),,LACW 30-13 ,16.8,,0,0,0,,5,6,88,1,,0,1,89,,94%
Mike Evans WR TB (1),,ATLL 21-24 ,15.9,,0,0,0,,5,8,79,1,,0,1,79,,96%
Rishard Matthews WR TEN (8),,@SFL 23-25 ,15.5,,0,0,0,,6,8,95,1,,0,1,95,,73%
Michael Crabtree WR OAK (10),,DALL 17-20 ,14.9,,0,0,0,,7,17,39,2,,1,2,39,,95%
IRDamiere Byrd WR CAR (11),,GBW 31-24 ,14.5,,0,0,0,,3,4,25,2,,0,2,70,,3%
Randall Cobb WR GB (8),,@CARL 24-31 ,14.4,,0,0,0,,7,14,84,1,,0,1,84,,68%
QMarquise Goodwin WR SF (11),,TENW 25-23 ,14.4,,1,10,0,,10,13,114,0,,0,0,124,,52%
OUTDeAndre Hopkins WR HOU (7),,@JACL 7-45 ,14,,0,0,0,,4,13,80,1,,0,1,80,,97%
OUTCody Latimer WR DEN (5),,@INDW 25-13 ,14,,0,0,0,,3,4,60,1,,0,1,60,,3%
Brandin Cooks WR NE (9),,@PITW 27-24 ,12,,0,0,0,,4,7,60,1,,0,1,60,,97%
Jarvis Landry WR MIA (1),,@BUFL 16-24 ,11.9,,0,0,0,,10,13,99,0,,0,0,99,,93%
