Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Michael Crabtree WR OAK (10),,NYJW 45-20 ,26,,0,0,0,,6,6,80,3,,0,3,80,,95%
J.J. Nelson WR ARI (8),,@INDW 16-13 ,20,,0,0,0,,5,7,120,1,,0,1,120,,27%
Jermaine Kearse WR NYJ (11),,@OAKL 20-45 ,18.4,,0,0,0,,4,5,64,2,,0,2,64,,49%
OUTEmmanuel Sanders WR DEN (5),,DALW 42-17 ,18.2,,0,0,0,,6,8,62,2,,0,2,62,,79%
OUTDavante Adams WR GB (8),,@ATLL 23-34 ,15.9,,0,0,0,,8,10,99,1,,0,1,99,,91%
Martavis Bryant WR PIT (9),,MINW 26-9 ,15.8,,1,7,0,,3,4,91,1,,0,1,98,,73%
Mike Evans WR TB (1),,CHIW 29-7 ,15.3,,0,0,0,,7,9,93,1,,0,1,93,,96%
Alshon Jeffery WR PHI (10),,@KCL 20-27 ,15.2,,0,0,0,,7,13,92,1,,0,1,92,,96%
Cordarrelle Patterson WR OAK (10),,NYJW 45-20 ,14.3,,3,57,1,,1,1,6,0,,0,1,133,,11%
Allen Hurns WR JAC (8),,TENL 16-37 ,14.2,,0,0,0,,6,7,82,1,,0,1,82,,32%
Brandon Coleman WR NO (5),,NEL 20-36 ,14.2,,0,0,0,,4,6,82,1,,0,1,82,,12%
OUTChris Hogan WR NE (9),,@NOW 36-20 ,13.8,,0,0,0,,5,6,78,1,,0,1,78,,69%
Keenan Allen WR LAC (9),,MIAL 17-19 ,12,,0,0,0,,9,10,100,0,,0,0,100,,95%
Dez Bryant WR DAL (6),,@DENL 17-42 ,11.9,,0,0,0,,7,16,59,1,,0,1,59,,97%
Deonte Thompson WR CHI (9),,@TBL 7-29 ,11.7,,0,0,0,,4,5,57,1,,0,1,100,,8%
Julio Jones WR ATL (5),,GBW 34-23 ,10.8,,0,0,0,,5,9,108,0,,0,0,108,,98%
Rashard Higgins WR CLE (9),,@BALL 10-24 ,9.9,,1,4,0,,7,11,95,0,,0,0,99,,3%
QKenny Stills WR MIA (1),,@LACW 19-17 ,9.7,,0,0,0,,2,5,37,1,,0,1,37,,66%
OUTJeremy Maclin WR BAL (10),,CLEW 24-10 ,9.1,,0,0,0,,4,5,31,1,,0,1,31,,64%
Jarvis Landry WR MIA (1),,@LACW 19-17 ,9.1,,1,-7,0,,13,15,78,0,,0,0,71,,93%
Michael Thomas WR NO (5),,NEL 20-36 ,8.9,,0,0,0,,5,10,89,0,,0,0,89,,95%
Marvin Jones WR DET (7),,@NYGW 24-10 ,8.7,,0,0,0,,1,5,27,1,,0,1,27,,91%
Mohamed Sanu WR ATL (5),,GBW 34-23 ,8.5,,0,0,0,,5,6,85,0,,0,0,85,,57%
DeVante Parker WR MIA (1),,@LACW 19-17 ,8.5,,0,0,0,,4,9,85,0,,0,0,85,,67%
Paul Richardson WR SEA (6),,SFW 12-9 ,7.9,,0,0,0,,2,5,19,1,,0,1,19,,50%
Kelvin Benjamin WR CAR (11),,BUFW 9-3 ,7.7,,0,0,0,,6,8,77,0,,0,0,77,,73%
Marqise Lee WR JAC (8),,TENL 16-37 ,7.6,,0,0,0,,7,12,76,0,,0,0,80,,50%
JuJu Smith-Schuster WR PIT (9),,MINW 26-9 ,7.6,,0,0,0,,3,4,16,1,,0,1,36,,78%
Phillip Dorsett WR NE (9),,@NOW 36-20 ,7.5,,1,7,0,,3,3,68,0,,0,0,75,,8%
OUTDeAndre Hopkins WR HOU (7),,@CINW 13-9 ,7.3,,0,0,0,,7,13,73,0,,0,0,73,,97%
