Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
IRJanoris Jenkins DB NYG (8),,@DENW 23-10 ,18,,0,6,1,0,1,0,1,,11%
Adrian Amos DB CHI (9),,@BALW 27-24 ,18,,2,6,1,0,0,0,1,,45%
Johnathan Joseph DB HOU (7),,CLEW 33-17 ,16,,1,2,2,0,0,0,1,,5%
IRKenny Vaccaro DB NO (5),,DETW 52-38 ,11,,1,3,1,0,0,1,1,,49%
IRJustin Simmons DB DEN (5),,NYGL 10-23 ,11,,0,11,0,0,0,0,0,,18%
Jason McCourty DB CLE (9),,@HOUL 17-33 ,10,,1,0,1,0,0,0,1,,26%
Marshon Lattimore DB NO (5),,DETW 52-38 ,10,,4,1,1,0,0,0,1,,27%
Brent Grimes DB TB (1),,@ARIL 33-38 ,9,,1,7,1,0,0,0,0,,7%
Harrison Smith DB MIN (9),,GBW 23-10 ,8,,2,3,1,1.5,0,0,0,,80%
Malcolm Butler DB NE (9),,@NYJW 24-17 ,8,,0,4,1,0,1,0,0,,17%
Trae Waynes DB MIN (9),,GBW 23-10 ,8,,1,6,1,0,0,0,0,,30%
Jamal Agnew DB DET (7),,@NOL 38-52 ,8,,0,2,0,0,0,0,0,,6%
Eric Weddle DB BAL (10),,CHIL 24-27 ,7,,0,5,0,0,1,0,0,,58%
Lardarius Webb DB BAL (10),,CHIL 24-27 ,7,,0,3,0,1,1,0,0,,7%
Reshad Jones DB MIA (1),,@ATLW 20-17 ,7,,2,5,1,0,0,0,0,,91%
Morris Claiborne DB NYJ (11),,NEL 17-24 ,7,,0,7,0,0,0,0,0,,2%
Ricardo Allen DB ATL (5),,MIAL 17-20 ,7,,0,7,0,0,0,0,0,,5%
T.J. Carrie DB OAK (10),,LACL 16-17 ,7,,1,7,0,0,0,0,0,,17%
K'Waun Williams DB SF (11),,@WASL 24-26 ,7,,0,5,0,0,1,0,0,,1%
Kurtis Drummond DB HOU (7),,CLEW 33-17 ,7,,0,5,0,1,0,0,0,,0%
Keanu Neal DB ATL (5),,MIAL 17-20 ,7,,1,7,0,0,0,0,0,,84%
Josh Hawkins DB GB (8),,@MINL 10-23 ,7,,1,5,0,0,1,0,0,,0%
IRAntoine Bethea DB ARI (8),,TBW 38-33 ,6,,1,4,1,0,0,0,0,,35%
Devin McCourty DB NE (9),,@NYJW 24-17 ,6,,1,4,1,0,0,0,0,,74%
Trumaine Johnson DB LA (8),,@JACW 27-17 ,6,,0,6,0,0,0,0,0,,33%
IRKayvon Webster DB LA (8),,@JACW 27-17 ,6,,0,6,0,0,0,0,0,,0%
Terrance Mitchell DB KC (10),,PITL 13-19 ,6,,2,6,0,0,0,0,0,,26%
Bashaud Breeland DB WAS (5),,SFW 26-24 ,6,,0,6,0,0,0,0,0,,11%
Quinton Dunbar DB WAS (5),,SFW 26-24 ,6,,2,6,0,0,0,0,0,,2%
SUSEli Apple DB NYG (8),,@DENW 23-10 ,6,,0,5,0,0,0,1,0,,11%
Sean Davis DB PIT (9),,@KCW 19-13 ,6,,2,6,0,0,0,0,0,,42%
James Bradberry DB CAR (11),,PHIL 23-28 ,6,,2,4,0,1,0,0,0,,12%
Vonn Bell DB NO (5),,DETW 52-38 ,6,,1,4,0,1,0,0,0,,31%
IRJustin Evans DB TB (1),,@ARIL 33-38 ,6,,1,6,0,0,0,0,0,,14%
Patrick Chung DB NE (9),,@NYJW 24-17 ,5,,1,5,0,0,0,0,0,,26%
Buster Skrine DB NYJ (11),,NEL 17-24 ,5,,0,2,1,0,0,1,0,,8%
Tyrann Mathieu DB ARI (8),,TBW 38-33 ,5,,0,5,0,0,0,0,0,,62%
Darius Slay DB DET (7),,@NOL 38-52 ,5,,0,3,1,0,0,0,0,,22%
Kyle Fuller DB CHI (9),,@BALW 27-24 ,5,,1,5,0,0,0,0,0,,10%
Tre Boston DB LAC (9),,@OAKW 17-16 ,5,,2,5,0,0,0,0,0,,9%
OUTDamarious Randall DB GB (8),,@MINL 10-23 ,5,,0,3,1,0,0,0,0,,7%
Marcus Peters DB KC (10),,PITL 13-19 ,5,,0,3,1,0,0,0,0,,40%
Bobby McCain DB MIA (1),,@ATLW 20-17 ,5,,2,5,0,0,0,0,0,,1%
QDexter McDonald DB OAK (10),,LACL 16-17 ,5,,0,3,0,0,1,0,0,,0%
Bryce Callahan DB CHI (9),,@BALW 27-24 ,5,,1,3,1,0,0,0,0,,0%
IRVernon Hargreaves DB TB (1),,@ARIL 33-38 ,5,,1,5,0,0,0,0,0,,12%
QKarl Joseph DB OAK (10),,LACL 16-17 ,5,,1,5,0,0,0,0,0,,51%
Darian Thompson DB NYG (8),,@DENW 23-10 ,5,,0,5,0,0,0,0,0,,5%
OUTJalen Mills DB PHI (10),,@CARW 28-23 ,5,,1,3,1,0,0,0,0,,45%
Jabrill Peppers DB CLE (9),,@HOUL 17-33 ,5,,1,5,0,0,0,0,0,,32%
Marcus Williams DB NO (5),,DETW 52-38 ,5,,1,5,0,0,0,0,0,,4%
