Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Jurrell Casey DL TEN (8),,@ARIL 7-12 ,9,,0,5,0,2,0,0,0,,28%
Michael Johnson DL CIN (6),,CHIL 7-33 ,8,,2,4,0,2,0,0,0,,10%
Ezekiel Ansah DL DET (7),,@TBW 24-21 ,8,,1,6,0,1,0,0,0,,43%
OUTBrandon Graham DL PHI (10),,@LAW 43-35 ,7,,0,0,0,0,0,1,1,,58%
Kawann Short DL CAR (11),,MINW 31-24 ,7,,0,3,0,2,0,0,0,,34%
OUTJohnathan Hankins DL IND (11),,@BUFL 7-13 ,7,,1,7,0,0,0,0,0,,4%
Khalil Mack DL OAK (10),,@KCL 15-26 ,7,,1,5,0,1,0,0,0,,92%
Patrick Ricard DL BAL (10),,@PITL 38-39 ,6.6,,0,0,0,0,0,0,0,,0%
Chris Long DL PHI (10),,@LAW 43-35 ,6,,0,2,0,1,1,0,0,,5%
Mario Addison DL CAR (11),,MINW 31-24 ,6,,1,2,0,1,1,0,0,,33%
Margus Hunt DL IND (11),,@BUFL 7-13 ,6,,1,6,0,0,0,0,0,,1%
Adam Gotsis DL DEN (5),,NYJW 23-0 ,6,,0,3,0,1,0,1,0,,2%
Javon Hargrave DL PIT (9),,BALW 39-38 ,6,,0,4,0,0,1,0,0,,3%
Matt Judon DL BAL (10),,@PITL 38-39 ,6,,1,4,0,0,1,0,0,,58%
Linval Joseph DL MIN (9),,@CARL 24-31 ,5,,7,3,0,1,0,0,0,,34%
OUTMuhammad Wilkerson DL NYJ (11),,@DENL 0-23 ,5,,3,3,0,1,0,0,0,,39%
Jarvis Jenkins DL KC (10),,OAKW 26-15 ,5,,0,3,0,1,0,0,0,,1%
Damon Harrison DL NYG (8),,DALL 10-30 ,5,,0,5,0,0,0,0,0,,36%
Adolphus Washington DL BUF (6),,INDW 13-7 ,5,,0,5,0,0,0,0,0,,1%
Anthony Lanier DL WAS (5),,@LACL 13-30 ,5,,1,3,0,1,0,0,0,,2%
Julius Peppers DL CAR (11),,MINW 31-24 ,4,,0,2,0,1,0,0,0,,38%
Steve McLendon DL NYJ (11),,@DENL 0-23 ,4,,1,4,0,0,0,0,0,,2%
Jerry Hughes DL BUF (6),,INDW 13-7 ,4,,1,4,0,0,0,0,0,,32%
Ndamukong Suh DL MIA (1),,NEW 27-20 ,4,,1,2,0,1,0,0,0,,44%
Everson Griffen DL MIN (9),,@CARL 24-31 ,4,,3,2,0,1,0,0,0,,78%
Lawrence Guy DL NE (9),,@MIAL 20-27 ,4,,1,4,0,0,0,0,0,,2%
Malik Jackson DL JAC (8),,SEAW 30-24 ,4,,1,2,0,1,0,0,0,,22%
Mike Daniels DL GB (8),,@CLEW 27-21 ,4,,1,4,0,0,0,0,0,,16%
Dontari Poe DL ATL (5),,NOW 20-17 ,4,,3,2,0,1,0,0,0,,4%
QMichael Brockers DL LA (8),,PHIL 35-43 ,4,,1,2,0,1,0,0,0,,30%
Ryan Davis DL BUF (6),,INDW 13-7 ,4,,1,2,0,1,0,0,0,,0%
Tyrunn Walker DL LA (8),,PHIL 35-43 ,4,,0,4,0,0,0,0,0,,1%
David King DL TEN (8),,@ARIL 7-12 ,4,,0,2,0,1,0,0,0,,0%
Danielle Hunter DL MIN (9),,@CARL 24-31 ,4,,1,4,0,0,0,0,0,,50%
QChris Jones DL KC (10),,OAKW 26-15 ,4,,0,2,0,1,0,0,0,,24%
QMatt Ioannidis DL WAS (5),,@LACL 13-30 ,4,,1,2,0,1,0,0,0,,0%
Samson Ebukam DL LA (8),,PHIL 35-43 ,4,,0,4,0,0,0,0,0,,1%
Grover Stewart DL IND (11),,@BUFL 7-13 ,4,,0,4,0,0,0,0,0,,0%
OUTEvander Hood DL WAS (5),,@LACL 13-30 ,3,,2,3,0,0,0,0,0,,0%
Kyle Love DL CAR (11),,MINW 31-24 ,3,,0,1,0,1,0,0,0,,0%
Adrian Clayborn DL ATL (5),,NOW 20-17 ,3,,0,1,0,1,0,0,0,,23%
Melvin Ingram DL LAC (9),,WASW 30-13 ,3,,3,2,0,0.5,0,0,0,,81%
David Bass DL NYJ (11),,@DENL 0-23 ,3,,1,2,0,0.5,0,0,0,,1%
OUTBenson Mayowa DL DAL (6),,@NYGW 30-10 ,3,,0,3,0,0,0,0,0,,2%
QJadeveon Clowney DL HOU (7),,SFL 16-26 ,3,,3,3,0,0,0,0,0,,80%
Demarcus Lawrence DL DAL (6),,@NYGW 30-10 ,3,,1,3,0,0,0,0,0,,82%
Shelby Harris DL DEN (5),,NYJW 23-0 ,3,,1,1,0,1,0,0,0,,1%
Tenny Palepoi DL LAC (9),,WASW 30-13 ,3,,0,3,0,0,0,0,0,,0%
Howard Jones DL CHI (9),,@CINW 33-7 ,3,,0,1,0,1,0,0,0,,0%
Nate Orchard DL CLE (9),,GBL 21-27 ,3,,2,1,0,1,0,0,0,,0%
Jordan Phillips DL MIA (1),,NEW 27-20 ,3,,0,1,0,1,0,0,0,,0%
Olsen Pierre DL ARI (8),,TENW 12-7 ,3,,1,1,0,1,0,0,0,,1%
Richard Ash DL DAL (6),,@NYGW 30-10 ,3,,0,3,0,0,0,0,0,,0%
Joey Bosa DL LAC (9),,WASW 30-13 ,3,,0,3,0,0,0,0,0,,88%
QDeForest Buckner DL SF (11),,@HOUW 26-16 ,3,,1,1,0,1,0,0,0,,55%
Yannick Ngakoue DL JAC (8),,SEAW 30-24 ,3,,0,1,0,1,0,0,0,,48%
Roy Robertson-Harris DL CHI (9),,@CINW 33-7 ,3,,0,1,0,1,0,0,0,,0%
Eddie Yarbrough DL BUF (6),,INDW 13-7 ,3,,1,3,0,0,0,0,0,,1%
James Cowser DL OAK (10),,@KCL 15-26 ,3,,1,3,0,0,0,0,0,,0%
Dalvin Tomlinson DL NYG (8),,DALL 10-30 ,3,,0,3,0,0,0,0,0,,2%
Adam Butler DL NE (9),,@MIAL 20-27 ,3,,1,1,0,1,0,0,0,,0%
Tom Johnson DL MIN (9),,@CARL 24-31 ,2,,1,2,0,0,0,0,0,,0%
Kyle Williams DL BUF (6),,INDW 13-7 ,2,,1,2,0,0,0,0,0,,12%
OUTAlan Branch DL NE (9),,@MIAL 20-27 ,2,,0,2,0,0,0,0,0,,1%
OUTRobert Ayers DL TB (1),,DETL 21-24 ,2,,0,2,0,0,0,0,0,,6%
Tyson Alualu DL PIT (9),,BALW 39-38 ,2,,0,2,0,0,0,0,0,,1%
Jason Pierre-Paul DL NYG (8),,DALL 10-30 ,2,,3,2,0,0,0,0,0,,79%
Marcell Dareus DL JAC (8),,SEAW 30-24 ,2,,1,2,0,0,0,0,0,,13%
Cameron Jordan DL NO (5),,@ATLL 17-20 ,2,,0,2,0,0,0,0,0,,85%
OUTCorey Liuget DL LAC (9),,WASW 30-13 ,2,,1,1,0,0.5,0,0,0,,7%
Tyrone Crawford DL DAL (6),,@NYGW 30-10 ,2,,0,2,0,0,0,0,0,,6%
Fletcher Cox DL PHI (10),,@LAW 43-35 ,2,,2,2,0,0,0,0,0,,43%
Datone Jones DL DAL (6),,@NYGW 30-10 ,2,,0,2,0,0,0,0,0,,0%
Sheldon Richardson DL SEA (6),,@JACL 24-30 ,2,,0,2,0,0,0,0,0,,23%
Stacy McGee DL WAS (5),,@LACL 13-30 ,2,,1,2,0,0,0,0,0,,1%
Akeem Spence DL DET (7),,@TBW 24-21 ,2,,1,2,0,0,0,0,0,,0%
Aaron Donald DL LA (8),,PHIL 35-43 ,2,,0,2,0,0,0,0,0,,73%
Kareem Martin DL ARI (8),,TENW 12-7 ,2,,0,2,0,0,0,0,0,,0%
Will Clarke DL TB (1),,DETL 21-24 ,2,,0,2,0,0,0,0,0,,0%
Beau Allen DL PHI (10),,@LAW 43-35 ,2,,0,2,0,0,0,0,0,,0%
Brandon Dunn DL HOU (7),,SFL 16-26 ,2,,0,2,0,0,0,0,0,,0%
Denico Autry DL OAK (10),,@KCL 15-26 ,2,,0,2,0,0,0,0,0,,1%
Angelo Blackson DL HOU (7),,SFL 16-26 ,2,,0,2,0,0,0,0,0,,0%
Sheldon Rankins DL NO (5),,@ATLL 17-20 ,2,,2,2,0,0,0,0,0,,5%
Kenny Clark DL GB (8),,@CLEW 27-21 ,2,,1,2,0,0,0,0,0,,6%
David Onyemata DL NO (5),,@ATLL 17-20 ,2,,0,2,0,0,0,0,0,,0%
Andrew Billings DL CIN (6),,CHIL 7-33 ,2,,2,2,0,0,0,0,0,,0%
OUTQuinton Jefferson DL SEA (6),,@JACL 24-30 ,2,,0,2,0,0,0,0,0,,0%
Anthony Zettel DL DET (7),,@TBW 24-21 ,2,,0,2,0,0,0,0,0,,30%
Kyle Peko DL DEN (5),,NYJW 23-0 ,2,,0,2,0,0,0,0,0,,0%
Michael Pierce DL BAL (10),,@PITL 38-39 ,2,,1,2,0,0,0,0,0,,8%
Branden Jackson DL SEA (6),,@JACL 24-30 ,2,,0,2,0,0,0,0,0,,0%
Taco Charlton DL DAL (6),,@NYGW 30-10 ,2,,0,2,0,0,0,0,0,,11%
OUTEddie Vanderdoes DL OAK (10),,@KCL 15-26 ,2,,0,2,0,0,0,0,0,,0%
Jordan Willis DL CIN (6),,CHIL 7-33 ,2,,0,2,0,0,0,0,0,,2%
Carlos Watkins DL HOU (7),,SFL 16-26 ,2,,0,2,0,0,0,0,0,,0%
Brian Robison DL MIN (9),,@CARL 24-31 ,1,,1,1,0,0,0,0,0,,3%
Calais Campbell DL JAC (8),,SEAW 30-24 ,1,,0,1,0,0,0,0,0,,89%
Michael Bennett DL SEA (6),,@JACL 24-30 ,1,,0,1,0,0,0,0,0,,43%
Carlos Dunlap DL CIN (6),,CHIL 7-33 ,1,,0,1,0,0,0,0,0,,58%
Earl Mitchell DL SF (11),,@HOUW 26-16 ,1,,1,1,0,0,0,0,0,,1%
Al Woods DL IND (11),,@BUFL 7-13 ,1,,4,1,0,0,0,0,0,,1%
Karl Klug DL TEN (8),,@ARIL 7-12 ,1,,0,1,0,0,0,0,0,,1%
Cedric Thornton DL BUF (6),,INDW 13-7 ,1,,0,1,0,0,0,0,0,,1%
IRJohn Hughes DL NO (5),,@ATLL 17-20 ,1,,2,1,0,0,0,0,0,,0%
Akiem Hicks DL CHI (9),,@CINW 33-7 ,1,,0,1,0,0,0,0,0,,52%
Derrick Shelby DL ATL (5),,NOW 20-17 ,1,,0,1,0,0,0,0,0,,1%
Sylvester Williams DL TEN (8),,@ARIL 7-12 ,1,,0,1,0,0,0,0,0,,0%
John Jenkins DL CHI (9),,@CINW 33-7 ,1,,1,1,0,0,0,0,0,,0%
Cornellius Carradine DL SF (11),,@HOUW 26-16 ,1,,1,1,0,0,0,0,0,,0%
Cornelius Washington DL DET (7),,@TBW 24-21 ,1,,0,1,0,0,0,0,0,,0%
Abry Jones DL JAC (8),,SEAW 30-24 ,1,,0,1,0,0,0,0,0,,1%
A.J. Francis DL WAS (5),,@LACL 13-30 ,1,,0,1,0,0,0,0,0,,0%
OUTTimmy Jernigan DL PHI (10),,@LAW 43-35 ,1,,0,1,0,0,0,0,0,,3%
Kony Ealy DL NYJ (11),,@DENL 0-23 ,1,,0,1,0,0,0,0,0,,7%
QJay Bromley DL NYG (8),,DALL 10-30 ,1,,0,1,0,0,0,0,0,,0%
Stephon Tuitt DL PIT (9),,BALW 39-38 ,1,,0,1,0,0,0,0,0,,10%
Justin Ellis DL OAK (10),,@KCL 15-26 ,1,,1,1,0,0,0,0,0,,2%
OUTShamar Stephen DL MIN (9),,@CARL 24-31 ,1,,3,1,0,0,0,0,0,,0%
Cassius Marsh DL SF (11),,@HOUW 26-16 ,1,,1,1,0,0,0,0,0,,2%
Mike Pennel DL NYJ (11),,@DENL 0-23 ,1,,0,1,0,0,0,0,0,,0%
OUTZach Kerr DL DEN (5),,NYJW 23-0 ,1,,0,1,0,0,0,0,0,,0%
Deandre Coleman DL BUF (6),,INDW 13-7 ,1,,0,1,0,0,0,0,0,,0%
Kerry Wynn DL NYG (8),,DALL 10-30 ,1,,0,1,0,0,0,0,0,,0%
Leonard Williams DL NYJ (11),,@DENL 0-23 ,1,,1,1,0,0,0,0,0,,31%
Ryan Russell DL TB (1),,DETL 21-24 ,1,,0,1,0,0,0,0,0,,0%
OUTRakeem Nunez-Roches DL KC (10),,OAKW 26-15 ,1,,0,1,0,0,0,0,0,,0%
Leterrius Walton DL PIT (9),,BALW 39-38 ,1,,0,1,0,0,0,0,0,,0%
Grady Jarrett DL ATL (5),,NOW 20-17 ,1,,1,1,0,0,0,0,0,,10%
OUTXavier Williams DL ARI (8),,TENW 12-7 ,1,,1,1,0,0,0,0,0,,0%
IRMatt Longacre DL LA (8),,PHIL 35-43 ,1,,0,1,0,0,0,0,0,,3%
Nordly Capi DL BUF (6),,INDW 13-7 ,1,,1,1,0,0,0,0,0,,0%
Vernon Butler DL CAR (11),,MINW 31-24 ,1,,1,1,0,0,0,0,0,,0%
Austin Johnson DL TEN (8),,@ARIL 7-12 ,1,,0,1,0,0,0,0,0,,0%
A'Shawn Robinson DL DET (7),,@TBW 24-21 ,1,,0,1,0,0,0,0,0,,12%
Shilique Calhoun DL OAK (10),,@KCL 15-26 ,1,,1,1,0,0,0,0,0,,0%
Dean Lowry DL GB (8),,@CLEW 27-21 ,1,,3,1,0,0,0,0,0,,1%
IRD.J. Reader DL HOU (7),,SFL 16-26 ,1,,2,1,0,0,0,0,0,,3%
Joel Heath DL HOU (7),,SFL 16-26 ,1,,2,1,0,0,0,0,0,,0%
Myles Garrett DL CLE (9),,GBL 21-27 ,1,,3,1,0,0,0,0,0,,52%
Solomon Thomas DL SF (11),,@HOUW 26-16 ,1,,1,1,0,0,0,0,0,,25%
DeMarcus Walker DL DEN (5),,NYJW 23-0 ,1,,0,1,0,0,0,0,0,,2%
Larry Ogunjobi DL CLE (9),,GBL 21-27 ,1,,1,1,0,0,0,0,0,,0%
QTrey Hendrickson DL NO (5),,@ATLL 17-20 ,1,,0,1,0,0,0,0,0,,1%
Montravius Adams DL GB (8),,@CLEW 27-21 ,1,,0,1,0,0,0,0,0,,0%
Tarell Basham DL IND (11),,@BUFL 7-13 ,1,,0,1,0,0,0,0,0,,0%
Dawuane Smoot DL JAC (8),,SEAW 30-24 ,1,,0,1,0,0,0,0,0,,1%
Ryan Glasgow DL CIN (6),,CHIL 7-33 ,1,,2,1,0,0,0,0,0,,0%
Davon Godchaux DL MIA (1),,NEW 27-20 ,1,,2,1,0,0,0,0,0,,1%
Jeremiah Ledbetter DL DET (7),,@TBW 24-21 ,1,,0,1,0,0,0,0,0,,0%
OUTTreyvon Hester DL OAK (10),,@KCL 15-26 ,1,,4,1,0,0,0,0,0,,0%
Lawrence Thomas DL NYJ (11),,@DENL 0-23 ,0.7,,0,0,0,0,0,0,0,,0%
John Denney DL MIA (1),,NEW 27-20 ,0,,1,0,0,0,0,0,0,,0%
Frostee Rucker DL ARI (8),,TENW 12-7 ,0,,0,0,0,0,0,0,0,,1%
Brandon Mebane DL LAC (9),,WASW 30-13 ,0,,1,0,0,0,0,0,0,,1%
Ahtyba Rubin DL ATL (5),,NOW 20-17 ,0,,1,0,0,0,0,0,0,,1%
Chris Baker DL TB (1),,DETL 21-24 ,0,,1,0,0,0,0,0,0,,4%
Cameron Wake DL MIA (1),,NEW 27-20 ,0,,0,0,0,0,0,0,0,,43%
OUTCameron Heyward DL PIT (9),,BALW 39-38 ,0,,1,0,0,0,0,0,0,,50%
Sealver Siliga DL TB (1),,DETL 21-24 ,0,,1,0,0,0,0,0,0,,0%
Olivier Vernon DL NYG (8),,DALL 10-30 ,0,,1,0,0,0,0,0,0,,46%
Vinny Curry DL PHI (10),,@LAW 43-35 ,0,,0,0,0,0,0,0,0,,6%
Star Lotulelei DL CAR (11),,MINW 31-24 ,0,,1,0,0,0,0,0,0,,1%
QBrandon Williams DL BAL (10),,@PITL 38-39 ,0,,1,0,0,0,0,0,0,,2%
Damion Square DL LAC (9),,WASW 30-13 ,0,,0,0,0,0,0,0,0,,0%
Wes Horton DL CAR (11),,MINW 31-24 ,0,,1,0,0,0,0,0,0,,0%
Terrence Fede DL MIA (1),,NEW 27-20 ,0,,1,0,0,0,0,0,0,,0%
Robert Thomas DL NYG (8),,DALL 10-30 ,0,,2,0,0,0,0,0,0,,0%
Anthony Johnson DL IND (11),,@BUFL 7-13 ,0,,1,0,0,0,0,0,0,,0%
Dante Fowler DL JAC (8),,SEAW 30-24 ,0,,0,0,0,0,0,0,0,,52%
Malcom Brown DL NE (9),,@MIAL 20-27 ,0,,1,0,0,0,0,0,0,,5%
Carl Davis DL BAL (10),,@PITL 38-39 ,0,,1,0,0,0,0,0,0,,0%
Frank Clark DL SEA (6),,@JACL 24-30 ,0,,1,0,0,0,0,0,0,,20%
Darius Philon DL LAC (9),,WASW 30-13 ,0,,2,0,0,0,0,0,0,,1%
Carl Nassib DL CLE (9),,GBL 21-27 ,0,,2,0,0,0,0,0,0,,2%
Sheldon Day DL SF (11),,@HOUW 26-16 ,0,,2,0,0,0,0,0,0,,0%
Willie Henry DL BAL (10),,@PITL 38-39 ,0,,0,0,0,0,0,0,0,,2%
Tyrone Holmes DL CLE (9),,GBL 21-27 ,0,,1,0,0,0,0,0,0,,0%
Trevon Coley DL CLE (9),,GBL 21-27 ,0,,2,0,0,0,0,0,0,,1%
Charles Harris DL MIA (1),,NEW 27-20 ,0,,1,0,0,0,0,0,0,,5%
Caleb Brantley DL CLE (9),,GBL 21-27 ,0,,2,0,0,0,0,0,0,,1%
Bryan Cox DL CAR (11),,MINW 31-24 ,0,,0,0,0,0,0,0,0,,0%
Gimel President DL HOU (7),,SFL 16-26 ,0,,1,0,0,0,0,0,0,,0%
OUTRashaad Coward DL CHI (9),,@CINW 33-7 ,0,,0,0,0,0,0,0,0,,0%
