Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Robert Woods WR LA (8),,HOUW 33-7 ,34.1,,0,0,0,,8,10,171,2,,0,2,171,,68%
Adam Thielen WR MIN (9),,@WASW 38-30 ,23.6,,0,0,0,,8,12,166,1,,0,1,166,,91%
QDevin Funchess WR CAR (11),,MIAW 45-21 ,21.2,,0,0,0,,5,6,92,2,,0,2,92,,82%
QMarquise Goodwin WR SF (11),,NYGW 31-21 ,20.1,,1,18,0,,1,2,83,1,,0,1,101,,52%
A.J. Green WR CIN (6),,@TENL 20-24 ,19.5,,0,0,0,,5,7,115,1,,0,1,115,,98%
Chester Rogers WR IND (11),,PITL 17-20 ,18.7,,1,3,0,,6,6,104,1,,0,1,124,,4%
Golden Tate WR DET (7),,CLEW 38-24 ,17.7,,0,0,0,,6,7,97,1,,0,1,97,,94%
OUTSterling Shepard WR NYG (8),,@SFL 21-31 ,16.2,,0,0,0,,11,13,142,0,,0,0,142,,70%
JuJu Smith-Schuster WR PIT (9),,@INDW 20-17 ,15.7,,0,0,0,,5,7,97,1,,0,1,122,,78%
Brandon LaFell WR CIN (6),,@TENL 20-24 ,15.5,,0,0,0,,6,10,95,1,,0,1,95,,17%
OUTDavante Adams WR GB (8),,@CHIW 23-16 ,15,,0,0,0,,5,8,90,1,,0,1,90,,91%
QRobby Anderson WR NYJ (11),,@TBL 10-15 ,14.5,,0,0,0,,4,7,85,1,,0,1,85,,79%
OUTDonte Moncrief WR IND (11),,PITL 17-20 ,14,,0,0,0,,1,1,60,1,,0,1,60,,50%
Stefon Diggs WR MIN (9),,@WASW 38-30 ,13.8,,0,0,0,,4,5,78,1,,0,1,78,,92%
OUTEmmanuel Sanders WR DEN (5),,NEL 16-41 ,13.7,,0,0,0,,6,11,137,0,,0,0,137,,79%
Josh Bellamy WR CHI (9),,GBL 16-23 ,13.7,,0,0,0,,2,7,57,1,,0,1,57,,1%
Michael Thomas WR NO (5),,@BUFW 47-10 ,13.7,,0,0,0,,9,10,117,0,,0,0,117,,95%
Marqise Lee WR JAC (8),,LACW 20-17 ,13.5,,0,0,0,,6,11,55,1,,0,1,55,,50%
Larry Fitzgerald WR ARI (8),,SEAL 16-22 ,13.3,,0,0,0,,10,14,113,0,,0,0,113,,96%
OUTDeAndre Hopkins WR HOU (7),,@LAL 7-33 ,11.1,,0,0,0,,7,14,111,0,,0,0,111,,97%
Maurice Harris WR WAS (5),,MINL 30-38 ,11,,0,0,0,,2,3,50,1,,0,1,74,,1%
Demaryius Thomas WR DEN (5),,NEL 16-41 ,10.4,,0,0,0,,5,8,44,1,,0,1,44,,94%
Jarvis Landry WR MIA (1),,@CARL 21-45 ,10.2,,0,0,0,,5,10,42,1,,0,1,42,,93%
Sammy Watkins WR LA (8),,HOUW 33-7 ,10.1,,0,0,0,,2,3,41,1,,0,1,41,,85%
IRBruce Ellington WR HOU (7),,@LAL 7-33 ,10.1,,0,0,0,,4,9,41,1,,0,1,58,,6%
Kenny Britt WR CLE (9),,@DETL 24-38 ,9.8,,0,0,0,,2,3,38,1,,0,1,38,,36%
Doug Baldwin WR SEA (6),,@ARIW 22-16 ,9.5,,0,0,0,,5,6,95,0,,0,0,95,,96%
QRoger Lewis WR NYG (8),,@SFL 21-31 ,9.3,,0,0,0,,3,4,33,1,,0,1,33,,5%
Dontrelle Inman WR CHI (9),,GBL 16-23 ,8.8,,0,0,0,,6,8,88,0,,0,0,88,,12%
OUTDeSean Jackson WR TB (1),,NYJW 15-10 ,8.2,,0,0,0,,6,10,82,0,,0,0,82,,79%
Jamison Crowder WR WAS (5),,MINL 30-38 ,8.1,,1,5,0,,4,11,76,0,,0,0,81,,74%
Brandin Cooks WR NE (9),,@DENW 41-16 ,7.4,,0,0,0,,6,11,74,0,,0,0,74,,97%
Taylor Gabriel WR ATL (5),,DALW 27-7 ,7.3,,1,15,0,,3,3,58,0,,0,0,73,,18%
Allen Hurns WR JAC (8),,LACW 20-17 ,7,,0,0,0,,7,9,70,0,,0,0,70,,32%
Chris Godwin WR TB (1),,NYJW 15-10 ,6.8,,0,0,0,,5,10,68,0,,0,0,68,,11%
Jarius Wright WR MIN (9),,@WASW 38-30 ,6.7,,0,0,0,,1,1,7,1,,0,1,7,,1%
QKenny Stills WR MIA (1),,@CARL 21-45 ,6.7,,0,0,0,,5,8,67,0,,0,0,67,,66%
