Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Todd Gurley RB LA (8),,@SFW 41-39 ,31.9,,28,113,2,,5,7,36,1,,1,3,149,,97%
Kareem Hunt RB KC (10),,@LACW 24-10 ,27.3,,17,172,1,,1,1,11,0,,0,1,183,,92%
Jordan Howard RB CHI (9),,PITW 23-17 ,26.6,,23,140,2,,5,5,26,0,,1-1,2,166,,95%
IRChris Thompson RB WAS (5),,OAKW 27-10 ,25.8,,8,38,0,,6,7,150,1,,0,1,188,,46%
IRDalvin Cook RB MIN (9),,TBW 34-17 ,22.9,,27,97,1,,5,5,72,0,,0,1,169,,57%
Carlos Hyde RB SF (11),,LAL 39-41 ,21.4,,25,84,2,,3,4,10,0,,0,2,94,,95%
OUTDeMarco Murray RB TEN (8),,SEAW 33-27 ,20,,14,115,1,,1,2,5,0,,0,1,120,,95%
Devonta Freeman RB ATL (5),,@DETW 30-26 ,19.8,,21,106,1,,3,3,32,0,,0,1,138,,97%
Duke Johnson RB CLE (9),,@INDL 28-31 ,16.4,,2,23,1,,6,7,81,0,,0,1,104,,79%
OUTLe'Veon Bell RB PIT (9),,@CHIL 17-23 ,15.8,,15,61,1,,6,7,37,0,,0,1,98,,98%
Ezekiel Elliott RB DAL (6),,@ARIW 28-17 ,15.4,,22,80,1,,3,4,14,0,,0,1,94,,95%
Leonard Fournette RB JAC (8),,BALW 44-7 ,14,,17,59,1,,3,4,21,0,,0,1,80,,92%
Melvin Gordon RB LAC (9),,KCL 10-24 ,13.9,,17,79,1,,0,2,0,0,,0,1,79,,96%
Christian McCaffrey RB CAR (11),,NOL 13-34 ,13.7,,4,16,0,,9,11,101,0,,0,0,120,,91%
LeGarrette Blount RB PHI (10),,NYGW 27-24 ,12.7,,12,67,1,,0,0,0,0,,0,1,67,,76%
OUTJamaal Charles RB DEN (5),,@BUFL 16-26 ,11.7,,9,56,1,,1,1,1,0,,0,1,57,,41%
Frank Gore RB IND (11),,CLEW 31-28 ,11.7,,25,57,1,,1,1,0,0,,0,1,57,,87%
IRChris Carson RB SEA (6),,@TENL 27-33 ,11.2,,11,34,0,,2,2,18,1,,0,1,52,,23%
Alvin Kamara RB NO (5),,@CARW 34-13 ,10.2,,2,37,1,,3,5,5,0,,0,1,42,,89%
Joe Mixon RB CIN (6),,@GBL 24-27 ,10.1,,18,62,0,,3,3,39,0,,0,0,101,,85%
Giovani Bernard RB CIN (6),,@GBL 24-27 ,9.9,,3,27,0,,2,2,12,1,,0,1,39,,58%
Bilal Powell RB NYJ (11),,MIAW 20-6 ,9.7,,15,37,1,,0,0,0,0,,0,1,37,,75%
Corey Grant RB JAC (8),,BALW 44-7 ,9.3,,6,75,0,,1,1,18,0,,0,0,93,,2%
Tarik Cohen RB CHI (9),,PITW 23-17 ,9.2,,12,78,0,,4,4,24,0,,1,0,102,,51%
IRD'Onta Foreman RB HOU (7),,@NEL 33-36 ,9,,8,25,0,,2,3,65,0,,0,0,90,,23%
Tevin Coleman RB ATL (5),,@DETW 30-26 ,8.9,,6,46,0,,3,5,43,0,,0,0,89,,88%
Mark Ingram RB NO (5),,@CARW 34-13 ,8.6,,14,56,0,,2,4,30,0,,0,0,86,,97%
Ameer Abdullah RB DET (7),,ATLL 26-30 ,8.6,,14,47,0,,3,3,39,0,,0,0,86,,76%
Alex Collins RB BAL (10),,@JACL 7-44 ,8.2,,9,82,0,,0,0,0,0,,0,0,82,,72%
Corey Clement RB PHI (10),,NYGW 27-24 ,8.2,,6,22,1,,0,0,0,0,,0,1,57,,20%
Andre Ellington RB ARI (8),,DALL 17-28 ,8.1,,5,22,0,,5,8,59,0,,0,0,81,,16%
Wendell Smallwood RB PHI (10),,NYGW 27-24 ,8,,12,71,0,,1,2,9,0,,0,0,118,,14%
IRC.J. Prosise RB SEA (6),,@TENL 27-33 ,7.4,,4,9,0,,3,5,65,0,,0,0,74,,32%
LeSean McCoy RB BUF (6),,DENW 26-16 ,6.9,,14,21,0,,7,7,48,0,,0,0,69,,98%
Derrick Henry RB TEN (8),,SEAW 33-27 ,6.4,,13,54,0,,1,1,10,0,,0,0,64,,79%
Lamar Miller RB HOU (7),,@NEL 33-36 ,6.3,,14,56,0,,1,1,7,0,,0,0,63,,96%
Jonathan Stewart RB CAR (11),,NOL 13-34 ,6.1,,12,57,0,,1,2,4,0,,0,0,61,,75%
Isaiah Crowell RB CLE (9),,@INDL 28-31 ,5.4,,12,44,0,,2,3,10,0,,0,0,54,,85%
IRTy Montgomery RB GB (8),,CINW 27-24 ,5,,12,35,0,,8,12,15,0,,0,0,50,,64%
C.J. Anderson RB DEN (5),,@BUFL 16-26 ,4.3,,8,36,0,,2,2,7,0,,0,0,43,,88%
Chris Ivory RB JAC (8),,BALW 44-7 ,4.2,,6,17,0,,2,2,25,0,,0,0,42,,28%
Mike Tolbert RB BUF (6),,DENW 26-16 ,4.1,,11,41,0,,0,1,0,0,,0,0,41,,6%
QTheo Riddick RB DET (7),,ATLL 26-30 ,3.8,,0,0,0,,4,9,38,0,,0,0,38,,65%
IRAdrian Peterson RB NO (5),,@CARW 34-13 ,3.7,,9,33,0,,2,2,4,0,,0,0,37,,73%
QSamaje Perine RB WAS (5),,OAKW 27-10 ,3.5,,19,49,0,,1,1,6,0,,1-1,0,55,,74%
Kyle Juszczyk RB SF (11),,LAL 39-41 ,3.4,,0,0,0,,1,1,34,0,,0,0,34,,3%
Branden Oliver RB LAC (9),,KCL 10-24 ,3.4,,8,16,0,,4,6,18,0,,0,0,34,,4%
Orleans Darkwa RB NYG (8),,@PHIL 24-27 ,3.3,,7,22,0,,1,1,11,0,,0,0,33,,45%
OUTMike Gillislee RB NE (9),,HOUW 36-33 ,3.1,,12,31,0,,0,0,0,0,,0,0,31,,52%
Paul Perkins RB NYG (8),,@PHIL 24-27 ,3,,9,22,0,,2,2,8,0,,0,0,30,,34%
IRJeremy Hill RB CIN (6),,@GBL 24-27 ,2.9,,7,23,0,,1,1,6,0,,0,0,29,,35%
Matt Breida RB SF (11),,LAL 39-41 ,2.9,,3,9,0,,3,4,20,0,,0,0,29,,17%
OUTJames White RB NE (9),,HOUW 36-33 ,2.8,,5,17,0,,1,1,11,0,,0,0,28,,62%
Javorius Allen RB BAL (10),,@JACL 7-44 ,2.8,,8,15,0,,5,6,13,0,,0,0,28,,46%
OUTMack Brown RB WAS (5),,OAKW 27-10 ,2.7,,6,27,0,,0,0,0,0,,0,0,27,,0%
Marshawn Lynch RB OAK (10),,@WASL 10-27 ,2.6,,6,18,0,,1,1,8,0,,0,0,26,,91%
IRMatt Forte RB NYJ (11),,MIAW 20-6 ,2.5,,8,25,0,,0,0,0,0,,0,0,25,,64%
OUTJay Ajayi RB MIA (1),,@NYJL 6-20 ,2.5,,11,16,0,,2,3,9,0,,0,0,25,,92%
DeAndre Washington RB OAK (10),,@WASL 10-27 ,2.4,,1,0,0,,5,6,24,0,,0,0,24,,18%
Shane Vereen RB NYG (8),,@PHIL 24-27 ,2.3,,1,5,0,,2,2,18,0,,0,0,23,,15%
Benny Cunningham RB CHI (9),,PITW 23-17 ,2.3,,0,0,0,,3,3,23,0,,0,0,23,,3%
Chris Johnson RB ARI (8),,DALL 17-28 ,2.1,,12,17,0,,1,2,4,0,,0,0,21,,4%
IRRobert Turbin RB IND (11),,CLEW 31-28 ,2,,5,18,0,,1,2,2,0,,0,0,20,,5%
Dion Lewis RB NE (9),,HOUW 36-33 ,1.7,,2,5,0,,3,3,12,0,,0,0,61,,76%
Jacquizz Rodgers RB TB (1),,@MINL 17-34 ,1.5,,5,15,0,,0,0,0,0,,0,0,15,,31%
Elijah McGuire RB NYJ (11),,MIAW 20-6 ,1.4,,7,34,0,,0,0,0,0,,1-1,0,34,,16%
Charles Sims RB TB (1),,@MINL 17-34 ,1.3,,2,4,0,,1,1,9,0,,0,0,13,,13%
Fozzy Whittaker RB CAR (11),,NOL 13-34 ,1.2,,2,12,0,,0,0,0,0,,0,0,12,,1%
QC.J. Ham RB MIN (9),,TBW 34-17 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,0%
IRDarren Sproles RB PHI (10),,NYGW 27-24 ,1.1,,3,11,0,,0,0,0,0,,0,0,11,,31%
Anthony Sherman RB KC (10),,@LACW 24-10 ,1.1,,0,0,0,,1,1,11,0,,0,0,11,,0%
OUTDamien Williams RB MIA (1),,@NYJL 6-20 ,1.1,,2,5,0,,1,1,6,0,,0,0,11,,17%
Tommy Bohanon RB JAC (8),,BALW 44-7 ,0.8,,0,0,0,,1,3,8,0,,0,0,8,,0%
IRTyler Ervin RB HOU (7),,@NEL 33-36 ,0.8,,1,4,0,,1,1,4,0,,0,0,80,,2%
Jalen Richard RB OAK (10),,@WASL 10-27 ,0.8,,2,4,0,,1,1,4,0,,0,0,12,,21%
Jamaal Williams RB GB (8),,CINW 27-24 ,0.6,,1,6,0,,0,0,0,0,,0,0,6,,74%
Austin Ekeler RB LAC (9),,KCL 10-24 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,29%
OUTTerrance West RB BAL (10),,@JACL 7-44 ,0.6,,6,26,0,,0,1,0,0,,1-1,0,26,,38%
Latavius Murray RB MIN (9),,TBW 34-17 ,0.5,,2,5,0,,0,0,0,0,,0,0,5,,82%
