Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Jimmy Graham TE SEA (6),,@ARIW 22-16 ,14.7,,0,0,0,,6,9,27,2,,0,2,27,,96%
Garrett Celek TE SF (11),,NYGW 31-21 ,14.7,,0,0,0,,4,6,67,1,,0,1,67,,5%
OUTJermaine Gresham TE ARI (8),,SEAL 16-22 ,12.4,,0,0,0,,5,7,64,1,,0,1,64,,7%
Austin Hooper TE ATL (5),,DALW 27-7 ,10.9,,0,0,0,,6,6,49,1,,0,1,49,,68%
Eric Ebron TE DET (7),,CLEW 38-24 ,9.9,,0,0,0,,2,3,39,1,,0,1,39,,63%
Ed Dickson TE CAR (11),,MIAW 45-21 ,9.3,,0,0,0,,3,5,33,1,,0,1,33,,15%
OUTEvan Engram TE NYG (8),,@SFL 21-31 ,9.1,,0,0,0,,6,9,31,1,,0,1,31,,83%
Vernon Davis TE WAS (5),,MINL 30-38 ,7.6,,0,0,0,,7,11,76,0,,0,0,76,,49%
Vance McDonald TE PIT (9),,@INDW 20-17 ,7.6,,0,0,0,,2,2,16,1,,0,1,16,,6%
Rob Gronkowski TE NE (9),,@DENW 41-16 ,7.4,,0,0,0,,4,7,74,0,,0,0,74,,98%
Dwayne Allen TE NE (9),,@DENW 41-16 ,7.1,,0,0,0,,1,2,11,1,,0,1,11,,9%
IRJulius Thomas TE MIA (1),,@CARL 21-45 ,6.8,,0,0,0,,2,5,8,1,,0,1,8,,45%
OUTAustin Seferian-Jenkins TE NYJ (11),,@TBL 10-15 ,6.7,,0,0,0,,6,9,67,0,,0,0,67,,40%
Nick O'Leary TE BUF (6),,NOL 10-47 ,6.7,,0,0,0,,1,2,7,1,,0,1,7,,2%
Delanie Walker TE TEN (8),,CINW 24-20 ,6.3,,0,0,0,,6,9,63,0,,0,0,63,,93%
David Morgan TE MIN (9),,@WASW 38-30 ,6.1,,0,0,0,,1,1,1,1,,0,1,1,,0%
Jason Witten TE DAL (6),,@ATLL 7-27 ,5.9,,0,0,0,,7,7,59,0,,0,0,59,,86%
Seth DeValve TE CLE (9),,@DETL 24-38 ,5,,0,0,0,,4,6,70,0,,1-1,0,70,,4%
OUTAdam Shaheen TE CHI (9),,GBL 16-23 ,3.9,,0,0,0,,2,2,39,0,,0,0,39,,10%
IRMartellus Bennett TE NE (9),,@DENW 41-16 ,3.8,,0,0,0,,3,3,38,0,,0,0,38,,45%
QKyle Rudolph TE MIN (9),,@WASW 38-30 ,3.7,,0,0,0,,5,7,37,0,,0,0,37,,91%
Stephen Anderson TE HOU (7),,@LAL 7-33 ,3,,0,0,0,,2,3,30,0,,0,0,30,,10%
Marcedes Lewis TE JAC (8),,LACW 20-17 ,2.9,,0,0,0,,2,5,29,0,,0,0,29,,16%
Daniel Brown TE CHI (9),,GBL 16-23 ,2.3,,0,0,0,,2,3,23,0,,0,0,23,,0%
OUTNick Vannett TE SEA (6),,@ARIW 22-16 ,2.2,,0,0,0,,2,2,22,0,,0,0,22,,1%
Tyler Higbee TE LA (8),,HOUW 33-7 ,2.2,,0,0,0,,2,4,22,0,,0,0,22,,7%
Jonnu Smith TE TEN (8),,CINW 24-20 ,2,,0,0,0,,2,5,20,0,,0,0,20,,8%
QCharles Clay TE BUF (6),,NOL 10-47 ,1.3,,0,0,0,,2,3,13,0,,0,0,13,,44%
Levine Toilolo TE ATL (5),,DALW 27-7 ,1,,0,0,0,,1,1,10,0,,0,0,10,,1%
IRC.J. Fiedorowicz TE HOU (7),,@LAL 7-33 ,1,,0,0,0,,2,5,10,0,,0,0,10,,26%
Cameron Brate TE TB (1),,NYJW 15-10 ,1,,0,0,0,,1,3,10,0,,0,0,10,,76%
Lance Kendricks TE GB (8),,@CHIW 23-16 ,0.9,,0,0,0,,1,2,9,0,,0,0,9,,4%
Jack Doyle TE IND (11),,PITL 17-20 ,0.9,,0,0,0,,2,5,9,0,,0,0,9,,79%
