Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Adrian Clayborn DL ATL (5),,DALW 27-7 ,23,,0,6,0,6,2,1,0,,23%
Ronald Blair DL SF (11),,NYGW 31-21 ,9,,1,3,0,2,1,0,0,,1%
Gerald McCoy DL TB (1),,NYJW 15-10 ,8,,0,4,0,2,0,0,0,,23%
Mike Daniels DL GB (8),,@CHIW 23-16 ,7,,0,5,0,1,0,0,0,,16%
Cornelius Washington DL DET (7),,CLEW 38-24 ,7,,1,3,0,2,0,0,0,,0%
IREmmanuel Ogbah DL CLE (9),,@DETL 24-38 ,7,,0,3,0,2,0,0,0,,20%
Anthony Zettel DL DET (7),,CLEW 38-24 ,7,,1,5,0,1,0,0,0,,30%
Frostee Rucker DL ARI (8),,SEAL 16-22 ,6,,0,4,0,1,0,0,0,,1%
Akiem Hicks DL CHI (9),,GBL 16-23 ,6,,1,6,0,0,0,0,0,,52%
Aaron Donald DL LA (8),,HOUW 33-7 ,6,,1,2,0,1,1,0,0,,73%
Danielle Hunter DL MIN (9),,@WASW 38-30 ,6,,0,4,0,1,0,0,0,,50%
Olsen Pierre DL ARI (8),,SEAL 16-22 ,6,,0,4,0,1,0,0,0,,1%
Sheldon Rankins DL NO (5),,@BUFW 47-10 ,6,,0,2,1,1,0,0,0,,5%
OUTLeger Douzable DL SF (11),,NYGW 31-21 ,5,,1,5,0,0,0,0,0,,3%
Carlos Dunlap DL CIN (6),,@TENL 20-24 ,5,,0,5,0,0,0,0,0,,58%
Malik Jackson DL JAC (8),,LACW 20-17 ,5,,1,3,0,0,1,0,0,,22%
Olivier Vernon DL NYG (8),,@SFL 21-31 ,5,,1,3,1,0,0,0,0,,46%
QJadeveon Clowney DL HOU (7),,@LAL 7-33 ,5,,0,3,0,1,0,0,0,,80%
Stephon Tuitt DL PIT (9),,@INDW 20-17 ,5,,0,3,0,1,0,0,0,,10%
Leonard Williams DL NYJ (11),,@TBL 10-15 ,5,,1,3,0,1,0,0,0,,31%
Joey Bosa DL LAC (9),,@JACL 17-20 ,5,,1,3,0,1,0,0,0,,88%
Samson Ebukam DL LA (8),,HOUW 33-7 ,5,,0,1,0,1,1,0,0,,1%
Darryl Tapp DL TB (1),,NYJW 15-10 ,4,,0,2,0,1,0,0,0,,0%
Brian Robison DL MIN (9),,@WASW 38-30 ,4,,0,4,0,0,0,0,0,,3%
Jason Pierre-Paul DL NYG (8),,@SFL 21-31 ,4,,1,4,0,0,0,0,0,,79%
Geno Atkins DL CIN (6),,@TENL 20-24 ,4,,0,2,0,1,0,0,0,,42%
Dontari Poe DL ATL (5),,DALW 27-7 ,4,,2,2,0,1,0,0,0,,4%
QMichael Brockers DL LA (8),,HOUW 33-7 ,4,,1,2,0,1,0,0,0,,30%
Stacy McGee DL WAS (5),,MINL 30-38 ,4,,4,4,0,0,0,0,0,,1%
Demarcus Lawrence DL DAL (6),,@ATLL 7-27 ,4,,4,2,0,1,0,0,0,,82%
Chris Smith DL CIN (6),,@TENL 20-24 ,4,,0,2,0,1,0,0,0,,1%
QDeForest Buckner DL SF (11),,NYGW 31-21 ,4,,0,4,0,0,0,0,0,,55%
Takkarist McKinley DL ATL (5),,DALW 27-7 ,4,,0,3,0,0,0,1,0,,10%
IRNazair Jones DL SEA (6),,@ARIW 22-16 ,4,,0,2,0,1,0,0,0,,1%
Kyle Williams DL BUF (6),,NOL 10-47 ,3,,2,2,0,0,0,1,0,,12%
OUTAlan Branch DL NE (9),,@DENW 41-16 ,3,,0,3,0,0,0,0,0,,1%
OUTRobert Ayers DL TB (1),,NYJW 15-10 ,3,,0,3,0,0,0,0,0,,6%
Clinton McDonald DL TB (1),,NYJW 15-10 ,3,,0,1,0,1,0,0,0,,2%
Chris Baker DL TB (1),,NYJW 15-10 ,3,,0,3,0,0,0,0,0,,4%
Steve McLendon DL NYJ (11),,@TBL 10-15 ,3,,2,3,0,0,0,0,0,,2%
Linval Joseph DL MIN (9),,@WASW 38-30 ,3,,1,3,0,0,0,0,0,,34%
Marcell Dareus DL JAC (8),,LACW 20-17 ,3,,1,3,0,0,0,0,0,,13%
Lawrence Guy DL NE (9),,@DENW 41-16 ,3,,1,3,0,0,0,0,0,,2%
Cedric Thornton DL BUF (6),,NOL 10-47 ,3,,1,3,0,0,0,0,0,,1%
Damon Harrison DL NYG (8),,@SFL 21-31 ,3,,3,3,0,0,0,0,0,,36%
Dion Jordan DL SEA (6),,@ARIW 22-16 ,3,,0,1,0,1,0,0,0,,1%
Sheldon Richardson DL SEA (6),,@ARIW 22-16 ,3,,0,2,0,0,0,1,0,,23%
Abry Jones DL JAC (8),,LACW 20-17 ,3,,1,3,0,0,0,0,0,,1%
OUTFreddie Bishop DL NYJ (11),,@TBL 10-15 ,3,,3,3,0,0,0,0,0,,0%
Will Clarke DL TB (1),,NYJW 15-10 ,3,,0,1,0,1,0,0,0,,0%
Tyeler Davison DL NO (5),,@BUFW 47-10 ,3,,0,1,0,0,1,0,0,,0%
IRShaq Lawson DL BUF (6),,NOL 10-47 ,3,,1,3,0,0,0,0,0,,11%
Andrew Billings DL CIN (6),,@TENL 20-24 ,3,,1,3,0,0,0,0,0,,0%
Hassan Ridgeway DL IND (11),,PITL 17-20 ,3,,1,1,0,1,0,0,0,,0%
Carl Lawson DL CIN (6),,@TENL 20-24 ,3,,0,1,0,1,0,0,0,,6%
Tom Johnson DL MIN (9),,@WASW 38-30 ,2,,1,2,0,0,0,0,0,,0%
Calais Campbell DL JAC (8),,LACW 20-17 ,2,,1,2,0,0,0,0,0,,89%
Al Woods DL IND (11),,PITL 17-20 ,2,,2,2,0,0,0,0,0,,1%
IRMitch Unrein DL CHI (9),,GBL 16-23 ,2,,0,2,0,0,0,0,0,,0%
Melvin Ingram DL LAC (9),,@JACL 17-20 ,2,,0,2,0,0,0,0,0,,81%
Tyrunn Walker DL LA (8),,HOUW 33-7 ,2,,2,1,0,0,0,1,0,,1%
OUTBenson Mayowa DL DAL (6),,@ATLL 7-27 ,2,,2,2,0,0,0,0,0,,2%
Ethan Westbrooks DL LA (8),,HOUW 33-7 ,2,,2,2,0,0,0,0,0,,1%
Darius Philon DL LAC (9),,@JACL 17-20 ,2,,0,2,0,0,0,0,0,,1%
OUTDavid Irving DL DAL (6),,@ATLL 7-27 ,2,,2,2,0,0,0,0,0,,27%
Kenny Clark DL GB (8),,@CHIW 23-16 ,2,,0,2,0,0,0,0,0,,6%
Adam Gotsis DL DEN (5),,NEL 16-41 ,2,,2,2,0,0,0,0,0,,2%
A'Shawn Robinson DL DET (7),,CLEW 38-24 ,2,,2,2,0,0,0,0,0,,12%
Eddie Yarbrough DL BUF (6),,NOL 10-47 ,2,,2,2,0,0,0,0,0,,1%
Davon Godchaux DL MIA (1),,@CARL 21-45 ,2,,2,2,0,0,0,0,0,,1%
Adam Butler DL NE (9),,@DENW 41-16 ,2,,1,2,0,0,0,0,0,,0%
Julius Peppers DL CAR (11),,MIAW 45-21 ,1,,0,1,0,0,0,0,0,,38%
Domata Peko DL DEN (5),,NEL 16-41 ,1,,0,1,0,0,0,0,0,,2%
IRWilliam Hayes DL MIA (1),,@CARL 21-45 ,1,,1,1,0,0,0,0,0,,4%
OUTEvander Hood DL WAS (5),,MINL 30-38 ,1,,1,1,0,0,0,0,0,,0%
Michael Johnson DL CIN (6),,@TENL 20-24 ,1,,1,1,0,0,0,0,0,,10%
Ricky Jean Francois DL NE (9),,@DENW 41-16 ,1,,0,1,0,0,0,0,0,,0%
Michael Bennett DL SEA (6),,@ARIW 22-16 ,1,,2,1,0,0,0,0,0,,43%
Earl Mitchell DL SF (11),,NYGW 31-21 ,1,,2,1,0,0,0,0,0,,1%
Corey Peters DL ARI (8),,SEAL 16-22 ,1,,0,1,0,0,0,0,0,,0%
OUTCameron Heyward DL PIT (9),,@INDW 20-17 ,1,,1,1,0,0,0,0,0,,50%
OUTMuhammad Wilkerson DL NYJ (11),,@TBL 10-15 ,1,,0,1,0,0,0,0,0,,39%
Jurrell Casey DL TEN (8),,CINW 24-20 ,1,,0,1,0,0,0,0,0,,28%
Mario Addison DL CAR (11),,MIAW 45-21 ,1,,1,1,0,0,0,0,0,,33%
Tyrone Crawford DL DAL (6),,@ATLL 7-27 ,1,,0,1,0,0,0,0,0,,6%
Andre Branch DL MIA (1),,@CARL 21-45 ,1,,1,1,0,0,0,0,0,,3%
Ryan Davis DL BUF (6),,NOL 10-47 ,1,,0,1,0,0,0,0,0,,0%
Jacquies Smith DL DET (7),,CLEW 38-24 ,1,,0,1,0,0,0,0,0,,1%
Derrick Shelby DL ATL (5),,DALW 27-7 ,1,,1,1,0,0,0,0,0,,1%
Sylvester Williams DL TEN (8),,CINW 24-20 ,1,,0,1,0,0,0,0,0,,0%
Datone Jones DL SF (11),,NYGW 31-21 ,1,,0,1,0,0,0,0,0,,0%
Kawann Short DL CAR (11),,MIAW 45-21 ,1,,6,1,0,0,0,0,0,,34%
OUTJohnathan Hankins DL IND (11),,PITL 17-20 ,1,,2,1,0,0,0,0,0,,4%
Akeem Spence DL DET (7),,CLEW 38-24 ,1,,1,1,0,0,0,0,0,,0%
Damion Square DL LAC (9),,@JACL 17-20 ,1,,0,1,0,0,0,0,0,,0%
Kareem Martin DL ARI (8),,SEAL 16-22 ,1,,0,1,0,0,0,0,0,,0%
OUTKhyri Thornton DL DET (7),,CLEW 38-24 ,1,,1,1,0,0,0,0,0,,0%
QJay Bromley DL NYG (8),,@SFL 21-31 ,1,,0,1,0,0,0,0,0,,0%
Shelby Harris DL DEN (5),,NEL 16-41 ,1,,1,1,0,0,0,0,0,,1%
Tenny Palepoi DL LAC (9),,@JACL 17-20 ,1,,0,1,0,0,0,0,0,,0%
OUTZach Kerr DL DEN (5),,NEL 16-41 ,1,,2,1,0,0,0,0,0,,0%
Kerry Wynn DL NYG (8),,@SFL 21-31 ,1,,0,1,0,0,0,0,0,,0%
Garrison Smith DL SEA (6),,@ARIW 22-16 ,1,,0,1,0,0,0,0,0,,0%
Danny Shelton DL CLE (9),,@DETL 24-38 ,1,,1,1,0,0,0,0,0,,4%
Rodney Gunter DL ARI (8),,SEAL 16-22 ,1,,0,1,0,0,0,0,0,,0%
Trey Flowers DL NE (9),,@DENW 41-16 ,1,,0,1,0,0,0,0,0,,44%
Angelo Blackson DL HOU (7),,@LAL 7-33 ,1,,1,1,0,0,0,0,0,,0%
IRMatt Longacre DL LA (8),,HOUW 33-7 ,1,,2,0,0,0,0,1,0,,3%
Richard Ash DL DAL (6),,@ATLL 7-27 ,1,,2,1,0,0,0,0,0,,0%
Adolphus Washington DL BUF (6),,NOL 10-47 ,1,,0,1,0,0,0,0,0,,1%
Carl Nassib DL CLE (9),,@DETL 24-38 ,1,,0,1,0,0,0,0,0,,2%
Dean Lowry DL GB (8),,@CHIW 23-16 ,1,,0,1,0,0,0,0,0,,1%
Morgan Fox DL LA (8),,HOUW 33-7 ,1,,0,1,0,0,0,0,0,,1%
Trevon Coley DL CLE (9),,@DETL 24-38 ,1,,1,1,0,0,0,0,0,,1%
Myles Garrett DL CLE (9),,@DETL 24-38 ,1,,0,1,0,0,0,0,0,,52%
QTrey Hendrickson DL NO (5),,@BUFW 47-10 ,1,,0,1,0,0,0,0,0,,1%
Jordan Willis DL CIN (6),,@TENL 20-24 ,1,,0,1,0,0,0,0,0,,2%
Deatrich Wise DL NE (9),,@DENW 41-16 ,1,,0,1,0,0,0,0,0,,3%
Carlos Watkins DL HOU (7),,@LAL 7-33 ,1,,1,1,0,0,0,0,0,,0%
OUTAvery Moss DL NYG (8),,@SFL 21-31 ,1,,1,1,0,0,0,0,0,,0%
Jeremiah Ledbetter DL DET (7),,CLEW 38-24 ,1,,0,1,0,0,0,0,0,,0%
Dwight Freeney DL SEA (6),,@ARIW 22-16 ,0,,0,0,0,0,0,0,0,,1%
Charles Johnson DL CAR (11),,MIAW 45-21 ,0,,2,0,0,0,0,0,0,,5%
Brandon Mebane DL LAC (9),,@JACL 17-20 ,0,,0,0,0,0,0,0,0,,1%
Ahtyba Rubin DL ATL (5),,DALW 27-7 ,0,,1,0,0,0,0,0,0,,1%
Cameron Wake DL MIA (1),,@CARL 21-45 ,0,,1,0,0,0,0,0,0,,43%
Tyson Alualu DL PIT (9),,@INDW 20-17 ,0,,1,0,0,0,0,0,0,,1%
Ndamukong Suh DL MIA (1),,@CARL 21-45 ,0,,3,0,0,0,0,0,0,,44%
Kyle Love DL CAR (11),,MIAW 45-21 ,0,,1,0,0,0,0,0,0,,0%
OUTCorey Liuget DL LAC (9),,@JACL 17-20 ,0,,1,0,0,0,0,0,0,,7%
IRDerek Wolfe DL DEN (5),,NEL 16-41 ,0,,4,0,0,0,0,0,0,,11%
Jerel Worthy DL BUF (6),,NOL 10-47 ,0,,3,0,0,0,0,0,0,,0%
Star Lotulelei DL CAR (11),,MIAW 45-21 ,0,,1,0,0,0,0,0,0,,1%
Margus Hunt DL IND (11),,PITL 17-20 ,0,,1,0,0,0,0,0,0,,1%
Wes Horton DL CAR (11),,MIAW 45-21 ,0,,0,0,0,0,0,0,0,,0%
Kony Ealy DL NYJ (11),,@TBL 10-15 ,0,,0,0,0,0,0,0,0,,7%
OUTShamar Stephen DL MIN (9),,@WASW 38-30 ,0,,0,0,0,0,0,0,0,,0%
IRJamie Meder DL CLE (9),,@DETL 24-38 ,0,,1,0,0,0,0,0,0,,0%
QJosh Mauro DL ARI (8),,SEAL 16-22 ,0,,1,0,0,0,0,0,0,,0%
Eddie Goldman DL CHI (9),,GBL 16-23 ,0,,2,0,0,0,0,0,0,,5%
