Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
QChris Jones DL KC (10),,PHIW 27-20 ,16,,0,4,1,3,2,0,0,,24%
Ezekiel Ansah DL DET (7),,@NYGW 24-10 ,14,,0,6,0,3,1,0,0,,43%
Demarcus Lawrence DL DAL (6),,@DENL 17-42 ,11,,2,5,0,2,1,0,0,,82%
Julius Peppers DL CAR (11),,BUFW 9-3 ,8,,2,4,0,2,0,0,0,,38%
Jerry Hughes DL BUF (6),,@CARL 3-9 ,8,,2,4,0,2,0,0,0,,32%
Everson Griffen DL MIN (9),,@PITL 9-26 ,8,,0,4,0,2,0,0,0,,78%
Jason Pierre-Paul DL NYG (8),,DETL 10-24 ,7,,0,3,0,1,1,0,0,,79%
Geno Atkins DL CIN (6),,HOUL 9-13 ,6,,3,2,0,2,0,0,0,,42%
Mario Addison DL CAR (11),,BUFW 9-3 ,6,,0,4,0,1,0,0,0,,33%
Melvin Ingram DL LAC (9),,MIAL 17-19 ,6,,0,4,0,1,0,0,0,,81%
IRNoah Spence DL TB (1),,CHIW 29-7 ,6,,0,2,0,1,1,0,0,,9%
IRJ.J. Watt DL HOU (7),,@CINW 13-9 ,5,,1,5,0,0,0,0,0,,68%
Khalil Mack DL OAK (10),,NYJW 45-20 ,5,,1,3,0,1,0,0,0,,92%
Chris Smith DL CIN (6),,HOUL 9-13 ,5,,3,3,0,1,0,0,0,,1%
QMario Edwards DL OAK (10),,NYJW 45-20 ,5,,1,2,0,1.5,0,0,0,,11%
Joey Bosa DL LAC (9),,MIAL 17-19 ,5,,0,5,0,0,0,0,0,,88%
IRHaloti Ngata DL DET (7),,@NYGW 24-10 ,4,,0,2,0,1,0,0,0,,2%
Calais Campbell DL JAC (8),,TENL 16-37 ,4,,0,4,0,0,0,0,0,,89%
Michael Bennett DL SEA (6),,SFW 12-9 ,4,,1,2,0,1,0,0,0,,43%
Linval Joseph DL MIN (9),,@PITL 9-26 ,4,,0,4,0,0,0,0,0,,34%
Fletcher Cox DL PHI (10),,@KCL 20-27 ,4,,0,2,0,1,0,0,0,,43%
Vinny Curry DL PHI (10),,@KCL 20-27 ,4,,0,4,0,0,0,0,0,,6%
QMichael Brockers DL LA (8),,WASL 20-27 ,4,,0,4,0,0,0,0,0,,30%
Cornellius Carradine DL SF (11),,@SEAL 9-12 ,4,,1,2,0,1,0,0,0,,0%
QJadeveon Clowney DL HOU (7),,@CINW 13-9 ,4,,1,3,0,0,0,1,0,,80%
Kerry Wynn DL NYG (8),,DETL 10-24 ,4,,0,2,0,1,0,0,0,,0%
Eddie Goldman DL CHI (9),,@TBL 7-29 ,4,,1,2,0,1,0,0,0,,5%
Frank Clark DL SEA (6),,SFW 12-9 ,4,,0,2,0,1,0,0,0,,20%
IRShaq Lawson DL BUF (6),,@CARL 3-9 ,4,,4,2,0,1,0,0,0,,11%
Trevon Coley DL CLE (9),,@BALL 10-24 ,4,,0,4,0,0,0,1,0,,1%
Solomon Thomas DL SF (11),,@SEAL 9-12 ,4,,0,4,0,0,0,0,0,,25%
Deatrich Wise DL NE (9),,@NOW 36-20 ,4,,0,2,0,1,0,0,0,,3%
Frostee Rucker DL ARI (8),,@INDW 16-13 ,3,,0,3,0,0,0,0,0,,1%
Chris Long DL PHI (10),,@KCL 20-27 ,3,,0,1,0,1,0,0,0,,5%
IRWilliam Hayes DL MIA (1),,@LACW 19-17 ,3,,1,1,0,1,0,0,0,,4%
OUTBrandon Graham DL PHI (10),,@KCL 20-27 ,3,,2,2,0,0.5,0,0,0,,58%
Al Woods DL IND (11),,ARIL 13-16 ,3,,1,1,0,1,0,0,0,,1%
IRMitch Unrein DL CHI (9),,@TBL 7-29 ,3,,1,3,0,0,0,0,0,,0%
Adrian Clayborn DL ATL (5),,GBW 34-23 ,3,,0,1,0,1,0,0,0,,23%
Cameron Jordan DL NO (5),,NEL 20-36 ,3,,1,3,0,0,0,0,0,,85%
Damon Harrison DL NYG (8),,DETL 10-24 ,3,,3,3,0,0,0,0,0,,36%
Bennie Logan DL KC (10),,PHIW 27-20 ,3,,1,1,0,1,0,0,0,,10%
OUTTimmy Jernigan DL PHI (10),,@KCL 20-27 ,3,,2,2,0,0.5,0,0,0,,3%
Tenny Palepoi DL LAC (9),,MIAL 17-19 ,3,,0,3,0,0,0,0,0,,0%
QJosh Mauro DL ARI (8),,@INDW 16-13 ,3,,1,1,0,1,0,0,0,,0%
IRArik Armstead DL SF (11),,@SEAL 9-12 ,3,,3,1,0,1,0,0,0,,4%
Nate Orchard DL CLE (9),,@BALL 10-24 ,3,,0,2,0,0,0,0,0,,0%
Tyeler Davison DL NO (5),,NEL 20-36 ,3,,1,3,0,0,0,0,0,,0%
Darius Philon DL LAC (9),,MIAL 17-19 ,3,,0,3,0,0,0,0,0,,1%
Hassan Ridgeway DL IND (11),,ARIL 13-16 ,3,,0,1,0,1,0,0,0,,0%
Matt Judon DL BAL (10),,CLEW 24-10 ,3,,0,2,0,0,0,1,0,,58%
Anthony Zettel DL DET (7),,@NYGW 24-10 ,3,,1,3,0,0,0,0,0,,30%
Eddie Yarbrough DL BUF (6),,@CARL 3-9 ,3,,0,1,0,1,0,0,0,,1%
IRBrian Price DL DAL (6),,@DENL 17-42 ,3,,0,3,0,0,0,0,0,,0%
Tom Johnson DL MIN (9),,@PITL 9-26 ,2,,0,2,0,0,0,0,0,,0%
Charles Johnson DL CAR (11),,BUFW 9-3 ,2,,0,2,0,0,0,0,0,,5%
Cameron Wake DL MIA (1),,@LACW 19-17 ,2,,0,2,0,0,0,0,0,,43%
Ndamukong Suh DL MIA (1),,@LACW 19-17 ,2,,2,2,0,0,0,0,0,,44%
Carlos Dunlap DL CIN (6),,HOUL 9-13 ,2,,2,2,0,0,0,0,0,,58%
OUTCameron Heyward DL PIT (9),,MINW 26-9 ,2,,4,2,0,0,0,0,0,,50%
OUTMuhammad Wilkerson DL NYJ (11),,@OAKL 20-45 ,2,,3,2,0,0,0,0,0,,39%
Jurrell Casey DL TEN (8),,@JACW 37-16 ,2,,0,2,0,0,0,0,0,,28%
Terrell McClain DL WAS (5),,@LAW 27-20 ,2,,0,1,0,0,0,1,0,,1%
Lawrence Guy DL NE (9),,@NOW 36-20 ,2,,1,2,0,0,0,0,0,,2%
Karl Klug DL TEN (8),,@JACW 37-16 ,2,,0,2,0,0,0,0,0,,1%
Malik Jackson DL JAC (8),,TENL 16-37 ,2,,0,2,0,0,0,0,0,,22%
Olivier Vernon DL NYG (8),,DETL 10-24 ,2,,3,2,0,0,0,0,0,,46%
Akiem Hicks DL CHI (9),,@TBL 7-29 ,2,,1,2,0,0,0,0,0,,52%
Kawann Short DL CAR (11),,BUFW 9-3 ,2,,1,2,0,0,0,0,0,,34%
William Gholston DL TB (1),,CHIW 29-7 ,2,,3,2,0,0,0,0,0,,7%
OUTBenson Mayowa DL DAL (6),,@DENL 17-42 ,2,,2,2,0,0,0,0,0,,2%
Kony Ealy DL NYJ (11),,@OAKL 20-45 ,2,,0,2,0,0,0,0,0,,7%
IRBrent Urban DL BAL (10),,CLEW 24-10 ,2,,1,2,0,0,0,0,0,,0%
Denico Autry DL OAK (10),,NYJW 45-20 ,2,,2,1,0,0.5,0,0,0,,1%
Carl Davis DL BAL (10),,CLEW 24-10 ,2,,0,2,0,0,0,0,0,,0%
IRHenry Anderson DL IND (11),,ARIL 13-16 ,2,,0,2,0,0,0,0,0,,3%
OUTRakeem Nunez-Roches DL KC (10),,PHIW 27-20 ,2,,0,2,0,0,0,0,0,,0%
OUTXavier Williams DL ARI (8),,@INDW 16-13 ,2,,0,2,0,0,0,0,0,,0%
QDeForest Buckner DL SF (11),,@SEAL 9-12 ,2,,2,2,0,0,0,0,0,,55%
Adam Gotsis DL DEN (5),,DALW 42-17 ,2,,2,2,0,0,0,0,0,,2%
Dean Lowry DL GB (8),,@ATLL 23-34 ,2,,0,2,0,0,0,0,0,,1%
Dalvin Tomlinson DL NYG (8),,DETL 10-24 ,2,,2,2,0,0,0,0,0,,2%
OUTEli Ankou DL JAC (8),,TENL 16-37 ,2,,0,2,0,0,0,0,0,,0%
Domata Peko DL DEN (5),,DALW 42-17 ,1,,0,1,0,0,0,0,0,,2%
Brian Robison DL MIN (9),,@PITL 9-26 ,1,,0,1,0,0,0,0,0,,3%
Pat Sims DL CIN (6),,HOUL 9-13 ,1,,2,1,0,0,0,0,0,,0%
Clinton McDonald DL TB (1),,CHIW 29-7 ,1,,1,1,0,0,0,0,0,,2%
Steve McLendon DL NYJ (11),,@OAKL 20-45 ,1,,0,1,0,0,0,0,0,,2%
Tyson Alualu DL PIT (9),,MINW 26-9 ,1,,2,1,0,0,0,0,0,,1%
Gerald McCoy DL TB (1),,CHIW 29-7 ,1,,2,1,0,0,0,0,0,,23%
Earl Mitchell DL SF (11),,@SEAL 9-12 ,1,,1,1,0,0,0,0,0,,1%
OUTCorey Liuget DL LAC (9),,MIAL 17-19 ,1,,1,1,0,0,0,0,0,,7%
Allen Bailey DL KC (10),,PHIW 27-20 ,1,,1,1,0,0,0,0,0,,7%
Stephen Paea DL DAL (6),,@DENL 17-42 ,1,,0,1,0,0,0,0,0,,1%
Cedric Thornton DL BUF (6),,@CARL 3-9 ,1,,2,1,0,0,0,0,0,,1%
IRDerek Wolfe DL DEN (5),,DALW 42-17 ,1,,1,1,0,0,0,0,0,,11%
Andre Branch DL MIA (1),,@LACW 19-17 ,1,,1,1,0,0,0,0,0,,3%
Dontari Poe DL ATL (5),,GBW 34-23 ,1,,0,1,0,0,0,0,0,,4%
IRJack Crawford DL ATL (5),,GBW 34-23 ,1,,1,1,0,0,0,0,0,,0%
Tyrunn Walker DL LA (8),,WASL 20-27 ,1,,0,1,0,0,0,0,0,,1%
Derrick Shelby DL ATL (5),,GBW 34-23 ,1,,0,1,0,0,0,0,0,,1%
Star Lotulelei DL CAR (11),,BUFW 9-3 ,1,,2,1,0,0,0,0,0,,1%
QBrandon Williams DL BAL (10),,CLEW 24-10 ,1,,2,1,0,0,0,0,0,,2%
Margus Hunt DL IND (11),,ARIL 13-16 ,1,,0,1,0,0,0,0,0,,1%
OUTJohnathan Hankins DL IND (11),,ARIL 13-16 ,1,,1,1,0,0,0,0,0,,4%
Quinton Dial DL GB (8),,@ATLL 23-34 ,1,,2,1,0,0,0,0,0,,0%
Aaron Donald DL LA (8),,WASL 20-27 ,1,,1,1,0,0,0,0,0,,73%
QJay Bromley DL NYG (8),,DETL 10-24 ,1,,0,1,0,0,0,0,0,,0%
OUTShamar Stephen DL MIN (9),,@PITL 9-26 ,1,,2,1,0,0,0,0,0,,0%
IRDaQuan Jones DL TEN (8),,@JACW 37-16 ,1,,0,1,0,0,0,0,0,,1%
Beau Allen DL PHI (10),,@KCL 20-27 ,1,,0,1,0,0,0,0,0,,0%
Cassius Marsh DL NE (9),,@NOW 36-20 ,1,,0,1,0,0,0,0,0,,2%
Ethan Westbrooks DL LA (8),,WASL 20-27 ,1,,0,1,0,0,0,0,0,,1%
Mike Pennel DL NYJ (11),,@OAKL 20-45 ,1,,2,1,0,0,0,0,0,,0%
Ryan Russell DL TB (1),,CHIW 29-7 ,1,,1,1,0,0,0,0,0,,0%
IRChristian Covington DL HOU (7),,@CINW 13-9 ,1,,2,1,0,0,0,0,0,,0%
IRMichael Bennett DL JAC (8),,TENL 16-37 ,1,,0,1,0,0,0,0,0,,1%
Trey Flowers DL NE (9),,@NOW 36-20 ,1,,1,1,0,0,0,0,0,,44%
Olsen Pierre DL ARI (8),,@INDW 16-13 ,1,,0,1,0,0,0,0,0,,1%
IRMatt Longacre DL LA (8),,WASL 20-27 ,1,,1,1,0,0,0,0,0,,3%
Kenny Clark DL GB (8),,@ATLL 23-34 ,1,,0,1,0,0,0,0,0,,6%
Vernon Butler DL CAR (11),,BUFW 9-3 ,1,,0,1,0,0,0,0,0,,0%
Jarran Reed DL SEA (6),,SFW 12-9 ,1,,3,1,0,0,0,0,0,,4%
Maliek Collins DL DAL (6),,@DENL 17-42 ,1,,1,0,0,0,0,1,0,,2%
Carl Nassib DL CLE (9),,@BALL 10-24 ,1,,0,1,0,0,0,0,0,,2%
