Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Chandler Jones LB ARI (8),,@INDW 16-13 ,11,,2,5,0,2,1,0,0,,55%
Mark Barron LB LA (8),,WASL 20-27 ,10,,0,10,0,0,0,0,0,,77%
OUTJosh Bynes LB ARI (8),,@INDW 16-13 ,9,,0,5,0,1,1,0,0,,2%
Lavonte David LB TB (1),,CHIW 29-7 ,9,,1,8,0,0,0,1,0,,76%
Alec Ogletree LB LA (8),,WASL 20-27 ,9,,4,7,0,1,0,0,0,,81%
Calvin Munson LB NYG (8),,DETL 10-24 ,9,,1,7,0,1,0,0,0,,2%
Lorenzo Alexander LB BUF (6),,@CARL 3-9 ,8,,4,6,0,1,0,0,0,,36%
Brian Orakpo LB TEN (8),,@JACW 37-16 ,8,,0,4,0,1,1,0,0,,8%
Sean Lee LB DAL (6),,@DENL 17-42 ,8,,1,8,0,0,0,0,0,,68%
OUTZach Brown LB WAS (5),,@LAW 27-20 ,8,,2,8,0,0,0,0,0,,77%
C.J. Mosley LB BAL (10),,CLEW 24-10 ,8,,2,8,0,0,0,0,0,,91%
Anthony Barr LB MIN (9),,@PITL 9-26 ,8,,1,8,0,0,0,0,0,,24%
Christian Kirksey LB CLE (9),,@BALL 10-24 ,8,,3,6,0,1,0,0,0,,75%
Telvin Smith LB JAC (8),,TENL 16-37 ,8,,2,6,1,0,0,0,0,,89%
Benardrick McKinney LB HOU (7),,@CINW 13-9 ,8,,2,4,0,2,0,0,0,,48%
De'Vondre Campbell LB ATL (5),,GBW 34-23 ,8,,2,6,0,1,0,0,0,,22%
Ramon Humber LB BUF (6),,@CARL 3-9 ,7,,4,7,0,0,0,0,0,,23%
Navorro Bowman LB SF (11),,@SEAL 9-12 ,7,,4,7,0,0,0,0,0,,60%
Justin Houston LB KC (10),,PHIW 27-20 ,7,,0,5,0,1,0,0,0,,60%
Tahir Whitehead LB DET (7),,@NYGW 24-10 ,7,,3,5,1,0,0,0,0,,47%
IRJamie Collins LB CLE (9),,@BALL 10-24 ,7,,0,7,0,0,0,0,0,,44%
Hayes Pullard LB LAC (9),,MIAL 17-19 ,7,,3,7,0,0,0,0,0,,13%
Mike Hull LB MIA (1),,@LACW 19-17 ,7,,3,7,0,0,0,0,0,,2%
Myles Jack LB JAC (8),,TENL 16-37 ,7,,1,5,0,1,0,0,0,,68%
Blake Martinez LB GB (8),,@ATLL 23-34 ,7,,0,5,0,1,0,0,0,,77%
Elandon Roberts LB NE (9),,@NOW 36-20 ,7,,1,7,0,0,0,0,0,,5%
Karlos Dansby LB ARI (8),,@INDW 16-13 ,6,,4,6,0,0,0,0,0,,28%
Wesley Woodyard LB TEN (8),,@JACW 37-16 ,6,,3,6,0,0,0,0,0,,65%
Vincent Rey LB CIN (6),,HOUL 9-13 ,6,,5,6,0,0,0,0,0,,9%
Von Miller LB DEN (5),,DALW 42-17 ,6,,0,2,0,2,0,0,0,,75%
Brandon Marshall LB DEN (5),,DALW 42-17 ,6,,1,6,0,0,0,0,0,,52%
Mychal Kendricks LB PHI (10),,@KCL 20-27 ,6,,0,4,0,1,0,0,0,,19%
IRJohn Simon LB IND (11),,ARIL 13-16 ,6,,1,4,0,1,0,0,0,,9%
Vince Williams LB PIT (9),,MINW 26-9 ,6,,0,4,0,1,0,0,0,,39%
Jatavis Brown LB LAC (9),,MIAL 17-19 ,6,,6,6,0,0,0,0,0,,38%
IRAlex Anzalone LB NO (5),,NEL 20-36 ,6,,1,4,0,1,0,0,0,,5%
Tyus Bowser LB BAL (10),,CLEW 24-10 ,6,,0,2,1,1,0,0,0,,4%
Terrell Suggs LB BAL (10),,CLEW 24-10 ,5,,0,1,0,1,1,0,0,,25%
Thomas Davis LB CAR (11),,BUFW 9-3 ,5,,2,5,0,0,0,0,0,,32%
Clay Matthews LB GB (8),,@ATLL 23-34 ,5,,3,2,0,1.5,0,0,0,,19%
Ryan Kerrigan LB WAS (5),,@LAW 27-20 ,5,,0,1,0,1,1,0,0,,27%
IRMason Foster LB WAS (5),,@LAW 27-20 ,5,,3,3,1,0,0,0,0,,15%
K.J. Wright LB SEA (6),,SFW 12-9 ,5,,3,5,0,0,0,0,0,,49%
Luke Kuechly LB CAR (11),,BUFW 9-3 ,5,,2,3,0,0,1,0,0,,94%
Bobby Wagner LB SEA (6),,SFW 12-9 ,5,,3,4,1,0,0,0,0,,93%
IRRyan Shazier LB PIT (9),,MINW 26-9 ,5,,3,5,0,0,0,0,0,,68%
Vic Beasley LB ATL (5),,GBW 34-23 ,5,,1,1,0,1,1,0,0,,32%
Darron Lee LB NYJ (11),,@OAKL 20-45 ,5,,2,5,0,0,0,0,0,,41%
IRCory James LB OAK (10),,NYJW 45-20 ,5,,2,5,0,0,0,0,0,,10%
Jarrad Davis LB DET (7),,@NYGW 24-10 ,5,,3,3,0,1,0,0,0,,40%
Kendell Beckwith LB TB (1),,CHIW 29-7 ,5,,0,5,0,0,0,0,0,,26%
Paul Posluszny LB JAC (8),,TENL 16-37 ,4,,1,4,0,0,0,0,0,,29%
Derrick Morgan LB TEN (8),,@JACW 37-16 ,4,,1,2,0,1,0,0,0,,5%
IRWillie Young LB CHI (9),,@TBL 7-29 ,4,,0,2,0,1,0,0,0,,1%
Jabaal Sheard LB IND (11),,ARIL 13-16 ,4,,0,4,0,0,0,0,0,,9%
IRPernell McPhee LB CHI (9),,@TBL 7-29 ,4,,0,2,0,0,1,0,0,,2%
QKiko Alonso LB MIA (1),,@LACW 19-17 ,4,,3,4,0,0,0,0,0,,51%
IRJon Bostic LB IND (11),,ARIL 13-16 ,4,,0,4,0,0,0,0,0,,20%
IRAlex Okafor LB NO (5),,NEL 20-36 ,4,,0,4,0,0,0,0,0,,8%
Ray-Ray Armstrong LB SF (11),,@SEAL 9-12 ,4,,4,4,0,0,0,0,0,,21%
IRDee Ford LB KC (10),,PHIW 27-20 ,4,,0,2,0,1,0,0,0,,4%
Jeremiah George LB IND (11),,ARIL 13-16 ,4,,1,4,0,0,0,0,0,,0%
Shaquil Barrett LB DEN (5),,DALW 42-17 ,4,,3,4,0,0,0,0,0,,2%
IRMarkus Golden LB ARI (8),,@INDW 16-13 ,4,,0,4,0,0,0,0,0,,7%
Preston Smith LB WAS (5),,@LAW 27-20 ,4,,1,2,0,1,0,0,0,,6%
OUTRamik Wilson LB KC (10),,PHIW 27-20 ,4,,0,4,0,0,0,0,0,,4%
Deion Jones LB ATL (5),,GBW 34-23 ,4,,1,4,0,0,0,0,0,,77%
Nick Kwiatkoski LB CHI (9),,@TBL 7-29 ,4,,0,4,0,0,0,0,0,,4%
James Burgess LB CLE (9),,@BALL 10-24 ,4,,0,2,0,1,0,0,0,,5%
Patrick Onwuasor LB BAL (10),,CLEW 24-10 ,4,,0,2,0,1,0,0,0,,8%
Zach Cunningham LB HOU (7),,@CINW 13-9 ,4,,2,4,0,0,0,0,0,,16%
Chase Allen LB MIA (1),,@LACW 19-17 ,4,,0,4,0,0,0,0,0,,0%
Connor Barwin LB LA (8),,WASL 20-27 ,3,,0,3,0,0,0,0,0,,6%
Michael Wilhoite LB SEA (6),,SFW 12-9 ,3,,0,3,0,0,0,0,0,,1%
OUTNigel Bradham LB PHI (10),,@KCL 20-27 ,3,,1,3,0,0,0,0,0,,23%
Danny Trevathan LB CHI (9),,@TBL 7-29 ,3,,1,3,0,0,0,0,0,,39%
Josh Martin LB NYJ (11),,@OAKL 20-45 ,3,,1,3,0,0,0,0,0,,2%
Kyle Van Noy LB NE (9),,@NOW 36-20 ,3,,1,3,0,0,0,0,0,,43%
OUTAaron Lynch LB SF (11),,@SEAL 9-12 ,3,,0,1,0,1,0,0,0,,1%
Avery Williamson LB TEN (8),,@JACW 37-16 ,3,,1,3,0,0,0,0,0,,20%
Devon Kennard LB NYG (8),,DETL 10-24 ,3,,3,2,0,0,0,1,0,,2%
Chris McCain LB LAC (9),,MIAL 17-19 ,3,,1,1,0,1,0,0,0,,2%
Bud Dupree LB PIT (9),,MINW 26-9 ,3,,1,1,0,1,0,0,0,,10%
Eric Kendricks LB MIN (9),,@PITL 9-26 ,3,,6,3,0,0,0,0,0,,58%
IRHau'oli Kikaha LB NO (5),,NEL 20-36 ,3,,0,1,0,1,0,0,0,,1%
Kwon Alexander LB TB (1),,CHIW 29-7 ,3,,0,1,1,0,0,0,0,,69%
Tyrell Adams LB OAK (10),,NYJW 45-20 ,3,,0,3,0,0,0,0,0,,1%
IRNick Vigil LB CIN (6),,HOUL 9-13 ,3,,2,3,0,0,0,0,0,,22%
Jaylon Smith LB DAL (6),,@DENL 17-42 ,3,,7,3,0,0,0,0,0,,28%
Joe Schobert LB CLE (9),,@BALL 10-24 ,3,,2,3,0,0,0,0,0,,61%
Duke Riley LB ATL (5),,GBW 34-23 ,3,,2,3,0,0,0,0,0,,3%
Derrick Johnson LB KC (10),,PHIW 27-20 ,2,,0,2,0,0,0,0,0,,35%
IRJonathan Casillas LB NYG (8),,DETL 10-24 ,2,,1,2,0,0,0,0,0,,5%
Junior Galette LB WAS (5),,@LAW 27-20 ,2,,0,2,0,0,0,0,0,,1%
Frank Zombo LB KC (10),,PHIW 27-20 ,2,,0,2,0,0,0,0,0,,1%
Robert Quinn LB LA (8),,WASL 20-27 ,2,,1,1,0,0.5,0,0,0,,17%
Sam Acho LB CHI (9),,@TBL 7-29 ,2,,1,2,0,0,0,0,0,,1%
Kyle Wilber LB DAL (6),,@DENL 17-42 ,2,,0,2,0,0,0,0,0,,1%
IRNick Perry LB GB (8),,@ATLL 23-34 ,2,,2,2,0,0,0,0,0,,9%
Demario Davis LB NYJ (11),,@OAKL 20-45 ,2,,4,2,0,0,0,0,0,,75%
Bruce Irvin LB OAK (10),,NYJW 45-20 ,2,,0,2,0,0,0,0,0,,12%
Manti Te'o LB NO (5),,NEL 20-36 ,2,,1,2,0,0,0,0,0,,6%
Paul Worrilow LB DET (7),,@NYGW 24-10 ,2,,0,2,0,0,0,0,0,,4%
Christian Jones LB CHI (9),,@TBL 7-29 ,2,,4,2,0,0,0,0,0,,21%
Joe Thomas LB GB (8),,@ATLL 23-34 ,2,,1,1,0,0.5,0,0,0,,0%
IRAdarius Glanton LB TB (1),,CHIW 29-7 ,2,,0,2,0,0,0,0,0,,2%
Damien Wilson LB DAL (6),,@DENL 17-42 ,2,,0,2,0,0,0,0,0,,1%
Anthony Chickillo LB PIT (9),,MINW 26-9 ,2,,3,2,0,0,0,0,0,,6%
OUTCameron Lynch LB TB (1),,CHIW 29-7 ,2,,0,1,0,0,0,1,0,,0%
Jordan Jenkins LB NYJ (11),,@OAKL 20-45 ,2,,3,2,0,0,0,0,0,,1%
Ben Gedeon LB MIN (9),,@PITL 9-26 ,2,,1,2,0,0,0,0,0,,2%
IRDylan Donahue LB NYJ (11),,@OAKL 20-45 ,2,,0,2,0,0,0,0,0,,0%
Eric Wilson LB MIN (9),,@PITL 9-26 ,2,,0,2,0,0,0,0,0,,0%
Nigel Harris LB LAC (9),,MIAL 17-19 ,2,,1,2,0,0,0,0,0,,0%
Nicholas Morrow LB OAK (10),,NYJW 45-20 ,2,,1,2,0,0,0,0,0,,2%
Erik Walden LB TEN (8),,@JACW 37-16 ,1,,0,0,0,0,0,1,0,,1%
Dekoda Watson LB SF (11),,@SEAL 9-12 ,1,,1,1,0,0,0,0,0,,0%
IRChris Carter LB WAS (5),,@LAW 27-20 ,1,,0,1,0,0,0,0,0,,0%
Julian Stanford LB NYJ (11),,@OAKL 20-45 ,1,,0,1,0,0,0,0,0,,0%
IRKevin Minter LB CIN (6),,HOUL 9-13 ,1,,1,1,0,0,0,0,0,,6%
IRA.J. Klein LB NO (5),,NEL 20-36 ,1,,1,1,0,0,0,0,0,,8%
Marquis Flowers LB NE (9),,@NOW 36-20 ,1,,0,1,0,0,0,0,0,,0%
IRCorey Nelson LB DEN (5),,DALW 42-17 ,1,,0,1,0,0,0,0,0,,0%
Brian Peters LB HOU (7),,@CINW 13-9 ,1,,0,1,0,0,0,0,0,,0%
Shaq Thompson LB CAR (11),,BUFW 9-3 ,1,,0,1,0,0,0,0,0,,14%
IRJordan Hicks LB PHI (10),,@KCL 20-27 ,1,,2,1,0,0,0,0,0,,20%
Eli Harold LB SF (11),,@SEAL 9-12 ,1,,0,1,0,0,0,0,0,,1%
Jake Ryan LB GB (8),,@ATLL 23-34 ,1,,3,1,0,0,0,0,0,,7%
