Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Eric Ebron TE DET (7),,@CINL 17-26 ,14.3,,0,0,0,,5,8,83,1,,0,1,83,,63%
Antonio Gates TE LAC (9),,@NYJW 14-7 ,14.1,,0,0,0,,6,8,81,1,,0,1,81,,33%
Rob Gronkowski TE NE (9),,BUFW 37-16 ,12.7,,0,0,0,,5,7,67,1,,0,1,67,,98%
QTravis Kelce TE KC (10),,MIAW 29-13 ,10.7,,0,0,0,,4,8,47,1,,0,1,47,,97%
Vernon Davis TE WAS (5),,DENW 27-11 ,10.2,,0,0,0,,2,3,42,1,,0,1,42,,49%
George Kittle TE SF (11),,JACW 44-33 ,10.2,,0,0,0,,3,3,42,1,,0,1,42,,13%
Zach Ertz TE PHI (10),,OAKW 19-10 ,10.1,,0,0,0,,9,14,81,0,,0,0,81,,95%
James O'Shaughnessy TE JAC (8),,@SFL 33-44 ,9.9,,0,0,0,,5,6,39,1,,0,1,39,,0%
Maxx Williams TE BAL (10),,INDW 23-16 ,6.6,,0,0,0,,2,3,6,1,,0,1,6,,3%
Jimmy Graham TE SEA (6),,@DALW 21-12 ,6.3,,0,0,0,,1,1,3,1,,0,1,3,,96%
C.J. Uzomah TE CIN (6),,DETW 26-17 ,6.1,,0,0,0,,1,1,1,1,,0,1,1,,0%
Rhett Ellison TE NYG (8),,@ARIL 0-23 ,6,,0,0,0,,4,7,60,0,,0,0,60,,0%
Vance McDonald TE PIT (9),,@HOUW 34-6 ,5.2,,0,0,0,,4,5,52,0,,0,0,52,,6%
Jack Doyle TE IND (11),,@BALL 16-23 ,4.1,,0,0,0,,5,10,41,0,,0,0,41,,79%
Benjamin Watson TE BAL (10),,INDW 23-16 ,4,,0,0,0,,5,6,40,0,,0,0,40,,28%
Jason Witten TE DAL (6),,SEAL 12-21 ,3.9,,0,0,0,,5,9,39,0,,0,0,39,,86%
QCharles Clay TE BUF (6),,@NEL 16-37 ,3.7,,0,0,0,,4,10,37,0,,0,0,37,,44%
Lance Kendricks TE GB (8),,MINL 0-16 ,3.6,,0,0,0,,4,9,36,0,,0,0,36,,4%
Demetrius Harris TE KC (10),,MIAW 29-13 ,3.4,,0,0,0,,4,7,34,0,,0,0,34,,1%
Delanie Walker TE TEN (8),,LAL 23-27 ,3.3,,0,0,0,,3,5,33,0,,0,0,33,,93%
Jerell Adams TE NYG (8),,@ARIL 0-23 ,3.1,,0,0,0,,4,4,31,0,,0,0,31,,1%
Ben Koyack TE JAC (8),,@SFL 33-44 ,3,,0,0,0,,2,2,10,0,,0,0,10,,0%
Greg Olsen TE CAR (11),,TBW 22-19 ,2.7,,0,0,0,,3,6,27,0,,0,0,27,,84%
Dwayne Allen TE NE (9),,BUFW 37-16 ,2.6,,0,0,0,,2,2,26,0,,0,0,26,,9%
Sean McGrath TE LAC (9),,@NYJW 14-7 ,2.6,,0,0,0,,2,2,26,0,,0,0,26,,0%
David Morgan TE MIN (9),,@GBW 16-0 ,2.6,,0,0,0,,2,2,26,0,,0,0,26,,0%
Dion Sims TE CHI (9),,CLEW 20-3 ,2.4,,0,0,0,,1,3,24,0,,0,0,24,,2%
Marcedes Lewis TE JAC (8),,@SFL 33-44 ,2.2,,0,0,0,,1,1,22,0,,0,0,22,,16%
OUTAustin Seferian-Jenkins TE NYJ (11),,LACL 7-14 ,2.1,,0,0,0,,4,8,21,0,,0,0,21,,40%
Austin Hooper TE ATL (5),,@NOL 13-23 ,1.8,,0,0,0,,3,4,18,0,,0,0,18,,68%
Lee Smith TE OAK (10),,@PHIL 10-19 ,1.6,,0,0,0,,2,3,16,0,,0,0,16,,0%
Jared Cook TE OAK (10),,@PHIL 10-19 ,1.5,,0,0,0,,1,2,15,0,,0,0,15,,63%
Tyler Higbee TE LA (8),,@TENW 27-23 ,1.5,,0,0,0,,2,2,15,0,,0,0,15,,7%
Austin Traylor TE DEN (5),,@WASL 11-27 ,1.4,,0,0,0,,1,2,14,0,,0,0,14,,0%
Cameron Brate TE TB (1),,@CARL 19-22 ,1.3,,0,0,0,,3,4,13,0,,0,0,13,,76%
David Njoku TE CLE (9),,@CHIL 3-20 ,1.3,,0,0,0,,1,3,13,0,,0,0,13,,26%
Jonnu Smith TE TEN (8),,LAL 23-27 ,1.3,,0,0,0,,1,2,13,0,,0,0,13,,8%
Brent Celek TE PHI (10),,OAKW 19-10 ,1.2,,0,0,0,,1,2,12,0,,0,0,12,,2%
Seth DeValve TE CLE (9),,@CHIL 3-20 ,1.2,,0,0,0,,3,4,12,0,,0,0,12,,4%
OUTEvan Engram TE NYG (8),,@ARIL 0-23 ,1.2,,0,0,0,,1,2,12,0,,0,0,12,,83%
Josh Hill TE NO (5),,ATLW 23-13 ,1.1,,0,0,0,,2,3,11,0,,0,0,11,,1%
A.J. Derby TE MIA (1),,@KCL 13-29 ,1.1,,0,0,0,,1,5,11,0,,0,0,22,,4%
Jacob Hollister TE NE (9),,BUFW 37-16 ,1,,1,5,0,,1,2,5,0,,0,0,10,,0%
Luke Willson TE SEA (6),,@DALW 21-12 ,0.9,,0,0,0,,2,2,9,0,,0,0,9,,2%
Nick Boyle TE BAL (10),,INDW 23-16 ,0.9,,0,0,0,,3,4,9,0,,0,0,9,,1%
QKyle Rudolph TE MIN (9),,@GBW 16-0 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,91%
Jeremy Sprinkle TE WAS (5),,DENW 27-11 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,1%
OUTJermaine Gresham TE ARI (8),,NYGW 23-0 ,0.4,,0,0,0,,1,1,4,0,,0,0,4,,7%
Tyler Kroft TE CIN (6),,DETW 26-17 ,0.3,,0,0,0,,1,5,3,0,,0,0,3,,39%
Ryan Malleck TE HOU (7),,PITL 6-34 ,0.3,,0,0,0,,1,1,3,0,,0,0,3,,0%
Anthony Fasano TE MIA (1),,@KCL 13-29 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
John Phillips TE NO (5),,ATLW 23-13 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Niles Paul TE WAS (5),,DENW 27-11 ,0,,0,0,0,,0,2,0,0,,0,0,29,,1%
