Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTAntonio Brown WR PIT (9),,TENW 40-17 ,35.4,,0,0,0,,10,13,144,3,,1,3,167,,95%
Keenan Allen WR LAC (9),,BUFW 54-24 ,31.2,,1,3,0,,12,13,159,2,,0,2,162,,95%
QKenny Stills WR MIA (1),,TBL 20-30 ,26,,0,0,0,,7,8,180,1,,1,1,180,,66%
Brandin Cooks WR NE (9),,@OAKW 33-8 ,22.9,,0,0,0,,6,9,149,1,,0,1,149,,97%
Adam Thielen WR MIN (9),,LAW 24-7 ,20.3,,0,0,0,,6,9,123,1,,0,1,123,,91%
Rishard Matthews WR TEN (8),,@PITL 17-40 ,19.3,,0,0,0,,5,6,113,1,,0,1,113,,73%
Larry Fitzgerald WR ARI (8),,@HOUL 21-31 ,17.1,,0,0,0,,9,10,91,1,,0,1,91,,96%
Alshon Jeffery WR PHI (10),,@DALW 37-9 ,14.7,,0,0,0,,4,7,67,1,,0,1,67,,96%
Marvin Jones WR DET (7),,@CHIW 27-24 ,14.5,,0,0,0,,4,7,85,1,,0,1,85,,91%
Ryan Grant WR WAS (5),,@NOL 31-34 ,13.9,,0,0,0,,3,3,59,1,,0,1,59,,9%
OUTDeAndre Hopkins WR HOU (7),,ARIW 31-21 ,13.6,,0,0,0,,4,9,76,1,,0,1,76,,97%
Danny Amendola WR NE (9),,@OAKW 33-8 ,12.6,,0,0,0,,8,9,66,1,,0,1,66,,42%
OUTDavante Adams WR GB (8),,BALL 0-23 ,12.6,,0,0,0,,8,10,126,0,,0,0,126,,91%
Jarvis Landry WR MIA (1),,TBL 20-30 ,12.5,,0,0,0,,6,11,95,1,,2-1,1,110,,93%
Demaryius Thomas WR DEN (5),,CINL 17-20 ,12.4,,0,0,0,,5,9,64,1,,0,1,64,,94%
Mike Wallace WR BAL (10),,@GBW 23-0 ,11.6,,0,0,0,,4,4,56,1,,0,1,56,,60%
A.J. Green WR CIN (6),,@DENW 20-17 ,11,,0,0,0,,4,9,50,1,,0,1,50,,98%
Doug Baldwin WR SEA (6),,ATLL 31-34 ,10,,0,0,0,,2,6,40,1,,0,1,40,,96%
Mohamed Sanu WR ATL (5),,@SEAW 34-31 ,9.7,,1,3,0,,3,3,34,1,,0,1,37,,57%
Mike Evans WR TB (1),,@MIAW 30-20 ,9.2,,0,0,0,,5,10,92,0,,0,0,92,,96%
Alex Erickson WR CIN (6),,@DENW 20-17 ,9.2,,0,0,0,,2,2,42,1,,1,1,46,,2%
Michael Thomas WR NO (5),,WASW 34-31 ,9.1,,0,0,0,,6,11,91,0,,0,0,91,,95%
OUTDeSean Jackson WR TB (1),,@MIAW 30-20 ,8.8,,0,0,0,,2,3,28,1,,0,1,28,,79%
Torrey Smith WR PHI (10),,@DALW 37-9 ,8.8,,0,0,0,,3,4,28,1,,0,1,28,,15%
Amari Cooper WR OAK (10),,NEL 8-33 ,8.8,,0,0,0,,3,7,28,1,,0,1,28,,89%
Tyreek Hill WR KC (10),,@NYGL 9-12 ,8.4,,1,16,0,,7,7,68,0,,0,0,93,,94%
Robert Woods WR LA (8),,@MINL 7-24 ,8.1,,0,0,0,,8,11,81,0,,0,0,81,,68%
Josh Doctson WR WAS (5),,@NOL 31-34 ,8.1,,0,0,0,,4,7,81,0,,0,0,81,,50%
Corey Coleman WR CLE (9),,JACL 7-19 ,8,,0,0,0,,6,11,80,0,,0,0,80,,51%
Jamison Crowder WR WAS (5),,@NOL 31-34 ,7.6,,1,4,0,,7,8,72,0,,0,0,76,,74%
Ted Ginn WR NO (5),,WASW 34-31 ,7.5,,1,-12,0,,6,6,87,0,,0,0,75,,69%
Michael Crabtree WR OAK (10),,NEL 8-33 ,7.1,,0,0,0,,6,11,51,0,,0,0,51,,95%
Julio Jones WR ATL (5),,@SEAW 34-31 ,7.1,,0,0,0,,5,10,71,0,,0,0,71,,98%
Zay Jones WR BUF (6),,@LACL 24-54 ,6.8,,0,0,0,,4,7,68,0,,0,0,68,,35%
Dez Bryant WR DAL (6),,PHIL 9-37 ,6.3,,0,0,0,,8,14,63,0,,0,0,63,,97%
IRBruce Ellington WR HOU (7),,ARIW 31-21 ,5.8,,1,5,0,,6,7,63,0,,1,0,77,,6%
Paul Richardson WR SEA (6),,ATLL 31-34 ,5.6,,0,0,0,,5,8,56,0,,0,0,56,,50%
IRT.J. Jones WR DET (7),,@CHIW 27-24 ,5.5,,0,0,0,,4,5,55,0,,0,0,55,,3%
QRoger Lewis WR NYG (8),,KCW 12-9 ,5.5,,0,0,0,,3,4,55,0,,0,0,55,,5%
Kenny Golladay WR DET (7),,@CHIW 27-24 ,5.2,,0,0,0,,2,3,52,0,,0,0,52,,27%
IRTavarres King WR NYG (8),,KCW 12-9 ,4.8,,0,0,0,,3,5,48,0,,0,0,48,,1%
JuJu Smith-Schuster WR PIT (9),,TENW 40-17 ,4.7,,0,0,0,,4,8,47,0,,0,0,47,,78%
Cordarrelle Patterson WR OAK (10),,NEL 8-33 ,4.5,,0,0,0,,4,4,45,0,,0,0,45,,11%
Marqise Lee WR JAC (8),,@CLEW 19-7 ,4.5,,0,0,0,,5,9,45,0,,0,0,45,,50%
Cooper Kupp WR LA (8),,@MINL 7-24 ,4.4,,0,0,0,,6,7,64,0,,1-1,0,64,,61%
Dontrelle Inman WR CHI (9),,DETL 24-27 ,4.3,,0,0,0,,3,5,43,0,,0,0,43,,12%
Mike Williams WR LAC (9),,BUFW 54-24 ,3.8,,0,0,0,,5,8,38,0,,0,0,38,,19%
Chris Godwin WR TB (1),,@MIAW 30-20 ,3.8,,0,0,0,,2,2,38,0,,0,0,38,,11%
Eric Decker WR TEN (8),,@PITL 17-40 ,3.7,,0,0,0,,3,3,37,0,,0,0,37,,47%
Brandon LaFell WR CIN (6),,@DENW 20-17 ,3.7,,0,0,0,,3,5,37,0,,0,0,37,,17%
Tyler Lockett WR SEA (6),,ATLL 31-34 ,3.7,,0,0,0,,4,5,37,0,,0,0,234,,49%
Deonte Thompson WR BUF (6),,@LACL 24-54 ,3.6,,0,0,0,,3,8,36,0,,0,0,36,,8%
Sammy Watkins WR LA (8),,@MINL 7-24 ,3.6,,0,0,0,,3,4,36,0,,0,0,36,,85%
Terrance Williams WR DAL (6),,PHIL 9-37 ,3.5,,0,0,0,,4,7,35,0,,0,0,35,,15%
OUTJeremy Maclin WR BAL (10),,@GBW 23-0 ,3.4,,0,0,0,,4,5,34,0,,0,0,34,,64%
Randall Cobb WR GB (8),,BALL 0-23 ,3.4,,1,0,0,,3,6,34,0,,0,0,34,,68%
Travis Rudolph WR NYG (8),,KCW 12-9 ,3.4,,0,0,0,,3,6,34,0,,0,0,34,,0%
Golden Tate WR DET (7),,@CHIW 27-24 ,3.2,,0,0,0,,3,4,32,0,,0,0,32,,94%
Stefon Diggs WR MIN (9),,LAW 24-7 ,3.2,,0,0,0,,4,6,32,0,,0,0,32,,92%
Martavis Bryant WR PIT (9),,TENW 40-17 ,3,,0,0,0,,2,4,30,0,,0,0,30,,73%
Travis Benjamin WR LAC (9),,BUFW 54-24 ,2.8,,1,7,0,,1,1,21,0,,0,0,28,,28%
Justin Hardy WR ATL (5),,@SEAW 34-31 ,2.7,,0,0,0,,3,4,27,0,,0,0,27,,2%
Corey Davis WR TEN (8),,@PITL 17-40 ,2.7,,0,0,0,,3,7,27,0,,0,0,27,,50%
DeVante Parker WR MIA (1),,TBL 20-30 ,2.6,,0,0,0,,4,9,26,0,,0,0,26,,67%
Kendall Wright WR CHI (9),,DETL 24-27 ,2.5,,0,0,0,,2,4,25,0,,0,0,25,,19%
Dede Westbrook WR JAC (8),,@CLEW 19-7 ,2.5,,0,0,0,,3,6,35,0,,1,0,35,,32%
