Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Dontae Johnson DB SF (11),,JACW 44-33 ,15,,1,5,1,0,0,0,1,,6%
Mike Hilton DB PIT (9),,@HOUW 34-6 ,14,,0,6,0,3,1,0,0,,1%
Reggie Nelson DB OAK (10),,@PHIL 10-19 ,10,,0,6,1,0,1,0,0,,20%
Reshad Jones DB MIA (1),,@KCL 13-29 ,10,,5,10,0,0,0,0,0,,91%
Harrison Smith DB MIN (9),,@GBW 16-0 ,10,,2,6,2,0,0,0,0,,80%
Jordan Poyer DB BUF (6),,@NEL 16-37 ,10,,4,2,1,0,0,0,1,,58%
Justin Coleman DB SEA (6),,@DALW 21-12 ,10,,1,2,1,0,0,0,1,,1%
QKenny Moore DB IND (11),,@BALL 16-23 ,10,,0,8,0,0,1,0,0,,0%
Malcolm Jenkins DB PHI (10),,OAKW 19-10 ,9,,1,6,0,0,1,1,0,,44%
Troy Hill DB LA (8),,@TENW 27-23 ,9,,0,9,0,0,0,0,0,,0%
Kurt Coleman DB CAR (11),,TBW 22-19 ,8,,2,8,0,0,0,0,0,,29%
Chris Conte DB TB (1),,@CARL 19-22 ,8,,1,8,0,0,0,0,0,,25%
Keanu Neal DB ATL (5),,@NOL 13-23 ,8,,2,8,0,0,0,0,0,,84%
Budda Baker DB ARI (8),,NYGW 23-0 ,8,,5,8,0,0,0,0,0,,31%
IRAntoine Bethea DB ARI (8),,NYGW 23-0 ,7,,0,3,2,0,0,0,0,,35%
OUTShareece Wright DB BUF (6),,@NEL 16-37 ,7,,2,7,0,0,0,0,0,,2%
Byron Maxwell DB SEA (6),,@DALW 21-12 ,7,,0,5,0,0,1,0,0,,2%
Darius Slay DB DET (7),,@CINL 17-26 ,7,,0,7,0,0,0,0,0,,22%
Malcolm Butler DB NE (9),,BUFW 37-16 ,7,,0,3,0,1,1,0,0,,17%
Bobby McCain DB MIA (1),,@KCL 13-29 ,7,,1,7,0,0,0,0,0,,1%
Brian Poole DB ATL (5),,@NOL 13-23 ,7,,0,7,0,0,0,0,0,,5%
Jamal Adams DB NYJ (11),,LACL 7-14 ,7,,0,7,0,0,0,0,0,,44%
Barry Church DB JAC (8),,@SFL 33-44 ,6,,1,4,1,0,0,0,0,,63%
Jahleel Addae DB LAC (9),,@NYJW 14-7 ,6,,2,5,0,0.5,0,0,0,,38%
Lamarcus Joyner DB LA (8),,@TENW 27-23 ,6,,0,6,0,0,0,0,0,,15%
QDexter McDonald DB OAK (10),,@PHIL 10-19 ,6,,0,6,0,0,0,0,0,,0%
Tye Smith DB TEN (8),,LAL 23-27 ,6,,2,6,0,0,0,0,0,,0%
