Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Carlos Dunlap DL CIN (6),,INDW 24-23 ,13,,0,3,1,1,0,0,1,,58%
OUTLeger Douzable DL SF (11),,@PHIL 10-33 ,9,,0,5,0,2,0,0,0,,3%
QJadeveon Clowney DL HOU (7),,@SEAL 38-41 ,8,,0,4,0,1,1,0,0,,80%
Michael Bennett DL SEA (6),,HOUW 41-38 ,7,,2,4,0,1.5,0,0,0,,43%
OUTMuhammad Wilkerson DL NYJ (11),,ATLL 20-25 ,7,,0,5,0,1,0,0,0,,39%
Vinny Curry DL PHI (10),,SFW 33-10 ,7,,0,5,0,1,0,0,0,,6%
IRHenry Anderson DL IND (11),,@CINL 23-24 ,7,,2,5,0,1,0,0,0,,3%
Frank Clark DL SEA (6),,HOUW 41-38 ,7,,1,3,0,2,0,0,0,,20%
Julius Peppers DL CAR (11),,@TBW 17-3 ,6,,0,2,0,1,1,0,0,,38%
Geno Atkins DL CIN (6),,INDW 24-23 ,6,,1,4,0,1,0,0,0,,42%
Mario Addison DL CAR (11),,@TBW 17-3 ,6,,2,3,0,1.5,0,0,0,,33%
Tyrone Crawford DL DAL (6),,@WASW 33-19 ,6,,2,2,0,1,1,0,0,,6%
OUTDavid Irving DL DAL (6),,@WASW 33-19 ,6,,2,2,0,2,0,0,0,,27%
Joey Bosa DL LAC (9),,@NEL 13-21 ,6,,0,4,0,1,0,0,0,,88%
Carl Nassib DL CLE (9),,MINL 16-33 ,6,,0,4,0,1,0,0,0,,2%
Takkarist McKinley DL ATL (5),,@NYJW 25-20 ,6,,0,2,0,1,1,0,0,,10%
OUTCameron Heyward DL PIT (9),,@DETW 20-15 ,5,,0,3,0,1,0,0,0,,50%
Terrell McClain DL WAS (5),,DALL 19-33 ,5,,2,5,0,0,0,0,0,,1%
Bennie Logan DL KC (10),,DENW 29-19 ,5,,1,4,0,0.5,0,0,0,,10%
Justin Ellis DL OAK (10),,@BUFL 14-34 ,5,,1,5,0,0,0,0,0,,2%
Grady Jarrett DL ATL (5),,@NYJW 25-20 ,5,,3,4,0,0.5,0,0,0,,10%
Jonathan Bullard DL CHI (9),,@NOL 12-20 ,5,,0,3,0,0,1,0,0,,1%
Tom Johnson DL MIN (9),,@CLEW 33-16 ,4,,0,2,0,1,0,0,0,,0%
Steve McLendon DL NYJ (11),,ATLL 20-25 ,4,,1,4,0,0,0,0,0,,2%
Tyson Alualu DL PIT (9),,@DETW 20-15 ,4,,1,2,0,1,0,0,0,,1%
Linval Joseph DL MIN (9),,@CLEW 33-16 ,4,,0,2,0,1,0,0,0,,34%
Akiem Hicks DL CHI (9),,@NOL 12-20 ,4,,0,2,0,1,0,0,0,,52%
QBrandon Williams DL BAL (10),,MIAW 40-0 ,4,,0,4,0,0,0,0,0,,2%
Kawann Short DL CAR (11),,@TBW 17-3 ,4,,0,4,0,0,0,0,0,,34%
Damion Square DL LAC (9),,@NEL 13-21 ,4,,1,4,0,0,0,0,0,,0%
Demarcus Lawrence DL DAL (6),,@WASW 33-19 ,4,,1,1,0,1,0,1,0,,82%
QDeForest Buckner DL SF (11),,@PHIL 10-33 ,4,,1,4,0,0,0,0,0,,55%
QMatt Ioannidis DL WAS (5),,DALL 19-33 ,4,,1,2,0,0,1,0,0,,0%
Anthony Zettel DL DET (7),,PITL 15-20 ,4,,0,2,0,0,1,0,0,,30%
Dwight Freeney DL SEA (6),,HOUW 41-38 ,3,,0,1,0,1,0,0,0,,1%
