Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Lamarcus Joyner DB LA (8),,ATLL 13-26 ,10,,1,10,0,0,0,0,0,,15%
Marcus Peters DB KC (10),,TENL 21-22 ,6,,0,4,1,0,0,0,0,,40%
Keanu Neal DB ATL (5),,@LAW 26-13 ,6,,2,6,0,0,0,0,0,,84%
Kevin Byard DB TEN (8),,@KCW 22-21 ,6,,0,6,0,0,0,0,0,,54%
Ron Parker DB KC (10),,TENL 21-22 ,5,,0,5,0,0,0,0,0,,14%
Troy Hill DB LA (8),,ATLL 13-26 ,5,,1,5,0,0,0,0,0,,0%
Damontae Kazee DB ATL (5),,@LAW 26-13 ,5,,0,3,0,0,1,0,0,,1%
Da'Norris Searcy DB TEN (8),,@KCW 22-21 ,4,,0,4,0,0,0,0,0,,2%
Desmond Trufant DB ATL (5),,@LAW 26-13 ,4,,1,4,0,0,0,0,0,,7%
Kemal Ishmael DB ATL (5),,@LAW 26-13 ,4,,0,3,0,0,0,1,0,,1%
Brian Poole DB ATL (5),,@LAW 26-13 ,4,,0,4,0,0,0,0,0,,5%
John Johnson DB LA (8),,ATLL 13-26 ,4,,2,4,0,0,0,0,0,,3%
Tashaun Gipson DB JAC (8),,BUF0:192nd,3,,0,3,0,0,0,0,0,,15%
Robert Alford DB ATL (5),,@LAW 26-13 ,3,,0,3,0,0,0,0,0,,10%
Johnathan Cyprien DB TEN (8),,@KCW 22-21 ,3,,0,3,0,0,0,0,0,,44%
Logan Ryan DB TEN (8),,@KCW 22-21 ,3,,0,3,0,0,0,0,0,,18%
Brynden Trawick DB TEN (8),,@KCW 22-21 ,3,,0,3,0,0,0,0,0,,0%
Nickell Robey DB LA (8),,ATLL 13-26 ,3,,0,3,0,0,0,0,0,,2%
A.J. Bouye DB JAC (8),,BUF0:192nd,3,,0,3,0,0,0,0,0,,17%
Aaron Colvin DB JAC (8),,BUF0:192nd,3,,0,1,1,0,0,0,0,,1%
Tye Smith DB TEN (8),,@KCW 22-21 ,3,,1,3,0,0,0,0,0,,0%
Darrelle Revis DB KC (10),,TENL 21-22 ,2,,1,2,0,0,0,0,0,,2%
Barry Church DB JAC (8),,BUF0:192nd,2,,1,2,0,0,0,0,0,,63%
Trumaine Johnson DB LA (8),,ATLL 13-26 ,2,,1,2,0,0,0,0,0,,33%
Leonard Johnson DB BUF (6),,@JAC0:192nd,2,,0,2,0,0,0,0,0,,1%
Cody Davis DB LA (8),,ATLL 13-26 ,2,,0,2,0,0,0,0,0,,0%
Daniel Sorensen DB KC (10),,TENL 21-22 ,2,,1,2,0,0,0,0,0,,39%
Steven Nelson DB KC (10),,TENL 21-22 ,2,,1,2,0,0,0,0,0,,2%
Adoree' Jackson DB TEN (8),,@KCW 22-21 ,2,,0,4,0,0,0,0,0,,39%
Blidi Wreh-Wilson DB ATL (5),,@LAW 26-13 ,1,,0,1,0,0,0,0,0,,0%
Ricardo Allen DB ATL (5),,@LAW 26-13 ,1,,0,1,0,0,0,0,0,,5%
Keith Reaser DB KC (10),,TENL 21-22 ,1,,0,0,0,0,0,1,0,,0%
E.J. Gaines DB BUF (6),,@JAC0:192nd,1,,0,1,0,0,0,0,0,,4%
Tyler Patmon DB JAC (8),,BUF0:192nd,1,,0,1,0,0,0,0,0,,0%
Jalen Ramsey DB JAC (8),,BUF0:192nd,1,,0,1,0,0,0,0,0,,26%
Eric Murray DB KC (10),,TENL 21-22 ,1,,0,1,0,0,0,0,0,,0%
Jordan Poyer DB BUF (6),,@JAC0:192nd,0,,1,0,0,0,0,0,0,,58%
Tre'Davious White DB BUF (6),,@JAC0:192nd,0,,0,0,0,0,0,0,0,,41%
Blake Countess DB LA (8),,ATLL 13-26 ,-1,,1,1,0,0,0,0,0,,1%
