Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Rob Gronkowski TE NE (9),,@NYJW 24-17 ,20.3,,0,0,0,,6,10,83,2,,0,2,83,,98%
OUTEvan Engram TE NYG (8),,@DENW 23-10 ,14.2,,0,0,0,,5,7,82,1,,0,1,82,,83%
Zach Ertz TE PHI (10),,@CARW 28-23 ,13.8,,0,0,0,,2,5,18,2,,0,2,18,,95%
Cameron Brate TE TB (1),,@ARIL 33-38 ,13.6,,0,0,0,,6,8,76,1,,0,1,76,,76%
Dion Sims TE CHI (9),,@BALW 27-24 ,10.2,,0,0,0,,2,4,42,1,,0,1,42,,2%
Jack Doyle TE IND (11),,@TENL 22-36 ,9,,0,0,0,,7,11,50,1,,1-1,1,50,,79%
IRHunter Henry TE LAC (9),,@OAKW 17-16 ,9,,0,0,0,,5,7,90,0,,0,0,90,,76%
Michael Hoomanawanui TE NO (5),,DETW 52-38 ,8.7,,0,0,0,,2,3,27,1,,0,1,27,,0%
Darren Fells TE DET (7),,@NOL 38-52 ,8.6,,0,0,0,,2,4,26,1,,0,1,26,,4%
OUTAustin Seferian-Jenkins TE NYJ (11),,NEL 17-24 ,8.6,,0,0,0,,8,11,46,1,,1-1,1,46,,40%
IRZach Miller TE CHI (9),,@BALW 27-24 ,8.5,,0,0,0,,2,3,25,1,,0,1,25,,11%
Jeff Heuerman TE DEN (5),,NYGL 10-23 ,8.4,,0,0,0,,2,2,24,1,,0,1,24,,1%
Troy Niklas TE ARI (8),,TBW 38-33 ,8,,0,0,0,,2,2,20,1,,0,1,20,,0%
IRRyan Griffin TE HOU (7),,CLEW 33-17 ,7.2,,0,0,0,,3,8,52,0,,0,0,52,,4%
Seth DeValve TE CLE (9),,@HOUL 17-33 ,6.9,,0,0,0,,2,3,9,1,,0,1,9,,4%
Gerald Everett TE LA (8),,@JACW 27-17 ,6.4,,0,0,0,,1,3,4,1,,0,1,4,,11%
Austin Hooper TE ATL (5),,MIAL 17-20 ,4.8,,0,0,0,,7,9,48,0,,0,0,48,,68%
QKyle Rudolph TE MIN (9),,GBW 23-10 ,4.7,,0,0,0,,5,9,47,0,,0,0,47,,91%
George Kittle TE SF (11),,@WASL 24-26 ,4.6,,0,0,0,,4,8,46,0,,0,0,46,,13%
Vernon Davis TE WAS (5),,SFW 26-24 ,4.5,,0,0,0,,3,4,65,0,,1-1,0,65,,49%
QTravis Kelce TE KC (10),,PITL 13-19 ,3.7,,0,0,0,,4,7,37,0,,0,0,37,,97%
IRJordan Reed TE WAS (5),,SFW 26-24 ,3.7,,0,0,0,,4,5,37,0,,0,0,37,,71%
Ed Dickson TE CAR (11),,PHIL 23-28 ,3.6,,0,0,0,,4,8,36,0,,0,0,36,,15%
Nick Boyle TE BAL (10),,CHIL 24-27 ,3.5,,0,0,0,,2,3,15,0,,0,0,15,,1%
OUTJermaine Gresham TE ARI (8),,TBW 38-33 ,3.2,,0,0,0,,2,2,32,0,,0,0,32,,7%
Benjamin Watson TE BAL (10),,CHIL 24-27 ,2.8,,0,0,0,,6,8,28,0,,0,0,28,,28%
Vance McDonald TE PIT (9),,@KCW 19-13 ,2.6,,0,0,0,,1,2,26,0,,0,0,26,,6%
Virgil Green TE DEN (5),,NYGL 10-23 ,2.4,,0,0,0,,1,1,24,0,,0,0,24,,3%
IRMartellus Bennett TE GB (8),,@MINL 10-23 ,2.2,,0,0,0,,2,4,22,0,,0,0,22,,45%
IRJulius Thomas TE MIA (1),,@ATLW 20-17 ,2.2,,0,0,0,,3,5,22,0,,0,0,22,,45%
Ben Koyack TE JAC (8),,LAL 17-27 ,2.1,,0,0,0,,1,1,21,0,,0,0,21,,0%
Stephen Anderson TE HOU (7),,CLEW 33-17 ,1.7,,0,0,0,,2,2,17,0,,0,0,17,,10%
Antonio Gates TE LAC (9),,@OAKW 17-16 ,1.6,,0,0,0,,1,1,16,0,,0,0,16,,33%
IRO.J. Howard TE TB (1),,@ARIL 33-38 ,1.5,,0,0,0,,1,3,15,0,,0,0,15,,38%
Delanie Walker TE TEN (8),,INDW 36-22 ,1.4,,1,-3,0,,4,8,17,0,,0,0,14,,93%
Jared Cook TE OAK (10),,LACL 16-17 ,1.4,,0,0,0,,2,3,14,0,,0,0,14,,63%
Garrett Celek TE SF (11),,@WASL 24-26 ,1.3,,0,0,0,,1,2,13,0,,0,0,13,,5%
James O'Shaughnessy TE JAC (8),,LAL 17-27 ,1.1,,0,0,0,,2,3,11,0,,0,0,11,,0%
A.J. Derby TE DEN (5),,NYGL 10-23 ,1,,0,0,0,,1,4,10,0,,0,0,10,,4%
Jonnu Smith TE TEN (8),,INDW 36-22 ,1,,0,0,0,,1,1,10,0,,0,0,10,,8%
Eric Ebron TE DET (7),,@NOL 38-52 ,0.9,,0,0,0,,1,3,9,0,,0,0,9,,63%
Trey Burton TE PHI (10),,@CARW 28-23 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,11%
Jerell Adams TE NYG (8),,@DENW 23-10 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,1%
Luke Stocker TE TB (1),,@ARIL 33-38 ,0.5,,0,0,0,,1,1,5,0,,0,0,5,,0%
Marcedes Lewis TE JAC (8),,LAL 17-27 ,0,,0,0,0,,0,2,0,0,,0,0,0,,16%
Lance Kendricks TE GB (8),,@MINL 10-23 ,0,,0,0,0,,0,0,0,0,,0,0,0,,4%
IRCoby Fleener TE NO (5),,DETW 52-38 ,0,,0,0,0,,0,1,0,0,,0,0,0,,44%
Rhett Ellison TE NYG (8),,@DENW 23-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Phillip Supernaw TE TEN (8),,INDW 36-22 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
