Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Amari Cooper WR OAK (10),,KCW 31-30 ,38,,0,0,0,,11,19,210,2,,0,2,210,,89%
Tyreek Hill WR KC (10),,@OAKL 30-31 ,21.2,,2,7,0,,6,8,125,1,,0,1,145,,94%
QKenny Stills WR MIA (1),,NYJW 31-28 ,20.5,,0,0,0,,6,9,85,2,,0,2,85,,66%
Travis Benjamin WR LAC (9),,DENW 21-0 ,18.6,,1,4,0,,1,1,42,1,,0,2,134,,28%
Julio Jones WR ATL (5),,@NEL 7-23 ,17.9,,0,0,0,,9,13,99,1,,0,1,99,,98%
Doug Baldwin WR SEA (6),,@NYGW 24-7 ,17.2,,0,0,0,,9,12,92,1,,0,1,92,,96%
Jarvis Landry WR MIA (1),,NYJW 31-28 ,15.3,,0,0,0,,7,11,93,1,,0,1,109,,93%
Mack Hollins WR PHI (10),,WASW 34-24 ,14.4,,0,0,0,,1,1,64,1,,0,1,64,,7%
Albert Wilson WR KC (10),,@OAKL 30-31 ,14.3,,0,0,0,,1,2,63,1,,0,1,63,,6%
Mike Evans WR TB (1),,@BUFL 27-30 ,13.8,,0,0,0,,7,10,88,1,,1,1,88,,96%
Ted Ginn WR NO (5),,@GBW 26-17 ,13.1,,0,0,0,,7,7,141,0,,1,0,148,,69%
OUTAntonio Brown WR PIT (9),,CINW 29-14 ,12.5,,0,0,0,,4,10,65,1,,0,1,72,,95%
Brandin Cooks WR NE (9),,ATLW 23-7 ,12.5,,0,0,0,,4,5,65,1,,0,1,65,,97%
Dez Bryant WR DAL (6),,@SFW 40-10 ,12.3,,0,0,0,,7,10,63,1,,0,1,63,,97%
Paul Richardson WR SEA (6),,@NYGW 24-7 ,12.1,,0,0,0,,2,2,61,1,,0,1,61,,50%
Cooper Kupp WR LA (8),,ARIW 33-0 ,11.1,,0,0,0,,4,10,51,1,,0,1,51,,61%
Deonte Thompson WR BUF (6),,TBW 30-27 ,10.7,,1,0,0,,4,4,107,0,,0,0,107,,8%
Nelson Agholor WR PHI (10),,WASW 34-24 ,10.5,,0,0,0,,4,5,45,1,,0,1,45,,74%
Allen Hurns WR JAC (8),,@INDW 27-0 ,10.1,,0,0,0,,5,8,101,0,,0,0,101,,32%
JuJu Smith-Schuster WR PIT (9),,CINW 29-14 ,9.9,,0,0,0,,2,3,39,1,,0,1,39,,78%
QRobby Anderson WR NYJ (11),,@MIAL 28-31 ,9.5,,0,0,0,,3,5,35,1,,0,1,35,,79%
