Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
C.J. Anderson RB DEN (5),,DALW 42-17 ,27.4,,25,118,1,,3,3,36,1,,0,2,154,,88%
Kareem Hunt RB KC (10),,PHIW 27-20 ,24.9,,13,81,2,,3,3,28,0,,0,2,109,,92%
IRChris Thompson RB WAS (5),,@LAW 27-20 ,24.6,,3,77,2,,3,7,29,0,,0,2,122,,46%
IRTy Montgomery RB GB (8),,@ATLL 23-34 ,23,,10,35,1,,6,7,75,1,,0,2,110,,64%
Todd Gurley RB LA (8),,WASL 20-27 ,22.6,,16,88,1,,3,4,48,1,,2-1,2,136,,97%
Devonta Freeman RB ATL (5),,GBW 34-23 ,22,,19,84,2,,2,2,16,0,,0,2,100,,97%
Jalen Richard RB OAK (10),,NYJW 45-20 ,18.9,,6,58,1,,2,2,51,0,,0,1,122,,21%
Javorius Allen RB BAL (10),,CLEW 24-10 ,16.1,,14,66,0,,5,6,35,1,,0,1,101,,46%
Derrick Henry RB TEN (8),,@JACW 37-16 ,15.2,,14,92,1,,0,0,0,0,,0,1,92,,79%
Carlos Hyde RB SF (11),,@SEAL 9-12 ,14.3,,15,124,0,,3,6,19,0,,0,0,143,,95%
Melvin Gordon RB LAC (9),,MIAL 17-19 ,13.8,,9,13,1,,7,8,65,0,,0,1,78,,96%
OUTMike Gillislee RB NE (9),,@NOW 36-20 ,12.9,,18,69,1,,0,0,0,0,,0,1,69,,52%
Jacquizz Rodgers RB TB (1),,CHIW 29-7 ,12.7,,19,67,1,,0,0,0,0,,0,1,67,,31%
OUTJay Ajayi RB MIA (1),,@LACW 19-17 ,12.6,,28,122,0,,2,2,4,0,,0,0,126,,92%
Leonard Fournette RB JAC (8),,TENL 16-37 ,12.1,,14,40,1,,2,5,21,0,,0,1,61,,92%
Marshawn Lynch RB OAK (10),,NYJW 45-20 ,10.9,,12,45,1,,1,2,4,0,,0,1,49,,91%
Frank Gore RB IND (11),,ARIL 13-16 ,10.6,,14,46,1,,0,2,0,0,,0,1,46,,87%
OUTTerrance West RB BAL (10),,CLEW 24-10 ,10.5,,8,22,1,,2,2,23,0,,0,1,45,,38%
Tevin Coleman RB ATL (5),,GBW 34-23 ,10.5,,6,42,0,,2,2,3,1,,0,1,45,,88%
OUTRex Burkhead RB NE (9),,@NOW 36-20 ,10.4,,2,3,0,,3,4,41,1,,0,1,44,,62%
IRChris Carson RB SEA (6),,SFW 12-9 ,10,,20,93,0,,1,2,7,0,,0,0,100,,23%
OUTJames White RB NE (9),,@NOW 36-20 ,9.6,,2,11,0,,8,8,85,0,,0,0,96,,62%
IRMatt Forte RB NYJ (11),,@OAKL 20-45 ,9.1,,9,53,0,,3,3,38,0,,0,0,91,,64%
OUTLe'Veon Bell RB PIT (9),,MINW 26-9 ,9.1,,27,87,0,,4,4,4,0,,0,0,91,,98%
Lamar Miller RB HOU (7),,@CINW 13-9 ,8.7,,18,61,0,,3,3,26,0,,0,0,87,,96%
Ameer Abdullah RB DET (7),,@NYGW 24-10 ,8.6,,17,86,0,,0,0,0,0,,0,0,86,,76%
Duke Johnson RB CLE (9),,@BALL 10-24 ,8,,4,21,0,,3,6,59,0,,0,0,80,,79%
IRRob Kelley RB WAS (5),,@LAW 27-20 ,7.8,,12,78,0,,0,0,0,0,,0,0,78,,44%
Mark Ingram RB NO (5),,NEL 20-36 ,7.6,,8,52,0,,4,5,24,0,,0,0,76,,97%
QSamaje Perine RB WAS (5),,@LAW 27-20 ,6.7,,21,67,0,,1,1,0,0,,0,0,67,,74%
IRDalvin Cook RB MIN (9),,@PITL 9-26 ,6.4,,12,64,0,,2,3,0,0,,0,0,64,,57%
Jalston Fowler RB TEN (8),,@JACW 37-16 ,6.3,,1,3,1,,0,0,0,0,,0,1,3,,0%
QC.J. Ham RB MIN (9),,@PITL 9-26 ,6.1,,1,1,1,,0,0,0,0,,0,1,1,,0%
IRDarren Sproles RB PHI (10),,@KCL 20-27 ,5.8,,10,48,0,,2,4,30,0,,1-1,0,88,,31%
Shane Vereen RB NYG (8),,DETL 10-24 ,5.5,,6,28,0,,3,3,27,0,,0,0,55,,15%
Alvin Kamara RB NO (5),,NEL 20-36 ,5.4,,1,3,0,,3,7,51,0,,0,0,125,,89%
OUTJamaal Charles RB DEN (5),,DALW 42-17 ,5.2,,9,46,0,,1,1,6,0,,0,0,52,,41%
Chris Ivory RB JAC (8),,TENL 16-37 ,4.8,,6,17,0,,3,4,31,0,,0,0,48,,28%
Tarik Cohen RB CHI (9),,@TBL 7-29 ,4.8,,7,13,0,,8,9,55,0,,1-1,0,78,,51%
Peyton Barber RB TB (1),,CHIW 29-7 ,4.7,,10,47,0,,0,0,0,0,,0,0,47,,23%
Chris Johnson RB ARI (8),,@INDW 16-13 ,4.4,,11,44,0,,0,0,0,0,,0,0,44,,4%
Christian McCaffrey RB CAR (11),,BUFW 9-3 ,4.4,,8,10,0,,4,5,34,0,,0,0,74,,91%
LeSean McCoy RB BUF (6),,@CARL 3-9 ,4.3,,12,9,0,,6,7,34,0,,0,0,43,,98%
Joe Mixon RB CIN (6),,HOUL 9-13 ,4.1,,9,36,0,,1,1,5,0,,0,0,41,,85%
Jonathan Stewart RB CAR (11),,BUFW 9-3 ,4,,15,40,0,,0,1,0,0,,0,0,40,,75%
