Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
A.J. Green WR CIN (6),,BUFW 20-16 ,25.9,,0,0,0,,7,13,189,1,,1-1,1,189,,98%
OUTDeAndre Hopkins WR HOU (7),,KCL 34-42 ,23.2,,0,0,0,,4,12,52,3,,0,3,52,,97%
QWill Fuller WR HOU (7),,KCL 34-42 ,20.2,,1,5,0,,2,3,57,2,,0,2,111,,50%
OUTAntonio Brown WR PIT (9),,JACL 9-30 ,18.7,,0,0,0,,10,19,157,0,,0,0,157,,95%
T.Y. Hilton WR IND (11),,SFW 26-23 ,18.7,,0,0,0,,7,9,177,0,,0,0,177,,95%
OUTDavante Adams WR GB (8),,@DALW 35-31 ,18.6,,0,0,0,,7,11,66,2,,0,2,66,,91%
IROdell Beckham WR NYG (8),,LACL 22-27 ,18.5,,1,8,0,,5,8,97,1,,0,1,125,,68%
Nelson Agholor WR PHI (10),,ARIW 34-7 ,17.3,,0,0,0,,4,5,93,1,,0,1,93,,74%
Michael Crabtree WR OAK (10),,BALL 17-30 ,16.2,,0,0,0,,6,8,82,1,,0,1,82,,95%
Torrey Smith WR PHI (10),,ARIW 34-7 ,14.7,,1,-3,0,,3,4,70,1,,0,1,67,,15%
OUTCole Beasley WR DAL (6),,GBL 31-35 ,14.3,,0,0,0,,4,6,23,2,,0,2,23,,30%
OUTChris Hogan WR NE (9),,@TBW 19-14 ,13.4,,0,0,0,,8,11,74,1,,0,1,74,,69%
Mike Wallace WR BAL (10),,@OAKW 30-17 ,13.3,,0,0,0,,3,3,133,0,,0,0,133,,60%
Tyreek Hill WR KC (10),,@HOUW 42-34 ,12.8,,0,0,0,,4,6,68,0,,0,1,143,,94%
Kelvin Benjamin WR CAR (11),,@DETW 27-24 ,11.8,,0,0,0,,4,6,58,1,,0,1,58,,73%
QMarquise Goodwin WR SF (11),,@INDL 23-26 ,11.6,,0,0,0,,5,11,116,0,,0,0,116,,52%
QDevin Funchess WR CAR (11),,@DETW 27-24 ,11.3,,0,0,0,,7,8,53,1,,0,1,53,,82%
Dez Bryant WR DAL (6),,GBL 31-35 ,11.2,,0,0,0,,5,8,52,1,,0,1,52,,97%
OUTDeSean Jackson WR TB (1),,NEL 14-19 ,10.6,,0,0,0,,5,9,106,0,,0,0,106,,79%
Jarvis Landry WR MIA (1),,TENW 16-10 ,10.4,,0,0,0,,5,10,44,1,,0,1,72,,93%
IRPierre Garcon WR SF (11),,@INDL 23-26 ,9.4,,0,0,0,,8,11,94,0,,0,0,94,,50%
QRoger Lewis WR NYG (8),,LACL 22-27 ,8.9,,0,0,0,,1,2,29,1,,0,1,29,,5%
Jermaine Kearse WR NYJ (11),,@CLEW 17-14 ,8.8,,0,0,0,,4,4,38,1,,1,1,38,,49%
John Brown WR ARI (8),,@PHIL 7-34 ,8.6,,0,0,0,,2,7,26,1,,0,1,26,,42%
Brandon Tate WR BUF (6),,@CINL 16-20 ,8.5,,0,0,0,,2,4,25,1,,0,1,83,,1%
Brandin Cooks WR NE (9),,@TBW 19-14 ,8.5,,0,0,0,,5,8,85,0,,0,0,85,,97%
OUTJordy Nelson WR GB (8),,@DALW 35-31 ,8.4,,0,0,0,,2,4,24,1,,0,1,24,,92%
Danny Amendola WR NE (9),,@TBW 19-14 ,7.7,,0,0,0,,8,8,77,0,,0,0,128,,42%
Robert Woods WR LA (8),,SEAL 10-16 ,7.4,,1,8,0,,5,8,66,0,,0,0,74,,68%
J.J. Nelson WR ARI (8),,@PHIL 7-34 ,7.4,,1,14,0,,4,6,80,0,,1-1,0,94,,27%
Ricardo Louis WR CLE (9),,NYJL 14-17 ,7.1,,0,0,0,,5,8,71,0,,0,0,71,,4%
Tavon Austin WR LA (8),,SEAL 10-16 ,7.1,,6,27,1,,3,5,14,0,,2-1,1,41,,13%
IRDe'Anthony Thomas WR KC (10),,@HOUW 42-34 ,7,,0,0,0,,1,1,10,1,,0,1,18,,2%
Keenan Allen WR LAC (9),,@NYGW 27-22 ,6.7,,0,0,0,,4,12,67,0,,0,0,67,,95%
Vince Mayle WR BAL (10),,@OAKW 30-17 ,6.2,,1,2,1,,0,0,0,0,,0,1,2,,0%
JuJu Smith-Schuster WR PIT (9),,JACL 9-30 ,5.8,,0,0,0,,4,6,58,0,,0,0,67,,78%
Brice Butler WR DAL (6),,GBL 31-35 ,5.7,,0,0,0,,2,2,57,0,,0,0,57,,5%
Marvin Jones WR DET (7),,CARL 24-27 ,5.4,,0,0,0,,6,8,54,0,,0,0,54,,91%
Larry Fitzgerald WR ARI (8),,@PHIL 7-34 ,5.1,,0,0,0,,6,10,51,0,,0,0,51,,96%
Adam Humphries WR TB (1),,NEL 14-19 ,5.1,,0,0,0,,3,5,51,0,,0,0,51,,9%
Mike Evans WR TB (1),,NEL 14-19 ,4.9,,0,0,0,,5,8,49,0,,0,0,49,,96%
Marqise Lee WR JAC (8),,@PITW 30-9 ,4.9,,0,0,0,,2,4,49,0,,0,0,49,,50%
Golden Tate WR DET (7),,CARL 24-27 ,4.8,,0,0,0,,5,8,48,0,,0,0,48,,94%
Kendall Wright WR CHI (9),,MINL 17-20 ,4.6,,0,0,0,,4,5,46,0,,0,0,46,,19%
IRChris Conley WR KC (10),,@HOUW 42-34 ,4.6,,0,0,0,,3,3,46,0,,0,0,54,,7%
Adam Thielen WR MIN (9),,@CHIW 20-17 ,4.5,,1,11,0,,5,8,34,0,,0,0,45,,91%
Cooper Kupp WR LA (8),,SEAL 10-16 ,4.4,,0,0,0,,3,8,44,0,,0,0,44,,61%
OUTJeremy Maclin WR BAL (10),,@OAKW 30-17 ,4.3,,0,0,0,,6,8,43,0,,0,0,43,,64%
Jeremy Kerley WR NYJ (11),,@CLEW 17-14 ,3.9,,0,0,0,,4,4,39,0,,0,0,55,,5%
Jaron Brown WR ARI (8),,@PHIL 7-34 ,3.9,,0,0,0,,3,6,39,0,,0,0,39,,11%
Doug Baldwin WR SEA (6),,@LAW 16-10 ,3.7,,0,0,0,,4,8,37,0,,0,0,37,,96%
Jared Abbrederis WR DET (7),,CARL 24-27 ,3.7,,0,0,0,,2,3,37,0,,0,0,37,,1%
Paul Richardson WR SEA (6),,@LAW 16-10 ,3.5,,0,0,0,,3,5,35,0,,0,0,35,,50%
Eric Decker WR TEN (8),,@MIAL 10-16 ,3.4,,0,0,0,,4,6,34,0,,0,0,34,,47%
Seth Roberts WR OAK (10),,BALL 17-30 ,3.4,,0,0,0,,2,4,34,0,,0,0,34,,7%
Martavis Bryant WR PIT (9),,JACL 9-30 ,3.4,,1,13,0,,5,8,21,0,,0,0,34,,73%
Tyler Lockett WR SEA (6),,@LAW 16-10 ,3.3,,1,7,0,,3,4,26,0,,0,0,43,,49%
OUTKasen Williams WR CLE (9),,NYJL 14-17 ,3.3,,0,0,0,,4,5,33,0,,0,0,33,,1%
Brandon LaFell WR CIN (6),,BUFW 20-16 ,3.2,,0,0,0,,5,8,32,0,,0,0,32,,17%
