Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Joe Schobert LB CLE (9),,MINL 16-33 ,15,,1,11,1,0,1,0,0,,61%
C.J. Mosley LB BAL (10),,MIAW 40-0 ,14,,1,3,1,0.5,0,0,1,,91%
OUTMatt Milano LB BUF (6),,OAKW 34-14 ,14,,1,3,0,0,1,1,1,,6%
Justin Houston LB KC (10),,DENW 29-19 ,9,,1,5,0,2,0,0,0,,60%
K.J. Wright LB SEA (6),,HOUW 41-38 ,9,,6,9,0,0,0,0,0,,49%
Luke Kuechly LB CAR (11),,@TBW 17-3 ,9,,2,6,1,0,0,0,0,,94%
Danny Trevathan LB CHI (9),,@NOL 12-20 ,9,,4,9,0,0,0,0,0,,39%
Deion Jones LB ATL (5),,@NYJW 25-20 ,9,,2,9,0,0,0,0,0,,77%
Lawrence Timmons LB MIA (1),,@BALL 0-40 ,8,,5,8,0,0,0,0,0,,34%
Mychal Kendricks LB PHI (10),,SFW 33-10 ,8,,1,6,0,1,0,0,0,,19%
Bobby Wagner LB SEA (6),,HOUW 41-38 ,8,,3,8,0,0,0,0,0,,93%
OUTZach Brown LB WAS (5),,DALL 19-33 ,8,,4,8,0,0,0,0,0,,77%
QKiko Alonso LB MIA (1),,@BALL 0-40 ,8,,1,8,0,0,0,0,0,,51%
Eric Kendricks LB MIN (9),,@CLEW 33-16 ,8,,1,8,0,0,0,0,0,,58%
Hayes Pullard LB LAC (9),,@NEL 13-21 ,8,,2,8,0,0,0,0,0,,13%
IRCory James LB OAK (10),,@BUFL 14-34 ,8,,0,8,0,0,0,0,0,,10%
Navorro Bowman LB OAK (10),,@BUFL 14-34 ,7,,4,7,0,0,0,0,0,,60%
Brandon Marshall LB DEN (5),,@KCL 19-29 ,7,,1,7,0,0,0,0,0,,52%
Demario Davis LB NYJ (11),,ATLL 20-25 ,7,,1,7,0,0,0,0,0,,75%
IRJon Bostic LB IND (11),,@CINL 23-24 ,7,,4,4,0,1,0,1,0,,20%
Christian Kirksey LB CLE (9),,MINL 16-33 ,7,,1,7,0,0,0,0,0,,75%
Ryan Kerrigan LB WAS (5),,DALL 19-33 ,6,,0,2,0,2,0,0,0,,27%
IRJamie Collins LB CLE (9),,MINL 16-33 ,6,,0,6,0,0,0,0,0,,44%
IRRyan Shazier LB PIT (9),,@DETW 20-15 ,6,,1,6,0,0,0,0,0,,68%
Kyle Van Noy LB NE (9),,LACW 21-13 ,6,,0,6,0,0,0,0,0,,43%
Shaquil Barrett LB DEN (5),,@KCL 19-29 ,6,,0,2,0,1,1,0,0,,2%
Christian Jones LB CHI (9),,@NOL 12-20 ,6,,2,5,0,0,0,1,0,,21%
Kwon Alexander LB TB (1),,CARL 3-17 ,6,,4,6,0,0,0,0,0,,69%
Lorenzo Alexander LB BUF (6),,OAKW 34-14 ,5,,0,3,0,0,1,0,0,,36%
Rey Maualuga LB MIA (1),,@BALL 0-40 ,5,,0,5,0,0,0,0,0,,1%
Sean Lee LB DAL (6),,@WASW 33-19 ,5,,4,5,0,0,0,0,0,,68%
Vincent Rey LB CIN (6),,INDW 24-23 ,5,,2,5,0,0,0,0,0,,9%
OUTVontaze Burfict LB CIN (6),,INDW 24-23 ,5,,3,5,0,0,0,0,0,,55%
Barkevious Mingo LB IND (11),,@CINL 23-24 ,5,,3,2,0,0,1,1,0,,2%
Martrell Spaight LB WAS (5),,DALL 19-33 ,5,,2,5,0,0,0,0,0,,1%
Elandon Roberts LB NE (9),,LACW 21-13 ,5,,1,5,0,0,0,0,0,,5%
Thomas Davis LB CAR (11),,@TBW 17-3 ,4,,2,4,0,0,0,0,0,,32%
Derrick Johnson LB KC (10),,DENW 29-19 ,4,,2,4,0,0,0,0,0,,35%
Craig Robertson LB NO (5),,CHIW 20-12 ,4,,1,4,0,0,0,0,0,,14%
Bruce Irvin LB OAK (10),,@BUFL 14-34 ,4,,0,4,0,0,0,0,0,,12%
Manti Te'o LB NO (5),,CHIW 20-12 ,4,,0,4,0,0,0,0,0,,6%
Vince Williams LB PIT (9),,@DETW 20-15 ,4,,4,4,0,0,0,0,0,,39%
Ray-Ray Armstrong LB SF (11),,@PHIL 10-33 ,4,,0,4,0,0,0,0,0,,21%
Anthony Barr LB MIN (9),,@CLEW 33-16 ,4,,0,4,0,0,0,0,0,,24%
IRLeonard Floyd LB CHI (9),,@NOL 12-20 ,4,,1,2,0,1,0,0,0,,15%
Darron Lee LB NYJ (11),,ATLL 20-25 ,4,,2,4,0,0,0,0,0,,41%
Tyus Bowser LB BAL (10),,MIAW 40-0 ,4,,0,2,0,1,0,0,0,,4%
Ben Gedeon LB MIN (9),,@CLEW 33-16 ,4,,0,4,0,0,0,0,0,,2%
Jalen Reeves-Maybin LB DET (7),,PITL 15-20 ,4,,1,4,0,0,0,0,0,,3%
Von Miller LB DEN (5),,@KCL 19-29 ,3,,0,3,0,0,0,0,0,,75%
Sam Acho LB CHI (9),,@NOL 12-20 ,3,,1,3,0,0,0,0,0,,1%
OUTNigel Bradham LB PHI (10),,SFW 33-10 ,3,,2,3,0,0,0,0,0,,23%
Lavonte David LB TB (1),,CARL 3-17 ,3,,0,3,0,0,0,0,0,,76%
Emmanuel Lamur LB MIN (9),,@CLEW 33-16 ,3,,0,2,0,0,0,1,0,,1%
IRA.J. Klein LB NO (5),,CHIW 20-12 ,3,,1,3,0,0,0,0,0,,8%
IRWill Compton LB WAS (5),,DALL 19-33 ,3,,4,3,0,0,0,0,0,,6%
Preston Brown LB BUF (6),,OAKW 34-14 ,3,,4,3,0,0,0,0,0,,38%
OUTBrock Coyle LB SF (11),,@PHIL 10-33 ,3,,3,3,0,0,0,0,0,,1%
Keith Smith LB DAL (6),,@WASW 33-19 ,3,,0,1,0,0,1,0,0,,0%
Bud Dupree LB PIT (9),,@DETW 20-15 ,3,,1,3,0,0,0,0,0,,10%
Benardrick McKinney LB HOU (7),,@SEAL 38-41 ,3,,2,3,0,0,0,0,0,,48%
IRNick Vigil LB CIN (6),,INDW 24-23 ,3,,1,3,0,0,0,0,0,,22%
Antonio Morrison LB IND (11),,@CINL 23-24 ,3,,5,3,0,0,0,0,0,,11%
Patrick Onwuasor LB BAL (10),,MIAW 40-0 ,3,,0,3,0,0,0,0,0,,8%
Chase Allen LB MIA (1),,@BALL 0-40 ,3,,0,3,0,0,0,0,0,,0%
Lamarr Houston LB HOU (7),,@SEAL 38-41 ,2,,1,2,0,0,0,0,0,,2%
Dekoda Watson LB SF (11),,@PHIL 10-33 ,2,,0,2,0,0,0,0,0,,0%
IRPernell McPhee LB CHI (9),,@NOL 12-20 ,2,,0,2,0,0,0,0,0,,2%
Korey Toomer LB LAC (9),,@NEL 13-21 ,2,,3,2,0,0,0,0,0,,8%
Jeremiah George LB IND (11),,@CINL 23-24 ,2,,0,2,0,0,0,0,0,,0%
Kevin Pierre-Louis LB KC (10),,DENW 29-19 ,2,,0,2,0,0,0,0,0,,1%
Eli Harold LB SF (11),,@PHIL 10-33 ,2,,1,2,0,0,0,0,0,,1%
Reggie Ragland LB KC (10),,DENW 29-19 ,2,,2,2,0,0,0,0,0,,12%
