Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Tyreek Hill WR KC (10),,@NYJL 31-38 ,35.5,,0,0,0,,6,9,185,2,,0,2,209,,94%
Nelson Agholor WR PHI (10),,@SEAL 10-24 ,20.1,,0,0,0,,7,12,141,1,,0,1,141,,74%
A.J. Green WR CIN (6),,PITL 20-23 ,19.7,,0,0,0,,7,16,77,2,,0,2,77,,98%
Jermaine Kearse WR NYJ (11),,KCW 38-31 ,18.7,,0,0,0,,9,10,157,0,,0,0,157,,49%
Larry Fitzgerald WR ARI (8),,LAL 16-32 ,17.8,,0,0,0,,10,10,98,1,,0,1,98,,96%
Keenan Allen WR LAC (9),,CLEW 19-10 ,17.5,,0,0,0,,10,14,105,1,,1,1,105,,95%
OUTAntonio Brown WR PIT (9),,@CINW 23-20 ,16.1,,0,0,0,,8,16,101,1,,0,1,101,,95%
Marqise Lee WR JAC (8),,INDW 30-10 ,14.6,,0,0,0,,7,10,86,1,,0,1,86,,50%
QKenny Stills WR MIA (1),,DENW 35-9 ,13.8,,0,0,0,,5,13,98,1,,1-1,1,98,,66%
Ryan Grant WR WAS (5),,@DALL 14-38 ,13.6,,0,0,0,,5,9,76,1,,0,1,76,,9%
T.Y. Hilton WR IND (11),,@JACL 10-30 ,13.1,,0,0,0,,3,6,51,1,,0,1,51,,95%
Michael Thomas WR NO (5),,CARW 31-21 ,13,,0,0,0,,5,9,70,1,,0,1,70,,95%
Dez Bryant WR DAL (6),,WASW 38-14 ,12.1,,0,0,0,,5,7,61,1,,0,1,61,,97%
QDevin Funchess WR CAR (11),,@NOL 21-31 ,12,,0,0,0,,4,7,60,1,,0,1,60,,82%
Mike Wallace WR BAL (10),,DETW 44-20 ,11.6,,0,0,0,,5,8,116,0,,0,0,116,,60%
QRobby Anderson WR NYJ (11),,KCW 38-31 ,11.4,,1,7,0,,8,12,107,0,,0,0,114,,79%
Keelan Cole WR JAC (8),,INDW 30-10 ,10.9,,0,0,0,,3,3,49,1,,0,1,49,,29%
QMarquise Goodwin WR SF (11),,@CHIW 15-14 ,9.9,,0,0,0,,8,8,99,0,,0,0,99,,52%
Cordarrelle Patterson WR OAK (10),,NYGW 24-17 ,9.8,,2,1,0,,4,4,97,0,,0,0,98,,11%
Sammy Watkins WR LA (8),,@ARIW 32-16 ,9.8,,0,0,0,,3,4,38,1,,0,1,38,,85%
Trent Taylor WR SF (11),,@CHIW 15-14 ,9.2,,0,0,0,,6,6,92,0,,0,0,113,,10%
Marvin Jones WR DET (7),,@BALL 20-44 ,9,,0,0,0,,4,8,90,0,,0,0,90,,91%
Josh Doctson WR WAS (5),,@DALL 14-38 ,8.6,,0,0,0,,3,5,26,1,,0,1,26,,50%
Josh Gordon WR CLE (9),,@LACL 10-19 ,8.5,,0,0,0,,4,11,85,0,,0,0,85,,65%
Doug Baldwin WR SEA (6),,PHIW 24-10 ,8.4,,0,0,0,,5,7,84,0,,0,0,84,,96%
Dontrelle Inman WR CHI (9),,SFL 14-15 ,8.1,,0,0,0,,2,2,21,1,,0,1,21,,12%
OUTDeAndre Hopkins WR HOU (7),,@TENL 13-24 ,8,,0,0,0,,8,14,80,0,,0,0,80,,97%
Johnny Holton WR OAK (10),,NYGW 24-17 ,7.9,,0,0,0,,3,7,39,1,,1-1,1,39,,1%
Dede Westbrook WR JAC (8),,INDW 30-10 ,7.8,,0,0,0,,6,9,78,0,,0,0,78,,32%
Tyler Lockett WR SEA (6),,PHIW 24-10 ,7.7,,0,0,0,,2,2,17,1,,0,1,66,,49%
Braxton Miller WR HOU (7),,@TENL 13-24 ,7.1,,0,0,0,,4,4,71,0,,0,0,79,,5%
Golden Tate WR DET (7),,@BALL 20-44 ,6.9,,0,0,0,,8,10,69,0,,0,0,69,,94%
Travis Benjamin WR LAC (9),,CLEW 19-10 ,6.8,,0,0,0,,4,6,68,0,,0,0,77,,28%
Cooper Kupp WR LA (8),,@ARIW 32-16 ,6.8,,0,0,0,,5,6,68,0,,0,0,68,,61%
Jarvis Landry WR MIA (1),,DENW 35-9 ,6.2,,0,0,0,,5,6,62,0,,0,0,57,,93%
Alshon Jeffery WR PHI (10),,@SEAL 10-24 ,6.1,,0,0,0,,4,6,61,0,,0,0,61,,96%
Ryan Switzer WR DAL (6),,WASW 38-14 ,6,,0,0,0,,0,0,0,0,,0,1,88,,4%
OUTSterling Shepard WR NYG (8),,@OAKL 17-24 ,5.6,,0,0,0,,3,6,56,0,,0,0,56,,70%
Brandon LaFell WR CIN (6),,PITL 20-23 ,5.5,,0,0,0,,4,7,55,0,,0,0,55,,17%
Adam Thielen WR MIN (9),,@ATLW 14-9 ,5.1,,0,0,0,,4,5,51,0,,0,0,51,,91%
Jamison Crowder WR WAS (5),,@DALL 14-38 ,4.7,,0,0,0,,5,7,67,0,,1-1,0,71,,74%
Seth Roberts WR OAK (10),,NYGW 24-17 ,4.6,,0,0,0,,5,6,46,0,,0,0,46,,7%
Kenny Golladay WR DET (7),,@BALL 20-44 ,4.4,,0,0,0,,2,3,44,0,,0,0,44,,27%
Mohamed Sanu WR ATL (5),,MINL 9-14 ,4.3,,0,0,0,,3,5,43,0,,0,0,43,,57%
OUTDavante Adams WR GB (8),,TBW 26-20 ,4.2,,0,0,0,,4,6,42,0,,0,0,42,,91%
J.J. Nelson WR ARI (8),,LAL 16-32 ,4.2,,0,0,0,,2,8,42,0,,0,0,42,,27%
OUTJeremy Maclin WR BAL (10),,DETW 44-20 ,4.1,,0,0,0,,4,8,41,0,,0,0,41,,64%
Martavis Bryant WR PIT (9),,@CINW 23-20 ,4,,0,0,0,,4,6,40,0,,0,0,78,,73%
OUTDonte Moncrief WR IND (11),,@JACL 10-30 ,3.7,,0,0,0,,5,8,37,0,,0,0,37,,50%
Stefon Diggs WR MIN (9),,@ATLW 14-9 ,3.7,,1,5,0,,2,5,32,0,,0,0,37,,92%
Danny Amendola WR NE (9),,@BUFW 23-3 ,3.4,,0,0,0,,2,4,34,0,,0,0,34,,42%
Ted Ginn WR NO (5),,CARW 31-21 ,3.3,,1,6,0,,2,3,27,0,,0,0,33,,69%
Mike Evans WR TB (1),,@GBL 20-26 ,3.3,,0,0,0,,2,6,33,0,,0,0,33,,96%
Adam Humphries WR TB (1),,@GBL 20-26 ,3.3,,0,0,0,,4,4,33,0,,0,0,45,,9%
Chester Rogers WR IND (11),,@JACL 10-30 ,3.3,,1,-2,0,,4,6,35,0,,0,0,33,,4%
Willie Snead WR NO (5),,CARW 31-21 ,3.1,,0,0,0,,2,2,31,0,,0,0,31,,44%
Torrey Smith WR PHI (10),,@SEAL 10-24 ,2.9,,0,0,0,,5,7,29,0,,0,0,29,,15%
Brandon Coleman WR NO (5),,CARW 31-21 ,2.8,,0,0,0,,2,2,28,0,,0,0,28,,12%
QChris Moore WR BAL (10),,DETW 44-20 ,2.8,,1,-4,0,,3,4,32,0,,0,0,79,,2%
Demaryius Thomas WR DEN (5),,@MIAL 9-35 ,2.7,,0,0,0,,2,10,27,0,,0,0,27,,94%
Eric Decker WR TEN (8),,HOUW 24-13 ,2.7,,0,0,0,,3,6,27,0,,0,0,27,,47%
Albert Wilson WR KC (10),,@NYJL 31-38 ,2.7,,0,0,0,,3,5,27,0,,0,0,27,,6%
Kendall Wright WR CHI (9),,SFL 14-15 ,2.5,,0,0,0,,2,2,25,0,,0,0,25,,19%
Chad Hansen WR NYJ (11),,KCW 38-31 ,2.5,,0,0,0,,2,3,25,0,,0,0,25,,2%
OUTDeSean Jackson WR TB (1),,@GBL 20-26 ,2.4,,0,0,0,,2,3,24,0,,0,0,24,,79%
Julio Jones WR ATL (5),,MINL 9-14 ,2.4,,0,0,0,,2,6,24,0,,0,0,24,,98%
Chris Godwin WR TB (1),,@GBL 20-26 ,2.4,,0,0,0,,2,3,24,0,,0,0,24,,11%
IRTavarres King WR NYG (8),,@OAKL 17-24 ,2.3,,0,0,0,,4,9,23,0,,0,0,23,,1%
Bennie Fowler WR DEN (5),,@MIAL 9-35 ,2.3,,0,0,0,,1,4,23,0,,0,0,23,,7%
Brandin Cooks WR NE (9),,@BUFW 23-3 ,2.2,,1,5,0,,2,3,17,0,,0,0,22,,97%
Zay Jones WR BUF (6),,NEL 3-23 ,2.2,,0,0,0,,2,7,22,0,,0,0,22,,35%
Deonte Thompson WR BUF (6),,NEL 3-23 ,2.1,,0,0,0,,2,8,21,0,,0,0,21,,8%
Terrance Williams WR DAL (6),,WASW 38-14 ,2.1,,0,0,0,,2,3,21,0,,0,0,21,,15%
Michael Floyd WR MIN (9),,@ATLW 14-9 ,2,,0,0,0,,2,2,20,0,,0,0,20,,8%
OUTMarvin Hall WR ATL (5),,MINL 9-14 ,2,,0,0,0,,1,2,20,0,,0,0,20,,0%
Russell Shepard WR CAR (11),,@NOL 21-31 ,1.9,,0,0,0,,3,5,29,0,,1,0,29,,4%
Jarius Wright WR MIN (9),,@ATLW 14-9 ,1.8,,0,0,0,,3,3,18,0,,0,0,18,,1%
Brenton Bersin WR CAR (11),,@NOL 21-31 ,1.8,,0,0,0,,1,2,18,0,,0,0,18,,0%
OUTJordy Nelson WR GB (8),,TBW 26-20 ,1.7,,0,0,0,,5,8,17,0,,0,0,17,,92%
Demarcus Robinson WR KC (10),,@NYJL 31-38 ,1.7,,0,0,0,,2,3,17,0,,0,0,17,,3%
JuJu Smith-Schuster WR PIT (9),,@CINW 23-20 ,1.7,,0,0,0,,4,5,17,0,,0,0,17,,78%
Louis Murphy WR SF (11),,@CHIW 15-14 ,1.6,,0,0,0,,1,6,16,0,,0,0,16,,0%
Tyler Boyd WR CIN (6),,PITL 20-23 ,1.5,,0,0,0,,2,3,15,0,,0,0,15,,8%
Taywan Taylor WR TEN (8),,HOUW 24-13 ,1.5,,0,0,0,,2,2,15,0,,0,0,15,,9%
OUTCole Beasley WR DAL (6),,WASW 38-14 ,1.4,,0,0,0,,2,3,14,0,,0,0,14,,30%
IRJordan Matthews WR BUF (6),,NEL 3-23 ,1.4,,0,0,0,,1,3,14,0,,0,0,14,,42%
IRDamiere Byrd WR CAR (11),,@NOL 21-31 ,1.2,,0,0,0,,1,2,12,0,,0,0,12,,3%
Corey Davis WR TEN (8),,HOUW 24-13 ,1.2,,0,0,0,,2,4,12,0,,0,0,12,,50%
OUTEmmanuel Sanders WR DEN (5),,@MIAL 9-35 ,1.1,,0,0,0,,2,7,11,0,,0,0,11,,79%
Taylor Gabriel WR ATL (5),,MINL 9-14 ,1.1,,1,5,0,,1,2,6,0,,0,0,11,,18%
Kenny Britt WR CLE (9),,@LACL 10-19 ,1,,0,0,0,,2,3,10,0,,0,0,10,,36%
Mack Hollins WR PHI (10),,@SEAL 10-24 ,1,,0,0,0,,1,1,10,0,,0,0,10,,7%
Laquon Treadwell WR MIN (9),,@ATLW 14-9 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,11%
QRoger Lewis WR NYG (8),,@OAKL 17-24 ,0.9,,0,0,0,,1,3,9,0,,0,0,9,,5%
QJosh Malone WR CIN (6),,PITL 20-23 ,0.9,,0,0,0,,2,2,9,0,,0,0,9,,2%
Tavon Austin WR LA (8),,@ARIW 32-16 ,0.8,,3,8,0,,0,1,0,0,,0,0,8,,13%
Paul Richardson WR SEA (6),,PHIW 24-10 ,0.8,,0,0,0,,2,4,8,0,,0,0,8,,50%
Tyrell Williams WR LAC (9),,CLEW 19-10 ,0.8,,0,0,0,,1,3,8,0,,0,0,8,,54%
IRBruce Ellington WR HOU (7),,@TENL 13-24 ,0.7,,0,0,0,,1,2,7,0,,0,0,7,,6%
Josh Reynolds WR LA (8),,@ARIW 32-16 ,0.6,,0,0,0,,2,6,6,0,,0,0,6,,6%
OUTCody Latimer WR DEN (5),,@MIAL 9-35 ,0.5,,0,0,0,,1,3,5,0,,0,0,5,,3%
DeVante Parker WR MIA (1),,DENW 35-9 ,0.5,,0,0,0,,1,4,5,0,,0,0,5,,67%
ArDarius Stewart WR NYJ (11),,KCW 38-31 ,0.5,,3,5,0,,0,0,0,0,,0,0,5,,8%
Josh Bellamy WR CHI (9),,SFL 14-15 ,0.4,,0,0,0,,1,2,4,0,,0,0,4,,1%
Eli Rogers WR PIT (9),,@CINW 23-20 ,0.4,,0,0,0,,1,2,4,0,,0,0,11,,5%
Bobo Wilson WR TB (1),,@GBL 20-26 ,0.4,,1,4,0,,0,0,0,0,,0,0,4,,0%
Pharoh Cooper WR LA (8),,@ARIW 32-16 ,0.3,,1,6,0,,1,1,-3,0,,0,0,97,,4%
Jakeem Grant WR MIA (1),,DENW 35-9 ,0.2,,1,2,0,,0,0,0,0,,0,0,100,,1%
Tommylee Lewis WR NO (5),,CARW 31-21 ,0.2,,0,0,0,,1,1,2,0,,0,0,7,,1%
Chris Thompson WR HOU (7),,@TENL 13-24 ,0.1,,0,0,0,,1,2,11,0,,1,0,74,,0%
Corey Coleman WR CLE (9),,@LACL 10-19 ,0,,0,0,0,,0,4,0,0,,0,0,0,,51%
Eric Weems WR TEN (8),,HOUW 24-13 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Darrius Heyward-Bey WR PIT (9),,@CINW 23-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
Brandon Tate WR BUF (6),,NEL 3-23 ,0,,0,0,0,,0,0,0,0,,0,0,68,,1%
Andre Roberts WR ATL (5),,MINL 9-14 ,0,,0,0,0,,0,0,0,0,,0,0,53,,1%
Kamar Aiken WR IND (11),,@JACL 10-30 ,0,,0,0,0,,0,2,0,0,,0,0,0,,4%
IRAndre Holmes WR BUF (6),,NEL 3-23 ,0,,0,0,0,,0,1,0,0,,0,0,0,,3%
IRBrittan Golden WR ARI (8),,LAL 16-32 ,0,,0,0,0,,0,0,0,0,,0,0,33,,0%
Brice Butler WR DAL (6),,WASW 38-14 ,0,,0,0,0,,0,1,0,0,,0,0,0,,5%
Jaron Brown WR ARI (8),,LAL 16-32 ,0,,0,0,0,,0,0,0,0,,0,0,0,,11%
IRT.J. Jones WR DET (7),,@BALL 20-44 ,0,,0,0,0,,0,0,0,0,,0,0,14,,3%
Jeff Janis WR GB (8),,TBW 26-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,2%
IRDe'Anthony Thomas WR KC (10),,@NYJL 31-38 ,0,,0,0,0,,0,0,0,0,,0,0,63,,2%
Freddie Martino WR TB (1),,@GBL 20-26 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Bernard Reedy WR NE (9),,@BUFW 23-3 ,0,,0,0,0,,0,0,0,0,,0,0,11,,0%
Phillip Dorsett WR NE (9),,@BUFW 23-3 ,0,,0,0,0,,0,0,0,0,,0,0,0,,8%
Vince Mayle WR BAL (10),,DETW 44-20 ,0,,0,0,0,,0,0,0,0,,0,0,29,,0%
OUTMike Thomas WR LA (8),,@ARIW 32-16 ,0,,0,0,0,,0,0,0,0,,0,0,15,,1%
Trevor Davis WR GB (8),,TBW 26-20 ,0,,0,0,0,,0,0,0,0,,0,0,123,,1%
Alex Erickson WR CIN (6),,PITL 20-23 ,0,,0,0,0,,0,0,0,0,,0,0,38,,2%
QGeronimo Allison WR GB (8),,TBW 26-20 ,0,,0,0,0,,0,1,0,0,,0,0,0,,5%
Kalif Raymond WR NYG (8),,@OAKL 17-24 ,0,,0,0,0,,0,0,0,0,,0,0,42,,0%
Maurice Harris WR WAS (5),,@DALL 14-38 ,0,,0,0,0,,0,1,0,0,,0,0,13,,1%
OUTTanner McEvoy WR SEA (6),,PHIW 24-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Jaydon Mickens WR JAC (8),,INDW 30-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,2%
OUTChad Williams WR ARI (8),,LAL 16-32 ,0,,0,0,0,,0,1,0,0,,0,0,0,,6%
