Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
DeAndre Hopkins WR - HOU View Videos,ARI,-,-,-,-,-,83.08,0.55,-,0.01,0.04,11.55
Antonio Brown WR - PIT,TEN,-,-,-,-,-,83.8,0.53,-,0.01,0.04,11.50
Julio Jones WR - ATL View News View Videos,@SEA,-,-,-,-,-,84.16,0.5,-,-,0.04,11.34
Adam Thielen WR - MIN,LA,-,-,-,0.16,0.01,76.75,0.48,-,-,0.04,10.55
Michael Thomas WR - NO,WAS,-,-,-,0.01,0.01,74.38,0.48,-,-,0.04,10.30
A.J. Green WR - CIN,@DEN,-,-,-,-,-,75.64,0.46,-,-,0.04,10.24
Brandin Cooks WR - NE,@OAK,-,-,-,0.46,-,72.8,0.44,-,0.01,0.04,9.91
Robert Woods WR - LA View News View Videos,@MIN,-,-,-,1.04,0.01,69.13,0.47,-,0.01,0.04,9.84
Jamison Crowder WR - WAS,@NO,-,-,-,4.32,0.03,66.77,0.36,-,-,0.05,9.35
Doug Baldwin WR - SEA,ATL,-,-,-,-,-,67.37,0.41,-,0.01,0.03,9.16
Golden Tate WR - DET,@CHI,-,-,-,0.47,-,67.27,0.41,-,-,0.04,9.15
Mike Evans WR - TB,@MIA,-,-,-,-,-,65.8,0.43,-,0.01,0.04,9.10
DeVante Parker WR - MIA,TB,-,-,-,-,-,66.97,0.39,-,0.01,0.04,8.98
Larry Fitzgerald WR - ARI View Videos,@HOU,-,-,-,-,-,66.7,0.39,-,0.01,0.03,8.97
Sterling Shepard WR - NYG,KC,-,-,-,1.53,0.01,64.21,0.4,-,-,0.04,8.95
Dez Bryant WR - DAL,PHI,-,-,-,-,-,64.79,0.41,-,0.01,0.03,8.90
Stefon Diggs WR - MIN,LA,-,-,-,1.38,0.01,60.67,0.44,-,0.01,0.03,8.87
Tyreek Hill WR - KC View News View Videos,@NYG,-,-,-,8.62,0.05,56.84,0.35,-,-,0.05,8.85
Keenan Allen WR - LAC,BUF,-,-,-,0.88,0.01,65.77,0.34,-,0.01,0.04,8.71
JuJu Smith-Schuster WR - PIT View Videos,TEN,-,-,-,0.61,0.01,59.45,0.44,-,0.01,0.04,8.65
Emmanuel Sanders WR - DEN,CIN,-,-,-,-,-,64.81,0.37,-,-,0.03,8.64
Davante Adams WR - GB,BAL,-,-,-,0.17,-,56.6,0.45,-,0.01,0.03,8.34
Michael Crabtree WR - OAK,NE,-,-,-,-,-,59.23,0.41,-,0.01,0.03,8.34
Marqise Lee WR - JAX View Videos,@CLE,-,-,-,0.78,-,62.27,0.34,-,0.02,0.04,8.31
Marvin Jones WR - DET,@CHI,-,-,-,-,-,59.11,0.39,-,0.01,0.03,8.21
