Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Julio Jones WR - ATL View News View Videos,BUF,-,-,-,-,-,88.46,0.55,-,0.01,0.04,12.09
Antonio Brown WR - PIT,@BAL,-,-,-,-,-,83.57,0.52,-,0.01,0.04,11.42
Mike Evans WR - TB,NYG,-,-,-,-,-,77.68,0.52,-,0.02,0.04,10.85
Stefon Diggs WR - MIN,DET,-,-,-,1.51,0.02,71.62,0.56,-,0.01,0.04,10.73
Tyreek Hill WR - KC View News View Videos,WAS,-,-,-,9.56,0.06,68.59,0.44,-,-,0.05,10.72
A.J. Green WR - CIN,@CLE,-,-,-,-,-,78.23,0.45,-,-,0.04,10.44
T.Y. Hilton WR - IND,@SEA,-,-,-,-,-,76.35,0.47,-,0.01,0.04,10.40
Michael Thomas WR - NO,@MIA,-,-,-,0.05,-,72.42,0.52,-,-,0.04,10.29
Brandin Cooks WR - NE,CAR,-,-,-,1.22,0.01,71.99,0.47,-,0.02,0.04,10.16
Sammy Watkins WR - LA View Videos,@DAL,-,-,-,-,-,66.48,0.53,-,0.01,0.03,9.79
Jordy Nelson WR - GB,CHI,-,-,-,-,-,64.5,0.55,-,-,0.03,9.69
Dez Bryant WR - DAL,LA,-,-,-,-,-,66.19,0.5,-,0.01,0.03,9.58
Pierre Garcon WR - SF,@ARI,-,-,-,-,-,69.54,0.41,-,-,0.03,9.35
Doug Baldwin WR - SEA,IND,-,-,-,0.87,0.01,64.77,0.45,-,-,0.04,9.24
Rishard Matthews WR - TEN View Videos,@HOU,-,-,-,-,-,64.5,0.45,-,0.01,0.03,9.11
DeAndre Hopkins WR - HOU View Videos,TEN,-,-,-,-,-,69.96,0.36,-,0.01,0.04,9.10
Keenan Allen WR - LAC,PHI,-,-,-,-,-,67,0.4,-,0.01,0.04,9.04
Larry Fitzgerald WR - ARI View Videos,SF,-,-,-,-,-,65.62,0.4,-,0.01,0.03,8.92
Demaryius Thomas WR - DEN,OAK,-,-,-,-,-,66.98,0.38,-,-,0.03,8.92
Odell Beckham WR - NYG,@TB,-,-,-,0.12,-,65.22,0.41,-,0.01,0.05,8.91
Golden Tate WR - DET,@MIN,-,-,-,1.59,0.01,66.09,0.36,-,-,0.04,8.91
Adam Thielen WR - MIN,DET,-,-,-,-,-,62.34,0.44,-,-,0.03,8.81
Jarvis Landry WR - MIA,NO,-,-,-,1.37,0.01,66.02,0.32,-,0.02,0.04,8.68
Martavis Bryant WR - PIT,@BAL,-,-,-,2.57,0.02,61.64,0.36,-,-,0.04,8.62
DeSean Jackson WR - TB,NYG,-,-,-,-,-,61.68,0.41,-,0.01,0.03,8.59
Alshon Jeffery WR - PHI,@LAC,-,-,-,-,-,62.85,0.35,-,0.02,0.03,8.37
Taylor Gabriel WR - ATL,BUF,-,-,-,2.23,0.02,57.05,0.39,-,-,0.03,8.33
Davante Adams WR - GB,CHI,-,-,-,0.02,-,56.52,0.44,-,0.02,0.03,8.27
Emmanuel Sanders WR - DEN,OAK,-,-,-,-,-,57.75,0.35,-,-,0.03,7.82
Terrelle Pryor WR - WAS,@KC,-,-,-,-,-,59.11,0.31,-,0.01,0.03,7.73
Randall Cobb WR - GB,CHI,-,-,-,1.01,0.01,54.95,0.34,-,0.01,0.03,7.66
Chris Hogan WR - NE,CAR,-,-,-,1.86,0.01,50.26,0.39,-,0.01,0.03,7.57
Ted Ginn WR - NO,@MIA,-,-,-,3.56,0.02,51.61,0.32,-,0.01,0.03,7.52
DeVante Parker WR - MIA,NO,-,-,-,0.05,-,52.64,0.35,-,0.01,0.03,7.33
Kelvin Benjamin WR - BUF View Videos,@ATL,-,-,-,-,-,52.99,0.34,-,-,0.03,7.28
Mohamed Sanu WR - ATL View Videos,BUF,-,-,-,-,-,51.32,0.36,-,-,0.03,7.23
J.J. Nelson WR - ARI View News,SF,-,-,-,0.47,0.01,49.44,0.37,-,-,0.03,7.21
Paul Richardson WR - SEA,IND,-,-,-,-,-,49.58,0.38,-,0.01,0.03,7.20
Robert Woods WR - LA View News View Videos,@DAL,-,-,-,-,-,52.83,0.31,-,0.01,0.03,7.10
Allen Hurns WR - JAX,@NYJ,-,-,-,-,-,48.84,0.37,-,0.01,0.03,7.06
Eric Decker WR - TEN View News,@HOU,-,-,-,-,-,50.6,0.33,-,-,0.03,6.98
Marqise Lee WR - JAX View Videos,@NYJ,-,-,-,0.38,-,53.08,0.27,-,-,0.04,6.89
Tyrell Williams WR - LAC,PHI,-,-,-,-,-,51.86,0.29,-,-,0.03,6.87
Devin Funchess WR - CAR,@NE,-,-,-,0.07,-,51.28,0.29,-,0.01,0.03,6.84
Sterling Shepard WR - NYG,@TB,-,-,-,2.78,0.02,46.75,0.3,-,-,0.03,6.81
Marvin Jones WR - DET,@MIN,-,-,-,-,-,48.51,0.33,-,0.01,0.03,6.79
Amari Cooper WR - OAK,@DEN,-,-,-,0.64,-,50.47,0.27,-,0.01,0.04,6.67
Kenny Britt WR - NE,CAR,-,-,-,-,-,48.08,0.29,-,0.01,0.02,6.53
Jeremy Maclin WR - BAL,PIT,-,-,-,-,-,46.69,0.3,-,0.01,0.02,6.45
Kenny Stills WR - MIA,NO,-,-,-,0.02,-,45.1,0.33,-,-,0.02,6.45
Terrance Williams WR - DAL,LA,-,-,-,-,-,47.08,0.29,-,-,0.02,6.41
Jordan Matthews WR - BUF,@ATL,-,-,-,-,-,47.42,0.25,-,0.01,0.03,6.20
Cooper Kupp WR - LA View News View Videos,@DAL,-,-,-,0.29,-,44.12,0.29,-,-,0.03,6.12
Donte Moncrief WR - IND,@SEA,-,-,-,0.19,-,42.56,0.3,-,0.01,0.03,6.04
Brandon LaFell WR - CIN View News,@CLE,-,-,-,-,-,45.19,0.25,-,-,0.03,5.96
Robby Anderson WR - NYJ,JAX,-,-,-,0.33,0.01,44.06,0.25,-,-,0.03,5.94
Jermaine Kearse WR - NYJ,JAX,-,-,-,-,-,41.33,0.29,-,-,0.02,5.83
Travis Benjamin WR - LAC,PHI,-,-,-,0.91,0.01,41.4,0.26,-,-,0.02,5.81
Jeremy Kerley WR,Bye,-,-,-,-,-,44.32,0.23,-,-,0.03,-
Brandon Marshall WR - NYG,@TB,-,-,-,-,-,44.13,0.22,-,-,0.02,5.69
Willie Snead WR - NO,@MIA,-,-,-,0.05,-,42.14,0.25,-,0.01,0.03,5.68
Tyler Lockett WR - SEA,IND,-,-,-,1.32,0.01,40.06,0.24,-,-,0.05,5.54
Danny Amendola WR - NE,CAR,-,-,-,-,-,39.27,0.27,-,0.01,0.02,5.53
Bruce Ellington WR - HOU,TEN,-,-,-,0.63,0.01,37.88,0.25,-,-,0.03,5.35
Adam Humphries WR - TB,NYG,-,-,-,0.35,-,40.34,0.21,-,0.01,0.03,5.29
Ricardo Louis WR - CLE,CIN,-,-,-,0.1,-,39.77,0.22,-,0.01,0.03,5.27
Cordarrelle Patterson WR - OAK,@DEN,-,-,-,7.03,0.04,30.42,0.18,-,-,0.06,4.95
Cole Beasley WR - DAL,LA,-,-,-,-,-,36.62,0.22,-,-,0.02,4.94
Deonte Thompson WR - BUF,@ATL,-,-,-,-,-,36.04,0.23,-,-,0.05,4.88
Marquise Goodwin WR - SF,@ARI,-,-,-,-,-,38.23,0.18,-,-,0.02,4.86
Tyler Boyd WR - CIN,@CLE,-,-,-,1.08,0.01,35.6,0.19,-,-,0.03,4.81
Rashard Higgins WR - CLE,CIN,-,-,-,1.4,0.01,33.84,0.19,-,0.01,0.03,4.68
Markus Wheaton WR - CHI,@GB,-,-,-,-,-,34.37,0.21,-,0.02,0.03,4.68
