Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Russell Wilson QB - SEA View News View Videos,@DAL,275.5,1.66,0.58,32.6,0.22,-,-,-,0.04,0.23,20.70
Drew Brees QB - NO View Videos,ATL,302.39,2.03,0.87,6.34,0.06,-,-,-,0.05,0.21,19.15
Cam Newton QB - CAR View Videos,TB,226.52,1.36,0.86,44.53,0.37,-,-,-,0.02,0.22,19.05
Alex Smith QB - KC View News View Videos,MIA,238.84,1.93,0.55,18.65,0.14,-,-,-,0.07,0.21,18.60
Tom Brady QB - NE View Videos,BUF,288.86,1.76,0.77,4.52,0.04,-,-,-,0.11,0.19,17.59
Ben Roethlisberger QB - PIT View Videos,@HOU,252.93,1.84,0.7,6.43,0.05,-,-,-,0.1,0.19,16.84
Jameis Winston QB - TB,@CAR,251.75,1.72,0.92,13.2,0.1,-,-,-,0.05,0.22,16.69
Matt Ryan QB - ATL View News View Videos,@NO,274.51,1.55,0.94,8.8,0.08,-,-,-,0.04,0.19,16.36
Blake Bortles QB - JAX View Videos,@SF,226.19,1.47,0.54,17.68,0.15,-,-,-,0.07,0.2,16.26
Case Keenum QB - MIN,@GB,247.46,1.51,0.58,11.09,0.08,-,-,-,0.06,0.2,16.09
Philip Rivers QB - LAC View Videos,@NYJ,261.09,1.87,0.92,1.37,0.01,-,-,-,0.08,0.19,16.06
Tyrod Taylor QB - BUF View Videos,@NE,218.4,1.07,0.74,32.8,0.25,-,-,-,0.03,0.2,15.98
Dak Prescott QB - DAL,SEA,207.53,1.4,0.58,20.71,0.22,-,-,-,0.05,0.19,15.85
Matthew Stafford QB - DET View Videos,@CIN,255.21,1.65,0.77,4.12,0.03,-,-,-,0.06,0.2,15.58
Kirk Cousins QB - WAS View Videos,DEN,214.25,1.67,0.57,12.03,0.1,-,-,-,0.01,0.19,15.55
Nick Foles QB - PHI View Videos,OAK,247.89,1.54,0.79,8,0.09,-,-,-,0.02,0.21,15.46
Marcus Mariota QB - TEN View News View Videos,LA,219.34,1.43,0.87,18.47,0.15,-,-,-,0.04,0.21,15.16
Jimmy Garoppolo QB - SF View Videos,JAX,230.17,1.5,0.59,7.91,0.06,-,-,-,0.04,0.21,14.84
Jared Goff QB - LA View News View Videos,@TEN,239.82,1.56,0.92,7.79,0.06,-,-,-,0.01,0.21,14.73
Andy Dalton QB - CIN View Videos,DET,223.99,1.51,0.86,10.44,0.1,-,-,-,0.01,0.2,14.54
Derek Carr QB - OAK,@PHI,243.21,1.37,0.86,8.57,0.07,-,-,-,0.09,0.21,14.53
Joe Flacco QB - BAL View Videos,IND,217.12,1.32,0.87,6.12,0.05,-,-,-,0.16,0.2,13.06
Mitchell Trubisky QB - CHI View Videos,CLE,195.16,1.31,0.9,14.52,0.12,-,-,-,0.02,0.22,13.02
Brett Hundley QB - GB,MIN,193.17,1.08,0.87,18.92,0.16,-,-,-,0.01,0.22,12.74
DeShone Kizer QB - CLE,@CHI,205.08,0.94,1.18,24.91,0.18,-,-,-,0.01,0.24,12.71
Jay Cutler QB - MIA,@KC,223.59,1.16,0.87,6.06,0.05,-,-,-,0.06,0.18,12.51
Eli Manning QB - NYG,@ARI,223.87,1.26,0.97,0.61,0.01,-,-,-,0.06,0.2,11.90
T.J. Yates QB - HOU,PIT,199.74,1.15,0.95,6.3,0.07,-,-,-,0.04,0.17,11.48
Brock Osweiler QB - DEN,@WAS,194.69,1.02,0.95,10.8,0.1,-,-,-,0.07,0.2,11.39
Jacoby Brissett QB - IND,@BAL,181.36,0.8,0.89,18.24,0.18,-,-,-,0.04,0.23,11.20
Drew Stanton QB - ARI,NYG,197.08,1.05,1.22,10.95,0.09,-,-,-,0.04,0.18,11.00
Bryce Petty QB - NYJ,LAC,172.41,0.91,1.22,9.28,0.08,-,-,-,0.04,0.2,9.18
Nate Sudfeld QB - PHI View Videos,OAK,8.96,0.04,0.04,3.76,0.04,-,-,-,0.02,0.02,1.05
Brian Hoyer QB - NE,BUF,6.1,0.04,0.04,3.26,0.03,-,-,-,0.01,0.01,0.83
Teddy Bridgewater QB - MIN,@GB,1.64,0.03,0.03,4.49,0.03,-,-,-,0.02,0.02,0.75
Christian Hackenberg QB - NYJ,LAC,8.69,0.04,0.04,1.68,0.02,-,-,-,0.02,0.01,0.74
Landry Jones QB - PIT,@HOU,1.72,0.03,0.03,3.69,0.04,-,-,-,0.01,0.01,0.74
C.J. Beathard QB - SF,JAX,8.55,0.04,0.03,1.67,0.01,-,-,-,0.01,0.01,0.67
Blaine Gabbert QB - ARI View News,NYG,8.68,0.04,0.05,0.64,0.01,-,-,-,0.01,0.01,0.53
Cooper Rush QB - DAL,SEA,8.91,0.04,0.05,0.3,0.01,-,-,-,0.01,0.01,0.51
Joe Callahan QB - GB,MIN,9.05,0.04,0.04,0.37,-,-,-,-,0.01,0.01,0.48
Patrick Mahomes QB - KC,MIA,8.11,0.04,0.03,0.41,-,-,-,-,0.01,0.01,0.47
Ryan Mallett QB - BAL,IND,8.64,0.04,0.04,0.34,-,-,-,-,0.01,0.01,0.46
Paxton Lynch QB - DEN,@WAS,5.99,0.04,0.03,0.75,-,-,-,-,0.03,0.01,0.45
Mike Glennon QB - CHI,CLE,8.58,0.04,0.04,-,-,-,-,-,0.01,-,0.44
Chase Daniel QB - NO,ATL,5.81,0.04,0.03,0.07,0.01,-,-,-,0.01,-,0.42
AJ McCarron QB - CIN,DET,9.03,0.04,0.05,-,-,-,-,-,0.01,0.01,0.42
Sean Mannion QB - LA,@TEN,2.1,0.03,0.03,1.99,0.01,-,-,-,0.01,0.01,0.40
Colt McCoy QB - WAS,DEN,6.51,0.04,0.04,-,-,-,-,-,0.01,-,0.36
Ryan Fitzpatrick QB - TB,@CAR,2.62,0.04,0.05,1.02,0.01,-,-,-,0.01,-,0.35
Derek Anderson QB - CAR,TB,5.44,0.04,0.04,-,-,-,-,-,0.02,-,0.34
Cardale Jones QB - LAC,@NYJ,3.45,0.03,0.04,1.06,0.01,-,-,-,0.01,0.01,0.34
Nathan Peterman QB - BUF,@NE,3.18,0.03,0.04,1.04,0.01,-,-,-,0.01,0.01,0.33
Matt Cassel QB - TEN,LA,4.58,0.04,0.03,-,-,-,-,-,0.01,-,0.30
David Fales QB - MIA,@KC,2.72,0.03,0.04,0.77,0.01,-,-,-,0.01,0.01,0.29
Cody Kessler QB - CLE,@CHI,2.9,0.03,0.04,0.6,-,-,-,-,0.01,0.01,0.22
Geno Smith QB - NYG,@ARI,4.45,0.03,0.04,-,-,-,-,-,0.01,0.01,0.22
Jake Rudock QB - DET,@CIN,2.39,0.03,0.03,0.2,-,-,-,-,0.01,0.01,0.18
Scott Tolzien QB - IND,@BAL,4.95,0.03,0.07,-,-,-,-,-,0.01,0.01,0.18
Austin Davis QB - SEA,@DAL,3.66,0.03,0.05,-,-,-,-,-,0.01,0.01,0.17
Chad Henne QB - JAX,@SF,0.12,0.03,0.03,0.65,-,-,-,-,0.01,-,0.15
EJ Manuel QB - OAK,@PHI,2.3,0.03,0.04,0.01,-,-,-,-,0.01,0.01,0.13
Kellen Clemens QB - LAC,@NYJ,-,0.03,0.04,0.38,-,-,-,-,0.01,-,0.10
Matt Schaub QB - ATL,@NO,1.02,0.03,0.04,-,-,-,-,-,0.01,-,0.10
Brandon Allen QB - LA,@TEN,-,-,-,-,-,-,-,-,-,-,0.00
Matt Barkley QB - ARI,NYG,-,-,-,-,-,-,-,-,-,-,0.00
Trevone Boykin QB - SEA,@DAL,-,-,-,-,-,-,-,-,-,-,0.00
Sam Bradford QB - MIN,@GB,-,-,-,-,-,-,-,-,-,-,0.00
Tyler Bray QB - KC,MIA,-,-,-,-,-,-,-,-,-,-,0.00
