Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Tom Brady QB - NE View Videos,@NYJ,312.1,2.04,0.37,6.22,0.06,-,-,-,0.11,0.2,20.71
Drew Brees QB - NO View Videos,DET,302.63,2.32,0.61,3.07,0.04,-,-,-,0.06,0.21,20.41
Kirk Cousins QB - WAS View Videos,SF,293.97,1.95,0.54,12.94,0.13,-,-,-,0.03,0.24,20.13
Aaron Rodgers QB - GB,@MIN,271.6,2.13,0.58,14.4,0.09,-,-,-,0.14,0.22,20.04
Deshaun Watson QB - HOU,CLE,232.37,2.08,0.59,22.2,0.24,-,-,-,0.02,0.21,19.71
Marcus Mariota QB - TEN View News View Videos,IND,242.16,1.65,0.55,26.57,0.27,-,-,-,0.08,0.22,19.18
Matt Ryan QB - ATL View News View Videos,MIA,280.79,1.98,0.58,7.51,0.07,-,-,-,0.03,0.2,18.82
Matthew Stafford QB - DET View Videos,@NO,281,1.75,0.58,7.26,0.06,-,-,-,0.14,0.21,18.03
Cam Newton QB - CAR View Videos,PHI,235.63,1.55,0.94,19.44,0.21,-,-,-,0.06,0.2,16.67
Alex Smith QB - KC View News View Videos,PIT,251.61,1.43,0.62,12.97,0.16,-,-,-,0.02,0.2,16.44
Carson Palmer QB - ARI,TB,281.13,1.68,0.95,4.11,0.04,-,-,-,0.06,0.21,16.42
Jameis Winston QB - TB,@ARI,252.59,1.74,0.9,10.17,0.08,-,-,-,0.06,0.23,16.42
Blake Bortles QB - JAX View Videos,LA,227.45,1.52,0.87,19.92,0.17,-,-,-,0.08,0.2,16.21
Derek Carr QB - OAK,LAC,245.47,1.53,0.58,10.5,0.08,-,-,-,0.06,0.21,16.01
Ben Roethlisberger QB - PIT View Videos,@KC,276.77,1.45,1.02,7,0.06,-,-,-,0.15,0.2,15.79
Philip Rivers QB - LAC View Videos,@OAK,245.51,1.73,0.95,3.66,0.03,-,-,-,0.06,0.21,15.09
Case Keenum QB - MIN,GB,237.46,1.37,0.65,10.55,0.09,-,-,-,0.01,0.2,14.89
Trevor Siemian QB - DEN,NYG,223.75,1.46,0.9,12.22,0.1,-,-,-,0.03,0.2,14.47
Josh McCown QB - NYJ,NE,216.05,1.58,0.82,8.81,0.07,-,-,-,0.07,0.21,14.34
Carson Wentz QB - PHI View Videos,@CAR,246.37,1.12,0.79,12.96,0.07,-,-,-,0.04,0.22,14.11
Joe Flacco QB - BAL View Videos,CHI,224.85,1.23,0.63,5.44,0.05,-,-,-,0.05,0.18,13.24
Kevin Hogan QB - CLE,@HOU,188.96,1.29,1.13,18.94,0.14,-,-,-,0.04,0.22,12.83
Eli Manning QB - NYG,@DEN,216.81,1.4,0.98,3.4,0.03,-,-,-,0.06,0.2,12.55
Jacoby Brissett QB - IND,@TEN,185.24,0.89,0.58,19.49,0.18,-,-,-,0.06,0.23,12.50
Brian Hoyer QB - NE,@NYJ,230.98,1.2,0.92,3.7,0.03,-,-,-,0.05,0.21,12.43
Jay Cutler QB - MIA,@ATL,212.32,1.08,0.97,5.97,0.04,-,-,-,0.06,0.18,11.47
Jared Goff QB - LA View News View Videos,@JAX,203.15,1.21,1.2,7.59,0.07,-,-,-,0.01,0.22,11.33
Mitchell Trubisky QB - CHI View Videos,@BAL,181.8,0.92,0.88,15.23,0.15,-,-,-,0.02,0.19,11.28
Patrick Mahomes QB - KC,PIT,8.64,0.04,0.04,0.54,0.01,-,-,-,0.01,0.01,0.54
Kyle Sloter QB - MIN,GB,7.94,0.04,0.06,0.96,0.01,-,-,-,0.01,0.01,0.51
DeShone Kizer QB - CLE,@HOU,4.57,0.03,0.04,1.78,0.02,-,-,-,0.01,0.02,0.50
Tom Savage QB - HOU,CLE,8.91,0.04,0.05,0.19,0.01,-,-,-,0.01,0.01,0.50
Bryce Petty QB - NYJ,NE,9.03,0.04,0.04,-,-,-,-,-,0.01,0.01,0.44
Cardale Jones QB - LAC,@OAK,6.62,0.03,0.06,1.29,0.01,-,-,-,0.01,0.02,0.43
Chad Henne QB - JAX,LA,5.07,0.04,0.04,0.68,0.01,-,-,-,0.01,0.01,0.41
EJ Manuel QB - OAK,LAC,7.51,0.04,0.04,0.04,-,-,-,-,0.01,-,0.40
Drew Stanton QB - ARI,TB,8.97,0.04,0.07,-,-,-,-,-,0.01,-,0.40
Ryan Mallett QB - BAL,CHI,7.05,0.04,0.04,0.09,-,-,-,-,0.01,-,0.39
Chase Daniel QB - NO,DET,7.01,0.04,0.04,-,-,-,-,-,0.01,-,0.38
Colt McCoy QB - WAS,SF,6.39,0.04,0.03,-,-,-,-,-,0.01,-,0.38
Brock Osweiler QB - DEN,NYG,6.42,0.04,0.03,0.08,-,-,-,-,0.01,-,0.38
Davis Webb QB - NYG,@DEN,4.78,0.03,0.05,1.3,0.01,-,-,-,0.01,0.02,0.38
Jake Rudock QB - DET,@NO,8.3,0.03,0.06,0.05,-,-,-,-,0.01,0.01,0.34
Derek Anderson QB - CAR,PHI,4.77,0.04,0.04,-,-,-,-,-,0.02,-,0.31
Matt Cassel QB - TEN,IND,4.8,0.04,0.03,-,-,-,-,-,0.01,-,0.31
Ryan Fitzpatrick QB - TB,@ARI,3.19,0.04,0.06,0.68,0.01,-,-,-,0.01,0.01,0.30
C.J. Beathard QB - SF,@WAS,5.49,0.03,0.05,0.48,-,-,-,-,0.01,0.01,0.29
Sean Mannion QB - LA,@JAX,2.32,0.03,0.03,0.81,0.01,-,-,-,0.01,0.01,0.29
Matt Schaub QB - ATL,MIA,4.38,0.04,0.04,-,-,-,-,-,0.01,-,0.28
Geno Smith QB - NYG,@DEN,5.35,0.03,0.04,0.11,-,-,-,-,0.01,0.01,0.27
Brett Hundley QB - GB,@MIN,3.43,0.03,0.04,0.49,-,-,-,-,0.01,0.01,0.23
Mike Glennon QB - CHI,@BAL,1.75,0.03,0.03,-,-,-,-,-,0.01,-,0.15
