Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Julio Jones WR - ATL View News View Videos,MIA,-,-,-,-,-,79.08,0.49,-,0.01,0.04,10.79
Mike Evans WR - TB,@ARI,-,-,-,-,-,77.89,0.49,-,0.01,0.04,10.67
T.Y. Hilton WR - IND,@TEN,-,-,-,-,-,77.69,0.47,-,0.01,0.04,10.53
Michael Thomas WR - NO,DET,-,-,-,-,-,74.07,0.52,-,-,0.04,10.45
Antonio Brown WR - PIT,@KC,-,-,-,-,-,76.74,0.47,-,0.01,0.04,10.43
DeAndre Hopkins WR - HOU View Videos,CLE,-,-,-,-,-,71.92,0.46,-,0.01,0.04,9.89
Michael Crabtree WR - OAK,LAC,-,-,-,-,-,67.81,0.5,-,0.01,0.03,9.74
Jordy Nelson WR - GB,@MIN,-,-,-,-,-,60.63,0.58,-,0.01,0.03,9.50
Keenan Allen WR - LAC,@OAK,-,-,-,-,-,72.36,0.38,-,0.01,0.04,9.46
Brandin Cooks WR - NE,@NYJ,-,-,-,1.26,0.01,66.97,0.42,-,0.02,0.03,9.38
Tyreek Hill WR - KC View News View Videos,PIT,-,-,-,5.95,0.04,61.01,0.38,-,-,0.04,9.14
Davante Adams WR - GB,@MIN,-,-,-,0.07,-,60.06,0.5,-,0.01,0.03,8.97
DeSean Jackson WR - TB,@ARI,-,-,-,-,-,64.32,0.4,-,0.01,0.03,8.79
Rishard Matthews WR - TEN View Videos,IND,-,-,-,0.64,0.01,61.66,0.39,-,0.01,0.03,8.59
Demaryius Thomas WR - DEN,NYG,-,-,-,-,-,63.9,0.36,-,0.01,0.03,8.51
Jarvis Landry WR - MIA,@ATL,-,-,-,0.74,-,66.05,0.31,-,0.01,0.04,8.48
Pierre Garcon WR - SF,@WAS,-,-,-,-,-,64.33,0.35,-,-,0.03,8.47
Kelvin Benjamin WR - BUF View Videos,Bye,-,-,-,-,-,59.94,0.41,-,-,0.03,-
Adam Thielen WR - MIN,GB,-,-,-,1.1,0.01,59.4,0.38,-,-,0.03,8.33
Chris Hogan WR - NE,@NYJ,-,-,-,0.48,-,56.21,0.45,-,-,0.03,8.31
Sammy Watkins WR - LA View Videos,@JAX,-,-,-,-,-,55.5,0.46,-,0.01,0.03,8.27
Larry Fitzgerald WR - ARI View Videos,TB,-,-,-,-,-,59.75,0.37,-,0.01,0.03,8.16
Alshon Jeffery WR - PHI,@CAR,-,-,-,-,-,59.85,0.36,-,0.01,0.03,8.11
Devin Funchess WR - CAR,PHI,-,-,-,0.04,-,56.6,0.4,-,0.01,0.03,8.02
