Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Le'Veon Bell RB - PIT,NE,-,-,-,80.48,0.53,44.09,0.23,-,0.01,0.15,16.74
Todd Gurley RB - LA View News View Videos,@SEA,-,-,-,75.1,0.61,37.24,0.17,-,0.01,0.14,15.65
Kenyan Drake RB - MIA,@BUF,-,-,-,89.65,0.54,27.67,0.14,-,0.01,0.15,15.53
Jordan Howard RB - CHI,@DET,-,-,-,90.57,0.75,11.09,0.04,-,0.01,0.12,14.69
Devonta Freeman RB - ATL View News View Videos,@TB,-,-,-,81.3,0.65,21.86,0.1,-,0.01,0.12,14.60
LeSean McCoy RB - BUF View Videos,MIA,-,-,-,86.58,0.56,21.35,0.11,-,0.01,0.14,14.55
Alvin Kamara RB - NO View Videos,NYJ,-,-,-,43.38,0.45,50.56,0.32,-,0.03,0.1,13.87
Melvin Gordon RB - LAC,@KC,-,-,-,73.1,0.57,24.11,0.12,-,-,0.13,13.60
Mark Ingram RB - NO,NYJ,-,-,-,71.7,0.51,25.04,0.1,-,0.03,0.13,13.13
Jamaal Williams RB - GB,@CAR,-,-,-,59.8,0.46,33.53,0.19,-,0.01,0.11,13.03
Kareem Hunt RB - KC View News View Videos,LAC,-,-,-,74.52,0.43,23.07,0.12,-,0.01,0.12,12.84
Alex Collins RB - BAL,@CLE,-,-,-,77.66,0.51,13.37,0.05,-,0.01,0.11,12.26
Giovani Bernard RB - CIN View News,@MIN,-,-,-,62.24,0.3,31.96,0.12,-,-,0.11,11.72
Alfred Morris RB - DAL,@OAK,-,-,-,76.11,0.48,10.16,0.04,-,-,0.11,11.53
Samaje Perine RB - WAS,ARI,-,-,-,63.32,0.4,20,0.1,-,0.01,0.12,11.11
Kerwynn Williams RB - ARI,@WAS,-,-,-,66.09,0.49,12.94,0.06,-,-,0.11,10.98
Lamar Miller RB - HOU,@JAX,-,-,-,68.27,0.35,17.22,0.09,-,0.01,0.12,10.97
Theo Riddick RB - DET,CHI,-,-,-,40.69,0.3,40.35,0.18,-,0.01,0.08,10.84
Carlos Hyde RB - SF,TEN,-,-,-,55.58,0.37,26.11,0.1,-,-,0.11,10.77
Isaiah Crowell RB - CLE,BAL,-,-,-,66.35,0.4,14.55,0.06,-,0.01,0.12,10.63
Marshawn Lynch RB - OAK,DAL,-,-,-,62.42,0.47,12.27,0.06,-,0.01,0.09,10.49
Chris Ivory RB - JAX,HOU,-,-,-,60.16,0.36,19.83,0.09,-,0.01,0.15,10.42
Latavius Murray RB - MIN,CIN,-,-,-,58.38,0.54,10.18,0.05,-,0.01,0.1,10.22
Jonathan Stewart RB - CAR,GB,-,-,-,62.94,0.46,6.94,0.04,-,0.01,0.11,9.79
C.J. Anderson RB - DEN,@IND,-,-,-,58.87,0.32,15.24,0.07,-,-,0.11,9.53
Frank Gore RB - IND,DEN,-,-,-,60.14,0.33,12.66,0.06,-,0.01,0.1,9.44
Derrick Henry RB - TEN View News View Videos,@SF,-,-,-,59.76,0.43,7.69,0.03,-,-,0.08,9.35
Mike Davis RB - SEA,LA,-,-,-,52.02,0.31,18.5,0.09,-,0.01,0.11,9.25
Jerick McKinnon RB - MIN,CIN,-,-,-,38.86,0.27,28.57,0.15,-,0.01,0.08,9.12
Dion Lewis RB - NE,@PIT,-,-,-,49.53,0.36,14.28,0.08,-,0.01,0.09,8.86
Peyton Barber RB - TB,ATL,-,-,-,46.4,0.37,14.07,0.07,-,0.01,0.07,8.57
DeMarco Murray RB - TEN View Videos,@SF,-,-,-,43.87,0.28,21.26,0.08,-,-,0.08,8.51
Bilal Powell RB - NYJ,@NO,-,-,-,49.68,0.31,14.41,0.06,-,0.01,0.08,8.49
Rex Burkhead RB - NE,@PIT,-,-,-,33.49,0.33,22.01,0.14,-,-,0.07,8.23
Christian McCaffrey RB - CAR View Videos,GB,-,-,-,26.28,0.16,34.9,0.19,-,0.01,0.07,8.10
Tarik Cohen RB - CHI View Videos,@DET,-,-,-,35.88,0.25,25.3,0.1,-,-,0.1,8.02
Jay Ajayi RB - PHI,@NYG,-,-,-,51.99,0.28,9.87,0.04,-,0.02,0.1,7.95
Orleans Darkwa RB - NYG,PHI,-,-,-,43.59,0.3,11.47,0.05,-,0.01,0.07,7.49
Duke Johnson RB - CLE,BAL,-,-,-,23.41,0.15,31.84,0.18,-,0.01,0.06,7.41
Rod Smith RB - DAL,@OAK,-,-,-,30.94,0.29,15.81,0.08,-,-,0.06,6.78
J.D. McKissic RB - SEA,LA,-,-,-,21.06,0.14,27.33,0.15,-,0.01,0.05,6.50
Marlon Mack RB - IND,DEN,-,-,-,28.37,0.18,19.98,0.1,-,0.01,0.07,6.40
Austin Ekeler RB - LAC,@KC,-,-,-,23.11,0.18,20.82,0.13,-,-,0.06,6.13
LeGarrette Blount RB - PHI,@NYG,-,-,-,39.16,0.3,2.53,0.01,-,0.02,0.07,5.93
Ameer Abdullah RB - DET,CHI,-,-,-,31.34,0.19,9.93,0.07,-,0.01,0.1,5.51
Devontae Booker RB - DEN,@IND,-,-,-,24.98,0.18,16.18,0.07,-,-,0.07,5.48
Matt Breida RB - SF,TEN,-,-,-,25.06,0.16,15.46,0.08,-,-,0.06,5.37
Matt Forte RB - NYJ,@NO,-,-,-,26.14,0.16,14,0.07,-,-,0.05,5.29
Doug Martin RB - TB,ATL,-,-,-,28.22,0.23,5.98,0.03,-,0.01,0.05,4.90
James White RB - NE,@PIT,-,-,-,10.28,0.09,24.1,0.16,-,-,0.03,4.88
Danny Woodhead RB - BAL,@CLE,-,-,-,12.1,0.08,24.13,0.13,-,-,0.04,4.80
Wayne Gallman RB - NYG,PHI,-,-,-,20.8,0.11,15.73,0.08,-,0.01,0.05,4.71
T.J. Yeldon RB - JAX View Videos,HOU,-,-,-,19.83,0.1,17.64,0.07,-,0.01,0.05,4.69
Corey Clement RB - PHI,@NYG,-,-,-,23.46,0.23,7.3,0.04,-,0.01,0.04,4.64
Javorius Allen RB - BAL,@CLE,-,-,-,21.8,0.18,11.23,0.05,-,-,0.05,4.58
DeAndre Washington RB - OAK,DAL,-,-,-,17.59,0.12,13.42,0.07,-,-,0.05,4.14
Aaron Jones RB - GB,@CAR,-,-,-,23.44,0.17,4.86,0.02,-,-,0.04,3.89
Charcandrick West RB - KC,LAC,-,-,-,12.91,0.11,14.77,0.09,-,-,0.04,3.89
Elijah McGuire RB - NYJ,@NO,-,-,-,20.47,0.14,8.38,0.03,-,0.01,0.04,3.85
D.J. Foster RB - ARI,@WAS,-,-,-,11.33,0.08,16.78,0.07,-,-,0.04,3.63
Andre Ellington RB - HOU,@JAX,-,-,-,6.85,0.04,21.48,0.09,-,-,0.03,3.55
Shane Vereen RB - NYG,PHI,-,-,-,11.62,0.07,15.67,0.07,-,0.01,0.04,3.51
Jalen Richard RB - OAK,DAL,-,-,-,11.33,0.07,13.08,0.08,-,-,0.03,3.28
