Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Keenan Allen WR - LAC,@NYJ,-,-,-,0.64,-,85.18,0.56,-,0.01,0.04,11.88
Julio Jones WR - ATL View News View Videos,@NO,-,-,-,0.26,-,84.76,0.55,-,-,0.04,11.72
Michael Thomas WR - NO,ATL,-,-,-,0.01,0.01,82.8,0.57,-,-,0.04,11.68
DeAndre Hopkins WR - HOU View Videos,PIT,-,-,-,-,-,80.46,0.53,-,0.01,0.04,11.17
A.J. Green WR - CIN,DET,-,-,-,-,-,75.94,0.46,-,-,0.04,10.27
Josh Gordon WR - CLE,@CHI,-,-,-,0.26,-,77.06,0.41,-,0.01,0.04,10.13
Adam Thielen WR - MIN,@GB,-,-,-,0.65,-,72.78,0.43,-,-,0.04,9.84
Tyreek Hill WR - KC View News View Videos,MIA,-,-,-,4.23,0.03,65.85,0.45,-,0.01,0.04,9.83
Dez Bryant WR - DAL,SEA,-,-,-,0.54,0.01,65.95,0.43,-,0.01,0.03,9.25
Marquise Goodwin WR - SF,JAX,-,-,-,0.84,0.01,69.06,0.38,-,-,0.04,9.25
Robert Woods WR - LA View News View Videos,@TEN,-,-,-,0.53,-,65.36,0.44,-,0.01,0.04,9.17
Marvin Jones WR - DET,@CIN,-,-,-,-,-,63.22,0.47,-,0.01,0.03,9.10
Mike Evans WR - TB,@CAR,-,-,-,0.06,-,65.57,0.39,-,0.01,0.04,8.84
Jarvis Landry WR - MIA,@KC,-,-,-,0.12,-,64.78,0.4,-,-,0.04,8.81
Mike Wallace WR - BAL,IND,-,-,-,-,-,64.8,0.37,-,-,0.03,8.64
JuJu Smith-Schuster WR - PIT View Videos,@HOU,-,-,-,0.73,0.01,60.63,0.4,-,0.01,0.04,8.54
Robby Anderson WR - NYJ,LAC,-,-,-,0.87,0.01,59.86,0.4,-,-,0.03,8.47
Sterling Shepard WR - NYG,@ARI,-,-,-,1.13,0.01,60.75,0.36,-,-,0.04,8.33
Cooper Kupp WR - LA View News View Videos,@TEN,-,-,-,0.17,-,58.64,0.37,-,-,0.04,8.02
Doug Baldwin WR - SEA,@DAL,-,-,-,0.27,-,57.61,0.37,-,0.01,0.03,7.97
Alshon Jeffery WR - PHI,OAK,-,-,-,0.28,-,55.79,0.39,-,0.02,0.03,7.93
Demaryius Thomas WR - DEN,@WAS,-,-,-,-,-,57.59,0.35,-,0.01,0.03,7.82
Larry Fitzgerald WR - ARI View Videos,NYG,-,-,-,-,-,58.5,0.32,-,0.02,0.03,7.75
Devin Funchess WR - CAR,TB,-,-,-,0.18,-,53.87,0.39,-,0.01,0.03,7.71
Michael Crabtree WR - OAK,@PHI,-,-,-,-,-,55.66,0.34,-,0.03,0.03,7.61
Golden Tate WR - DET,@CIN,-,-,-,1.32,0.01,56.41,0.3,-,0.01,0.03,7.59
Rishard Matthews WR - TEN View Videos,LA,-,-,-,-,-,54.69,0.36,-,-,0.03,7.57
Jamison Crowder WR - WAS,DEN,-,-,-,2,0.01,52.1,0.35,-,-,0.03,7.51
Mohamed Sanu WR - ATL View Videos,@NO,-,-,-,0.9,0.01,51.16,0.36,-,-,0.03,7.37
Ted Ginn WR - NO,ATL,-,-,-,1.95,0.02,50.46,0.31,-,0.01,0.03,7.18
Sammy Watkins WR - LA View Videos,@TEN,-,-,-,0.11,-,48.77,0.38,-,0.01,0.03,7.13
Nelson Agholor WR - PHI,OAK,-,-,-,0.53,0.01,49.42,0.35,-,0.01,0.03,7.12
Stefon Diggs WR - MIN,@GB,-,-,-,1.86,0.01,50.18,0.32,-,-,0.03,7.12
Paul Richardson WR - SEA,@DAL,-,-,-,-,-,50.31,0.34,-,0.01,0.03,7.03
Brandin Cooks WR - NE,BUF,-,-,-,0.95,0.01,49.19,0.33,-,0.01,0.03,7.01
Dede Westbrook WR - JAX,@SF,-,-,-,0.15,-,51.11,0.3,-,-,0.03,6.87
Danny Amendola WR - NE,BUF,-,-,-,-,-,49.89,0.31,-,-,0.03,6.79
T.Y. Hilton WR - IND,@BAL,-,-,-,-,-,49.51,0.29,-,0.01,0.03,6.65
Randall Cobb WR - GB,MIN,-,-,-,1.56,0.01,45.48,0.32,-,0.01,0.03,6.64
Martavis Bryant WR - PIT,@HOU,-,-,-,0.69,0.01,48.12,0.28,-,0.01,0.04,6.56
Kenny Stills WR - MIA,@KC,-,-,-,0.1,-,47.91,0.3,-,0.01,0.03,6.56
Keelan Cole WR - JAX View Videos,@SF,-,-,-,0.03,-,45.88,0.32,-,-,0.03,6.45
Corey Coleman WR - CLE,@CHI,-,-,-,0.52,-,47.5,0.28,-,-,0.03,6.42
Jermaine Kearse WR - NYJ,LAC,-,-,-,-,-,47.28,0.28,-,0.01,0.03,6.37
Chris Godwin WR - TB View Videos,@CAR,-,-,-,0.61,-,46.48,0.26,-,0.01,0.03,6.23
Eric Decker WR - TEN View News,LA,-,-,-,-,-,45.32,0.28,-,-,0.02,6.17
Will Fuller WR - HOU,PIT,-,-,-,0.54,0.01,42.87,0.3,-,0.01,0.03,6.16
Tyrell Williams WR - LAC,@NYJ,-,-,-,0.04,-,44.99,0.28,-,-,0.02,6.14
Trent Taylor WR - SF,JAX,-,-,-,0.32,0.01,45.27,0.25,-,-,0.03,6.06
Brandon LaFell WR - CIN View News,DET,-,-,-,-,-,45.33,0.26,-,-,0.02,6.05
Kelvin Benjamin WR - BUF View Videos,@NE,-,-,-,0.02,-,42.46,0.3,-,-,0.03,5.99
Josh Doctson WR - WAS,DEN,-,-,-,1.2,0.01,38.17,0.29,-,-,0.03,5.68
Kendall Wright WR - CHI,CLE,-,-,-,-,-,43.68,0.22,-,0.01,0.03,5.65
Tyler Lockett WR - SEA,@DAL,-,-,-,2.08,0.02,38.21,0.25,-,-,0.06,5.53
