Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Rob Gronkowski TE - NE,@DEN,-,-,-,-,-,74.69,0.57,-,0.01,0.04,10.83
Evan Engram TE - NYG,@SF,-,-,-,0.06,-,60.03,0.39,-,-,0.04,8.27
Cameron Brate TE - TB,NYJ,-,-,-,-,-,51.55,0.38,-,-,0.03,7.38
Jack Doyle TE - IND,PIT,-,-,-,-,-,52.44,0.33,-,0.01,0.03,7.18
Jimmy Graham TE - SEA View News,@ARI,-,-,-,-,-,47.35,0.38,-,-,0.02,6.98
Kyle Rudolph TE - MIN,@WAS,-,-,-,-,-,47,0.32,-,-,0.03,6.56
Delanie Walker TE - TEN View News View Videos,CIN,-,-,-,0.24,-,46.49,0.25,-,-,0.02,6.13
Hunter Henry TE - LAC,@JAX,-,-,-,0.09,-,41.09,0.31,-,0.01,0.03,5.94
Charles Clay TE - BUF,NO,-,-,-,-,-,41.52,0.28,-,-,0.02,5.79
Jason Witten TE - DAL,@ATL,-,-,-,-,-,40.23,0.29,-,0.01,0.02,5.74
Austin Seferian-Jenkins TE - NYJ,@TB,-,-,-,-,-,41.46,0.26,-,-,0.03,5.65
C.J. Fiedorowicz TE - HOU,@LA,-,-,-,-,-,40.57,0.27,-,-,0.03,5.62
Vernon Davis TE - WAS,MIN,-,-,-,-,-,39.4,0.25,-,0.01,0.02,5.42
Jordan Reed TE - WAS,MIN,-,-,-,-,-,37.42,0.28,-,-,0.02,5.38
Austin Hooper TE - ATL View Videos,DAL,-,-,-,0.15,-,36.34,0.26,-,-,0.02,5.17
David Njoku TE - CLE,@DET,-,-,-,0.94,0.01,32.4,0.24,-,0.01,0.03,4.79
Tyler Kroft TE - CIN,@TEN,-,-,-,-,-,32.2,0.23,-,-,0.02,4.56
Julius Thomas TE - MIA,@CAR,-,-,-,-,-,31.54,0.19,-,-,0.02,4.25
Eric Ebron TE - DET,CLE,-,-,-,0.13,0.01,31.2,0.17,-,0.01,0.02,4.19
Marcedes Lewis TE - JAX,LAC,-,-,-,-,-,27.22,0.2,-,0.01,0.01,3.92
O.J. Howard TE - TB,NYJ,-,-,-,0.06,-,26.26,0.19,-,-,0.02,3.73
Tyler Higbee TE - LA,HOU,-,-,-,-,-,26.59,0.18,-,-,0.02,3.70
Jermaine Gresham TE - ARI,SEA,-,-,-,-,-,26.09,0.18,-,0.01,0.01,3.69
Lance Kendricks TE - GB,@CHI,-,-,-,-,-,26.36,0.17,-,-,0.02,3.62
A.J. Derby TE - MIA,@CAR,-,-,-,-,-,25.24,0.17,-,-,0.02,3.50
Ed Dickson TE - CAR,MIA,-,-,-,-,-,25.86,0.15,-,-,0.01,3.47
Jesse James TE - PIT,@IND,-,-,-,0.17,-,24.83,0.16,-,0.01,0.02,3.44
Garrett Celek TE - SF,NYG,-,-,-,-,-,22.6,0.16,-,-,0.01,3.20
Seth DeValve TE - CLE View News,@DET,-,-,-,0.12,-,21.32,0.14,-,-,0.02,2.94
Stephen Anderson TE - HOU,@LA,-,-,-,-,-,22.33,0.12,-,-,0.02,2.91
Dion Sims TE - CHI,GB,-,-,-,0.03,-,18.02,0.13,-,-,0.01,2.57
Antonio Gates TE - LAC,@JAX,-,-,-,-,-,17.85,0.11,-,0.01,0.01,2.45
Gerald Everett TE - LA,HOU,-,-,-,1.42,0.01,15.26,0.11,-,-,0.02,2.35
Coby Fleener TE - NO,@BUF,-,-,-,-,-,16.41,0.11,-,-,0.01,2.28
Darren Fells TE - DET,CLE,-,-,-,-,-,13.7,0.13,-,-,0.01,2.13
Jonnu Smith TE - TEN View Videos,CIN,-,-,-,0.18,-,13.65,0.09,-,-,0.01,1.90
Nick O'Leary TE - BUF,NO,-,-,-,0.05,-,13.29,0.08,-,-,0.01,1.79
Josh Hill TE - NO,@BUF,-,-,-,-,-,10.25,0.06,-,-,0.01,1.37
Vance McDonald TE - PIT,@IND,-,-,-,-,-,9.7,0.07,-,-,0.01,1.37
Luke Willson TE - SEA,@ARI,-,-,-,-,-,9.54,0.07,-,-,0.01,1.35
Eric Tomlinson TE - NYJ,@TB,-,-,-,-,-,9.95,0.06,-,-,0.01,1.34
Virgil Green TE - DEN,NE,-,-,-,-,-,8.93,0.07,-,-,0.01,1.29
Richard Rodgers TE - GB,@CHI,-,-,-,0.08,-,9.41,0.06,-,-,0.01,1.29
Troy Niklas TE - ARI View News,SEA,-,-,-,-,-,8.77,0.07,-,-,0.01,1.28
Rhett Ellison TE - NYG,@SF,-,-,-,-,-,9.25,0.06,-,-,0.01,1.27
Jeff Heuerman TE - DEN,NE,-,-,-,0.11,-,8.56,0.07,-,-,0.01,1.27
C.J. Uzomah TE - CIN View News,@TEN,-,-,-,0.04,-,8.99,0.06,-,-,0.01,1.24
Levine Toilolo TE - ATL,DAL,-,-,-,-,-,8.69,0.06,-,0.01,0.01,1.23
Johnny Mundt TE - LA,HOU,-,-,-,0.12,-,8.33,0.06,-,-,0.01,1.19
