Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Le'Veon Bell RB - PIT,JAX,-,-,-,94.71,0.71,29.36,0.12,-,0.01,0.15,17.11
Ezekiel Elliott RB - DAL,GB,-,-,-,92.05,0.66,24.49,0.12,-,0.01,0.14,16.07
Todd Gurley RB - LA View News View Videos,SEA,-,-,-,73.74,0.55,38.62,0.24,-,0.01,0.17,15.66
Kareem Hunt RB - KC View News View Videos,@HOU,-,-,-,86.99,0.64,23.29,0.14,-,0.01,0.14,15.45
LeSean McCoy RB - BUF View Videos,@CIN,-,-,-,74.36,0.49,34.43,0.1,-,0.01,0.12,14.20
Carlos Hyde RB - SF,@IND,-,-,-,73.47,0.58,20.65,0.1,-,-,0.14,13.21
Leonard Fournette RB - JAX View Videos,@PIT,-,-,-,64.98,0.47,30.51,0.16,-,0.01,0.14,13.07
Bilal Powell RB - NYJ,@CLE,-,-,-,72.81,0.48,22.92,0.08,-,0.01,0.11,12.73
Lamar Miller RB - HOU,KC,-,-,-,69.38,0.48,21.71,0.13,-,0.01,0.11,12.57
Jordan Howard RB - CHI,MIN,-,-,-,73.84,0.49,15.83,0.07,-,0.01,0.13,12.09
LeGarrette Blount RB - PHI,ARI,-,-,-,71.05,0.65,6.05,0.04,-,0.01,0.12,11.63
Jay Ajayi RB - PHI,ARI,-,-,-,74.87,0.4,13.49,0.06,-,-,0.13,11.34
Melvin Gordon RB - LAC,@NYG,-,-,-,59.3,0.34,25.55,0.12,-,-,0.11,11.03
Wayne Gallman RB - NYG,LAC,-,-,-,58.67,0.48,17.15,0.1,-,0.01,0.13,10.82
Ameer Abdullah RB - DET,CAR,-,-,-,63.75,0.35,18.2,0.1,-,0.01,0.11,10.70
Frank Gore RB - IND,SF,-,-,-,62.45,0.38,14.15,0.07,-,0.01,0.1,10.18
Mike Gillislee RB - NE,@TB,-,-,-,63.11,0.6,2.94,0.01,-,0.01,0.08,10.13
Joe Mixon RB - CIN,BUF,-,-,-,58.82,0.27,22.31,0.1,-,0.01,0.11,10.13
Aaron Jones RB - GB,@DAL,-,-,-,53.76,0.44,15.47,0.07,-,0.01,0.1,9.80
Duke Johnson RB - CLE,NYJ,-,-,-,21.75,0.21,48.23,0.2,-,0.01,0.06,9.36
Latavius Murray RB - MIN,@CHI,-,-,-,47.31,0.48,15.48,0.05,-,0.01,0.13,9.22
Thomas Rawls RB - SEA,@LA,-,-,-,51.43,0.48,8.27,0.03,-,-,0.09,8.85
Marshawn Lynch RB - OAK,BAL,-,-,-,51.31,0.39,10.67,0.05,-,0.01,0.09,8.68
DeMarco Murray RB - TEN View Videos,@MIA,-,-,-,51.61,0.31,14.66,0.05,-,-,0.09,8.61
Isaiah Crowell RB - CLE,NYJ,-,-,-,47.69,0.3,14.37,0.06,-,0.02,0.08,8.25
Jonathan Stewart RB - CAR,@DET,-,-,-,50.61,0.37,7.98,0.04,-,0.01,0.1,8.14
Alex Collins RB - BAL,@OAK,-,-,-,50.4,0.24,14.94,0.06,-,0.01,0.13,8.09
Doug Martin RB - TB,NE,-,-,-,50.2,0.31,8.48,0.04,-,-,0.09,7.79
Christian McCaffrey RB - CAR View Videos,@DET,-,-,-,17.57,0.12,42.57,0.19,-,-,0.07,7.73
James White RB - NE,@TB,-,-,-,12.09,0.13,42.73,0.23,-,0.01,0.05,7.56
Chris Johnson RB,Bye,-,-,-,47.96,0.24,6.9,0.02,-,-,0.08,-
Derrick Henry RB - TEN View News View Videos,@MIA,-,-,-,42.14,0.32,5.04,0.02,-,-,0.06,6.64
Tarik Cohen RB - CHI View Videos,MIN,-,-,-,25.54,0.12,24.23,0.12,-,-,0.07,6.28
Shane Vereen RB - NYG,LAC,-,-,-,23.38,0.17,22.66,0.11,-,0.01,0.06,6.18
D'Onta Foreman RB - HOU,KC,-,-,-,32.91,0.24,9.77,0.06,-,0.01,0.06,5.97
Theo Riddick RB - DET,CAR,-,-,-,15.15,0.07,28.83,0.16,-,0.01,0.04,5.72
Andre Ellington RB - HOU,KC,-,-,-,13.02,0.08,32.1,0.13,-,-,0.04,5.69
Javorius Allen RB - BAL,@OAK,-,-,-,19.05,0.09,21.97,0.11,-,-,0.05,5.20
Jeremy Hill RB - CIN,BUF,-,-,-,28.51,0.23,6.88,0.03,-,0.01,0.06,5.00
Elijah McGuire RB - NYJ,@CLE,-,-,-,29.39,0.2,7.88,0.03,-,-,0.07,4.97
Chris Ivory RB - JAX,@PIT,-,-,-,24.14,0.15,13.67,0.05,-,-,0.05,4.88
Giovani Bernard RB - CIN View News,BUF,-,-,-,16.28,0.1,18.13,0.1,-,0.01,0.04,4.58
Dion Lewis RB - NE,@TB,-,-,-,18.92,0.18,12.61,0.05,-,0.01,0.06,4.43
Jalen Richard RB - OAK,BAL,-,-,-,21.8,0.14,10.82,0.05,-,-,0.05,4.30
Marlon Mack RB - IND,SF,-,-,-,22.95,0.14,8.92,0.05,-,0.01,0.05,4.25
Jerick McKinnon RB - MIN,@CHI,-,-,-,16.43,0.13,15.81,0.05,-,-,0.07,4.16
Matt Breida RB - SF,@IND,-,-,-,19.8,0.12,11.64,0.05,-,-,0.05,4.06
Andre Williams RB - LAC,@NYG,-,-,-,28.76,0.15,3,0.01,-,-,0.05,4.04
Robert Turbin RB - IND,SF,-,-,-,14.77,0.17,12.05,0.06,-,-,0.03,4.00
Eddie Lacy RB - SEA,@LA,-,-,-,26.83,0.17,3.17,0.01,-,-,0.05,3.98
Terrance West RB - BAL,@OAK,-,-,-,22.78,0.15,7.44,0.02,-,-,0.05,3.94
Mike Tolbert RB - BUF,@CIN,-,-,-,23.98,0.17,4.61,0.02,-,0.01,0.05,3.92
Corey Clement RB - PHI,ARI,-,-,-,19.52,0.16,5.55,0.03,-,0.01,0.04,3.59
Jacquizz Rodgers RB - TB,NE,-,-,-,22.27,0.15,4.07,0.02,-,0.01,0.04,3.59
Charles Sims RB - TB,NE,-,-,-,11.1,0.07,15.88,0.07,-,-,0.03,3.48
Damien Williams RB - MIA,TEN,-,-,-,7.42,0.06,14.4,0.08,-,-,0.03,2.96
Orleans Darkwa RB - NYG,LAC,-,-,-,15.84,0.11,5.41,0.03,-,0.01,0.03,2.93
J.D. McKissic RB - SEA,@LA,-,-,-,11.31,0.11,6.98,0.04,-,-,0.03,2.67
Travaris Cadet RB - BUF,@CIN,-,-,-,2.43,0.02,15.14,0.11,-,-,0.02,2.50
Charcandrick West RB - KC,@HOU,-,-,-,7.95,0.07,10.3,0.05,-,-,0.03,2.49
