Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Jerell Adams TE - NYG,Bye,-,-,-,-,-,-,-,-,-,-,-
Mo Alie-Cox TE - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Dwayne Allen TE - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
RaShaun Allen TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Jace Amaro TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Rory Anderson TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Stephen Anderson TE - HOU,Bye,-,-,-,-,-,-,-,-,-,-,-
Antony Auclair TE - TB,Bye,-,-,-,-,-,-,-,-,-,-,-
David Ausberry TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Kennard Backman TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Gary Barnidge TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Blake Bell TE - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Martellus Bennett TE - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
E.J. Bibbs TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Brandon Bostick TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Nick Boyle TE - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Cameron Brate TE - TB,Bye,-,-,-,-,-,-,-,-,-,-,-
Ben Braunecker TE - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Chris Briggs TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Daniel Brown TE - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Trey Burton TE - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Jake Butt TE - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Derek Carrier TE - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Brent Celek TE - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Garrett Celek TE - SF,Bye,-,-,-,-,-,-,-,-,-,-,-
Gerald Christian TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Charles Clay TE - BUF,Bye,-,-,-,-,-,-,-,-,-,-,-
Asante Cleveland TE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Jared Cook TE - OAK,Bye,-,-,-,-,-,-,-,-,-,-,-
Sean Culkin TE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Jeff Cumberland TE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Jerome Cunningham TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Kellen Davis TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Vernon Davis TE - WAS,Bye,-,-,-,-,-,-,-,-,-,-,-
A.J. Derby TE - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Seth DeValve TE - CLE View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Dorin Dickerson TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Ed Dickson TE - CAR,Bye,-,-,-,-,-,-,-,-,-,-,-
Larry Donnell TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Jack Doyle TE - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Jim Dray TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Thomas Duarte TE - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Eric Ebron TE - DET,Bye,-,-,-,-,-,-,-,-,-,-,-
Tyler Eifert TE - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Rhett Ellison TE - NYG,Bye,-,-,-,-,-,-,-,-,-,-,-
Evan Engram TE - NYG,Bye,-,-,-,-,-,-,-,-,-,-,-
Zach Ertz TE - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Gavin Escobar TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Gerald Everett TE - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Anthony Fasano TE - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Darren Fells TE - DET,Bye,-,-,-,-,-,-,-,-,-,-,-
C.J. Fiedorowicz TE - HOU,Bye,-,-,-,-,-,-,-,-,-,-,-
Coby Fleener TE - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Antonio Gates TE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Rico Gathers TE - DAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Crockett Gillmore TE - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Chris Gragg TE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Jimmy Graham TE - SEA View News,Bye,-,-,-,-,-,-,-,-,-,-,-
MarQueis Gray TE - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Ladarius Green TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Virgil Green TE - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Jermaine Gresham TE - ARI,Bye,-,-,-,-,-,-,-,-,-,-,-
Garrett Griffin TE - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Ryan Griffin TE - HOU,Bye,-,-,-,-,-,-,-,-,-,-,-
Xavier Grimble TE - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Rob Gronkowski TE - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
James Hanna TE - DAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Clay Harbor TE - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Cory Harkey TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Demetrius Harris TE - KC View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Cooper Helfet TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Temarrick Hemingway TE - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Hunter Henry TE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Jeff Heuerman TE - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Ryan Hewitt TE - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Tyler Higbee TE - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Josh Hill TE - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Bucky Hodges TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Jacob Hollister TE - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
Michael Hoomanawanui TE - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Austin Hooper TE - ATL View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
O.J. Howard TE - TB,Bye,-,-,-,-,-,-,-,-,-,-,-
Jesse James TE - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
David Johnson TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Dominique Jones TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Travis Kelce TE - KC View News View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Lance Kendricks TE - GB,Bye,-,-,-,-,-,-,-,-,-,-,-
George Kittle TE - SF,Bye,-,-,-,-,-,-,-,-,-,-,-
Ben Koyack TE - JAX,Bye,-,-,-,-,-,-,-,-,-,-,-
Tyler Kroft TE - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Jordan Leggett TE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt Lengel TE - CLE,Bye,-,-,-,-,-,-,-,-,-,-,-
Brian Leonhardt TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Marcedes Lewis TE - JAX,Bye,-,-,-,-,-,-,-,-,-,-,-
Chris Manhertz TE - CAR,Bye,-,-,-,-,-,-,-,-,-,-,-
Vance McDonald TE - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Jake McGee TE - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Sean McGrath TE - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Zach Miller TE - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Ifeanyi Momah TE - ARI,Bye,-,-,-,-,-,-,-,-,-,-,-
David Morgan TE - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Matthew Mulligan TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Johnny Mundt TE - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Brandon Myers TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Troy Niklas TE - ARI View News,Bye,-,-,-,-,-,-,-,-,-,-,-
David Njoku TE - CLE,Bye,-,-,-,-,-,-,-,-,-,-,-
Nick O'Leary TE - BUF,Bye,-,-,-,-,-,-,-,-,-,-,-
Ryan O'Malley TE - NYG,Bye,-,-,-,-,-,-,-,-,-,-,-
James O'Shaughnessy TE - JAX View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Greg Olsen TE - CAR,Bye,-,-,-,-,-,-,-,-,-,-,-
Niles Paul TE - WAS,Bye,-,-,-,-,-,-,-,-,-,-,-
Logan Paulsen TE - SF,Bye,-,-,-,-,-,-,-,-,-,-,-
Justin Perillo TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Josh Perkins TE - ATL,Bye,-,-,-,-,-,-,-,-,-,-,-
John Phillips TE - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Dennis Pitta TE,Bye,-,-,-,-,-,-,-,-,-,-,-
MyCole Pruitt TE - HOU,Bye,-,-,-,-,-,-,-,-,-,-,-
Jordan Reed TE - WAS,Bye,-,-,-,-,-,-,-,-,-,-,-
Mychal Rivera TE - JAX,Bye,-,-,-,-,-,-,-,-,-,-,-
Michael Roberts TE - DET,Bye,-,-,-,-,-,-,-,-,-,-,-
Richard Rodgers TE - GB,Bye,-,-,-,-,-,-,-,-,-,-,-
Kyle Rudolph TE - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Beau Sandland TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Eric Saubert TE - ATL,Bye,-,-,-,-,-,-,-,-,-,-,-
Wes Saxton TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Mason Schreck TE - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Greg Scruggs TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Ricky Seals-Jones TE - ARI,Bye,-,-,-,-,-,-,-,-,-,-,-
Austin Seferian-Jenkins TE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Adam Shaheen TE - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Dion Sims TE - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Jonnu Smith TE - TEN View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Lee Smith TE - OAK,Bye,-,-,-,-,-,-,-,-,-,-,-
Jeremy Sprinkle TE - WAS,Bye,-,-,-,-,-,-,-,-,-,-,-
Neal Sterling TE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Luke Stocker TE - TEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Jake Stoneburner TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Phillip Supernaw TE - TEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Geoff Swaim TE - DAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Erik Swoope TE - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Jacob Tamme TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Randall Telfer TE - CLE View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Julius Thomas TE - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Logan Thomas TE - BUF,Bye,-,-,-,-,-,-,-,-,-,-,-
Levine Toilolo TE - ATL,Bye,-,-,-,-,-,-,-,-,-,-,-
Eric Tomlinson TE - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Ross Travis TE - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Austin Traylor TE - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Nick Truesdell TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Will Tye TE - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
C.J. Uzomah TE - CIN View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Hakeem Valles TE - DET,Bye,-,-,-,-,-,-,-,-,-,-,-
Nick Vannett TE - SEA,Bye,-,-,-,-,-,-,-,-,-,-,-
Clive Walford TE - OAK,Bye,-,-,-,-,-,-,-,-,-,-,-
Delanie Walker TE - TEN View News View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Eric Wallace TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Darren Waller TE - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Benjamin Watson TE - BAL View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Cole Wick TE - SF,Bye,-,-,-,-,-,-,-,-,-,-,-
Brandon Williams TE - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Maxx Williams TE - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Michael Williams TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Luke Willson TE - SEA,Bye,-,-,-,-,-,-,-,-,-,-,-
Travis Wilson TE,Bye,-,-,-,-,-,-,-,-,-,-,-
Jason Witten TE - DAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Timothy Wright TE,Bye,-,-,-,-,-,-,-,-,-,-,-
