Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Julio Jones WR - ATL View News View Videos,MIN,-,-,-,0.5,0.01,102.91,0.67,-,0.01,0.05,14.34
Keenan Allen WR - LAC,CLE,-,-,-,1.24,0.01,88.02,0.54,-,0.01,0.04,12.17
Antonio Brown WR - PIT,@CIN,-,-,-,-,-,84.27,0.61,-,0.02,0.04,12.05
DeAndre Hopkins WR - HOU View Videos,@TEN,-,-,-,-,-,81.8,0.55,-,0.01,0.04,11.42
Adam Thielen WR - MIN,@ATL,-,-,-,0.01,-,82.37,0.5,-,-,0.04,11.16
A.J. Green WR - CIN,PIT,-,-,-,-,-,74.56,0.46,-,-,0.03,10.16
Marvin Jones WR - DET,@BAL,-,-,-,-,-,69.5,0.53,-,0.01,0.03,10.09
Mike Evans WR - TB,@GB,-,-,-,0.08,-,74.09,0.45,-,0.01,0.04,10.06
Michael Thomas WR - NO,CAR,-,-,-,-,-,74.37,0.44,-,-,0.04,10.00
Robby Anderson WR - NYJ,KC,-,-,-,0.72,0.01,65.73,0.56,-,-,0.04,9.99
Jamison Crowder WR - WAS,@DAL,-,-,-,4.17,0.03,69.97,0.41,-,-,0.05,9.95
Devin Funchess WR - CAR,@NO,-,-,-,0.03,-,69.71,0.48,-,0.01,0.04,9.79
Brandin Cooks WR - NE,@BUF,-,-,-,1.98,0.01,68.87,0.42,-,0.01,0.04,9.61
Davante Adams WR - GB,TB,-,-,-,0.08,-,64.77,0.5,-,0.01,0.04,9.43
Alshon Jeffery WR - PHI,@SEA,-,-,-,-,-,66.16,0.47,-,0.02,0.03,9.42
Doug Baldwin WR - SEA,PHI,-,-,-,0.46,-,66.8,0.43,-,0.01,0.03,9.27
Sterling Shepard WR - NYG,@OAK,-,-,-,0.97,0.01,64.33,0.39,-,-,0.04,8.85
Larry Fitzgerald WR - ARI View Videos,LA,-,-,-,-,-,66.37,0.37,-,0.02,0.03,8.84
JuJu Smith-Schuster WR - PIT View Videos,@CIN,-,-,-,0.39,-,62.82,0.43,-,0.01,0.04,8.84
Stefon Diggs WR - MIN,@ATL,-,-,-,2.53,0.02,61.47,0.39,-,-,0.04,8.78
Jarvis Landry WR - MIA,DEN,-,-,-,-,-,63.53,0.38,-,0.01,0.04,8.57
Ted Ginn WR - NO,CAR,-,-,-,0.78,0.01,59.21,0.4,-,0.01,0.04,8.40
Cooper Kupp WR - LA View News View Videos,@ARI,-,-,-,0.26,-,62.61,0.36,-,-,0.04,8.37
Dez Bryant WR - DAL,WAS,-,-,-,-,-,61.94,0.36,-,0.01,0.03,8.31
Paul Richardson WR - SEA,PHI,-,-,-,0.06,-,57.67,0.42,-,0.01,0.03,8.25
Kenny Stills WR - MIA,DEN,-,-,-,-,-,58.78,0.4,-,0.01,0.03,8.24
Tyreek Hill WR - KC View News View Videos,@NYJ,-,-,-,7.8,0.05,54.26,0.3,-,-,0.05,8.21
Golden Tate WR - DET,@BAL,-,-,-,2.34,0.01,58.94,0.33,-,-,0.04,8.09
Sammy Watkins WR - LA View Videos,@ARI,-,-,-,-,-,54.85,0.42,-,0.01,0.03,7.97
T.Y. Hilton WR - IND,@JAX,-,-,-,-,-,59.95,0.33,-,0.01,0.03,7.94
Demaryius Thomas WR - DEN,@MIA,-,-,-,-,-,58.21,0.35,-,0.01,0.03,7.88
Marquise Goodwin WR - SF,@CHI,-,-,-,0.8,-,56.13,0.29,-,-,0.03,7.37
Rishard Matthews WR - TEN View Videos,HOU,-,-,-,-,-,53.92,0.34,-,-,0.03,7.37
DeSean Jackson WR - TB,@GB,-,-,-,0.19,-,53.19,0.32,-,0.01,0.03,7.22
