Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Kareem Hunt RB - KC View News View Videos,PIT,-,-,-,103,0.72,20.52,0.1,-,0.01,0.14,17.01
Leonard Fournette RB - JAX View Videos,LA,-,-,-,80.31,0.72,24.3,0.14,-,0.01,0.15,15.34
Todd Gurley RB - LA View News View Videos,@JAX,-,-,-,71.36,0.54,35.13,0.22,-,-,0.16,14.89
Le'Veon Bell RB - PIT,@KC,-,-,-,79.94,0.6,28.84,0.1,-,0.01,0.13,14.84
Melvin Gordon RB - LAC,@OAK,-,-,-,71.14,0.51,31.04,0.19,-,-,0.13,14.16
Jordan Howard RB - CHI,@BAL,-,-,-,84.82,0.59,14.34,0.05,-,0.01,0.13,13.52
Lamar Miller RB - HOU,CLE,-,-,-,72.43,0.46,21.74,0.13,-,0.01,0.12,12.74
Devonta Freeman RB - ATL View News View Videos,MIA,-,-,-,62.1,0.55,24.57,0.14,-,0.01,0.1,12.63
Mark Ingram RB - NO,DET,-,-,-,63.72,0.48,28.2,0.12,-,0.02,0.11,12.61
C.J. Anderson RB - DEN,NYG,-,-,-,69.64,0.46,18.89,0.12,-,-,0.11,12.11
Javorius Allen RB - BAL,CHI,-,-,-,58.41,0.49,25.59,0.13,-,0.01,0.11,11.92
Jay Ajayi RB - PHI,@CAR,-,-,-,78.83,0.4,14.27,0.05,-,-,0.14,11.73
Jerick McKinnon RB - MIN,GB,-,-,-,57.68,0.41,30.03,0.11,-,0.01,0.13,11.65
LeGarrette Blount RB - PHI,@CAR,-,-,-,69.59,0.59,4.33,0.02,-,0.01,0.11,10.85
Marshawn Lynch RB - OAK,LAC,-,-,-,63.38,0.5,11.93,0.05,-,0.01,0.09,10.67
Elijah McGuire RB - NYJ,NE,-,-,-,61.28,0.36,19.67,0.09,-,-,0.13,10.54
Carlos Hyde RB - SF,@WAS,-,-,-,59.39,0.45,16.71,0.08,-,-,0.13,10.53
Doug Martin RB - TB,@ARI,-,-,-,62.71,0.43,13.36,0.06,-,-,0.11,10.33
Wayne Gallman RB - NYG,@DEN,-,-,-,52.38,0.35,23.5,0.12,-,0.01,0.13,10.17
Aaron Jones RB - GB,@MIN,-,-,-,58.05,0.45,11.4,0.05,-,0.01,0.1,9.77
Mike Gillislee RB - NE,@NYJ,-,-,-,63.72,0.5,4.38,0.01,-,0.01,0.08,9.73
Samaje Perine RB - WAS,SF,-,-,-,58.56,0.37,12.41,0.06,-,0.01,0.13,9.44
Chris Thompson RB - WAS,SF,-,-,-,32.49,0.26,34.15,0.22,-,0.01,0.07,9.42
Ameer Abdullah RB - DET,@NO,-,-,-,55,0.31,16.1,0.08,-,0.01,0.1,9.27
DeMarco Murray RB - TEN View Videos,IND,-,-,-,55.06,0.34,15.67,0.05,-,-,0.1,9.21
Isaiah Crowell RB - CLE,@HOU,-,-,-,54.38,0.33,15.48,0.06,-,0.01,0.1,9.15
Alvin Kamara RB - NO View Videos,DET,-,-,-,27.19,0.22,36.14,0.18,-,0.01,0.08,8.59
Tevin Coleman RB - ATL View News View Videos,MIA,-,-,-,34.62,0.22,26.43,0.2,-,0.01,0.09,8.47
James White RB - NE,@NYJ,-,-,-,17.51,0.17,37.81,0.21,-,0.01,0.05,7.73
Adrian Peterson RB - ARI,TB,-,-,-,46.74,0.3,10.97,0.05,-,0.01,0.09,7.71
Jonathan Stewart RB - CAR,PHI,-,-,-,49.59,0.3,8.27,0.04,-,0.01,0.09,7.67
Duke Johnson RB - CLE,@HOU,-,-,-,19.93,0.18,35.37,0.17,-,0.01,0.05,7.55
Frank Gore RB - IND,@TEN,-,-,-,43.66,0.27,12.22,0.05,-,0.01,0.09,7.35
Christian McCaffrey RB - CAR View Videos,PHI,-,-,-,11.99,0.07,38.53,0.21,-,0.01,0.05,6.65
Andre Ellington RB - HOU,CLE,-,-,-,13.33,0.09,34.76,0.14,-,-,0.05,6.09
Derrick Henry RB - TEN View News View Videos,IND,-,-,-,36.5,0.31,4.73,0.03,-,-,0.05,6.06
D'Onta Foreman RB - HOU,CLE,-,-,-,34.1,0.21,10.47,0.06,-,0.01,0.08,5.94
Marlon Mack RB - IND,@TEN,-,-,-,32.58,0.25,9.11,0.04,-,0.01,0.06,5.81
Tarik Cohen RB - CHI View Videos,@BAL,-,-,-,26.19,0.12,20.78,0.08,-,0.01,0.07,5.78
Jalen Richard RB - OAK,LAC,-,-,-,30.54,0.19,12.66,0.06,-,-,0.05,5.72
Chris Ivory RB - JAX,LA,-,-,-,28.38,0.2,12.42,0.05,-,0.01,0.06,5.48
Jamaal Charles RB - DEN,NYG,-,-,-,31.29,0.24,7.61,0.04,-,0.01,0.06,5.47
Alex Collins RB - BAL,CHI,-,-,-,36.57,0.19,6.14,0.03,-,0.01,0.08,5.45
Matt Breida RB - SF,@WAS,-,-,-,25.46,0.14,17.49,0.07,-,-,0.06,5.44
Shane Vereen RB - NYG,@DEN,-,-,-,16.63,0.1,22.9,0.1,-,0.01,0.05,5.07
Theo Riddick RB - DET,@NO,-,-,-,12.56,0.07,26.56,0.13,-,-,0.04,5.03
Matt Forte RB - NYJ,NE,-,-,-,27.54,0.17,9.95,0.04,-,0.01,0.05,4.93
Latavius Murray RB - MIN,GB,-,-,-,25.02,0.2,8.04,0.04,-,0.01,0.06,4.65
Dion Lewis RB - NE,@NYJ,-,-,-,19.9,0.17,10.72,0.05,-,0.01,0.06,4.28
Austin Ekeler RB - LAC,@OAK,-,-,-,13.16,0.1,11.11,0.04,-,-,0.04,3.19
Charles Sims RB - TB,@ARI,-,-,-,8.77,0.05,16.38,0.07,-,-,0.03,3.18
Jacquizz Rodgers RB - TB,@ARI,-,-,-,18.31,0.13,4.6,0.02,-,0.01,0.03,3.15
Charcandrick West RB - KC,PIT,-,-,-,9.19,0.08,12.46,0.09,-,-,0.03,3.13
Corey Clement RB - PHI,@CAR,-,-,-,16.75,0.12,5.92,0.02,-,0.01,0.04,3.05
Ty Montgomery RB - GB,@MIN,-,-,-,15.73,0.1,6.29,0.03,-,-,0.05,2.88
Kerwynn Williams RB - ARI,TB,-,-,-,15.43,0.14,3.24,0.02,-,-,0.04,2.75
Orleans Darkwa RB - NYG,@DEN,-,-,-,14.76,0.08,6.83,0.02,-,0.01,0.03,2.72
Damien Williams RB - MIA,@ATL,-,-,-,6.74,0.05,12.78,0.06,-,-,0.02,2.57
DeAndre Washington RB - OAK,LAC,-,-,-,12.91,0.07,7.2,0.03,-,-,0.03,2.55
Devontae Booker RB - DEN,NYG,-,-,-,11.55,0.08,6.89,0.04,-,-,0.03,2.50
Benny Cunningham RB - CHI,@BAL,-,-,-,6.07,0.04,12.01,0.05,-,-,0.04,2.27
Robert Turbin RB - IND,@TEN,-,-,-,6.74,0.07,9.33,0.04,-,-,0.02,2.23
Kenjon Barner RB - PHI,@CAR,-,-,-,8.59,0.06,8.09,0.03,-,-,0.03,2.15
Travaris Cadet RB - BUF,Bye,-,-,-,2.41,0.02,11.76,0.09,-,-,0.02,-
Mack Brown RB - MIN,GB,-,-,-,11.29,0.1,1.74,0.01,-,-,0.02,1.92
James Conner RB - PIT,@KC,-,-,-,11.06,0.07,3.73,0.01,-,-,0.03,1.90
Corey Grant RB - JAX,LA,-,-,-,10.52,0.08,2.97,0.02,-,-,0.03,1.89
Justin Davis RB - LA,@JAX,-,-,-,8.3,0.06,4.35,0.01,-,-,0.03,1.63
Zach Zenner RB - DET View News,@NO,-,-,-,8.39,0.07,3.37,0.01,-,-,0.02,1.62
Elijhaa Penny RB - ARI,TB,-,-,-,5.96,0.05,4.74,0.03,-,-,0.02,1.51
Kenyan Drake RB - MIA,@ATL,-,-,-,7.48,0.05,4.11,0.01,-,-,0.03,1.46
Jamaal Williams RB - GB,@MIN,-,-,-,7.26,0.05,3.57,0.02,-,-,0.02,1.46
Bobby Rainey RB,Bye,-,-,-,4.22,0.04,6.51,0.03,-,-,0.02,-
Terrell Watson RB - PIT,@KC,-,-,-,8.1,0.06,1.39,-,-,-,0.03,1.25
Malcolm Brown RB - LA,@JAX,-,-,-,5.46,0.04,3.75,0.01,-,-,0.02,1.18
C.J. Ham RB - MIN,GB,-,-,-,3.62,0.03,4.15,0.03,-,-,0.01,1.12
Terron Ward RB - ATL,MIA,-,-,-,6,0.04,1.95,0.01,-,-,0.02,1.06
Alfred Blue RB - HOU,CLE,-,-,-,4.86,0.03,2.86,0.02,-,-,0.02,1.03
Branden Oliver RB - LAC,@OAK,-,-,-,6.29,0.03,2.33,-,-,-,0.02,1.00
Aaron Ripkowski RB - GB,@MIN,-,-,-,2.9,0.03,4.13,0.02,-,-,0.01,0.98
Akeem Hunt RB - KC,PIT,-,-,-,5,0.04,1.66,0.01,-,0.01,0.03,0.93
Trey Edmunds RB - NO,DET,-,-,-,1.84,0.02,3.63,0.02,-,-,0.02,0.75
Matt Dayes RB - CLE,@HOU,-,-,-,3.28,0.02,2.46,0.01,-,-,0.02,0.71
Raheem Mostert RB - SF,@WAS,-,-,-,3.9,0.03,1.41,-,-,-,0.02,0.67
Andy Janovich RB - DEN,NYG,-,-,-,1.32,0.01,2.26,0.02,-,-,0.01,0.52
Dwayne Washington RB - DET View News,@NO,-,-,-,2.99,0.02,0.79,-,-,-,0.02,0.46
James Develin RB - NE,@NYJ,-,-,-,-,-,3.98,0.01,-,-,0.01,0.44
Anthony Sherman RB - KC,PIT,-,-,-,0.14,-,2.88,0.02,-,0.01,-,0.44
Jay Prosch RB - HOU,CLE,-,-,-,0.19,0.01,2.23,0.02,-,-,0.01,0.40
Fozzy Whittaker RB - CAR,PHI,-,-,-,1.02,0.01,2,0.01,-,-,0.01,0.40
Cameron Artis-Payne RB - CAR,PHI,-,-,-,1.54,0.01,1.2,0.01,-,-,0.01,0.37
Danny Vitale RB - CLE,@HOU,-,-,-,-,-,2.8,0.01,-,-,0.01,0.32
Derek Watt RB - LAC,@OAK,-,-,-,0.66,0.01,1.93,-,-,-,0.01,0.30
Jalston Fowler RB - SEA,Bye,-,-,-,0.86,0.01,1.07,0.01,-,-,0.01,-
Zach Line RB - NO,DET,-,-,-,-,-,1.79,0.01,-,-,-,0.24
Roosevelt Nix RB - PIT,@KC,-,-,-,0.16,-,1.52,-,-,-,0.01,0.15
Antonio Andrews RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Dri Archer RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt Asiata RB,Bye,-,-,-,-,-,-,-,-,-,-,-
George Atkinson RB - KC,PIT,-,-,-,-,-,-,-,-,-,-,0.00
Joe Banyard RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Peyton Barber RB - TB,@ARI,-,-,-,-,-,-,-,-,-,-,0.00
Giovani Bernard RB - CIN View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Kapri Bibbs RB - WAS,SF,-,-,-,-,-,-,-,-,-,-,0.00
