Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Travis Kelce TE - KC View News View Videos,PIT,-,-,-,0.59,0.01,74.44,0.47,-,0.01,0.04,10.32
Rob Gronkowski TE - NE,@NYJ,-,-,-,-,-,64.48,0.47,-,0.01,0.03,9.23
Zach Ertz TE - PHI,@CAR,-,-,-,-,-,60.2,0.38,-,-,0.03,8.24
Cameron Brate TE - TB,@ARI,-,-,-,-,-,50.9,0.42,-,-,0.03,7.55
Jordan Reed TE - WAS,SF,-,-,-,-,-,51.89,0.36,-,0.01,0.03,7.31
Jared Cook TE - OAK,LAC,-,-,-,-,-,54.18,0.32,-,0.01,0.03,7.30
Kyle Rudolph TE - MIN,GB,-,-,-,-,-,51.77,0.35,-,0.01,0.03,7.24
Delanie Walker TE - TEN View News View Videos,IND,-,-,-,0.11,-,51.01,0.29,-,0.01,0.02,6.83
Austin Seferian-Jenkins TE - NYJ,NE,-,-,-,-,-,45.93,0.3,-,-,0.03,6.33
Benjamin Watson TE - BAL View Videos,CHI,-,-,-,-,-,40.46,0.27,-,-,0.02,5.63
Evan Engram TE - NYG,@DEN,-,-,-,0.13,-,40.57,0.24,-,-,0.03,5.45
Hunter Henry TE - LAC,@OAK,-,-,-,0.04,-,36.07,0.29,-,0.01,0.02,5.33
Jack Doyle TE - IND,@TEN,-,-,-,-,-,38.94,0.24,-,-,0.03,5.27
Coby Fleener TE - NO,DET,-,-,-,-,-,35.53,0.27,-,0.01,0.02,5.15
Zach Miller TE - CHI,@BAL,-,-,-,-,-,36.85,0.24,-,-,0.02,5.09
Eric Ebron TE - DET,@NO,-,-,-,-,-,38.7,0.2,-,0.01,0.03,5.03
Ryan Griffin TE - HOU,CLE,-,-,-,-,-,36.32,0.22,-,-,0.02,4.91
Antonio Gates TE - LAC,@OAK,-,-,-,-,-,34.8,0.23,-,0.01,0.02,4.84
David Njoku TE - CLE,@HOU,-,-,-,1.12,0.01,29.89,0.24,-,0.01,0.02,4.58
Ed Dickson TE - CAR,PHI,-,-,-,-,-,33.14,0.21,-,-,0.02,4.53
Marcedes Lewis TE - JAX,LA,-,-,-,-,-,30.07,0.23,-,0.01,0.01,4.39
Austin Hooper TE - ATL View Videos,MIA,-,-,-,0.07,-,30.76,0.22,-,0.01,0.02,4.38
Tyler Higbee TE - LA,@JAX,-,-,-,-,-,32.28,0.19,-,-,0.02,4.33
Martellus Bennett TE - NE,@NYJ,-,-,-,-,-,31.8,0.17,-,0.01,0.02,4.18
George Kittle TE - SF,@WAS,-,-,-,-,-,30.21,0.19,-,-,0.02,4.12
Jesse James TE - PIT,@KC,-,-,-,0.08,-,29.92,0.17,-,0.01,0.02,4.00
Vernon Davis TE - WAS,SF,-,-,-,-,-,27.47,0.19,-,0.01,0.01,3.89
Julius Thomas TE - MIA,@ATL,-,-,-,-,-,27.78,0.16,-,-,0.02,3.70
Seth DeValve TE - CLE View News,@HOU,-,-,-,-,-,26.93,0.17,-,-,0.02,3.67
Jermaine Gresham TE - ARI,TB,-,-,-,-,-,25.36,0.15,-,0.01,0.02,3.42
A.J. Derby TE - MIA,@ATL,-,-,-,-,-,23.59,0.15,-,-,0.02,3.22
Jonnu Smith TE - TEN View Videos,IND,-,-,-,0.19,-,18.54,0.14,-,-,0.02,2.67
Virgil Green TE - DEN,NYG,-,-,-,-,-,18.3,0.13,-,-,0.01,2.59
Gerald Everett TE - LA,@JAX,-,-,-,-,-,17.89,0.1,-,-,0.02,2.35
O.J. Howard TE - TB,@ARI,-,-,-,-,-,17.33,0.11,-,-,0.02,2.35
Nick Boyle TE - BAL,CHI,-,-,-,-,-,16.15,0.1,-,0.01,0.01,2.22
Stephen Anderson TE - HOU,CLE,-,-,-,-,-,15.47,0.1,-,-,0.01,2.13
Trey Burton TE - PHI,@CAR,-,-,-,-,-,13.71,0.09,-,-,0.01,1.89
Lance Kendricks TE - GB,@MIN,-,-,-,-,-,12.95,0.09,-,-,0.01,1.82
Darren Fells TE - DET,@NO,-,-,-,-,-,12.34,0.1,-,-,0.01,1.81
Dion Sims TE - CHI,@BAL,-,-,-,-,-,12.27,0.07,-,-,0.01,1.63
Josh Hill TE - NO,DET,-,-,-,-,-,11.3,0.08,-,-,0.01,1.59
Demetrius Harris TE - KC View Videos,PIT,-,-,-,-,-,10.4,0.08,-,0.01,0.01,1.52
Garrett Celek TE - SF,@WAS,-,-,-,-,-,9.39,0.08,-,-,0.01,1.40
Jeff Heuerman TE - DEN,NYG,-,-,-,0.06,-,9.38,0.06,-,-,0.01,1.28
Levine Toilolo TE - ATL,MIA,-,-,-,-,-,8.84,0.06,-,-,0.01,1.22
Rhett Ellison TE - NYG,@DEN,-,-,-,-,-,8.32,0.06,-,-,0.01,1.17
Michael Hoomanawanui TE - NO,DET,-,-,-,-,-,7.8,0.06,-,0.01,-,1.16
Vance McDonald TE - PIT,@KC,-,-,-,-,-,8.65,0.05,-,-,0.01,1.15
Dwayne Allen TE - NE,@NYJ,-,-,-,0.09,-,7.78,0.05,-,-,0.01,1.07
Jacob Hollister TE - NE,@NYJ,-,-,-,-,-,7.31,0.04,-,-,0.01,0.95
Ben Koyack TE - JAX,LA,-,-,-,-,-,6.55,0.05,-,-,0.01,0.94
Brent Celek TE - PHI,@CAR,-,-,-,-,-,6.85,0.04,-,-,-,0.93
Jerell Adams TE - NYG,@DEN,-,-,-,0.06,-,6.4,0.04,-,-,0.01,0.87
Ross Travis TE - IND,@TEN,-,-,-,0.01,-,6.34,0.04,-,-,0.01,0.86
Jeremy Sprinkle TE - WAS,SF,-,-,-,-,-,6.23,0.04,-,-,0.01,0.84
Richard Rodgers TE - GB,@MIN,-,-,-,-,-,5.89,0.04,-,-,0.01,0.81
Randall Telfer TE - CLE View News,@HOU,-,-,-,-,-,5.84,0.03,-,-,0.01,0.74
Clive Walford TE - OAK,LAC,-,-,-,-,-,4.99,0.04,-,-,0.01,0.72
Maxx Williams TE - BAL,CHI,-,-,-,0.15,-,5.27,0.03,-,-,0.01,0.70
James O'Shaughnessy TE - JAX View News,LA,-,-,-,-,-,4.85,0.03,-,-,0.01,0.65
Jordan Leggett TE - NYJ,NE,-,-,-,0.07,-,4.75,0.03,-,-,0.01,0.64
Troy Niklas TE - ARI View News,TB,-,-,-,-,-,4.82,0.03,-,-,0.01,0.64
Adam Shaheen TE - CHI,@BAL,-,-,-,-,-,4.66,0.03,-,-,0.01,0.63
Brandon Williams TE - IND,@TEN,-,-,-,-,-,4.46,0.03,-,-,0.01,0.61
Blake Bell TE - MIN,GB,-,-,-,-,-,3.82,0.04,-,-,0.01,0.60
Michael Roberts TE - DET,@NO,-,-,-,-,-,4.32,0.03,-,-,0.01,0.59
Ifeanyi Momah TE - ARI,TB,-,-,-,-,-,4.08,0.03,-,-,0.01,0.57
Lee Smith TE - OAK,LAC,-,-,-,-,-,3.74,0.03,-,-,-,0.55
Phillip Supernaw TE - TEN,IND,-,-,-,-,-,3.7,0.03,-,-,-,0.55
David Morgan TE - MIN,GB,-,-,-,0.07,0.01,2.93,0.03,-,-,0.01,0.52
Derek Carrier TE - LA,@JAX,-,-,-,-,-,4.03,0.02,-,-,0.01,0.50
Sean Culkin TE - LAC,@OAK,-,-,-,-,-,3.85,0.02,-,-,0.01,0.49
Niles Paul TE - WAS,SF,-,-,-,-,-,3.36,0.02,-,0.01,-,0.48
Anthony Fasano TE - MIA,@ATL,-,-,-,-,-,3.41,0.02,-,-,-,0.46
Daniel Brown TE - CHI,@BAL,-,-,-,-,-,3.39,0.02,-,-,0.01,0.44
Eric Tomlinson TE - NYJ,NE,-,-,-,-,-,3.39,0.02,-,-,0.01,0.44
