Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Jared Abbrederis WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Davante Adams WR - GB,@DET,-,-,-,-,-,-,-,-,-,-,0.00
Rodney Adams WR - MIN,CHI,-,-,-,-,-,-,-,-,-,-,0.00
Quincy Adeboyejo WR - BAL,CIN,-,-,-,-,-,-,-,-,-,-,0.00
Nelson Agholor WR - PHI,DAL,-,-,-,-,-,-,-,-,-,-,0.00
Carlton Agudosi WR - ARI,@SEA,-,-,-,-,-,-,-,-,-,-,0.00
Kamar Aiken WR - IND,HOU,-,-,-,-,-,-,-,-,-,-,0.00
Mario Alford WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Keenan Allen WR - LAC,OAK,-,-,-,-,-,-,-,-,-,-,0.00
Geronimo Allison WR - GB,@DET,-,-,-,-,-,-,-,-,-,-,0.00
Danny Amendola WR - NE,NYJ,-,-,-,-,-,-,-,-,-,-,0.00
Robby Anderson WR - NYJ,@NE,-,-,-,-,-,-,-,-,-,-,0.00
Tavon Austin WR - LA,SF,-,-,-,-,-,-,-,-,-,-,0.00
Donnie Avery WR,Bye,-,-,-,-,-,-,-,-,-,-,-
DeMarcus Ayers WR - CHI,@MIN,-,-,-,-,-,-,-,-,-,-,0.00
Stedman Bailey WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Doug Baldwin WR - SEA,ARI,-,-,-,-,-,-,-,-,-,-,0.00
Cole Beasley WR - DAL,@PHI,-,-,-,-,-,-,-,-,-,-,0.00
Odell Beckham WR - NYG,WAS,-,-,-,-,-,-,-,-,-,-,0.00
Kenny Bell WR - BAL,CIN,-,-,-,-,-,-,-,-,-,-,0.00
Josh Bellamy WR - CHI,@MIN,-,-,-,-,-,-,-,-,-,-,0.00
Kelvin Benjamin WR - BUF View Videos,@MIA,-,-,-,-,-,-,-,-,-,-,0.00
Travis Benjamin WR - LAC,OAK,-,-,-,-,-,-,-,-,-,-,0.00
Arrelious Benn WR - JAX,@TEN,-,-,-,-,-,-,-,-,-,-,0.00
Brenton Bersin WR - CAR,@ATL,-,-,-,-,-,-,-,-,-,-,0.00
Jace Billingsley WR - DET,GB,-,-,-,-,-,-,-,-,-,-,0.00
Harvey Binford WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Justin Blackmon WR - JAX,@TEN,-,-,-,-,-,-,-,-,-,-,0.00
Moritz Boehringer WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Victor Bolden WR - SF,@LA,-,-,-,-,-,-,-,-,-,-,0.00
Anquan Boldin WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Kendrick Bourne WR - SF,@LA,-,-,-,-,-,-,-,-,-,-,0.00
