Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Jared Abbrederis WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Davante Adams WR - GB,Bye,-,-,-,-,-,-,-,-,-,-,-
Rodney Adams WR - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Quincy Adeboyejo WR - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Nelson Agholor WR - PHI View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Carlton Agudosi WR - ARI,Bye,-,-,-,-,-,-,-,-,-,-,-
Kamar Aiken WR - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Mario Alford WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Keenan Allen WR - LAC View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Geronimo Allison WR - GB View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Danny Amendola WR - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
Robby Anderson WR - NYJ View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Tavon Austin WR - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Donnie Avery WR,Bye,-,-,-,-,-,-,-,-,-,-,-
DeMarcus Ayers WR - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Stedman Bailey WR,Bye,-,-,-,-,-,-,-,-,-,-,-
Doug Baldwin WR - SEA View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Cole Beasley WR - DAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Odell Beckham WR - NYG,Bye,-,-,-,-,-,-,-,-,-,-,-
Kenny Bell WR - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Josh Bellamy WR - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Kelvin Benjamin WR - BUF View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Travis Benjamin WR - LAC View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Arrelious Benn WR - JAX,Bye,-,-,-,-,-,-,-,-,-,-,-
Brenton Bersin WR - CAR View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
