Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Antonio Brown WR - PIT,GB,-,-,-,-,-,92.9,0.63,-,0.01,0.04,13.01
DeAndre Hopkins WR - HOU View Videos,@BAL,-,-,-,0.02,-,80.95,0.55,-,0.01,0.04,11.34
Julio Jones WR - ATL View News View Videos,TB,-,-,-,-,-,81.16,0.48,-,0.01,0.04,10.94
Adam Thielen WR - MIN,@DET,-,-,-,0.15,-,77.97,0.5,-,-,0.04,10.73
Keenan Allen WR - LAC,@DAL,-,-,-,2.02,0.02,75.93,0.45,-,0.01,0.04,10.56
Michael Thomas WR - NO,@LA,-,-,-,-,-,78.07,0.46,-,-,0.04,10.49
A.J. Green WR - CIN,CLE,-,-,-,-,-,73.81,0.48,-,-,0.03,10.20
Larry Fitzgerald WR - ARI View Videos,JAX,-,-,-,-,-,70.91,0.43,-,0.01,0.03,9.63
Davante Adams WR - GB,@PIT,-,-,-,0.15,-,66.12,0.49,-,0.01,0.04,9.51
Mike Evans WR - TB,@ATL,-,-,-,0.03,-,69.82,0.43,-,0.01,0.04,9.51
Marvin Jones WR - DET,MIN,-,-,-,-,-,67.08,0.47,-,0.01,0.03,9.49
Doug Baldwin WR - SEA,@SF,-,-,-,-,-,69.46,0.42,-,0.01,0.04,9.41
Brandin Cooks WR - NE,MIA,-,-,-,0.46,-,68.5,0.42,-,0.01,0.03,9.38
Tyreek Hill WR - KC View News View Videos,BUF,-,-,-,8.34,0.07,58.58,0.37,-,0.01,0.04,9.27
Dez Bryant WR - DAL,LAC,-,-,-,-,-,66.68,0.39,-,0.01,0.03,8.97
Golden Tate WR - DET,MIN,-,-,-,0.06,-,64.76,0.4,-,0.01,0.03,8.84
Robby Anderson WR - NYJ,CAR,-,-,-,0.68,0.01,58.39,0.46,-,-,0.03,8.67
T.Y. Hilton WR - IND,TEN,-,-,-,-,-,62.85,0.38,-,0.01,0.03,8.53
Alshon Jeffery WR - PHI,CHI,-,-,-,-,-,60.21,0.41,-,0.02,0.03,8.46
Jarvis Landry WR - MIA,@NE,-,-,-,0.18,-,62.05,0.35,-,0.01,0.04,8.26
Michael Crabtree WR - OAK,DEN,-,-,-,-,-,58.82,0.39,-,0.02,0.03,8.20
Ted Ginn WR - NO,@LA,-,-,-,2.01,0.01,55.44,0.4,-,0.01,0.04,8.15
Stefon Diggs WR - MIN,@DET,-,-,-,1.37,0.01,57.17,0.38,-,0.01,0.04,8.13
Demaryius Thomas WR - DEN,@OAK,-,-,-,-,-,59.36,0.37,-,0.01,0.03,8.12
Jamison Crowder WR - WAS,NYG,-,-,-,5.01,0.03,54.86,0.3,-,-,0.04,7.89
Kenny Stills WR - MIA,@NE,-,-,-,0.03,-,56.64,0.37,-,0.01,0.03,7.85
Paul Richardson WR - SEA,@SF,-,-,-,-,-,53.17,0.42,-,0.01,0.03,7.80
Marqise Lee WR - JAX View Videos,@ARI,-,-,-,-,-,58.01,0.32,-,0.01,0.04,7.66
Devin Funchess WR - CAR,@NYJ,-,-,-,0.16,-,54.39,0.37,-,0.01,0.03,7.64
Sammy Watkins WR - LA View Videos,NO,-,-,-,-,-,51.81,0.4,-,0.01,0.02,7.56
Cooper Kupp WR - LA View News View Videos,NO,-,-,-,0.28,0.01,52.53,0.34,-,-,0.03,7.32
Rishard Matthews WR - TEN View Videos,@IND,-,-,-,0.04,-,53.35,0.34,-,-,0.03,7.32
Amari Cooper WR - OAK,DEN,-,-,-,0.7,0.01,52.58,0.32,-,0.01,0.03,7.27
Josh Doctson WR - WAS,NYG,-,-,-,0.15,-,50.42,0.37,-,-,0.03,7.22
Mohamed Sanu WR - ATL View Videos,TB,-,-,-,1.34,0.01,47.04,0.39,-,-,0.03,7.18
DeSean Jackson WR - TB,@ATL,-,-,-,0.14,-,51.96,0.31,-,0.01,0.03,7.03
DeVante Parker WR - MIA,@NE,-,-,-,0.1,-,52.43,0.3,-,0.01,0.03,7.01
Emmanuel Sanders WR - DEN,@OAK,-,-,-,-,-,51.62,0.29,-,-,0.03,6.84
Brandon LaFell WR - CIN View News,CLE,-,-,-,-,-,49.49,0.3,-,-,0.03,6.69
