Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Rob Gronkowski TE - NE,@BUF,-,-,-,-,-,68.67,0.54,-,0.01,0.03,10.07
Travis Kelce TE - KC View News View Videos,@NYJ,-,-,-,-,-,69.8,0.47,-,-,0.04,9.72
Zach Ertz TE - PHI,@SEA,-,-,-,-,-,63.25,0.47,-,-,0.03,9.09
Jared Cook TE - OAK,NYG,-,-,-,-,-,56.48,0.32,-,0.01,0.03,7.53
Delanie Walker TE - TEN View News View Videos,HOU,-,-,-,-,-,54.38,0.33,-,0.01,0.03,7.38
Jimmy Graham TE - SEA View News,PHI,-,-,-,-,-,47.55,0.41,-,0.02,0.02,7.22
Kyle Rudolph TE - MIN,@ATL,-,-,-,-,-,48.17,0.37,-,0.01,0.03,7.00
Jack Doyle TE - IND,@JAX,-,-,-,-,-,50.86,0.29,-,0.01,0.03,6.79
Austin Seferian-Jenkins TE - NYJ,KC,-,-,-,-,-,45.8,0.28,-,0.01,0.03,6.22
Evan Engram TE - NYG,@OAK,-,-,-,0.11,-,45.55,0.28,-,-,0.03,6.19
Vernon Davis TE - WAS,@DAL,-,-,-,-,-,45.65,0.27,-,0.01,0.02,6.17
Hunter Henry TE - LAC,CLE,-,-,-,0.14,-,41.24,0.32,-,0.01,0.02,6.04
C.J. Fiedorowicz TE - HOU,@TEN,-,-,-,-,-,40.34,0.22,-,-,0.03,5.29
Jason Witten TE - DAL,WAS,-,-,-,-,-,37.5,0.25,-,0.01,0.02,5.23
Eric Ebron TE - DET,@BAL,-,-,-,0.04,-,38.39,0.23,-,0.01,0.02,5.20
Julius Thomas TE - MIA,DEN,-,-,-,-,-,36.19,0.25,-,-,0.02,5.08
Austin Hooper TE - ATL View Videos,MIN,-,-,-,0.07,-,34.18,0.23,-,-,0.02,4.77
Tyler Kroft TE - CIN,PIT,-,-,-,-,-,31.99,0.25,-,-,0.02,4.66
Charles Clay TE - BUF,NE,-,-,-,-,-,33.4,0.21,-,-,0.02,4.56
Benjamin Watson TE - BAL View Videos,DET,-,-,-,-,-,31.1,0.21,-,0.01,0.01,4.37
David Njoku TE - CLE,@LAC,-,-,-,0.28,-,31.36,0.19,-,0.01,0.02,4.28
Ricky Seals-Jones TE - ARI,LA,-,-,-,0.07,0.01,28.45,0.23,-,0.01,0.02,4.27
Jermaine Gresham TE - ARI,LA,-,-,-,-,-,27.71,0.21,-,0.01,0.01,4.03
O.J. Howard TE - TB,@GB,-,-,-,0.15,-,27.49,0.21,-,-,0.02,3.98
Greg Olsen TE - CAR,@NO,-,-,-,-,-,29.57,0.16,-,0.01,0.01,3.92
Tyler Higbee TE - LA,@ARI,-,-,-,-,-,27.68,0.17,-,-,0.02,3.75
Ed Dickson TE - CAR,@NO,-,-,-,-,-,27.73,0.16,-,0.02,0.02,3.73
Marcedes Lewis TE - JAX,IND,-,-,-,-,-,25.31,0.19,-,0.01,0.01,3.67
Jesse James TE - PIT,@CIN,-,-,-,0.11,-,25.56,0.17,-,0.01,0.02,3.57
Cameron Brate TE - TB,@GB,-,-,-,-,-,23.76,0.16,-,-,0.02,3.30
George Kittle TE - SF,@CHI,-,-,-,0.06,-,24.4,0.14,-,-,0.02,3.25
Dion Sims TE - CHI,SF,-,-,-,-,-,19.97,0.14,-,0.01,0.01,2.84
Austin Traylor TE - DEN,@MIA,-,-,-,-,-,21.33,0.12,-,-,0.02,2.81
Seth DeValve TE - CLE View News,@LAC,-,-,-,-,-,20.23,0.12,-,-,0.02,2.70
Daniel Brown TE - CHI,SF,-,-,-,-,-,19.33,0.11,-,-,0.02,2.55
Lance Kendricks TE - GB,TB,-,-,-,-,-,18.75,0.11,-,-,0.01,2.52
Virgil Green TE - DEN,@MIA,-,-,-,-,-,16.26,0.09,-,-,0.01,2.15
Stephen Anderson TE - HOU,@TEN,-,-,-,-,-,16.24,0.09,-,-,0.01,2.14
Nick Boyle TE - BAL,DET,-,-,-,0.04,-,15.26,0.09,-,0.01,0.01,2.07
Antonio Gates TE - LAC,CLE,-,-,-,-,-,14.23,0.1,-,0.01,-,2.04
Gerald Everett TE - LA,@ARI,-,-,-,0.58,0.01,13.45,0.09,-,-,0.01,1.98
Adam Shaheen TE - CHI,SF,-,-,-,0.06,-,13.31,0.11,-,-,0.01,1.98
Niles Paul TE - WAS,@DAL,-,-,-,0.53,0.01,13.37,0.08,-,-,0.01,1.91
Dwayne Allen TE - NE,@BUF,-,-,-,-,-,12.67,0.1,-,-,0.01,1.85
Garrett Celek TE - SF,@CHI,-,-,-,-,-,13.31,0.09,-,-,0.01,1.85
Josh Hill TE - NO,CAR,-,-,-,-,-,11.94,0.09,-,-,0.01,1.71
Richard Rodgers TE - GB,TB,-,-,-,0.01,-,12.17,0.08,-,0.01,0.01,1.70
Jonnu Smith TE - TEN View Videos,HOU,-,-,-,0.14,-,12.28,0.08,-,-,0.01,1.70
Demetrius Harris TE - KC View Videos,@NYJ,-,-,-,-,-,10.42,0.07,-,0.01,0.01,1.46
Maxx Williams TE - BAL,DET,-,-,-,0.12,-,10.54,0.06,-,0.01,0.01,1.43
Nick O'Leary TE - BUF,NE,-,-,-,0.07,-,9.96,0.07,-,-,0.01,1.40
Levine Toilolo TE - ATL,MIN,-,-,-,-,-,9.62,0.07,-,0.01,0.01,1.38
Darren Fells TE - DET,@BAL,-,-,-,-,-,9.05,0.07,-,-,0.01,1.31
Nick Vannett TE - SEA,PHI,-,-,-,0.13,-,8.55,0.07,-,-,0.01,1.27
Trey Burton TE - PHI,@SEA,-,-,-,-,-,8.96,0.06,-,0.01,0.01,1.26
Garrett Griffin TE - NO,CAR,-,-,-,0.04,0.01,8.1,0.06,-,0.01,0.01,1.23
Luke Willson TE - SEA,PHI,-,-,-,-,-,7.78,0.07,-,-,0.01,1.18
Brent Celek TE - PHI,@SEA,-,-,-,-,-,8.32,0.05,-,0.01,-,1.15
Michael Hoomanawanui TE - NO,CAR,-,-,-,-,-,7.09,0.06,-,0.01,-,1.09
A.J. Derby TE - MIA,DEN,-,-,-,-,-,7.04,0.05,-,-,0.01,0.98
Rhett Ellison TE - NYG,@OAK,-,-,-,-,-,7,0.04,-,-,0.01,0.92
Eric Tomlinson TE - NYJ,KC,-,-,-,-,-,5.86,0.05,-,-,0.01,0.87
David Morgan TE - MIN,@ATL,-,-,-,-,-,6.37,0.04,-,-,0.01,0.86
James Hanna TE - DAL,WAS,-,-,-,-,-,5.66,0.05,-,-,0.01,0.85
Anthony Fasano TE - MIA,DEN,-,-,-,-,-,5.75,0.04,-,0.01,-,0.84
Jeremy Sprinkle TE - WAS,@DAL,-,-,-,0.11,-,5.64,0.04,-,-,0.01,0.80
Troy Niklas TE - ARI View News,LA,-,-,-,-,-,5.43,0.04,-,-,0.01,0.76
C.J. Uzomah TE - CIN View News,PIT,-,-,-,0.04,-,4.86,0.04,-,0.01,0.01,0.73
Brandon Williams TE - IND,@JAX,-,-,-,-,-,5.01,0.03,-,-,0.01,0.66
Xavier Grimble TE - PIT,@CIN,-,-,-,-,-,4.59,0.03,-,-,0.01,0.62
James O'Shaughnessy TE - JAX View News,IND,-,-,-,-,-,4.55,0.03,-,-,0.01,0.62
Ben Koyack TE - JAX,IND,-,-,-,-,-,4.25,0.03,-,-,0.01,0.59
Lee Smith TE - OAK,NYG,-,-,-,-,-,3.92,0.03,-,-,-,0.57
Derek Carrier TE - LA,@ARI,-,-,-,-,-,4.12,0.02,-,-,0.01,0.51
Logan Thomas TE - BUF,NE,-,-,-,-,-,3.17,0.03,-,-,0.01,0.48
Neal Sterling TE - NYJ,KC,-,-,-,-,-,3.04,0.03,-,-,0.01,0.46
Jerell Adams TE - NYG,@OAK,-,-,-,0.04,-,3.5,0.02,-,-,0.01,0.45
Randall Telfer TE - CLE View News,@LAC,-,-,-,-,-,3.34,0.02,-,-,0.01,0.43
Chris Manhertz TE - CAR,@NO,-,-,-,-,-,3.19,0.02,-,-,0.01,0.42
Phillip Supernaw TE - TEN,HOU,-,-,-,-,-,2.81,0.02,-,0.01,-,0.42
Michael Roberts TE - DET,@BAL,-,-,-,0.11,-,2.71,0.02,-,-,0.01,0.38
Clive Walford TE - OAK,NYG,-,-,-,-,-,2.69,0.02,-,-,0.01,0.37
Jeff Cumberland TE - LAC,CLE,-,-,-,-,-,2.6,0.02,-,-,0.01,0.36
Geoff Swaim TE - DAL,WAS,-,-,-,0.04,-,2.56,0.02,-,-,0.01,0.36
Ryan Hewitt TE - CIN,PIT,-,-,-,-,-,2.53,0.02,-,-,0.01,0.35
Ben Braunecker TE - CHI,SF,-,-,-,0.13,-,2.25,0.02,-,-,0.01,0.34
Eric Saubert TE - ATL,MIN,-,-,-,0.07,-,2.01,0.02,-,-,0.01,0.31
Jacob Hollister TE - NE,@BUF,-,-,-,0.1,-,2.41,0.01,-,-,0.01,0.29
Blake Bell TE - MIN,@ATL,-,-,-,-,-,2.02,0.01,-,-,0.01,0.24
