Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Brandon Allen QB - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Derek Anderson QB - CAR,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt Barkley QB - ARI,Bye,-,-,-,-,-,-,-,-,-,-,-
C.J. Beathard QB - SF,Bye,-,-,-,-,-,-,-,-,-,-,-
Blake Bortles QB - JAX View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Trevone Boykin QB - SEA,Bye,-,-,-,-,-,-,-,-,-,-,-
Sam Bradford QB - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Tom Brady QB - NE View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Tyler Bray QB - KC,Bye,-,-,-,-,-,-,-,-,-,-,-
Drew Brees QB - NO View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Teddy Bridgewater QB - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Jacoby Brissett QB - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Joe Callahan QB - GB,Bye,-,-,-,-,-,-,-,-,-,-,-
Derek Carr QB - OAK,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt Cassel QB - TEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Kellen Clemens QB - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Connor Cook QB - OAK,Bye,-,-,-,-,-,-,-,-,-,-,-
Kirk Cousins QB - WAS View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Jay Cutler QB - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Andy Dalton QB - CIN View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Chase Daniel QB - NO,Bye,-,-,-,-,-,-,-,-,-,-,-
Austin Davis QB - SEA,Bye,-,-,-,-,-,-,-,-,-,-,-
Joshua Dobbs QB - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Jeff Driskel QB - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
David Fales QB - MIA,Bye,-,-,-,-,-,-,-,-,-,-,-
Ryan Fitzpatrick QB - TB,Bye,-,-,-,-,-,-,-,-,-,-,-
Joe Flacco QB - BAL View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Nick Foles QB - PHI View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Blaine Gabbert QB - ARI View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Jimmy Garoppolo QB - SF View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Mike Glennon QB - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Jared Goff QB - LA View News View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Garrett Grayson QB - ATL,Bye,-,-,-,-,-,-,-,-,-,-,-
Robert Griffin III QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Christian Hackenberg QB - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Chad Henne QB - JAX,Bye,-,-,-,-,-,-,-,-,-,-,-
Shaun Hill QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Taysom Hill QB - NO View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Kevin Hogan QB - CLE,Bye,-,-,-,-,-,-,-,-,-,-,-
Bart Houston QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Brian Hoyer QB - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
Brett Hundley QB - GB,Bye,-,-,-,-,-,-,-,-,-,-,-
Cardale Jones QB - LAC,Bye,-,-,-,-,-,-,-,-,-,-,-
Landry Jones QB - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Brad Kaaya QB - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Colin Kaepernick QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Case Keenum QB - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Chad Kelly QB - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Cody Kessler QB - CLE,Bye,-,-,-,-,-,-,-,-,-,-,-
DeShone Kizer QB - CLE,Bye,-,-,-,-,-,-,-,-,-,-,-
Andrew Luck QB - IND,Bye,-,-,-,-,-,-,-,-,-,-,-
Paxton Lynch QB - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Patrick Mahomes QB - KC,Bye,-,-,-,-,-,-,-,-,-,-,-
Ryan Mallett QB - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Eli Manning QB - NYG,Bye,-,-,-,-,-,-,-,-,-,-,-
Sean Mannion QB - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
EJ Manuel QB - OAK,Bye,-,-,-,-,-,-,-,-,-,-,-
Marcus Mariota QB - TEN View News View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
AJ McCarron QB - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Josh McCown QB - NYJ,Bye,-,-,-,-,-,-,-,-,-,-,-
Luke McCown QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Colt McCoy QB - WAS,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt McGloin QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Zach Mettenberger QB,Bye,-,-,-,-,-,-,-,-,-,-,-
Kellen Moore QB - DAL,Bye,-,-,-,-,-,-,-,-,-,-,-
